killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,killsplayer_0,riftherald_team200,killsplayer_5
2.0,15.0,1.0,2.0,3.0,4.0,6.0,7.0,2.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,2.0,6.0,1.0,6.0,9.0,3.0,3.0,2.0,4.0,13.0,4.0,,,,200.0,654.0,543.0,5800.0,810.0,7153.0,0.0,0.0,12.0,119.0,111449.0,6504.0,9914.0,1783.0,0.0,13691.0,651.0,14342.0,0.0,120.0,12.0,33.0,247163.0,12398.0,9959.0,360.0,8278.0,1097.0,0.0,9375.0,0.0,0.0,12.0,137.0,369473.0,6525.0,9053.0,480.0,629.0,5574.0,0.0,6203.0,0.0,0.0,11.0,134.0,0.0,6990.0,7352.0,300.0,3148.0,2218.0,472.0,5838.0,30.0,0.0,10.0,25.0,68666.0,4940.0,6274.0,320.0,9353.0,2236.0,586.0,12175.0,0.0,4.0,13.0,163.0,168715.0,8630.0,11019.0,172.0,1128.0,6283.0,537.0,7948.0,0.0,121.0,12.0,13.0,112560.0,8482.0,8682.0,1094.0,9504.0,751.0,0.0,10256.0,0.0,0.0,12.0,152.0,52444.0,7934.0,9661.0,69.0,3204.0,12883.0,0.0,16087.0,0.0,0.0,11.0,141.0,0.0,9009.0,8298.0,745.0,3759.0,1440.0,496.0,5696.0,30.0,4.0,10.0,8.0,106022.0,6455.0,6405.0,1200375.0,CLASSIC,MATCHED_GAME,11.21.403.3002,4.0,4.0,,1.0,5.0,,2.0,1.0
2.0,5.0,2.0,5.0,2.0,3.0,3.0,6.0,,4.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,3.0,2.0,6.0,4.0,8.0,,2.0,7.0,3.0,1.0,1.0,,200.0,1123.0,1726.0,2349.0,307.0,4383.0,0.0,0.0,11.0,100.0,184224.0,5733.0,7995.0,191.0,1430.0,5948.0,70.0,7448.0,0.0,94.0,11.0,34.0,366061.0,8231.0,8208.0,360.0,10673.0,1078.0,0.0,11752.0,0.0,8.0,12.0,123.0,191250.0,6835.0,9078.0,348.0,2872.0,6713.0,210.0,9796.0,0.0,12.0,11.0,137.0,26683.0,8106.0,8085.0,94.0,2234.0,1040.0,572.0,3846.0,30.0,0.0,9.0,3.0,38796.0,5369.0,5451.0,535.0,4160.0,4091.0,859.0,9111.0,0.0,0.0,12.0,139.0,125064.0,7735.0,9434.0,505.0,341.0,9003.0,1160.0,10505.0,0.0,123.0,13.0,36.0,320239.0,8765.0,10043.0,228.0,6858.0,963.0,579.0,8401.0,0.0,4.0,11.0,113.0,9280.0,6493.0,8386.0,1763.0,411.0,4069.0,0.0,4481.0,0.0,1.0,10.0,107.0,75839.0,8478.0,7149.0,246.0,2380.0,950.0,289.0,3620.0,30.0,0.0,9.0,30.0,37746.0,4981.0,5884.0,1200307.0,CLASSIC,MATCHED_GAME,11.20.400.7328,4.0,4.0,,1.0,3.0,,1.0,1.0
3.0,2.0,5.0,8.0,3.0,5.0,11.0,7.0,,5.0,6.0,7.0,2.0,6.0,3.0,2.0,4.0,3.0,2.0,3.0,6.0,7.0,3.0,6.0,5.0,12.0,2.0,2.0,,,100.0,1351.0,4578.0,3780.0,0.0,8358.0,0.0,5.0,12.0,148.0,296246.0,8486.0,9666.0,319.0,5594.0,1872.0,654.0,8121.0,0.0,87.0,11.0,22.0,352799.0,6759.0,7432.0,1098.0,442.0,11115.0,780.0,12337.0,0.0,13.0,13.0,154.0,132639.0,8673.0,10941.0,1087.0,898.0,8812.0,71.0,9782.0,0.0,4.0,12.0,158.0,74976.0,10212.0,8997.0,934.0,10280.0,459.0,271.0,11010.0,30.0,0.0,9.0,16.0,169212.0,6584.0,5854.0,563.0,764.0,6381.0,2586.0,9732.0,0.0,0.0,13.0,138.0,117249.0,7123.0,10520.0,75.0,0.0,7045.0,312.0,7357.0,0.0,124.0,12.0,35.0,248050.0,9810.0,9694.0,603.0,14875.0,1556.0,1484.0,17915.0,0.0,1.0,13.0,109.0,60163.0,9783.0,11234.0,814.0,2296.0,12205.0,0.0,14502.0,0.0,3.0,12.0,140.0,159905.0,8889.0,9023.0,316.0,4133.0,701.0,522.0,5357.0,30.0,0.0,8.0,5.0,92282.0,5541.0,4646.0,1200361.0,CLASSIC,MATCHED_GAME,11.19.398.9466,,,2.0,,9.0,,2.0,3.0
1.0,2.0,1.0,8.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,3.0,1.0,8.0,2.0,5.0,3.0,5.0,5.0,2.0,6.0,1.0,4.0,2.0,1.0,1.0,200.0,881.0,331.0,8061.0,0.0,8393.0,0.0,4.0,12.0,155.0,129614.0,7656.0,9716.0,459.0,385.0,4418.0,259.0,5062.0,0.0,109.0,11.0,36.0,504357.0,6899.0,7998.0,216.0,6238.0,417.0,292.0,6948.0,0.0,0.0,11.0,101.0,220165.0,5966.0,7569.0,997.0,11489.0,1391.0,0.0,12881.0,0.0,0.0,12.0,132.0,216352.0,10121.0,9304.0,1246.0,0.0,2958.0,1773.0,4732.0,30.0,0.0,9.0,25.0,58331.0,5821.0,6051.0,159.0,13265.0,1365.0,0.0,14630.0,0.0,0.0,13.0,151.0,30222.0,7739.0,10386.0,132.0,8626.0,578.0,940.0,10144.0,0.0,112.0,11.0,13.0,360492.0,7817.0,8329.0,546.0,990.0,6543.0,0.0,7533.0,0.0,8.0,12.0,119.0,20411.0,7681.0,9400.0,1572.0,1221.0,12437.0,0.0,13658.0,0.0,0.0,12.0,124.0,85340.0,8482.0,9723.0,44.0,1349.0,358.0,170.0,1877.0,30.0,0.0,8.0,31.0,21663.0,4544.0,4583.0,1200377.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,6.0,3.0,,2.0,,,4.0
2.0,2.0,10.0,7.0,8.0,4.0,2.0,10.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,1.0,7.0,7.0,9.0,16.0,1.0,7.0,4.0,7.0,14.0,1.0,3.0,,1.0,200.0,1670.0,1666.0,6643.0,154.0,8463.0,0.0,6.0,12.0,128.0,56956.0,6945.0,9107.0,166.0,642.0,4654.0,701.0,5997.0,0.0,86.0,11.0,22.0,506858.0,6266.0,7580.0,21.0,1968.0,13925.0,392.0,16286.0,0.0,4.0,13.0,125.0,55763.0,11106.0,10340.0,823.0,828.0,14067.0,289.0,15184.0,0.0,5.0,11.0,109.0,146968.0,8898.0,7449.0,1394.0,4827.0,1441.0,982.0,7251.0,30.0,0.0,10.0,33.0,82408.0,6654.0,7291.0,91.0,758.0,8562.0,5218.0,14539.0,0.0,4.0,11.0,111.0,154891.0,8486.0,8190.0,100.0,0.0,6318.0,1402.0,7721.0,0.0,108.0,11.0,17.0,263216.0,7615.0,8230.0,891.0,815.0,9335.0,397.0,10548.0,0.0,0.0,12.0,137.0,254624.0,6431.0,8819.0,180.0,0.0,12536.0,2978.0,15515.0,0.0,1.0,11.0,120.0,51198.0,10339.0,8463.0,505.0,3572.0,1011.0,0.0,4584.0,30.0,0.0,10.0,17.0,148356.0,6140.0,6130.0,1200402.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,6.0,,1.0,6.0,,,3.0
5.0,5.0,6.0,1.0,3.0,3.0,6.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,6.0,1.0,4.0,3.0,7.0,5.0,8.0,,8.0,2.0,4.0,11.0,2.0,1.0,1.0,1.0,100.0,1434.0,9068.0,432.0,0.0,9500.0,0.0,4.0,12.0,138.0,184230.0,8949.0,9676.0,1472.0,1028.0,9452.0,458.0,10939.0,0.0,106.0,12.0,14.0,210176.0,8986.0,8695.0,680.0,12070.0,1703.0,0.0,13774.0,0.0,4.0,14.0,174.0,179891.0,10964.0,11732.0,1489.0,1490.0,4643.0,0.0,6134.0,0.0,5.0,11.0,134.0,759.0,6764.0,7395.0,685.0,4906.0,706.0,0.0,5612.0,30.0,0.0,10.0,15.0,168856.0,5200.0,6769.0,907.0,0.0,4781.0,0.0,4781.0,0.0,8.0,12.0,141.0,81285.0,7547.0,9214.0,966.0,6238.0,3222.0,646.0,10107.0,0.0,94.0,11.0,20.0,205946.0,7101.0,8160.0,180.0,0.0,9863.0,568.0,10431.0,0.0,0.0,13.0,141.0,100478.0,8675.0,10072.0,2615.0,8851.0,631.0,0.0,9483.0,0.0,1.0,11.0,144.0,93478.0,8705.0,7377.0,725.0,6175.0,1249.0,614.0,8038.0,30.0,0.0,10.0,6.0,43835.0,6425.0,7105.0,1200380.0,CLASSIC,MATCHED_GAME,11.14.385.9967,4.0,3.0,1.0,,3.0,,,
10.0,1.0,1.0,13.0,5.0,7.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,6.0,4.0,8.0,6.0,5.0,12.0,8.0,15.0,3.0,3.0,5.0,6.0,9.0,4.0,1.0,1.0,1.0,100.0,919.0,2000.0,12578.0,871.0,15449.0,0.0,5.0,12.0,115.0,22139.0,10074.0,9790.0,104.0,6853.0,109.0,301.0,7264.0,0.0,111.0,11.0,23.0,442569.0,7904.0,8465.0,435.0,8471.0,1561.0,0.0,10033.0,0.0,12.0,12.0,119.0,48300.0,6975.0,9124.0,321.0,2166.0,16488.0,188.0,18843.0,0.0,12.0,12.0,132.0,6014.0,11915.0,9028.0,456.0,0.0,5867.0,860.0,6727.0,30.0,0.0,10.0,26.0,70522.0,8861.0,6945.0,127.0,536.0,7645.0,1977.0,10158.0,0.0,4.0,12.0,131.0,53564.0,8127.0,8908.0,289.0,0.0,8482.0,927.0,9409.0,0.0,110.0,11.0,7.0,188354.0,9039.0,8314.0,117.0,3316.0,562.0,68.0,3946.0,0.0,4.0,12.0,138.0,192554.0,7527.0,8926.0,510.0,4463.0,746.0,1331.0,6542.0,0.0,0.0,11.0,118.0,32154.0,6880.0,8103.0,286.0,3840.0,991.0,442.0,5274.0,30.0,0.0,9.0,9.0,34260.0,4971.0,5129.0,1200375.0,CLASSIC,MATCHED_GAME,11.22.406.3587,9.0,4.0,1.0,1.0,6.0,,,4.0
5.0,1.0,4.0,8.0,4.0,4.0,6.0,1.0,,3.0,2.0,2.0,3.0,5.0,6.0,5.0,6.0,7.0,4.0,4.0,8.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,,100.0,1129.0,15251.0,976.0,0.0,16227.0,0.0,4.0,12.0,106.0,241381.0,8664.0,8970.0,1667.0,401.0,5790.0,578.0,6770.0,0.0,160.0,13.0,29.0,489040.0,8767.0,11263.0,280.0,1877.0,5985.0,100.0,7963.0,0.0,10.0,12.0,144.0,43667.0,9320.0,9249.0,1730.0,805.0,8908.0,0.0,9713.0,0.0,4.0,12.0,169.0,11261.0,9725.0,9940.0,1673.0,0.0,10809.0,2169.0,12979.0,30.0,0.0,11.0,30.0,111536.0,10143.0,7752.0,755.0,4232.0,8739.0,364.0,13336.0,0.0,0.0,13.0,166.0,406387.0,9729.0,11175.0,1535.0,477.0,5228.0,455.0,6162.0,0.0,79.0,10.0,8.0,145235.0,8150.0,6914.0,278.0,10380.0,2165.0,884.0,13429.0,0.0,0.0,12.0,129.0,270544.0,8198.0,9715.0,748.0,300.0,7735.0,0.0,8036.0,0.0,3.0,10.0,152.0,11327.0,6473.0,6928.0,146.0,373.0,6765.0,0.0,7138.0,30.0,0.0,10.0,12.0,38412.0,5596.0,6346.0,1200369.0,CLASSIC,MATCHED_GAME,11.22.406.3587,8.0,6.0,2.0,,6.0,,,12.0
4.0,5.0,1.0,12.0,1.0,5.0,4.0,7.0,,4.0,2.0,5.0,5.0,1.0,6.0,4.0,1.0,6.0,9.0,4.0,11.0,4.0,5.0,6.0,4.0,8.0,3.0,,,1.0,100.0,281.0,7954.0,4086.0,5457.0,17499.0,0.0,4.0,12.0,125.0,146509.0,8626.0,8776.0,1000.0,666.0,11590.0,365.0,12622.0,0.0,96.0,11.0,24.0,350287.0,8085.0,8396.0,1053.0,5637.0,284.0,0.0,5921.0,0.0,0.0,11.0,94.0,46048.0,5888.0,7772.0,2546.0,480.0,13117.0,4088.0,17685.0,0.0,0.0,11.0,139.0,39004.0,10386.0,8124.0,294.0,3308.0,635.0,548.0,4492.0,30.0,0.0,10.0,13.0,155223.0,5289.0,6371.0,364.0,328.0,5236.0,2254.0,7819.0,0.0,4.0,11.0,88.0,110475.0,5564.0,7682.0,1567.0,6979.0,1501.0,311.0,8793.0,0.0,112.0,11.0,24.0,386310.0,8012.0,8398.0,915.0,0.0,7470.0,352.0,7822.0,0.0,4.0,11.0,110.0,98562.0,7245.0,8273.0,1228.0,335.0,10469.0,1334.0,12140.0,0.0,7.0,11.0,143.0,261034.0,8663.0,7636.0,946.0,2315.0,632.0,604.0,3552.0,30.0,0.0,9.0,34.0,46141.0,4671.0,5376.0,1200343.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,7.0,1.0,,5.0,,,
3.0,4.0,4.0,3.0,7.0,6.0,3.0,2.0,,5.0,6.0,4.0,3.0,,2.0,3.0,3.0,6.0,6.0,5.0,8.0,1.0,5.0,2.0,4.0,8.0,1.0,4.0,,,200.0,52.0,1505.0,4757.0,112.0,6375.0,0.0,16.0,12.0,150.0,58876.0,8097.0,9502.0,272.0,982.0,6957.0,489.0,8429.0,0.0,77.0,10.0,12.0,209571.0,7287.0,6647.0,1651.0,6712.0,373.0,0.0,7085.0,0.0,0.0,12.0,138.0,209099.0,7991.0,8954.0,1681.0,1768.0,4729.0,653.0,7151.0,0.0,1.0,11.0,137.0,2544.0,8531.0,7688.0,577.0,1106.0,2519.0,662.0,4288.0,30.0,0.0,10.0,31.0,78484.0,6287.0,6641.0,954.0,0.0,9176.0,686.0,9862.0,0.0,40.0,13.0,151.0,140073.0,10699.0,11071.0,69.0,865.0,11956.0,814.0,13635.0,0.0,117.0,12.0,25.0,139919.0,9204.0,9874.0,1233.0,6729.0,293.0,315.0,7339.0,0.0,4.0,12.0,148.0,147816.0,7588.0,9357.0,1693.0,260.0,5817.0,0.0,6077.0,0.0,3.0,10.0,102.0,43964.0,6768.0,6285.0,636.0,2552.0,1839.0,255.0,4647.0,30.0,0.0,9.0,35.0,120671.0,5236.0,5640.0,1200390.0,CLASSIC,MATCHED_GAME,11.19.398.9466,3.0,1.0,1.0,1.0,4.0,,2.0,4.0
,7.0,6.0,3.0,5.0,3.0,7.0,3.0,3.0,8.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,7.0,1.0,8.0,3.0,7.0,3.0,1.0,2.0,1.0,3.0,2.0,,200.0,175.0,4609.0,4567.0,1133.0,10310.0,0.0,0.0,11.0,102.0,163911.0,5775.0,8377.0,673.0,0.0,5264.0,2312.0,7577.0,0.0,96.0,12.0,16.0,270150.0,8823.0,9323.0,697.0,8723.0,216.0,580.0,9520.0,0.0,4.0,11.0,86.0,138403.0,7592.0,8258.0,533.0,0.0,8470.0,0.0,8470.0,0.0,8.0,10.0,115.0,35152.0,7593.0,6766.0,1230.0,6395.0,489.0,430.0,7314.0,30.0,0.0,10.0,26.0,63844.0,6955.0,6946.0,277.0,0.0,9890.0,1770.0,11660.0,0.0,4.0,12.0,136.0,113159.0,8747.0,9884.0,247.0,674.0,8052.0,375.0,9101.0,0.0,91.0,10.0,6.0,512702.0,7015.0,7104.0,2006.0,12038.0,1870.0,494.0,14403.0,0.0,5.0,13.0,153.0,99643.0,11006.0,10116.0,600.0,1578.0,5766.0,0.0,7344.0,0.0,0.0,10.0,113.0,9017.0,6620.0,7016.0,891.0,8388.0,980.0,793.0,10161.0,30.0,4.0,9.0,34.0,222001.0,5826.0,5719.0,1200362.0,CLASSIC,MATCHED_GAME,11.20.400.7328,8.0,5.0,,1.0,6.0,,,5.0
2.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,5.0,5.0,,4.0,,1.0,200.0,706.0,1876.0,4693.0,0.0,6569.0,0.0,0.0,12.0,147.0,346396.0,6996.0,9366.0,97.0,289.0,3957.0,190.0,4436.0,0.0,100.0,11.0,23.0,118688.0,6622.0,8062.0,340.0,7416.0,334.0,0.0,7750.0,0.0,0.0,11.0,124.0,188935.0,6420.0,8551.0,1103.0,351.0,3180.0,0.0,3532.0,0.0,0.0,10.0,133.0,0.0,5911.0,6900.0,842.0,3081.0,261.0,44.0,3387.0,30.0,0.0,8.0,12.0,9247.0,4142.0,4725.0,1428.0,8439.0,2179.0,866.0,11485.0,0.0,4.0,13.0,154.0,13705.0,8048.0,10669.0,1220.0,381.0,6821.0,506.0,7708.0,0.0,136.0,12.0,12.0,131853.0,8235.0,9188.0,1040.0,1050.0,6300.0,160.0,7510.0,0.0,8.0,13.0,177.0,73589.0,7990.0,10552.0,1071.0,1214.0,7070.0,0.0,8285.0,0.0,4.0,11.0,174.0,73625.0,8201.0,8432.0,142.0,6042.0,132.0,507.0,6682.0,30.0,0.0,8.0,11.0,64281.0,5527.0,5034.0,1200315.0,CLASSIC,MATCHED_GAME,11.20.400.7328,,1.0,,1.0,2.0,,1.0,
3.0,1.0,3.0,1.0,3.0,1.0,8.0,2.0,5.0,4.0,6.0,5.0,3.0,1.0,2.0,3.0,,1.0,3.0,4.0,2.0,5.0,5.0,,3.0,8.0,,2.0,,1.0,200.0,729.0,1246.0,8751.0,642.0,10640.0,0.0,8.0,12.0,124.0,18004.0,6699.0,8757.0,837.0,1044.0,7860.0,914.0,9819.0,0.0,84.0,10.0,28.0,103037.0,6222.0,7112.0,382.0,8260.0,2135.0,0.0,10396.0,0.0,4.0,11.0,112.0,395897.0,6612.0,7502.0,682.0,2771.0,804.0,392.0,3968.0,30.0,0.0,9.0,8.0,90471.0,4342.0,5129.0,1388.0,5257.0,156.0,0.0,5414.0,0.0,4.0,12.0,191.0,119878.0,7388.0,9222.0,310.0,4427.0,478.0,0.0,4905.0,0.0,0.0,13.0,158.0,345226.0,7990.0,10454.0,958.0,1023.0,5287.0,1159.0,7470.0,0.0,16.0,12.0,133.0,139909.0,8183.0,9567.0,2563.0,6723.0,1513.0,331.0,8569.0,0.0,127.0,12.0,19.0,430433.0,9263.0,9535.0,383.0,0.0,3680.0,0.0,3680.0,0.0,10.0,12.0,168.0,48106.0,7983.0,8918.0,773.0,4251.0,752.0,336.0,5339.0,30.0,0.0,11.0,14.0,64894.0,7173.0,8047.0,1200269.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,1.0,,,2.0,,1.0,
2.0,8.0,5.0,5.0,4.0,4.0,7.0,2.0,,3.0,2.0,4.0,5.0,3.0,6.0,5.0,5.0,1.0,5.0,,6.0,6.0,3.0,2.0,2.0,6.0,3.0,1.0,1.0,1.0,100.0,526.0,839.0,8751.0,54.0,9644.0,0.0,1.0,11.0,140.0,71779.0,7236.0,8395.0,118.0,804.0,11323.0,360.0,12488.0,0.0,111.0,13.0,29.0,247035.0,9917.0,10253.0,898.0,8199.0,2174.0,1442.0,11817.0,0.0,0.0,11.0,101.0,69471.0,7078.0,8346.0,288.0,9111.0,903.0,840.0,10854.0,0.0,4.0,12.0,120.0,51472.0,7003.0,9450.0,232.0,3669.0,986.0,314.0,4970.0,30.0,0.0,9.0,9.0,81903.0,5282.0,6056.0,715.0,110.0,9398.0,30.0,9538.0,0.0,4.0,12.0,116.0,136238.0,7830.0,8671.0,295.0,696.0,6260.0,760.0,7716.0,0.0,96.0,10.0,8.0,340374.0,6860.0,7054.0,525.0,10485.0,505.0,466.0,11457.0,0.0,0.0,12.0,109.0,219779.0,7835.0,8798.0,211.0,682.0,9651.0,0.0,10333.0,0.0,4.0,11.0,152.0,10572.0,6861.0,7343.0,485.0,2411.0,244.0,228.0,2883.0,30.0,0.0,9.0,19.0,127493.0,4450.0,5748.0,1200392.0,CLASSIC,MATCHED_GAME,11.21.403.3002,6.0,6.0,2.0,,5.0,,,2.0
9.0,6.0,5.0,2.0,6.0,4.0,2.0,2.0,2.0,7.0,4.0,,,5.0,5.0,3.0,5.0,5.0,6.0,5.0,13.0,1.0,6.0,5.0,1.0,8.0,,3.0,1.0,1.0,100.0,432.0,76.0,13199.0,806.0,14081.0,0.0,4.0,12.0,118.0,100654.0,8657.0,8606.0,298.0,347.0,8243.0,498.0,9089.0,0.0,92.0,11.0,4.0,172891.0,7663.0,8247.0,251.0,10810.0,341.0,36.0,11188.0,0.0,8.0,13.0,149.0,72699.0,8691.0,11417.0,849.0,5842.0,374.0,0.0,6217.0,0.0,4.0,11.0,139.0,66646.0,6874.0,8120.0,236.0,8485.0,592.0,1972.0,11050.0,30.0,0.0,11.0,20.0,99749.0,6021.0,7432.0,290.0,923.0,7573.0,0.0,8497.0,0.0,0.0,12.0,118.0,287701.0,7640.0,9200.0,223.0,1217.0,7149.0,749.0,9116.0,0.0,129.0,13.0,16.0,211489.0,8113.0,10409.0,107.0,6480.0,1279.0,0.0,7759.0,0.0,0.0,12.0,137.0,391900.0,6632.0,9021.0,367.0,279.0,5329.0,639.0,6248.0,0.0,0.0,10.0,130.0,2180.0,6767.0,6795.0,181.0,1855.0,355.0,160.0,2371.0,30.0,0.0,9.0,10.0,129349.0,5241.0,5272.0,1200384.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,10.0,,1.0,5.0,,,1.0
1.0,6.0,7.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,8.0,7.0,2.0,4.0,3.0,1.0,4.0,,4.0,,1.0,200.0,211.0,2335.0,2442.0,205.0,4983.0,0.0,0.0,12.0,106.0,273875.0,5801.0,8991.0,506.0,6442.0,886.0,537.0,7866.0,0.0,102.0,12.0,27.0,92890.0,8056.0,9500.0,226.0,11222.0,1401.0,900.0,13524.0,0.0,0.0,12.0,135.0,54440.0,8556.0,9682.0,1214.0,0.0,8563.0,0.0,8563.0,0.0,0.0,11.0,187.0,6078.0,8064.0,8125.0,547.0,4188.0,393.0,470.0,5051.0,30.0,0.0,11.0,2.0,18899.0,5157.0,7592.0,328.0,10271.0,1161.0,598.0,12031.0,0.0,4.0,12.0,127.0,28109.0,6538.0,9270.0,267.0,937.0,4740.0,394.0,6071.0,0.0,99.0,11.0,14.0,387754.0,6207.0,7355.0,1126.0,3623.0,6604.0,0.0,10227.0,0.0,16.0,13.0,170.0,79023.0,9561.0,10807.0,484.0,2445.0,8683.0,0.0,11129.0,0.0,4.0,10.0,136.0,200661.0,8209.0,7206.0,1162.0,5025.0,398.0,426.0,5849.0,30.0,0.0,10.0,31.0,113242.0,5262.0,6380.0,1200417.0,CLASSIC,MATCHED_GAME,11.19.398.9466,4.0,2.0,,1.0,1.0,,1.0,2.0
7.0,5.0,7.0,1.0,,5.0,1.0,4.0,2.0,,4.0,3.0,3.0,2.0,5.0,3.0,6.0,4.0,1.0,1.0,3.0,,,2.0,2.0,4.0,1.0,3.0,,1.0,100.0,1288.0,7561.0,11254.0,1142.0,19958.0,0.0,12.0,15.0,176.0,330923.0,9538.0,13044.0,104.0,6419.0,412.0,655.0,7487.0,0.0,102.0,11.0,11.0,282840.0,6954.0,7561.0,1526.0,549.0,17874.0,664.0,19087.0,0.0,0.0,13.0,151.0,75536.0,10185.0,10892.0,1170.0,0.0,4430.0,1857.0,6288.0,0.0,4.0,10.0,143.0,1354.0,6245.0,7274.0,599.0,2083.0,715.0,602.0,3401.0,30.0,0.0,8.0,26.0,59417.0,4264.0,4901.0,142.0,605.0,6642.0,480.0,7728.0,0.0,8.0,12.0,156.0,11690.0,6607.0,9371.0,571.0,7947.0,673.0,887.0,9507.0,0.0,122.0,12.0,8.0,212673.0,7521.0,9138.0,777.0,980.0,3867.0,407.0,5255.0,0.0,0.0,12.0,122.0,82875.0,6017.0,8819.0,878.0,1275.0,7355.0,0.0,8630.0,0.0,8.0,11.0,150.0,8587.0,8348.0,7722.0,75.0,3469.0,133.0,530.0,4132.0,30.0,0.0,9.0,33.0,38442.0,5589.0,5971.0,1200279.0,CLASSIC,MATCHED_GAME,11.18.395.7538,4.0,4.0,1.0,,2.0,,1.0,
