assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,chemtechdragon_team200,riftherald_team200,inhibs_lost_team100,airdragon_team200,hextechdragon_team100,baron_team200,waterdragon_team200
8.0,4.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,2.0,564.0,455.0,1838.0,793.0,949.0,295.0,645.0,607.0,1607.0,117.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1922,1637205058531,4107450049,CLASSIC,teambuilder-match-4107450049,1637203135562,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,74.0,0.0,0.0,0.0,0.0,92.0,13.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,2.0,0.0,11.0,7.0,9.0,9.0,9.0,8.0,10.0,9.0,11.0,9.0,626.0,2033.0,1499.0,4823.0,135.0,1163.0,0.0,3976.0,1334.0,0.0,NA1_4107450049,137.0,5.0,10.0,88.0,114.0,25.0,110.0,11.0,139.0,119.0,4077.0,1022.0,4287.0,150.0,3356.0,834.0,4164.0,1359.0,5040.0,4361.0,420,2.0,34176.0,79961.0,328984.0,145162.0,18048.0,97130.0,37145.0,97183.0,143749.0,40812.0,900298.0,5108.0,3055.0,5932.0,5194.0,3491.0,2232.0,4444.0,5928.0,7638.0,5194.0,7289.0,4480.0,5938.0,4798.0,5234.0,4340.0,4870.0,5382.0,8412.0,5417.0,10.0,7.0,403.0,0.0,146.0,220.0,0.0,234.0,280.0,592.0,1263.0,833.0,10.0,49.0,12.0,8.0,12.0,46.0,9.0,7.0,12.0,14.0,0.0,200.0,7582.0,3330.0,5903.0,5924.0,5319.0,4201.0,6736.0,6086.0,8140.0,6003.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,2.0,,2.0,
8.0,1.0,4.0,2.0,2.0,0.0,5.0,6.0,4.0,1.0,1736.0,200.0,1125.0,335.0,1566.0,954.0,325.0,440.0,318.0,428.0,3.0,3.0,3.0,4.0,6.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,1698,1637202617813,4107403120,CLASSIC,teambuilder-match-4107403120,1637200919179,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,5.0,1.0,2.0,2.0,9.0,3.0,10.0,7.0,8.0,10.0,8.0,9.0,10.0,11.0,9.0,10.0,7727.0,4559.0,642.0,3471.0,1360.0,1920.0,683.0,4819.0,6.0,1143.0,NA1_4107403120,118.0,4.0,5.0,114.0,95.0,17.0,8.0,113.0,57.0,106.0,263.0,905.0,2793.0,731.0,5950.0,736.0,3280.0,262.0,4639.0,8017.0,420,0.0,34665.0,121840.0,216150.0,284478.0,8197.0,33234.0,329001.0,63591.0,80759.0,116540.0,900333.0,8205.0,5635.0,4309.0,4202.0,7739.0,3041.0,4216.0,5081.0,5597.0,9317.0,5621.0,5155.0,4765.0,5030.0,6496.0,3854.0,6875.0,6640.0,5668.0,7929.0,11.0,1.0,214.0,170.0,873.0,0.0,428.0,384.0,252.0,0.0,950.0,156.0,5.0,26.0,2.0,7.0,4.0,27.0,10.0,7.0,2.0,19.0,1.0,200.0,7153.0,3637.0,4728.0,6986.0,4682.0,5105.0,6437.0,8136.0,5295.0,6292.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,3.0,2.0,,1.0,
7.0,4.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,2041.0,397.0,439.0,699.0,376.0,605.0,1206.0,71.0,305.0,1997.0,2.0,2.0,0.0,5.0,4.0,7.0,6.0,4.0,3.0,2.0,1.0,3.0,0.0,0.0,1911,1637382246992,4109902420,CLASSIC,teambuilder-match-4109902420,1637380335913,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,82.0,0.0,0.0,0.0,2.0,68.0,1.0,8.0,8.0,1.0,2.0,4.0,2.0,3.0,0.0,5.0,3.0,3.0,4.0,12.0,8.0,9.0,9.0,8.0,7.0,10.0,8.0,11.0,8.0,390.0,0.0,0.0,2880.0,1324.0,3057.0,1294.0,231.0,1535.0,4771.0,NA1_4109902420,100.0,5.0,3.0,73.0,65.0,2.0,81.0,4.0,109.0,80.0,12379.0,7630.0,4418.0,864.0,7154.0,784.0,7083.0,4939.0,5500.0,966.0,400,1.0,107544.0,30290.0,195356.0,37291.0,6807.0,65479.0,338460.0,155391.0,85833.0,262956.0,900324.0,14605.0,7751.0,4609.0,4659.0,8912.0,4193.0,8378.0,5455.0,9098.0,6010.0,8481.0,6347.0,5399.0,4739.0,5776.0,4520.0,5181.0,5596.0,6045.0,6397.0,9.0,4.0,1835.0,120.0,191.0,914.0,433.0,351.0,1.0,284.0,2062.0,272.0,6.0,20.0,1.0,38.0,8.0,42.0,10.0,70.0,10.0,6.0,0.0,200.0,8861.0,4130.0,5924.0,5887.0,4836.0,3790.0,6985.0,4791.0,7711.0,4988.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,2.0,,1.0,1.0,
3.0,2.0,1.0,5.0,1.0,2.0,4.0,0.0,2.0,1.0,1078.0,64.0,287.0,1740.0,1041.0,341.0,605.0,557.0,1220.0,857.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,1764,1637369411212,4109647842,CLASSIC,teambuilder-match-4109647842,1637367646354,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,5.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,11.0,9.0,9.0,9.0,10.0,6.0,8.0,8.0,12.0,8.0,0.0,2994.0,4008.0,221.0,675.0,959.0,0.0,3648.0,286.0,260.0,NA1_4109647842,112.0,19.0,8.0,73.0,91.0,17.0,42.0,1.0,109.0,78.0,10079.0,851.0,630.0,3500.0,10306.0,1759.0,5178.0,2218.0,8699.0,6486.0,400,1.0,162895.0,361646.0,116423.0,76830.0,95421.0,53772.0,34913.0,168874.0,58727.0,31052.0,900339.0,10079.0,4211.0,4914.0,4042.0,10981.0,2719.0,5498.0,6730.0,9274.0,6746.0,6503.0,5089.0,6812.0,4070.0,6116.0,3416.0,3155.0,4532.0,7840.0,4952.0,2.0,8.0,0.0,365.0,275.0,320.0,0.0,0.0,320.0,863.0,288.0,0.0,10.0,15.0,2.0,10.0,7.0,13.0,3.0,23.0,10.0,4.0,0.0,100.0,8373.0,5180.0,5803.0,5907.0,6272.0,2684.0,4088.0,4725.0,8654.0,4888.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,,1.0
4.0,3.0,0.0,4.0,0.0,2.0,9.0,3.0,5.0,4.0,1009.0,1111.0,134.0,331.0,683.0,756.0,285.0,1188.0,257.0,1283.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,8.0,5.0,3.0,2.0,0.0,0.0,2164,1637377145041,4109786177,CLASSIC,teambuilder-match-4109786177,1637374980880,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,2.0,3.0,7.0,8.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,11.0,8.0,8.0,11.0,8.0,8.0,9.0,10.0,9.0,9.0,4599.0,3026.0,966.0,454.0,2669.0,7292.0,142.0,1686.0,0.0,7162.0,NA1_4109786177,124.0,35.0,1.0,104.0,78.0,11.0,93.0,6.0,41.0,65.0,202.0,970.0,4473.0,8461.0,7999.0,1573.0,3601.0,1626.0,5835.0,1614.0,400,1.0,62941.0,280068.0,342334.0,57180.0,0.0,126329.0,80254.0,111100.0,76848.0,368105.0,900257.0,5368.0,5183.0,5950.0,9892.0,10969.0,9496.0,4143.0,3716.0,7156.0,8840.0,5734.0,4036.0,5109.0,6951.0,7084.0,5956.0,4385.0,4798.0,5342.0,6608.0,11.0,5.0,567.0,1186.0,510.0,976.0,300.0,629.0,400.0,404.0,1320.0,63.0,13.0,19.0,13.0,9.0,10.0,24.0,24.0,1.0,3.0,10.0,1.0,200.0,8046.0,4707.0,4841.0,7436.0,4659.0,4738.0,5463.0,6265.0,5216.0,5041.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,,2.0,,,,
3.0,4.0,0.0,2.0,0.0,3.0,4.0,3.0,8.0,4.0,815.0,217.0,536.0,1774.0,910.0,678.0,220.0,399.0,592.0,394.0,1.0,4.0,3.0,2.0,4.0,5.0,5.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,1779,1637374526632,4109780148,CLASSIC,teambuilder-match-4109780148,1637372747585,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,8.0,0.0,0.0,0.0,48.0,0.0,0.0,5.0,2.0,5.0,4.0,2.0,1.0,0.0,5.0,1.0,2.0,6.0,11.0,8.0,8.0,10.0,8.0,7.0,9.0,8.0,9.0,8.0,0.0,3106.0,105.0,1758.0,325.0,2906.0,502.0,3438.0,734.0,7232.0,NA1_4109780148,106.0,27.0,5.0,86.0,81.0,16.0,74.0,5.0,78.0,74.0,9611.0,1519.0,2768.0,2866.0,8558.0,1148.0,2508.0,1175.0,4687.0,1307.0,400,0.0,70426.0,201734.0,247448.0,12780.0,71291.0,114619.0,32442.0,201923.0,150583.0,179497.0,900322.0,9931.0,6291.0,2974.0,6669.0,8965.0,4088.0,3280.0,4670.0,6676.0,8859.0,7360.0,5682.0,4736.0,6589.0,5360.0,3723.0,5378.0,5299.0,5650.0,5469.0,8.0,6.0,319.0,1665.0,100.0,2045.0,80.0,33.0,270.0,56.0,1253.0,320.0,8.0,14.0,9.0,5.0,25.0,15.0,6.0,9.0,7.0,9.0,1.0,200.0,7827.0,4305.0,4783.0,6733.0,4182.0,3878.0,5984.0,4342.0,6085.0,4772.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,1.0,,1.0,1.0,
2.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,0.0,661.0,1136.0,1533.0,321.0,500.0,1013.0,242.0,55.0,55.0,897.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,2080,1637372141104,4109693594,CLASSIC,teambuilder-match-4109693594,1637370060421,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,0.0,3.0,5.0,2.0,2.0,10.0,8.0,9.0,10.0,9.0,8.0,11.0,9.0,10.0,8.0,2629.0,2848.0,697.0,324.0,151.0,4561.0,5715.0,0.0,4798.0,724.0,NA1_4109693594,116.0,21.0,4.0,63.0,90.0,4.0,109.0,2.0,88.0,100.0,106.0,1043.0,3131.0,5670.0,5153.0,1379.0,44.0,4163.0,1390.0,6753.0,400,0.0,23542.0,64282.0,124706.0,45288.0,162735.0,93498.0,84010.0,208855.0,51238.0,87766.0,900293.0,2903.0,3892.0,4319.0,6239.0,6242.0,6137.0,6224.0,4289.0,6188.0,7477.0,5261.0,4056.0,5133.0,6376.0,5375.0,4613.0,5187.0,5455.0,5935.0,5287.0,10.0,4.0,168.0,0.0,491.0,244.0,938.0,196.0,464.0,126.0,0.0,0.0,15.0,20.0,10.0,19.0,8.0,22.0,10.0,8.0,14.0,69.0,0.0,200.0,7202.0,4091.0,5909.0,6379.0,5587.0,4213.0,7421.0,5571.0,7008.0,4624.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,2.0,,1.0,1.0,
7.0,6.0,0.0,2.0,3.0,1.0,4.0,1.0,4.0,0.0,730.0,111.0,20.0,123.0,846.0,243.0,840.0,1386.0,1112.0,752.0,2.0,4.0,2.0,3.0,7.0,4.0,8.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0,1593,1637366942229,4109613205,CLASSIC,teambuilder-match-4109613205,1637365348997,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0,4.0,0.0,4.0,88.0,0.0,0.0,9.0,2.0,2.0,4.0,4.0,2.0,0.0,5.0,2.0,4.0,5.0,11.0,9.0,10.0,10.0,8.0,9.0,10.0,10.0,11.0,9.0,7329.0,7070.0,153.0,195.0,223.0,2258.0,1646.0,0.0,2769.0,5675.0,NA1_4109613205,89.0,14.0,29.0,88.0,88.0,26.0,72.0,2.0,97.0,90.0,2324.0,1422.0,5518.0,4250.0,5036.0,1500.0,8133.0,5156.0,815.0,813.0,400,0.0,63226.0,116067.0,143347.0,78280.0,109862.0,83472.0,85588.0,76339.0,73098.0,67602.0,900206.0,9912.0,9133.0,5942.0,4900.0,5259.0,4178.0,10678.0,7023.0,3982.0,6489.0,7720.0,6886.0,5745.0,4898.0,5571.0,5118.0,5040.0,6336.0,4837.0,6362.0,11.0,1.0,259.0,640.0,270.0,454.0,0.0,419.0,898.0,1867.0,398.0,0.0,8.0,23.0,41.0,2.0,7.0,26.0,5.0,6.0,16.0,8.0,0.0,200.0,8393.0,5499.0,6433.0,6272.0,4955.0,5168.0,6413.0,6382.0,7634.0,5981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,,1.0,
2.0,3.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,504.0,309.0,647.0,889.0,310.0,1729.0,244.0,181.0,499.0,229.0,1.0,6.0,5.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,2076,1637196455297,4107245803,CLASSIC,teambuilder-match-4107245803,1637194378400,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,16.0,72.0,0.0,0.0,8.0,1.0,0.0,1.0,6.0,2.0,0.0,4.0,3.0,1.0,2.0,12.0,6.0,8.0,9.0,7.0,10.0,10.0,9.0,10.0,8.0,650.0,2449.0,697.0,3503.0,3039.0,10301.0,336.0,1699.0,3710.0,211.0,NA1_4107245803,101.0,8.0,6.0,85.0,16.0,94.0,84.0,12.0,112.0,68.0,7499.0,722.0,2620.0,604.0,825.0,1120.0,4036.0,4351.0,980.0,5157.0,400,1.0,137248.0,56083.0,127609.0,123918.0,59187.0,83688.0,74585.0,194852.0,59493.0,23517.0,900308.0,9414.0,3361.0,3444.0,4107.0,3864.0,11782.0,4667.0,7044.0,5072.0,5369.0,8487.0,3984.0,4147.0,4169.0,4010.0,6979.0,5694.0,6131.0,6199.0,4014.0,3.0,10.0,1264.0,189.0,126.0,0.0,0.0,360.0,294.0,993.0,381.0,0.0,12.0,102.0,1.0,14.0,27.0,11.0,11.0,4.0,33.0,7.0,1.0,100.0,8621.0,3146.0,4402.0,5685.0,3797.0,6133.0,6330.0,5782.0,7087.0,4871.0,0.0,0.0,3.0,1.0,0.0,0.0,80.0,,,,,,,
9.0,5.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,1.0,672.0,389.0,684.0,2972.0,1385.0,240.0,1310.0,1750.0,1557.0,775.0,4.0,3.0,6.0,5.0,0.0,5.0,6.0,1.0,5.0,4.0,4.0,1.0,1.0,0.0,1796,1637281551721,4108333742,CLASSIC,teambuilder-match-4108333742,1637279755182,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,48.0,0.0,0.0,4.0,0.0,106.0,0.0,0.0,4.0,4.0,4.0,6.0,1.0,5.0,0.0,9.0,4.0,2.0,0.0,11.0,7.0,9.0,11.0,9.0,8.0,10.0,11.0,11.0,9.0,5820.0,1628.0,0.0,8153.0,57.0,1367.0,7343.0,0.0,5529.0,431.0,NA1_4108333742,100.0,1.0,11.0,109.0,92.0,30.0,92.0,23.0,93.0,104.0,906.0,519.0,3812.0,1895.0,5421.0,1352.0,3397.0,8353.0,1000.0,6070.0,400,1.0,167330.0,15394.0,129254.0,279842.0,4594.0,53274.0,213176.0,103257.0,23184.0,32702.0,900263.0,6854.0,2147.0,4084.0,10660.0,5478.0,3095.0,11720.0,11793.0,7195.0,6502.0,6572.0,3964.0,5859.0,7597.0,7085.0,4725.0,6135.0,9325.0,6907.0,5590.0,4.0,11.0,127.0,0.0,272.0,611.0,0.0,376.0,979.0,3440.0,665.0,0.0,9.0,7.0,7.0,11.0,9.0,32.0,65.0,5.0,9.0,14.0,0.0,100.0,8422.0,3756.0,5849.0,7630.0,5377.0,4074.0,7045.0,8156.0,7311.0,5339.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,3.0,,
3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,45.0,1003.0,871.0,261.0,239.0,81.0,1161.0,199.0,936.0,486.0,5.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2166,1637382378311,4109931670,CLASSIC,teambuilder-match-4109931670,1637380211390,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,92.0,16.0,0.0,0.0,0.0,76.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,10.0,8.0,10.0,11.0,8.0,7.0,11.0,9.0,11.0,9.0,455.0,3949.0,306.0,157.0,401.0,1371.0,1950.0,384.0,1238.0,1161.0,NA1_4109931670,83.0,15.0,14.0,145.0,111.0,2.0,127.0,11.0,110.0,100.0,3279.0,180.0,1727.0,1820.0,3035.0,173.0,6272.0,2177.0,440.0,2687.0,400,0.0,120848.0,74090.0,106953.0,118515.0,74964.0,44409.0,29333.0,195107.0,89785.0,0.0,900242.0,4217.0,5522.0,2166.0,1978.0,3436.0,1544.0,8222.0,2705.0,1779.0,3848.0,5795.0,4403.0,5771.0,5716.0,5044.0,2901.0,7891.0,4824.0,4456.0,5156.0,3.0,11.0,482.0,1392.0,132.0,0.0,0.0,0.0,0.0,144.0,101.0,0.0,11.0,30.0,6.0,20.0,73.0,18.0,13.0,12.0,16.0,10.0,2.0,100.0,6358.0,4697.0,6197.0,8078.0,4933.0,3341.0,8161.0,5789.0,7472.0,5048.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,1.0,,,1.0
2.0,6.0,1.0,0.0,3.0,4.0,8.0,0.0,1.0,2.0,901.0,177.0,137.0,58.0,788.0,775.0,700.0,1409.0,854.0,560.0,1.0,4.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,2186,1637306078829,4109092256,CLASSIC,teambuilder-match-4109092256,1637303892209,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65.0,4.0,0.0,0.0,4.0,82.0,0.0,0.0,1.0,6.0,1.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,11.0,7.0,9.0,10.0,8.0,7.0,10.0,9.0,9.0,8.0,3950.0,1709.0,355.0,5837.0,903.0,1927.0,668.0,5056.0,1821.0,53.0,NA1_4109092256,118.0,10.0,22.0,104.0,65.0,18.0,117.0,3.0,82.0,113.0,1586.0,500.0,4879.0,175.0,2409.0,699.0,1736.0,403.0,47.0,3845.0,440,0.0,241777.0,50907.0,227408.0,67984.0,0.0,34849.0,449210.0,153017.0,152012.0,24872.0,900259.0,5536.0,2468.0,5520.0,6012.0,3314.0,2895.0,2404.0,5756.0,2015.0,3899.0,4826.0,4427.0,6688.0,5148.0,5448.0,3950.0,5100.0,5774.0,3854.0,4910.0,7.0,9.0,0.0,258.0,285.0,0.0,1.0,268.0,0.0,296.0,146.0,0.0,93.0,29.0,15.0,12.0,12.0,31.0,10.0,4.0,16.0,10.0,0.0,100.0,7931.0,4006.0,5653.0,6823.0,4071.0,3427.0,6630.0,5883.0,5957.0,5010.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,,,1.0,,2.0,,
9.0,4.0,1.0,7.0,7.0,2.0,0.0,1.0,8.0,0.0,625.0,1498.0,282.0,123.0,1900.0,1133.0,121.0,460.0,1319.0,1138.0,5.0,4.0,6.0,5.0,3.0,2.0,4.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,1866,1637381352797,4109839716,CLASSIC,teambuilder-match-4109839716,1637379485809,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,91.0,7.0,0.0,71.0,0.0,0.0,2.0,6.0,2.0,1.0,5.0,1.0,0.0,9.0,2.0,3.0,6.0,10.0,9.0,9.0,9.0,10.0,11.0,10.0,10.0,12.0,10.0,2658.0,0.0,1389.0,2256.0,179.0,2757.0,1956.0,803.0,4846.0,7432.0,NA1_4109839716,94.0,22.0,101.0,25.0,19.0,116.0,85.0,26.0,139.0,85.0,957.0,3837.0,5261.0,1476.0,3534.0,7037.0,1025.0,8267.0,184.0,1070.0,440,2.0,14402.0,49773.0,86135.0,173092.0,375983.0,35724.0,33462.0,121895.0,90596.0,209758.0,900258.0,3769.0,5166.0,6698.0,4147.0,4194.0,9842.0,4763.0,9354.0,5031.0,8503.0,4765.0,7083.0,6907.0,5238.0,5800.0,8183.0,4261.0,8435.0,6079.0,6073.0,9.0,8.0,153.0,1329.0,48.0,415.0,480.0,48.0,1781.0,284.0,0.0,0.0,43.0,54.0,6.0,33.0,2.0,3.0,6.0,5.0,12.0,11.0,0.0,200.0,6591.0,5322.0,5298.0,5053.0,6552.0,8158.0,6371.0,6489.0,8782.0,6159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,2.0,1.0,,1.0,2.0
5.0,4.0,1.0,1.0,1.0,2.0,7.0,3.0,0.0,2.0,978.0,348.0,233.0,210.0,299.0,932.0,225.0,1789.0,209.0,610.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,1816,1637272175621,4108175689,CLASSIC,teambuilder-match-4108175689,1637270359125,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,5.0,5.0,1.0,10.0,8.0,9.0,11.0,9.0,8.0,10.0,10.0,10.0,9.0,45.0,3027.0,4014.0,6803.0,129.0,836.0,2707.0,215.0,1294.0,512.0,NA1_4108175689,98.0,21.0,20.0,110.0,100.0,23.0,109.0,19.0,81.0,97.0,3189.0,267.0,503.0,1801.0,4344.0,800.0,2188.0,3023.0,5180.0,5311.0,400,0.0,44821.0,28951.0,294175.0,229994.0,594.0,13740.0,26851.0,105586.0,88945.0,21103.0,900275.0,3234.0,3689.0,4688.0,8880.0,5584.0,1823.0,6646.0,4182.0,7683.0,5824.0,4928.0,4523.0,6048.0,6225.0,6699.0,4187.0,5045.0,5839.0,5849.0,6220.0,6.0,9.0,0.0,393.0,170.0,276.0,1110.0,186.0,1751.0,944.0,1208.0,0.0,10.0,44.0,8.0,12.0,9.0,30.0,9.0,9.0,6.0,9.0,0.0,100.0,6630.0,4516.0,5365.0,7938.0,5368.0,4794.0,6849.0,7006.0,6821.0,5342.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,1.0,1.0
