0
NA1_4062082172
NA1_4093908534
NA1_4094915650
NA1_4082128299
NA1_4083500908
NA1_4088679813
NA1_4073719782
NA1_4072046319
NA1_4101611860
NA1_4099138789
NA1_4090386601
NA1_4023057142
NA1_4092353831
NA1_4094928380
NA1_4063764860
NA1_4065266215
NA1_4094386369
NA1_4054894173
NA1_4078100971
NA1_4078192700
NA1_4094729028
NA1_4057832536
NA1_4098049470
NA1_4064968287
NA1_4103267299
NA1_4074814647
NA1_4098035735
NA1_4086077023
NA1_4088337850
NA1_4095957608
NA1_4103412095
NA1_4070321134
NA1_4085177917
NA1_4070515652
NA1_4092950441
NA1_4096830309
NA1_4064737332
NA1_4075248740
NA1_4074269341
NA1_4085746769
NA1_4091633573
NA1_4073086337
NA1_4104308353
NA1_4058885993
NA1_4103042422
NA1_4079538456
NA1_4102682161
NA1_4075763967
NA1_4086365360
NA1_4096291552
NA1_4102155634
NA1_4081152073
NA1_4089113142
NA1_4095091292
NA1_4088103773
NA1_4077016443
NA1_4084046282
NA1_4049782564
NA1_4086784164
NA1_4089388764
NA1_4085508148
NA1_4076184947
NA1_4082495256
NA1_4072401222
NA1_4102635676
NA1_4077286500
NA1_4084335242
NA1_4090226363
NA1_4097625961
NA1_4077713456
NA1_4101674309
NA1_4094194602
NA1_4104425566
NA1_4103460809
NA1_4092167745
NA1_4091310763
NA1_4067799902
NA1_4077593186
NA1_4086923215
NA1_4080145428
NA1_4089475922
NA1_4074610548
NA1_4088105949
NA1_4098009688
NA1_4074345640
NA1_4094148606
NA1_4096419686
NA1_4088761498
NA1_4069606039
NA1_4104491850
NA1_4086725594
NA1_4098729374
NA1_4104653296
NA1_4100791826
NA1_4077402217
NA1_4102777774
NA1_4097105480
NA1_4079873160
NA1_4096130595
NA1_4090591324
NA1_4089412455
NA1_4078041591
NA1_4050558580
NA1_4104722081
NA1_4080316520
NA1_4097828806
NA1_4087774599
NA1_4040486175
NA1_4086814080
NA1_4077393311
NA1_4087318365
NA1_4084957347
NA1_4075642771
NA1_4087991532
NA1_4046141055
NA1_4091538563
NA1_4104621607
NA1_4096810800
NA1_4066909317
NA1_4098120489
NA1_4100152354
NA1_4091270006
NA1_4090662228
NA1_4090427211
NA1_4098491459
NA1_4076381146
NA1_4053429578
NA1_4091655633
NA1_4065164457
NA1_4092114570
NA1_4104029840
NA1_4084500120
NA1_4103414795
NA1_4086335274
NA1_4057648531
NA1_4099086863
NA1_4077736847
NA1_4082871097
NA1_4058833054
NA1_4080599845
NA1_4088987488
NA1_4085791769
NA1_4101208362
NA1_4021465320
NA1_4102879267
NA1_4085902147
NA1_4102273785
NA1_4092360974
NA1_4014307494
NA1_4093848060
NA1_4091420344
NA1_4065645550
NA1_4085820294
NA1_4102054420
NA1_4062636370
NA1_4085342841
NA1_4095262963
NA1_4061755829
NA1_4048251762
NA1_4053553914
NA1_4087415000
NA1_4070110702
NA1_4091022557
NA1_4063268654
NA1_4075671951
NA1_4091708351
NA1_4101603188
NA1_4075279738
NA1_4085001472
NA1_4095296593
NA1_4092916438
NA1_3972280033
NA1_4077854540
NA1_4104136700
NA1_4090453152
NA1_4100947538
NA1_4084774347
NA1_4080688796
NA1_4061622994
NA1_4094432334
NA1_4075225328
NA1_4102294177
NA1_4072862034
NA1_4084836390
NA1_4104212451
NA1_4085008899
NA1_4094004018
NA1_4087730697
NA1_4052926450
NA1_4048579162
NA1_4100070202
NA1_4083045264
NA1_4102148840
NA1_4083580786
NA1_4067055667
NA1_4083295452
NA1_4052710632
NA1_4080841511
NA1_4091493453
NA1_4068615195
NA1_4093998804
NA1_4094475436
NA1_4097294242
NA1_4104827355
NA1_4075853021
NA1_4085191757
NA1_3958762841
NA1_4069500774
NA1_4091822075
NA1_4076013318
NA1_4102334571
NA1_4100046004
NA1_4102768216
NA1_4101059141
NA1_4094854545
NA1_4086381254
NA1_4080086816
NA1_4087146909
NA1_4083495633
NA1_4065458978
NA1_4089619751
NA1_4075741426
NA1_4060818167
NA1_4085832292
NA1_4064729461
NA1_4088323442
NA1_4078817000
NA1_4092612408
NA1_4101989499
NA1_4070742017
NA1_4045258252
NA1_4104665711
NA1_4086810743
NA1_4105065964
NA1_4095196339
NA1_4091847721
NA1_4099702561
NA1_3956908932
NA1_4075707557
NA1_4104104552
NA1_4037826547
NA1_4082548203
NA1_4077716447
NA1_4105444314
NA1_4078500870
NA1_4089299467
NA1_4095840211
NA1_4082701322
NA1_4084141424
NA1_4072825843
NA1_4077735182
NA1_4090507779
NA1_4085138132
NA1_4098554123
NA1_4078513027
NA1_4091529236
NA1_4094047908
NA1_4091881340
NA1_4079729339
NA1_4086605367
NA1_4080675742
NA1_4092575404
NA1_4083114380
NA1_4093628396
NA1_4098544684
NA1_4077794903
NA1_4058634994
NA1_4083516864
