killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,ward_player_1,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,ward_player_10,towers_lost_team100,towers_lost_team200,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,inhibs_lost_team100,killsplayer_0,riftherald_team200,inhibs_lost_team200,killsplayer_5,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
1.0,7.0,3.0,6.0,1.0,5.0,5.0,6.0,1.0,3.0,2.0,8.0,1.0,4.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,100.0,9.0,4.0,5.0,7.0,196.0,9.0,12.0,9.0,11.0,14.0,1.0,4.0,1946.0,570.0,9201.0,0.0,9771.0,0.0,12.0,13.0,156.0,29437.0,8071.0,10850.0,1835.0,8691.0,2011.0,334.0,11037.0,0.0,139.0,13.0,11.0,147225.0,8895.0,10742.0,573.0,606.0,8846.0,368.0,9820.0,0.0,0.0,11.0,104.0,50472.0,6403.0,8074.0,48.0,9750.0,312.0,0.0,10063.0,0.0,5.0,13.0,132.0,207575.0,8792.0,10083.0,773.0,4581.0,655.0,206.0,5442.0,30.0,0.0,10.0,26.0,101875.0,6478.0,7184.0,507.0,525.0,10970.0,636.0,12131.0,0.0,4.0,12.0,131.0,11064.0,6282.0,8852.0,819.0,875.0,4111.0,136.0,5123.0,0.0,76.0,11.0,18.0,288479.0,7909.0,8300.0,277.0,6786.0,1960.0,576.0,9323.0,0.0,0.0,12.0,107.0,85995.0,7397.0,8934.0,126.0,1334.0,8431.0,0.0,9766.0,0.0,0.0,11.0,133.0,142012.0,8036.0,7477.0,308.0,6273.0,43.0,544.0,6860.0,30.0,0.0,9.0,24.0,71843.0,5083.0,5939.0,1200447.0,CLASSIC,MATCHED_GAME,11.21.403.3002,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,18,20,30,30,156,80,20,18,60,55,24198,15793,429,413,21025,25515,536584,599393,46133,43203,38639,34707,908,1892,221,55,21,15,46933,39502
3.0,4.0,5.0,0.0,6.0,6.0,4.0,7.0,1.0,6.0,8.0,1.0,4.0,5.0,1.0,4.0,4.0,1.0,6.0,6.0,8.0,3.0,11.0,5.0,6.0,12.0,0.0,4.0,0.0,0.0,200.0,6.0,10.0,8.0,31.0,23.0,10.0,18.0,8.0,6.0,16.0,8.0,0.0,597.0,2074.0,8041.0,0.0,10115.0,0.0,0.0,12.0,128.0,355968.0,7197.0,8581.0,461.0,1370.0,8719.0,435.0,10525.0,0.0,72.0,10.0,19.0,344195.0,7336.0,7296.0,458.0,7962.0,639.0,0.0,8601.0,0.0,0.0,12.0,152.0,44821.0,7778.0,8998.0,447.0,458.0,4140.0,0.0,4599.0,0.0,0.0,10.0,141.0,62227.0,6087.0,6539.0,435.0,7343.0,1243.0,364.0,8951.0,30.0,0.0,9.0,14.0,29299.0,5610.0,6107.0,766.0,0.0,9589.0,1126.0,10716.0,0.0,32.0,13.0,150.0,129128.0,11075.0,10912.0,2683.0,2256.0,12054.0,2168.0,16480.0,0.0,121.0,13.0,15.0,255237.0,9908.0,10217.0,1450.0,12547.0,684.0,228.0,13460.0,0.0,8.0,12.0,144.0,147516.0,8065.0,8617.0,2499.0,3781.0,9842.0,0.0,13624.0,0.0,1.0,12.0,158.0,792.0,10067.0,9161.0,721.0,5108.0,701.0,402.0,6212.0,30.0,0.0,10.0,38.0,159639.0,5611.0,6234.0,1200476.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,4.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,3.0,6.0,24,15,30,30,72,162,15,24,53,60,19207,23692,454,505,22782,32870,836510,692312,42791,60492,34008,44726,799,3924,78,58,26,37,37521,45141
6.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,6.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,3.0,6.0,4.0,4.0,6.0,0.0,3.0,2.0,0.0,100.0,6.0,4.0,12.0,7.0,13.0,34.0,1.0,11.0,6.0,12.0,0.0,11.0,35.0,786.0,6574.0,3172.0,10533.0,0.0,0.0,12.0,137.0,109664.0,8658.0,9579.0,1056.0,0.0,8357.0,1367.0,9724.0,0.0,93.0,12.0,27.0,192739.0,8756.0,9117.0,216.0,14980.0,325.0,0.0,15305.0,0.0,35.0,13.0,131.0,159000.0,9041.0,10849.0,1967.0,1123.0,11225.0,608.0,12956.0,0.0,12.0,11.0,160.0,33533.0,9817.0,8298.0,870.0,2023.0,741.0,0.0,2764.0,30.0,0.0,9.0,1.0,20369.0,5765.0,6013.0,907.0,5792.0,4695.0,0.0,10488.0,0.0,0.0,12.0,141.0,8169.0,6982.0,9468.0,1262.0,11657.0,327.0,678.0,12663.0,0.0,95.0,11.0,31.0,294622.0,7112.0,7702.0,1538.0,1295.0,3970.0,1071.0,6337.0,0.0,4.0,12.0,118.0,57566.0,7053.0,9354.0,454.0,5943.0,5202.0,1184.0,12329.0,0.0,0.0,11.0,136.0,217590.0,7529.0,8067.0,830.0,1948.0,645.0,362.0,2956.0,30.0,0.0,10.0,9.0,230264.0,6600.0,6386.0,1200365.0,CLASSIC,MATCHED_GAME,11.19.398.9466,1.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,17,22,30,30,140,99,22,17,57,56,18912,26635,456,435,27222,14839,515305,808211,51282,44773,42037,35276,5147,3295,42,64,21,23,43856,40977
5.0,7.0,10.0,1.0,3.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,6.0,9.0,10.0,12.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,100.0,11.0,13.0,3.0,10.0,24.0,11.0,4.0,36.0,15.0,26.0,4.0,5.0,1566.0,823.0,7833.0,226.0,8883.0,0.0,4.0,12.0,136.0,35049.0,7866.0,9489.0,156.0,1774.0,10093.0,428.0,12296.0,0.0,80.0,11.0,8.0,267044.0,8171.0,8122.0,625.0,12911.0,1883.0,828.0,15622.0,0.0,4.0,13.0,154.0,77560.0,10945.0,10958.0,1244.0,612.0,10542.0,0.0,11154.0,0.0,6.0,12.0,166.0,8753.0,7519.0,9323.0,861.0,1587.0,1482.0,0.0,3069.0,30.0,0.0,10.0,38.0,45855.0,5676.0,6910.0,357.0,524.0,6102.0,2888.0,9515.0,0.0,2.0,12.0,148.0,102888.0,7307.0,9440.0,648.0,0.0,9490.0,1929.0,11419.0,0.0,140.0,13.0,30.0,232441.0,9233.0,10195.0,1967.0,6621.0,1142.0,1662.0,9426.0,0.0,0.0,11.0,141.0,79153.0,6382.0,8466.0,825.0,377.0,9690.0,0.0,10067.0,0.0,8.0,11.0,151.0,137251.0,7450.0,8209.0,207.0,3276.0,909.0,682.0,4868.0,30.0,0.0,8.0,11.0,54075.0,4702.0,4726.0,1200369.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,8.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,7.0,10,25,30,30,94,150,25,10,58,55,17707,10798,502,481,31833,27333,434261,605808,51024,45295,40177,35074,1482,7161,61,92,43,6,44802,41036
4.0,8.0,2.0,6.0,5.0,9.0,7.0,3.0,2.0,3.0,8.0,7.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,7.0,1.0,8.0,3.0,7.0,8.0,0.0,3.0,0.0,0.0,200.0,11.0,3.0,9.0,11.0,22.0,11.0,6.0,8.0,13.0,35.0,10.0,1.0,865.0,806.0,5733.0,3818.0,10358.0,0.0,0.0,12.0,132.0,145369.0,7265.0,9344.0,749.0,8223.0,1587.0,863.0,10675.0,0.0,75.0,11.0,33.0,402686.0,8989.0,8032.0,357.0,1971.0,6334.0,1309.0,9614.0,0.0,0.0,12.0,141.0,87021.0,6922.0,8695.0,1561.0,552.0,8987.0,42.0,9582.0,0.0,4.0,11.0,150.0,19319.0,8511.0,8073.0,375.0,3203.0,1077.0,0.0,4281.0,30.0,0.0,9.0,26.0,93975.0,4625.0,5896.0,56.0,4345.0,2529.0,2956.0,9831.0,0.0,8.0,13.0,154.0,110331.0,8631.0,10163.0,653.0,11169.0,1194.0,1609.0,13973.0,0.0,106.0,13.0,25.0,135316.0,9848.0,10879.0,1358.0,189.0,10620.0,832.0,11643.0,0.0,4.0,13.0,136.0,63756.0,8738.0,10634.0,1194.0,1270.0,8863.0,698.0,10832.0,0.0,0.0,12.0,152.0,4161.0,8319.0,9016.0,811.0,3763.0,628.0,248.0,4639.0,30.0,0.0,9.0,5.0,20084.0,5626.0,6085.0,1200442.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,4.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,26,20,30,30,79,118,20,26,55,60,14755,20736,482,472,23718,23834,748370,333648,44510,50918,36312,41162,6032,6343,56,73,22,27,40040,46777
4.0,4.0,3.0,3.0,1.0,9.0,4.0,6.0,1.0,2.0,6.0,3.0,6.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,9.0,7.0,5.0,4.0,4.0,7.0,1.0,3.0,0.0,1.0,200.0,8.0,6.0,12.0,8.0,26.0,7.0,6.0,8.0,9.0,20.0,7.0,2.0,730.0,7241.0,3494.0,0.0,10736.0,0.0,0.0,13.0,151.0,338653.0,7880.0,10291.0,81.0,333.0,7396.0,507.0,8236.0,0.0,105.0,11.0,17.0,298009.0,7321.0,8115.0,1280.0,0.0,6215.0,2054.0,8269.0,0.0,12.0,12.0,128.0,73415.0,8563.0,9149.0,814.0,11010.0,384.0,0.0,11394.0,0.0,8.0,10.0,116.0,152678.0,7154.0,6768.0,469.0,2901.0,457.0,0.0,3359.0,30.0,0.0,10.0,27.0,129284.0,5469.0,6401.0,1142.0,2042.0,11363.0,0.0,13405.0,0.0,0.0,13.0,137.0,273054.0,7292.0,10441.0,910.0,0.0,9892.0,3790.0,13683.0,0.0,106.0,12.0,2.0,320259.0,9035.0,9523.0,926.0,6405.0,814.0,312.0,7532.0,0.0,4.0,13.0,169.0,129490.0,9151.0,11081.0,1270.0,0.0,12607.0,528.0,13135.0,0.0,8.0,11.0,150.0,89921.0,9790.0,8275.0,371.0,2328.0,766.0,552.0,3647.0,30.0,4.0,9.0,24.0,37350.0,4851.0,5207.0,1200327.0,CLASSIC,MATCHED_GAME,11.21.403.3002,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,21,15,30,30,125,122,15,21,56,58,21485,10775,439,482,17946,35442,992039,850074,41994,51402,36387,40119,2561,5182,60,50,20,27,40724,44527
7.0,0.0,1.0,3.0,2.0,12.0,2.0,1.0,2.0,2.0,2.0,7.0,4.0,4.0,7.0,2.0,2.0,1.0,6.0,0.0,4.0,5.0,5.0,7.0,8.0,8.0,1.0,4.0,1.0,0.0,200.0,5.0,5.0,10.0,10.0,31.0,9.0,20.0,13.0,8.0,34.0,7.0,1.0,1382.0,7586.0,4252.0,0.0,11839.0,0.0,4.0,12.0,114.0,348629.0,7682.0,8823.0,533.0,4979.0,440.0,320.0,5739.0,0.0,96.0,11.0,16.0,672153.0,5948.0,7827.0,1109.0,8536.0,523.0,0.0,9060.0,0.0,0.0,11.0,149.0,189725.0,7234.0,7878.0,1429.0,1145.0,5334.0,0.0,6480.0,0.0,4.0,11.0,170.0,49675.0,8179.0,7856.0,849.0,1441.0,154.0,340.0,1935.0,30.0,0.0,10.0,29.0,28537.0,4924.0,6429.0,853.0,1081.0,4739.0,1437.0,7258.0,0.0,0.0,12.0,137.0,237011.0,6936.0,9467.0,54.0,2210.0,11494.0,1009.0,14714.0,0.0,126.0,13.0,35.0,445890.0,11319.0,11061.0,170.0,8675.0,254.0,0.0,8929.0,0.0,0.0,13.0,157.0,226232.0,7635.0,10207.0,1069.0,1071.0,4650.0,0.0,5722.0,0.0,0.0,11.0,153.0,0.0,6724.0,8181.0,1168.0,11152.0,623.0,494.0,12270.0,30.0,2.0,9.0,10.0,94969.0,5143.0,5617.0,1200376.0,CLASSIC,MATCHED_GAME,11.19.398.9466,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19,12,30,30,104,128,12,19,55,58,23687,24189,478,492,10703,21760,1288719,1004102,35053,48893,33967,37757,660,2940,61,84,12,33,38813,44533
1.0,9.0,15.0,1.0,6.0,8.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,6.0,8.0,4.0,6.0,9.0,3.0,9.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,100.0,16.0,15.0,4.0,3.0,3.0,7.0,3.0,19.0,40.0,7.0,4.0,7.0,926.0,3790.0,731.0,247.0,4769.0,30.0,0.0,11.0,6.0,26701.0,6895.0,7855.0,1592.0,7810.0,1837.0,951.0,10600.0,0.0,8.0,13.0,123.0,103931.0,9322.0,10498.0,1984.0,1932.0,13484.0,480.0,15897.0,0.0,8.0,12.0,161.0,34624.0,12084.0,9221.0,1053.0,0.0,4536.0,1074.0,5610.0,0.0,108.0,12.0,9.0,256384.0,7778.0,8651.0,1767.0,12304.0,933.0,3.0,13242.0,0.0,0.0,13.0,136.0,21244.0,8792.0,10990.0,85.0,584.0,10812.0,190.0,11586.0,0.0,0.0,11.0,103.0,80366.0,8000.0,8146.0,108.0,1155.0,12455.0,874.0,14485.0,0.0,104.0,13.0,44.0,210780.0,11756.0,11095.0,596.0,2337.0,660.0,315.0,3313.0,30.0,0.0,10.0,6.0,23590.0,5631.0,6413.0,308.0,6959.0,1055.0,530.0,8544.0,0.0,0.0,11.0,81.0,186311.0,5543.0,7845.0,186.0,322.0,7156.0,0.0,7478.0,0.0,4.0,11.0,127.0,33526.0,7786.0,8460.0,1200295.0,CLASSIC,MATCHED_GAME,11.21.403.3002,18.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,21,33,30,30,124,108,33,21,61,56,25836,11357,435,361,21521,32138,442884,534573,50118,45406,44871,38716,2755,1909,41,76,34,14,47215,41959
4.0,4.0,1.0,1.0,0.0,5.0,2.0,6.0,1.0,0.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,6.0,4.0,0.0,2.0,5.0,4.0,8.0,1.0,3.0,0.0,0.0,200.0,6.0,57.0,12.0,9.0,28.0,9.0,3.0,11.0,9.0,41.0,9.0,1.0,2243.0,1592.0,7401.0,0.0,8994.0,0.0,0.0,13.0,147.0,52430.0,8393.0,10111.0,22.0,328.0,5313.0,524.0,6165.0,0.0,100.0,11.0,21.0,212870.0,7307.0,7932.0,393.0,7131.0,203.0,0.0,7335.0,0.0,0.0,12.0,121.0,230794.0,6323.0,9221.0,368.0,896.0,4008.0,0.0,4905.0,0.0,7.0,11.0,134.0,114955.0,6718.0,7742.0,399.0,1520.0,1388.0,472.0,3381.0,30.0,0.0,8.0,25.0,73601.0,4399.0,4700.0,69.0,1592.0,5483.0,939.0,8014.0,0.0,4.0,12.0,147.0,88533.0,6219.0,8937.0,1003.0,694.0,7706.0,512.0,8913.0,0.0,128.0,11.0,13.0,359940.0,8603.0,8376.0,1335.0,7526.0,1169.0,0.0,8695.0,0.0,4.0,12.0,149.0,532925.0,8170.0,9151.0,1447.0,1850.0,8725.0,946.0,11522.0,0.0,4.0,11.0,172.0,63765.0,9402.0,8550.0,860.0,2336.0,523.0,283.0,3143.0,30.0,0.0,9.0,10.0,114783.0,5910.0,6085.0,1200324.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,6.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,14,11,30,30,107,140,11,14,55,55,11467,13998,448,491,18313,23606,684650,1159946,30780,40287,33140,38304,996,2680,112,73,17,19,39706,41099
1.0,2.0,2.0,15.0,0.0,4.0,6.0,9.0,7.0,7.0,5.0,6.0,3.0,5.0,4.0,9.0,5.0,4.0,17.0,5.0,7.0,8.0,7.0,6.0,5.0,2.0,0.0,5.0,1.0,0.0,100.0,13.0,23.0,15.0,8.0,7.0,4.0,14.0,9.0,5.0,11.0,4.0,9.0,1244.0,2233.0,7563.0,0.0,9796.0,0.0,0.0,12.0,127.0,596368.0,6694.0,9709.0,1664.0,1296.0,2727.0,0.0,4024.0,30.0,0.0,11.0,27.0,105162.0,6664.0,7333.0,1135.0,7314.0,1823.0,230.0,9368.0,0.0,0.0,12.0,119.0,143130.0,7250.0,9278.0,1054.0,3104.0,12108.0,217.0,15430.0,0.0,85.0,12.0,21.0,182152.0,12093.0,9677.0,597.0,1834.0,6098.0,0.0,7933.0,0.0,0.0,11.0,103.0,1023.0,7372.0,7782.0,223.0,4221.0,1628.0,890.0,6740.0,0.0,0.0,11.0,96.0,145594.0,6473.0,8264.0,1002.0,10656.0,1134.0,60.0,11851.0,30.0,4.0,10.0,34.0,41098.0,6877.0,6409.0,219.0,988.0,9286.0,132.0,10407.0,0.0,8.0,11.0,82.0,401963.0,8689.0,7768.0,336.0,3978.0,7297.0,1160.0,12435.0,0.0,101.0,12.0,11.0,494154.0,9411.0,9541.0,202.0,258.0,15898.0,0.0,16156.0,0.0,0.0,13.0,150.0,147558.0,8752.0,11362.0,1200369.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,8.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,6.0,0.0,26,26,30,30,85,113,26,26,58,57,15781,20101,397,373,30319,35243,1027835,1230367,46551,57589,40073,40202,447,2242,66,43,40,28,43779,43344
1.0,6.0,5.0,6.0,1.0,8.0,0.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,7.0,7.0,4.0,3.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,100.0,6.0,5.0,6.0,30.0,18.0,10.0,10.0,7.0,8.0,182.0,1.0,3.0,607.0,3119.0,8676.0,378.0,12174.0,0.0,12.0,12.0,139.0,94597.0,7057.0,9188.0,305.0,5010.0,0.0,1873.0,6884.0,0.0,122.0,12.0,15.0,237766.0,7980.0,8771.0,871.0,879.0,8407.0,646.0,9932.0,0.0,0.0,13.0,158.0,47460.0,9650.0,11365.0,1803.0,857.0,8357.0,0.0,9215.0,0.0,0.0,12.0,154.0,85413.0,9158.0,8971.0,98.0,9437.0,823.0,390.0,10651.0,30.0,0.0,10.0,29.0,127895.0,6108.0,6611.0,446.0,5918.0,1956.0,605.0,8480.0,0.0,4.0,12.0,137.0,946709.0,6921.0,8854.0,1382.0,1158.0,5522.0,450.0,7130.0,0.0,89.0,11.0,16.0,249094.0,8167.0,8001.0,465.0,181.0,2285.0,250.0,2716.0,0.0,10.0,12.0,143.0,80977.0,6320.0,9123.0,585.0,569.0,7055.0,144.0,7769.0,0.0,4.0,10.0,124.0,26157.0,7585.0,6793.0,279.0,8584.0,490.0,441.0,9516.0,30.0,0.0,10.0,33.0,81965.0,5829.0,6338.0,1200323.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,13,21,30,30,134,107,21,13,59,55,19302,16410,495,453,26263,17308,593131,1384902,48856,35611,39953,34822,3287,1890,65,217,25,15,44906,39109
5.0,10.0,8.0,1.0,3.0,7.0,4.0,10.0,3.0,5.0,4.0,5.0,4.0,9.0,4.0,7.0,7.0,3.0,8.0,3.0,12.0,0.0,6.0,2.0,4.0,9.0,2.0,1.0,1.0,1.0,200.0,9.0,5.0,10.0,8.0,16.0,54.0,6.0,9.0,7.0,24.0,9.0,4.0,293.0,9400.0,669.0,30.0,10100.0,0.0,0.0,13.0,134.0,70163.0,7888.0,10305.0,925.0,716.0,16040.0,1272.0,18029.0,0.0,116.0,13.0,21.0,307149.0,11990.0,10667.0,632.0,435.0,10151.0,874.0,11460.0,0.0,0.0,12.0,102.0,40896.0,8457.0,8971.0,238.0,737.0,3258.0,0.0,3995.0,0.0,4.0,10.0,90.0,8689.0,5338.0,6729.0,301.0,3770.0,557.0,676.0,5003.0,30.0,0.0,10.0,5.0,78233.0,5636.0,6810.0,655.0,5802.0,1602.0,786.0,8191.0,0.0,0.0,13.0,161.0,121702.0,7680.0,10922.0,1015.0,10939.0,3029.0,800.0,14768.0,0.0,84.0,13.0,29.0,494477.0,8915.0,10109.0,550.0,0.0,5497.0,1176.0,6673.0,0.0,0.0,10.0,53.0,73627.0,7131.0,6154.0,131.0,0.0,12301.0,370.0,12672.0,0.0,15.0,11.0,137.0,75291.0,11656.0,7331.0,208.0,3420.0,1181.0,314.0,4915.0,30.0,0.0,10.0,33.0,50081.0,6608.0,6348.0,1200341.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,27,26,30,30,120,99,26,27,58,57,15058,20161,352,413,30675,23610,505130,815178,48587,47219,39309,41990,2852,3446,48,100,30,21,43482,40864
5.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,6.0,3.0,6.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,100.0,16.0,7.0,12.0,8.0,40.0,5.0,27.0,10.0,10.0,13.0,1.0,11.0,83.0,0.0,9809.0,1774.0,11584.0,0.0,8.0,13.0,148.0,147385.0,8368.0,10480.0,538.0,169.0,2365.0,0.0,2535.0,0.0,103.0,11.0,10.0,285680.0,6628.0,7991.0,622.0,5571.0,567.0,0.0,6139.0,0.0,0.0,13.0,184.0,216463.0,8157.0,10261.0,988.0,410.0,7123.0,0.0,7533.0,0.0,13.0,11.0,155.0,148637.0,7688.0,8579.0,418.0,2363.0,603.0,0.0,2967.0,30.0,0.0,8.0,28.0,103707.0,4753.0,4762.0,1095.0,827.0,3370.0,559.0,4758.0,0.0,113.0,11.0,5.0,135526.0,6070.0,8341.0,349.0,974.0,520.0,258.0,1752.0,30.0,0.0,9.0,27.0,26629.0,4279.0,5844.0,569.0,509.0,3739.0,1399.0,5648.0,0.0,0.0,11.0,115.0,72283.0,5159.0,8161.0,1060.0,523.0,8120.0,0.0,8643.0,0.0,4.0,11.0,168.0,10010.0,8185.0,7616.0,2039.0,8336.0,371.0,0.0,8707.0,0.0,4.0,13.0,160.0,35416.0,8334.0,10414.0,1200327.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,7,12,30,30,124,121,12,7,56,55,8513,11169,525,475,20467,16120,901872,279864,30758,29508,35594,32027,1774,2216,83,65,17,14,42073,40376
