killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,ward_player_1,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,ward_player_10,towers_lost_team100,towers_lost_team200,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,inhibs_lost_team100,killsplayer_0,riftherald_team200,inhibs_lost_team200,killsplayer_5,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
0.0,3.0,7.0,0.0,4.0,10.0,5.0,6.0,1.0,4.0,6.0,6.0,6.0,4.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,4.0,6.0,6.0,5.0,9.0,0.0,3.0,0.0,0.0,200.0,8.0,2.0,8.0,6.0,13.0,9.0,1.0,7.0,8.0,20.0,7.0,2.0,1079.0,4103.0,1566.0,2548.0,8218.0,0.0,0.0,12.0,130.0,29998.0,6539.0,8596.0,201.0,652.0,6660.0,1083.0,8396.0,0.0,102.0,11.0,12.0,277056.0,7976.0,8375.0,265.0,3018.0,8256.0,1146.0,12420.0,0.0,4.0,12.0,148.0,62542.0,8625.0,9276.0,347.0,994.0,4105.0,0.0,5099.0,0.0,0.0,10.0,153.0,0.0,6645.0,7219.0,494.0,8390.0,640.0,700.0,9730.0,30.0,0.0,9.0,6.0,55223.0,5574.0,5375.0,1032.0,2465.0,12742.0,0.0,15208.0,0.0,0.0,12.0,131.0,400895.0,7657.0,9597.0,1720.0,1095.0,13006.0,550.0,14652.0,0.0,133.0,13.0,6.0,154336.0,10534.0,10729.0,399.0,9755.0,956.0,830.0,11541.0,0.0,8.0,13.0,151.0,213170.0,9124.0,10265.0,1954.0,384.0,8552.0,274.0,9211.0,0.0,8.0,11.0,139.0,30534.0,8679.0,8498.0,820.0,2303.0,704.0,496.0,3503.0,30.0,0.0,10.0,25.0,44219.0,5245.0,6227.0,1200292.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,26,13,30,30,106,149,13,26,54,59,17157,16002,449,452,21227,35960,424819,843154,43863,54115,35359,41239,5477,2150,37,45,13,30,38841,45316
3.0,7.0,2.0,4.0,10.0,1.0,4.0,0.0,2.0,8.0,3.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,7.0,10.0,9.0,3.0,1.0,6.0,3.0,8.0,1.0,4.0,0.0,1.0,200.0,8.0,6.0,3.0,7.0,46.0,10.0,5.0,8.0,15.0,40.0,8.0,3.0,321.0,5842.0,1520.0,64.0,7426.0,0.0,0.0,10.0,80.0,44564.0,5706.0,7145.0,983.0,1423.0,12669.0,1387.0,15480.0,0.0,129.0,13.0,22.0,190869.0,9073.0,10447.0,322.0,7013.0,499.0,816.0,8328.0,0.0,0.0,11.0,99.0,246164.0,6112.0,7665.0,546.0,1185.0,9582.0,110.0,10877.0,0.0,2.0,11.0,148.0,28998.0,8741.0,7470.0,282.0,4781.0,1499.0,702.0,6983.0,30.0,0.0,10.0,5.0,151319.0,7067.0,6175.0,47.0,18657.0,294.0,158.0,19109.0,0.0,16.0,13.0,125.0,332754.0,11307.0,10630.0,415.0,262.0,5111.0,100.0,5474.0,0.0,104.0,10.0,10.0,78915.0,6240.0,6743.0,1086.0,10611.0,1545.0,132.0,12288.0,0.0,4.0,13.0,168.0,182055.0,8926.0,10870.0,173.0,1366.0,5285.0,0.0,6651.0,0.0,0.0,10.0,116.0,171560.0,5568.0,6354.0,116.0,4838.0,946.0,744.0,6529.0,30.0,0.0,10.0,2.0,43830.0,5566.0,6499.0,1200370.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,6.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,12.0,17,21,30,30,131,124,21,17,55,56,20244,35734,354,421,25769,13181,661914,809114,49094,50051,36699,37607,3079,1134,70,78,34,21,38902,41096
2.0,1.0,1.0,0.0,6.0,4.0,2.0,3.0,0.0,5.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,8.0,3.0,4.0,8.0,0.0,4.0,0.0,0.0,200.0,6.0,8.0,11.0,21.0,8.0,10.0,5.0,10.0,5.0,35.0,11.0,2.0,380.0,886.0,8892.0,2854.0,12634.0,0.0,15.0,13.0,175.0,150651.0,8470.0,11239.0,174.0,0.0,4576.0,290.0,4867.0,0.0,95.0,10.0,21.0,218776.0,6174.0,7110.0,407.0,6004.0,0.0,0.0,6004.0,0.0,0.0,11.0,118.0,215346.0,5587.0,7928.0,118.0,2089.0,366.0,126.0,2582.0,30.0,0.0,9.0,29.0,24807.0,4453.0,5549.0,1324.0,1122.0,2634.0,2251.0,6009.0,0.0,0.0,10.0,153.0,201819.0,6939.0,7102.0,1564.0,2627.0,15582.0,2074.0,20284.0,0.0,0.0,13.0,126.0,177510.0,8422.0,10139.0,1328.0,1038.0,10509.0,979.0,12527.0,0.0,111.0,11.0,15.0,592686.0,8178.0,8469.0,1423.0,10733.0,357.0,0.0,11091.0,0.0,8.0,13.0,163.0,59852.0,7993.0,10701.0,1646.0,0.0,5189.0,851.0,6040.0,0.0,4.0,12.0,162.0,6408.0,8111.0,8621.0,710.0,1764.0,211.0,298.0,2273.0,30.0,0.0,9.0,21.0,32042.0,4565.0,5657.0,1200433.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,6.0,15,6,30,30,110,123,6,15,53,58,10101,16162,496,487,16468,31848,811399,868498,32096,52215,31623,37269,5521,4202,54,65,7,27,38928,43587
1.0,3.0,3.0,1.0,7.0,4.0,2.0,5.0,1.0,5.0,3.0,6.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,1.0,4.0,5.0,10.0,13.0,6.0,5.0,1.0,4.0,0.0,0.0,200.0,132.0,6.0,7.0,11.0,33.0,12.0,4.0,136.0,8.0,8.0,11.0,2.0,105.0,75.0,6609.0,0.0,6684.0,0.0,0.0,11.0,111.0,9653.0,5690.0,8090.0,774.0,751.0,9366.0,554.0,10672.0,0.0,134.0,12.0,8.0,226906.0,7599.0,9030.0,2172.0,9557.0,464.0,72.0,10093.0,0.0,4.0,12.0,149.0,80030.0,8217.0,8706.0,637.0,483.0,2910.0,592.0,3987.0,0.0,8.0,11.0,144.0,3800.0,6337.0,8021.0,702.0,2091.0,428.0,0.0,2520.0,30.0,0.0,8.0,25.0,112001.0,4362.0,4633.0,193.0,0.0,12227.0,286.0,12513.0,0.0,13.0,11.0,97.0,119274.0,8593.0,8074.0,430.0,628.0,4895.0,275.0,5800.0,0.0,83.0,11.0,9.0,260552.0,7755.0,7486.0,187.0,1230.0,1263.0,232.0,2725.0,30.0,0.0,10.0,31.0,71147.0,5942.0,6647.0,1005.0,9491.0,606.0,144.0,10241.0,0.0,8.0,12.0,171.0,234071.0,10140.0,8767.0,141.0,3285.0,912.0,0.0,4197.0,0.0,0.0,11.0,114.0,96704.0,5811.0,7335.0,1200317.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,0.0,78.0,19,8,30,30,146,104,8,19,54,55,12957,14634,437,422,19777,19903,432390,781748,33956,35476,32205,38241,1218,937,189,168,13,39,38480,38309
2.0,0.0,6.0,3.0,4.0,11.0,5.0,8.0,0.0,6.0,4.0,6.0,7.0,5.0,0.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,7.0,10.0,10.0,20.0,0.0,3.0,0.0,0.0,200.0,5.0,2.0,5.0,4.0,17.0,6.0,3.0,6.0,9.0,9.0,6.0,0.0,482.0,1305.0,6362.0,32.0,7700.0,0.0,4.0,11.0,115.0,28539.0,6177.0,8205.0,506.0,0.0,5319.0,1772.0,7091.0,0.0,92.0,10.0,32.0,456996.0,5981.0,7137.0,150.0,1575.0,11368.0,252.0,13196.0,0.0,0.0,12.0,132.0,2344.0,8610.0,8880.0,50.0,1106.0,8830.0,60.0,9997.0,0.0,8.0,11.0,148.0,69063.0,8150.0,8066.0,289.0,3073.0,1462.0,466.0,5002.0,30.0,0.0,9.0,19.0,147614.0,4794.0,5218.0,279.0,3140.0,3026.0,2984.0,9151.0,0.0,12.0,13.0,170.0,1112242.0,9829.0,10500.0,1106.0,860.0,14853.0,525.0,16239.0,0.0,114.0,12.0,26.0,123963.0,10755.0,9321.0,1131.0,9937.0,649.0,0.0,10586.0,0.0,4.0,12.0,125.0,106322.0,7936.0,9039.0,2804.0,0.0,13038.0,2017.0,15056.0,0.0,12.0,11.0,122.0,46869.0,9678.0,8504.0,651.0,4985.0,702.0,0.0,5688.0,30.0,0.0,10.0,8.0,159486.0,6376.0,7229.0,1200353.0,CLASSIC,MATCHED_GAME,11.20.400.7328,2.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,28,13,30,30,104,142,13,28,53,58,7059,18922,446,451,33341,32268,704556,1548882,42986,56720,33712,44574,2582,5526,33,33,22,51,37506,44593
4.0,14.0,2.0,7.0,5.0,5.0,7.0,5.0,3.0,6.0,6.0,5.0,1.0,8.0,4.0,4.0,8.0,5.0,8.0,13.0,12.0,6.0,10.0,6.0,4.0,9.0,2.0,1.0,0.0,1.0,100.0,8.0,5.0,47.0,49.0,25.0,11.0,14.0,38.0,8.0,38.0,1.0,8.0,412.0,1456.0,5709.0,140.0,7305.0,0.0,0.0,12.0,124.0,425634.0,7387.0,8797.0,295.0,849.0,18383.0,857.0,20090.0,0.0,102.0,13.0,46.0,358379.0,12945.0,10194.0,390.0,5578.0,1192.0,438.0,7208.0,0.0,8.0,11.0,110.0,254936.0,6165.0,7980.0,973.0,929.0,10872.0,214.0,12017.0,0.0,4.0,11.0,118.0,138441.0,9148.0,7920.0,93.0,2605.0,422.0,242.0,3270.0,30.0,0.0,9.0,23.0,50347.0,5568.0,6054.0,203.0,13479.0,722.0,586.0,14788.0,0.0,8.0,13.0,140.0,195473.0,9213.0,10084.0,1159.0,8345.0,973.0,857.0,10176.0,0.0,71.0,11.0,9.0,352941.0,7625.0,7497.0,477.0,1039.0,8767.0,244.0,10051.0,0.0,4.0,11.0,88.0,792.0,7347.0,8329.0,28.0,290.0,6587.0,420.0,7298.0,0.0,8.0,11.0,137.0,33351.0,8428.0,7323.0,437.0,1799.0,828.0,306.0,2934.0,30.0,0.0,9.0,25.0,24314.0,5537.0,5320.0,1200299.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,26,29,30,30,114,91,29,25,56,55,11417,24952,421,399,36578,17877,1227737,606871,49890,45247,41213,38150,1891,2413,134,109,39,35,40945,38553
2.0,7.0,0.0,9.0,3.0,2.0,7.0,2.0,0.0,5.0,3.0,3.0,1.0,2.0,6.0,2.0,4.0,7.0,5.0,2.0,10.0,2.0,5.0,1.0,4.0,8.0,3.0,1.0,2.0,0.0,200.0,8.0,2.0,12.0,13.0,22.0,10.0,83.0,9.0,11.0,28.0,7.0,11.0,510.0,980.0,9224.0,3997.0,14202.0,0.0,0.0,13.0,151.0,76675.0,7700.0,10378.0,362.0,0.0,10544.0,501.0,11045.0,0.0,113.0,13.0,24.0,234396.0,9727.0,10017.0,33.0,2548.0,1061.0,1410.0,5020.0,0.0,12.0,11.0,114.0,34544.0,6003.0,8527.0,70.0,1455.0,10903.0,0.0,12359.0,0.0,8.0,12.0,187.0,139169.0,11364.0,9275.0,233.0,6033.0,550.0,698.0,7282.0,30.0,0.0,10.0,10.0,95684.0,7232.0,7063.0,342.0,0.0,5558.0,243.0,5802.0,0.0,0.0,11.0,105.0,29077.0,6712.0,8173.0,408.0,4142.0,271.0,287.0,4700.0,0.0,132.0,12.0,5.0,80207.0,7423.0,9126.0,160.0,10263.0,1700.0,460.0,12424.0,0.0,0.0,13.0,179.0,244230.0,10350.0,10853.0,309.0,756.0,6778.0,0.0,7534.0,0.0,4.0,11.0,126.0,118791.0,6984.0,7502.0,50.0,3356.0,533.0,414.0,4304.0,30.0,0.0,10.0,5.0,79657.0,4975.0,6887.0,1200434.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,14,21,30,30,133,136,21,14,59,57,11016,18517,486,420,32282,14840,580468,551962,49908,34764,42026,36444,6606,1404,57,141,25,20,45260,42541
0.0,7.0,5.0,3.0,6.0,8.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,9.0,3.0,2.0,0.0,6.0,9.0,4.0,0.0,1.0,0.0,100.0,9.0,1.0,9.0,8.0,32.0,6.0,3.0,4.0,7.0,96.0,6.0,7.0,532.0,1112.0,2329.0,672.0,4114.0,0.0,8.0,12.0,159.0,74860.0,6507.0,9441.0,3.0,592.0,10115.0,1175.0,11883.0,0.0,121.0,13.0,61.0,344660.0,9142.0,10358.0,583.0,5461.0,3950.0,0.0,9411.0,0.0,5.0,13.0,167.0,999546.0,9523.0,10489.0,472.0,0.0,10223.0,597.0,10821.0,0.0,11.0,11.0,140.0,28402.0,8647.0,8345.0,224.0,3515.0,865.0,432.0,4812.0,30.0,0.0,10.0,25.0,43155.0,5289.0,6350.0,902.0,13520.0,443.0,893.0,14857.0,0.0,4.0,14.0,168.0,14863.0,9617.0,11630.0,185.0,677.0,6672.0,435.0,7785.0,0.0,75.0,11.0,11.0,231383.0,8440.0,7683.0,159.0,1877.0,4316.0,90.0,6283.0,0.0,18.0,13.0,152.0,563203.0,8254.0,10138.0,106.0,918.0,2792.0,0.0,3710.0,0.0,4.0,11.0,124.0,7563.0,6106.0,8126.0,419.0,2078.0,1040.0,218.0,3336.0,30.0,0.0,10.0,8.0,99196.0,4794.0,6861.0,1200343.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,58.0,14,15,30,30,145,101,15,14,59,59,10680,19070,552,463,27482,15263,1490623,916208,41041,35971,39108,37211,2876,1636,59,116,18,20,44983,44438
3.0,12.0,1.0,2.0,6.0,10.0,5.0,5.0,0.0,2.0,7.0,8.0,3.0,6.0,5.0,3.0,7.0,1.0,2.0,1.0,7.0,3.0,7.0,7.0,6.0,10.0,0.0,4.0,1.0,1.0,200.0,7.0,0.0,10.0,8.0,22.0,11.0,5.0,8.0,13.0,17.0,7.0,5.0,529.0,0.0,5921.0,996.0,6918.0,0.0,0.0,12.0,136.0,45480.0,8929.0,9933.0,543.0,9511.0,485.0,3570.0,13566.0,0.0,94.0,12.0,20.0,242595.0,9743.0,9361.0,667.0,3464.0,12851.0,1187.0,17504.0,0.0,4.0,12.0,112.0,93770.0,7807.0,9181.0,418.0,533.0,8362.0,0.0,8896.0,0.0,8.0,10.0,157.0,94198.0,7418.0,6993.0,292.0,1737.0,199.0,0.0,1936.0,30.0,0.0,9.0,25.0,60674.0,4542.0,5261.0,401.0,1539.0,8166.0,270.0,9976.0,0.0,8.0,12.0,114.0,116128.0,8136.0,8834.0,522.0,13240.0,847.0,1018.0,15106.0,0.0,83.0,12.0,20.0,105407.0,8996.0,9115.0,602.0,2449.0,9868.0,604.0,12922.0,0.0,1.0,12.0,138.0,31711.0,9512.0,8672.0,559.0,1206.0,8162.0,22.0,9391.0,0.0,8.0,11.0,148.0,18067.0,8039.0,8148.0,6.0,3429.0,1939.0,216.0,5584.0,30.0,0.0,10.0,32.0,50297.0,5066.0,6679.0,1200382.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,26,18,30,30,106,100,18,26,55,57,15245,21863,450,452,27818,28982,536717,321610,48820,52979,38439,39749,5753,2130,47,54,27,33,40729,41448
4.0,5.0,1.0,6.0,3.0,8.0,4.0,6.0,2.0,4.0,4.0,4.0,7.0,5.0,2.0,5.0,1.0,4.0,6.0,4.0,8.0,10.0,8.0,3.0,4.0,13.0,1.0,2.0,0.0,1.0,200.0,4.0,7.0,12.0,9.0,21.0,105.0,9.0,11.0,8.0,26.0,3.0,3.0,370.0,16955.0,1712.0,0.0,18668.0,0.0,0.0,12.0,137.0,135345.0,8010.0,9234.0,1584.0,0.0,6157.0,3316.0,9474.0,0.0,92.0,11.0,15.0,231351.0,7709.0,7768.0,282.0,5272.0,828.0,0.0,6101.0,0.0,6.0,12.0,154.0,133448.0,7942.0,9296.0,249.0,0.0,8016.0,0.0,8016.0,0.0,4.0,11.0,127.0,47164.0,9149.0,7389.0,591.0,2626.0,614.0,0.0,3241.0,30.0,0.0,9.0,36.0,72062.0,5501.0,5134.0,1500.0,2524.0,3066.0,300.0,5890.0,0.0,0.0,12.0,98.0,632837.0,6775.0,9951.0,1403.0,610.0,13196.0,817.0,14623.0,0.0,97.0,11.0,19.0,519435.0,9568.0,8386.0,620.0,7361.0,336.0,28.0,7726.0,0.0,0.0,13.0,174.0,51817.0,8754.0,10502.0,27.0,613.0,8967.0,84.0,9664.0,0.0,8.0,12.0,153.0,79429.0,8552.0,8716.0,200.0,3085.0,805.0,865.0,4756.0,30.0,0.0,10.0,24.0,42735.0,5560.0,6159.0,1200292.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,24,17,30,30,102,105,17,23,55,58,24853,14193,469,468,17327,26370,619370,1326253,45500,42659,38311,39209,3316,2094,53,159,26,38,38821,43714
8.0,5.0,10.0,3.0,4.0,3.0,6.0,2.0,5.0,6.0,3.0,4.0,4.0,3.0,8.0,4.0,7.0,6.0,9.0,4.0,9.0,5.0,8.0,3.0,2.0,8.0,2.0,1.0,0.0,1.0,200.0,278.0,1.0,4.0,6.0,19.0,6.0,4.0,13.0,8.0,20.0,9.0,5.0,774.0,10272.0,7026.0,0.0,17298.0,0.0,0.0,13.0,123.0,242575.0,9224.0,10848.0,83.0,10919.0,330.0,794.0,12043.0,0.0,96.0,12.0,26.0,503666.0,8443.0,8783.0,242.0,859.0,12877.0,862.0,14599.0,0.0,0.0,13.0,142.0,70921.0,10312.0,11179.0,1064.0,935.0,5745.0,0.0,6681.0,0.0,2.0,11.0,153.0,11465.0,7364.0,8513.0,749.0,4786.0,1209.0,576.0,6573.0,30.0,0.0,10.0,39.0,89159.0,5359.0,6765.0,398.0,3537.0,8681.0,72.0,12291.0,0.0,8.0,12.0,151.0,63743.0,9323.0,9604.0,704.0,3741.0,3919.0,442.0,8103.0,0.0,102.0,12.0,10.0,212539.0,7319.0,8917.0,70.0,1398.0,12105.0,884.0,14388.0,0.0,12.0,13.0,159.0,95509.0,10390.0,10327.0,317.0,606.0,6485.0,0.0,7091.0,0.0,5.0,10.0,133.0,7434.0,7257.0,6590.0,885.0,2712.0,2081.0,384.0,5177.0,30.0,0.0,10.0,24.0,70166.0,7070.0,6976.0,1200414.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,20,27,30,30,98,127,27,20,59,57,27771,11994,483,477,27187,33271,917786,449391,57194,47050,40702,41359,2232,1782,308,51,30,26,46088,42414
1.0,0.0,8.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,1.0,9.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,100.0,13.0,13.0,35.0,13.0,42.0,7.0,18.0,11.0,10.0,46.0,2.0,11.0,484.0,6682.0,1753.0,384.0,8819.0,0.0,0.0,11.0,138.0,340051.0,6794.0,8330.0,552.0,2271.0,1304.0,99.0,3674.0,0.0,105.0,11.0,12.0,270413.0,6887.0,7702.0,115.0,2045.0,8845.0,432.0,11322.0,0.0,0.0,12.0,131.0,6474.0,8749.0,9442.0,790.0,10390.0,458.0,0.0,10848.0,0.0,8.0,11.0,149.0,158046.0,8355.0,8542.0,231.0,2793.0,1213.0,458.0,4465.0,30.0,0.0,9.0,23.0,194266.0,5390.0,5316.0,590.0,70.0,8697.0,0.0,8768.0,0.0,0.0,12.0,128.0,86140.0,7590.0,9377.0,1948.0,8624.0,590.0,0.0,9214.0,0.0,13.0,13.0,146.0,134783.0,7428.0,10559.0,268.0,12.0,6037.0,1503.0,7553.0,0.0,93.0,11.0,11.0,326033.0,5718.0,7386.0,136.0,3542.0,1971.0,1352.0,6865.0,0.0,13.0,12.0,191.0,487729.0,7586.0,8952.0,267.0,3874.0,354.0,193.0,4422.0,30.0,0.0,9.0,4.0,196269.0,5172.0,5997.0,1200375.0,CLASSIC,MATCHED_GAME,11.18.395.7538,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,10,15,30,30,113,119,15,10,54,57,24181,16122,453,480,13573,17649,969250,1230954,39128,36822,36175,33494,1373,3048,116,92,28,16,39332,42271
5.0,15.0,2.0,4.0,4.0,1.0,8.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,7.0,4.0,2.0,6.0,6.0,8.0,11.0,8.0,3.0,5.0,5.0,6.0,3.0,0.0,1.0,0.0,100.0,8.0,2.0,7.0,7.0,24.0,8.0,7.0,10.0,6.0,18.0,1.0,4.0,555.0,7252.0,1381.0,139.0,8773.0,0.0,4.0,13.0,172.0,35703.0,8430.0,11132.0,1055.0,565.0,15835.0,684.0,17085.0,0.0,155.0,14.0,42.0,276532.0,13119.0,12759.0,820.0,7896.0,1670.0,550.0,10117.0,0.0,1.0,11.0,101.0,400830.0,6660.0,7577.0,927.0,1370.0,8583.0,0.0,9954.0,0.0,8.0,11.0,153.0,12397.0,9076.0,7717.0,342.0,2395.0,776.0,516.0,3688.0,30.0,0.0,9.0,34.0,42052.0,5377.0,5581.0,778.0,2834.0,5528.0,366.0,8729.0,0.0,0.0,12.0,139.0,44596.0,7818.0,9050.0,852.0,3113.0,1995.0,0.0,5108.0,0.0,0.0,12.0,107.0,522807.0,5552.0,8708.0,543.0,10351.0,379.0,562.0,11292.0,0.0,85.0,12.0,23.0,119026.0,9468.0,8806.0,29.0,0.0,5287.0,1883.0,7171.0,0.0,0.0,10.0,134.0,16454.0,7174.0,6573.0,264.0,1784.0,555.0,244.0,2584.0,30.0,0.0,9.0,22.0,69234.0,4989.0,5180.0,1200291.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17,26,30,30,168,85,26,17,58,55,19478,18082,502,425,28245,13744,767514,772117,49617,34884,42662,35001,1889,3055,48,49,34,27,44766,38317
