assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,hextechdragon_team100,airdragon_team200,riftherald_team200,baron_team200,inhibs_lost_team100,chemtechdragon_team200,waterdragon_team200
0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,245.0,651.0,967.0,780.0,628.0,116.0,254.0,789.0,611.0,450.0,3.0,4.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2322,1637184268863,4107121534,CLASSIC,teambuilder-match-4107121534,1637181945974,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,4.0,80.0,4.0,0.0,4.0,1.0,3.0,5.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0,10.0,7.0,8.0,10.0,9.0,8.0,10.0,10.0,10.0,8.0,3223.0,1489.0,894.0,6655.0,201.0,4680.0,1077.0,6111.0,315.0,332.0,NA1_4107121534,108.0,19.0,8.0,95.0,90.0,11.0,86.0,6.0,68.0,72.0,4146.0,389.0,89.0,579.0,7271.0,687.0,4427.0,652.0,4330.0,2713.0,400,0.0,127424.0,90700.0,250991.0,244890.0,20712.0,95625.0,60157.0,66926.0,5516.0,292494.0,900285.0,7370.0,2268.0,1065.0,7234.0,7473.0,5627.0,5756.0,7068.0,4721.0,3046.0,6545.0,3001.0,4517.0,5575.0,6278.0,4116.0,5854.0,6024.0,4521.0,3775.0,6.0,8.0,0.0,390.0,82.0,0.0,0.0,260.0,252.0,304.0,76.0,0.0,12.0,34.0,4.0,14.0,17.0,24.0,12.0,68.0,10.0,19.0,0.0,100.0,6839.0,3800.0,4896.0,6626.0,5928.0,4097.0,6686.0,6335.0,6481.0,4957.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,
2.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,305.0,131.0,618.0,153.0,392.0,371.0,1322.0,2135.0,1215.0,130.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,1848,1637375333214,4109772270,CLASSIC,teambuilder-match-4109772270,1637373484445,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,10.0,8.0,9.0,11.0,8.0,8.0,10.0,10.0,10.0,9.0,673.0,4125.0,2980.0,5515.0,2807.0,2397.0,4058.0,0.0,5895.0,368.0,NA1_4109772270,96.0,1.0,7.0,112.0,74.0,6.0,81.0,16.0,83.0,97.0,8607.0,903.0,1035.0,773.0,1460.0,649.0,289.0,5882.0,330.0,7341.0,400,0.0,70197.0,165654.0,240880.0,14515.0,107251.0,126973.0,188467.0,142043.0,121463.0,38531.0,900259.0,9281.0,5252.0,4239.0,6289.0,4267.0,3047.0,4400.0,6210.0,6226.0,7709.0,6400.0,3891.0,4703.0,5263.0,4342.0,3771.0,4297.0,6995.0,4705.0,5305.0,10.0,3.0,0.0,224.0,223.0,0.0,0.0,0.0,52.0,328.0,0.0,0.0,19.0,29.0,3.0,10.0,8.0,24.0,11.0,2.0,8.0,3.0,0.0,200.0,6551.0,4141.0,5086.0,7414.0,4060.0,4543.0,6953.0,7163.0,6223.0,5164.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,2.0,2.0,1.0
2.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,3.0,2.0,545.0,868.0,308.0,1067.0,308.0,157.0,1257.0,324.0,467.0,823.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,3.0,0.0,1.0,1620,1637284220273,4108341194,CLASSIC,teambuilder-match-4108341194,1637282599809,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,6.0,4.0,3.0,4.0,6.0,0.0,3.0,2.0,2.0,2.0,10.0,8.0,9.0,11.0,9.0,9.0,12.0,9.0,10.0,8.0,1076.0,3583.0,0.0,5834.0,358.0,5698.0,9779.0,807.0,6174.0,266.0,NA1_4108341194,79.0,17.0,13.0,103.0,104.0,4.0,92.0,3.0,97.0,76.0,3539.0,272.0,4881.0,1119.0,8865.0,1105.0,2692.0,3100.0,740.0,6777.0,400,1.0,52824.0,102087.0,214609.0,53919.0,34914.0,84011.0,313109.0,281948.0,47067.0,99472.0,900326.0,4799.0,4182.0,6498.0,8498.0,9390.0,7227.0,12471.0,4082.0,7377.0,7044.0,4695.0,4318.0,6308.0,5637.0,6588.0,5032.0,6432.0,5824.0,5692.0,4648.0,5.0,2.0,184.0,326.0,1616.0,1543.0,166.0,424.0,0.0,174.0,462.0,0.0,1.0,21.0,3.0,32.0,6.0,18.0,9.0,12.0,10.0,8.0,0.0,200.0,6485.0,4649.0,6104.0,8071.0,5249.0,5192.0,8671.0,5620.0,6984.0,4358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,2.0,
2.0,3.0,0.0,4.0,2.0,4.0,6.0,4.0,1.0,0.0,1006.0,59.0,64.0,371.0,482.0,336.0,2076.0,169.0,190.0,61.0,5.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,5.0,2.0,1.0,0.0,2875,1637280725547,4108290013,CLASSIC,teambuilder-match-4108290013,1637277849508,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,1.0,5.0,0.0,0.0,72.0,0.0,0.0,0.0,12.0,88.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,4.0,2.0,9.0,10.0,8.0,9.0,9.0,8.0,12.0,9.0,7.0,8.0,4345.0,5364.0,403.0,2627.0,596.0,3167.0,0.0,0.0,1380.0,782.0,NA1_4108290013,86.0,112.0,5.0,79.0,101.0,3.0,124.0,2.0,3.0,97.0,84.0,331.0,4556.0,579.0,6549.0,777.0,5786.0,3323.0,428.0,8704.0,400,0.0,80886.0,30857.0,157002.0,309774.0,13541.0,72202.0,69484.0,171376.0,79980.0,59121.0,900233.0,4430.0,5696.0,5465.0,3587.0,7146.0,4261.0,7254.0,3592.0,1809.0,9486.0,3906.0,5504.0,5184.0,4086.0,6157.0,4636.0,7776.0,4644.0,3425.0,5561.0,4.0,11.0,0.0,0.0,506.0,380.0,0.0,316.0,1467.0,269.0,0.0,0.0,17.0,15.0,181.0,20.0,12.0,40.0,14.0,1.0,47.0,12.0,0.0,100.0,5639.0,7023.0,4906.0,6024.0,5118.0,4649.0,9433.0,5270.0,3783.0,4827.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,,,1.0,,,,
3.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,3.0,0.0,1452.0,728.0,1887.0,258.0,1860.0,126.0,1298.0,83.0,1005.0,298.0,5.0,5.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,0.0,0.0,2469,1637277013579,4108233138,CLASSIC,teambuilder-match-4108233138,1637274543719,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,92.0,0.0,4.0,0.0,0.0,72.0,0.0,0.0,2.0,3.0,2.0,7.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,10.0,8.0,9.0,9.0,9.0,9.0,11.0,8.0,10.0,8.0,966.0,4814.0,223.0,2650.0,2395.0,5069.0,4251.0,688.0,66.0,1313.0,NA1_4108233138,108.0,18.0,18.0,70.0,117.0,4.0,94.0,3.0,123.0,77.0,4746.0,0.0,2645.0,192.0,5408.0,584.0,514.0,2565.0,4132.0,3795.0,400,0.0,49511.0,262088.0,341166.0,231569.0,0.0,84722.0,28437.0,94826.0,40530.0,0.0,900245.0,5980.0,4814.0,3029.0,2854.0,7980.0,5948.0,4982.0,3635.0,4770.0,5294.0,6187.0,3778.0,5637.0,4118.0,7980.0,5076.0,5723.0,5133.0,6175.0,4478.0,6.0,8.0,267.0,0.0,160.0,11.0,176.0,294.0,216.0,382.0,570.0,185.0,14.0,44.0,5.0,14.0,14.0,37.0,7.0,5.0,16.0,11.0,0.0,100.0,7196.0,4071.0,6020.0,5906.0,5972.0,5168.0,7781.0,4997.0,6548.0,4288.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,,1.0,2.0,,,2.0,
0.0,1.0,0.0,2.0,1.0,0.0,5.0,4.0,3.0,0.0,1055.0,584.0,606.0,329.0,1269.0,724.0,368.0,514.0,428.0,619.0,5.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,1787,1637223008042,4107719466,CLASSIC,teambuilder-match-4107719466,1637221220542,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,8.0,9.0,8.0,10.0,9.0,8.0,11.0,9.0,7.0,8.0,1547.0,2173.0,710.0,7495.0,2032.0,4404.0,0.0,706.0,3893.0,0.0,NA1_4107719466,57.0,80.0,8.0,99.0,106.0,6.0,95.0,9.0,13.0,71.0,909.0,267.0,3322.0,257.0,7937.0,1033.0,7114.0,4321.0,1215.0,4237.0,440,0.0,57405.0,34350.0,156645.0,129970.0,0.0,118947.0,93300.0,158740.0,53882.0,74715.0,900274.0,2786.0,2440.0,4495.0,8068.0,9969.0,5607.0,8538.0,5327.0,5600.0,4863.0,3440.0,4309.0,4631.0,6129.0,6869.0,5384.0,6918.0,4999.0,3828.0,4924.0,2.0,8.0,329.0,0.0,462.0,316.0,0.0,169.0,1424.0,300.0,492.0,626.0,42.0,6.0,8.0,8.0,9.0,18.0,9.0,6.0,26.0,5.0,0.0,100.0,4703.0,5415.0,4553.0,6602.0,5129.0,4609.0,7337.0,5422.0,3286.0,4681.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1.0,
2.0,2.0,0.0,5.0,1.0,1.0,6.0,4.0,5.0,1.0,84.0,956.0,945.0,267.0,110.0,67.0,368.0,1627.0,732.0,1293.0,4.0,1.0,3.0,1.0,3.0,2.0,5.0,0.0,1.0,6.0,1.0,3.0,0.0,1.0,2132,1637269025634,4108160147,CLASSIC,teambuilder-match-4108160147,1637266892703,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,60.0,4.0,0.0,64.0,0.0,7.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,1.0,10.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,1817.0,0.0,5168.0,490.0,2845.0,3219.0,6718.0,3150.0,4024.0,455.0,NA1_4108160147,93.0,84.0,93.0,47.0,41.0,14.0,64.0,9.0,16.0,59.0,9424.0,5620.0,1040.0,8506.0,858.0,1058.0,304.0,389.0,856.0,7375.0,430,2.0,87621.0,83606.0,325137.0,15394.0,10898.0,218504.0,97794.0,152113.0,388133.0,30586.0,900252.0,11501.0,5620.0,7315.0,8997.0,3703.0,4536.0,7022.0,3540.0,5088.0,8223.0,6899.0,4331.0,6480.0,4542.0,3935.0,4792.0,6058.0,4177.0,5207.0,4914.0,4.0,8.0,260.0,0.0,1106.0,0.0,0.0,258.0,0.0,0.0,208.0,392.0,11.0,45.0,8.0,26.0,22.0,7.0,12.0,36.0,11.0,10.0,0.0,100.0,7246.0,4706.0,6979.0,4919.0,4131.0,4770.0,6747.0,4423.0,6001.0,5713.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,,,,,1.0,2.0,
1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,593.0,605.0,472.0,1771.0,171.0,199.0,435.0,1169.0,126.0,768.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1892,1637264563375,4108064243,CLASSIC,teambuilder-match-4108064243,1637262670703,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,8.0,0.0,68.0,0.0,0.0,84.0,0.0,4.0,0.0,1.0,7.0,2.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,10.0,11.0,9.0,9.0,11.0,8.0,9.0,10.0,8.0,7.0,1717.0,0.0,278.0,0.0,3360.0,5093.0,249.0,4514.0,52.0,1562.0,NA1_4108064243,114.0,99.0,106.0,5.0,110.0,6.0,9.0,106.0,107.0,21.0,1548.0,7318.0,8167.0,2578.0,3893.0,723.0,4344.0,1219.0,4165.0,209.0,430,0.0,95266.0,100701.0,28217.0,206267.0,77212.0,93731.0,155861.0,295877.0,39073.0,52962.0,900286.0,3642.0,8084.0,9223.0,2578.0,7411.0,5817.0,4957.0,6109.0,4469.0,1882.0,5328.0,5930.0,7772.0,4546.0,6071.0,5449.0,5710.0,4969.0,5736.0,3422.0,5.0,11.0,376.0,765.0,778.0,0.0,157.0,0.0,364.0,376.0,252.0,110.0,13.0,13.0,7.0,11.0,7.0,23.0,10.0,11.0,9.0,32.0,1.0,100.0,7220.0,7395.0,5581.0,5254.0,8232.0,4472.0,5779.0,6792.0,4650.0,3929.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,2.0,1.0,1.0,1.0,
3.0,6.0,1.0,1.0,7.0,0.0,1.0,4.0,2.0,6.0,12.0,1134.0,560.0,277.0,2139.0,81.0,1904.0,1152.0,524.0,684.0,2.0,4.0,0.0,2.0,1.0,1.0,4.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,1728,1637262407427,4108081110,CLASSIC,teambuilder-match-4108081110,1637260679466,MATCHED_GAME,11.23.409.111,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,4.0,0.0,0.0,1.0,0.0,5.0,65.0,0.0,0.0,3.0,4.0,2.0,8.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,9.0,7.0,8.0,9.0,11.0,10.0,9.0,9.0,10.0,8.0,2592.0,3201.0,3999.0,164.0,0.0,0.0,972.0,177.0,6462.0,91.0,NA1_4108081110,5.0,3.0,26.0,119.0,127.0,89.0,71.0,13.0,86.0,94.0,138.0,886.0,871.0,7921.0,9389.0,4715.0,5619.0,5187.0,463.0,4079.0,430,0.0,95960.0,8487.0,225015.0,53592.0,105904.0,50534.0,44563.0,98665.0,149739.0,32442.0,900274.0,2902.0,4274.0,5039.0,8085.0,9449.0,4825.0,6856.0,5809.0,7259.0,4171.0,5487.0,3459.0,5635.0,6552.0,8039.0,5461.0,4954.0,6052.0,4859.0,4334.0,5.0,9.0,172.0,186.0,168.0,0.0,60.0,110.0,265.0,444.0,332.0,0.0,3.0,33.0,26.0,10.0,8.0,8.0,11.0,81.0,10.0,5.0,0.0,100.0,5697.0,3690.0,4869.0,5504.0,8507.0,7078.0,5902.0,5226.0,6522.0,4896.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0
6.0,0.0,3.0,3.0,2.0,2.0,6.0,1.0,3.0,0.0,2133.0,75.0,73.0,1543.0,389.0,186.0,218.0,810.0,348.0,260.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,1643,1637274688895,4108220352,CLASSIC,teambuilder-match-4108220352,1637273045185,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,11.0,7.0,9.0,11.0,9.0,8.0,10.0,10.0,9.0,9.0,309.0,1099.0,0.0,9229.0,3227.0,1106.0,1561.0,2613.0,3059.0,89.0,NA1_4108220352,149.0,29.0,8.0,104.0,114.0,26.0,104.0,9.0,89.0,111.0,2591.0,775.0,4291.0,179.0,530.0,1102.0,2328.0,788.0,1418.0,3157.0,420,1.0,44198.0,32133.0,125949.0,177939.0,101101.0,20144.0,67280.0,571833.0,16714.0,71601.0,900301.0,3056.0,2084.0,4495.0,9409.0,3758.0,2466.0,4061.0,4424.0,6097.0,3247.0,6268.0,3750.0,6098.0,6628.0,5084.0,4371.0,5106.0,6735.0,5133.0,6205.0,8.0,3.0,155.0,210.0,204.0,0.0,0.0,258.0,171.0,1022.0,1619.0,0.0,14.0,32.0,6.0,8.0,9.0,37.0,316.0,5.0,9.0,54.0,0.0,200.0,8151.0,4035.0,5174.0,7714.0,5298.0,4325.0,6985.0,6758.0,5942.0,5814.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,,,,1.0,1.0,,
2.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,426.0,606.0,747.0,548.0,1167.0,2505.0,592.0,893.0,481.0,26.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2194,1637264685715,4108083420,CLASSIC,teambuilder-match-4108083420,1637262491426,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,80.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,2.0,2.0,11.0,8.0,9.0,11.0,8.0,10.0,10.0,11.0,11.0,9.0,6679.0,1326.0,526.0,6293.0,3021.0,158.0,0.0,502.0,6336.0,321.0,NA1_4108083420,111.0,21.0,5.0,110.0,25.0,117.0,108.0,13.0,115.0,105.0,4256.0,322.0,2635.0,298.0,1113.0,7512.0,7446.0,5326.0,1473.0,6108.0,420,0.0,32773.0,39107.0,372268.0,183598.0,50673.0,18035.0,45643.0,130230.0,38117.0,56946.0,900293.0,10935.0,1805.0,3707.0,6591.0,4481.0,8515.0,7666.0,5926.0,8380.0,6429.0,5626.0,3816.0,4472.0,4683.0,4367.0,7325.0,5592.0,6933.0,5301.0,5296.0,8.0,7.0,0.0,156.0,545.0,0.0,346.0,844.0,219.0,98.0,570.0,0.0,79.0,31.0,18.0,12.0,24.0,11.0,10.0,12.0,6.0,61.0,1.0,200.0,7428.0,4101.0,5374.0,7517.0,5015.0,6180.0,6716.0,7843.0,7336.0,5540.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,2.0,2.0,1.0,1.0,
0.0,1.0,1.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,620.0,497.0,667.0,164.0,423.0,487.0,496.0,1914.0,1409.0,1303.0,0.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,4.0,1.0,2.0,2856,1637223569079,4107728352,CLASSIC,teambuilder-match-4107728352,1637220712044,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,76.0,0.0,0.0,0.0,1.0,64.0,10.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,7.0,0.0,2.0,9.0,7.0,10.0,7.0,10.0,10.0,10.0,10.0,11.0,9.0,1058.0,1230.0,384.0,1156.0,1188.0,5062.0,257.0,2891.0,820.0,3819.0,NA1_4107728352,110.0,3.0,14.0,23.0,90.0,104.0,98.0,20.0,79.0,113.0,1442.0,189.0,4747.0,461.0,5761.0,513.0,6421.0,697.0,8250.0,301.0,400,1.0,793.0,72534.0,198080.0,41931.0,11956.0,137632.0,63694.0,176515.0,29464.0,55850.0,900358.0,2501.0,1602.0,5339.0,1953.0,6950.0,5575.0,6678.0,3868.0,9502.0,4453.0,5520.0,3297.0,5942.0,3438.0,4748.0,5772.0,4261.0,5064.0,6874.0,5088.0,7.0,7.0,0.0,182.0,208.0,336.0,0.0,0.0,0.0,279.0,431.0,332.0,18.0,38.0,11.0,65.0,11.0,17.0,9.0,5.0,10.0,16.0,0.0,100.0,5055.0,3763.0,6335.0,4004.0,6781.0,6409.0,6513.0,6454.0,7367.0,5525.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,1.0,,1.0,2.0,1.0,
3.0,5.0,0.0,3.0,2.0,4.0,0.0,4.0,1.0,1.0,386.0,30.0,1090.0,1388.0,126.0,464.0,854.0,2171.0,1054.0,324.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,1653,1637219867007,4107713652,CLASSIC,teambuilder-match-4107713652,1637218214030,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,5.0,112.0,0.0,0.0,2.0,2.0,5.0,1.0,5.0,2.0,0.0,3.0,3.0,4.0,1.0,10.0,8.0,10.0,10.0,9.0,8.0,10.0,11.0,10.0,9.0,4464.0,2314.0,1172.0,0.0,273.0,4679.0,1220.0,0.0,8050.0,218.0,NA1_4107713652,112.0,26.0,15.0,64.0,109.0,5.0,56.0,20.0,89.0,110.0,2085.0,443.0,1522.0,6804.0,6814.0,256.0,3689.0,7113.0,1152.0,7674.0,400,1.0,469236.0,160210.0,134810.0,46586.0,92326.0,99064.0,40007.0,255849.0,99280.0,14336.0,900318.0,6914.0,2906.0,2694.0,7090.0,7088.0,5382.0,5047.0,8108.0,9345.0,8174.0,5386.0,4215.0,5400.0,6168.0,5596.0,4689.0,4179.0,7321.0,5904.0,6214.0,5.0,7.0,365.0,148.0,0.0,286.0,0.0,446.0,138.0,994.0,142.0,281.0,9.0,24.0,7.0,8.0,8.0,29.0,6.0,12.0,9.0,7.0,0.0,100.0,6781.0,4645.0,6476.0,6536.0,5631.0,4211.0,6774.0,7393.0,6451.0,5291.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,
9.0,3.0,0.0,7.0,0.0,6.0,1.0,6.0,1.0,3.0,2089.0,825.0,122.0,289.0,486.0,73.0,306.0,1223.0,840.0,70.0,3.0,1.0,5.0,5.0,7.0,4.0,4.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1631,1637217841136,4107698624,CLASSIC,teambuilder-match-4107698624,1637216210101,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,4.0,98.0,0.0,0.0,2.0,4.0,4.0,2.0,5.0,2.0,0.0,4.0,5.0,10.0,3.0,11.0,8.0,9.0,10.0,9.0,9.0,10.0,11.0,11.0,9.0,6866.0,0.0,450.0,3420.0,1569.0,8165.0,4437.0,3558.0,7177.0,693.0,NA1_4107698624,115.0,17.0,12.0,84.0,77.0,22.0,83.0,13.0,87.0,91.0,2188.0,6449.0,5155.0,1264.0,6288.0,717.0,1848.0,754.0,1206.0,7546.0,400,0.0,202451.0,38663.0,286259.0,50187.0,0.0,104129.0,516932.0,345294.0,155506.0,84164.0,900263.0,9054.0,6689.0,5961.0,5651.0,8202.0,9067.0,7023.0,4531.0,9550.0,8239.0,5889.0,6525.0,5697.0,5314.0,6226.0,5533.0,4806.0,6623.0,6765.0,7790.0,9.0,2.0,0.0,240.0,355.0,966.0,345.0,184.0,737.0,218.0,1166.0,0.0,9.0,27.0,4.0,24.0,7.0,224.0,5.0,6.0,13.0,22.0,0.0,200.0,8448.0,4948.0,5051.0,6983.0,5082.0,5302.0,6800.0,7551.0,7517.0,5107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,3.0,,
