assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,hextechdragon_team100,airdragon_team200,riftherald_team200,baron_team200,inhibs_lost_team100,chemtechdragon_team200,waterdragon_team200
10.0,7.0,2.0,1.0,0.0,6.0,8.0,3.0,3.0,1.0,642.0,1135.0,1534.0,211.0,460.0,562.0,837.0,2207.0,173.0,615.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,2101,1637363076592,4109544490,CLASSIC,teambuilder-match-4109544490,1637360975058,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,72.0,0.0,4.0,0.0,3.0,6.0,4.0,5.0,2.0,0.0,3.0,3.0,8.0,1.0,10.0,8.0,9.0,10.0,9.0,9.0,11.0,9.0,10.0,9.0,4356.0,6394.0,5356.0,434.0,0.0,2102.0,7202.0,369.0,6372.0,0.0,NA1_4109544490,104.0,5.0,12.0,94.0,98.0,24.0,131.0,22.0,87.0,95.0,588.0,384.0,467.0,8226.0,7058.0,2019.0,187.0,2205.0,2013.0,6680.0,440,0.0,170079.0,36790.0,375948.0,76840.0,96554.0,196195.0,68695.0,121083.0,296134.0,57272.0,900300.0,5230.0,6980.0,6604.0,8902.0,7299.0,4121.0,7625.0,2667.0,8385.0,6680.0,4592.0,5035.0,6259.0,5866.0,6685.0,5487.0,6312.0,5842.0,5478.0,6840.0,9.0,3.0,286.0,202.0,779.0,242.0,241.0,0.0,235.0,93.0,0.0,0.0,74.0,34.0,1.0,5.0,3.0,28.0,8.0,3.0,11.0,12.0,0.0,200.0,6495.0,4204.0,5936.0,6559.0,5616.0,5270.0,8490.0,5764.0,6512.0,5973.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,2.0,,
6.0,2.0,2.0,3.0,0.0,4.0,4.0,5.0,1.0,1.0,489.0,589.0,914.0,670.0,508.0,447.0,314.0,1153.0,480.0,578.0,3.0,6.0,3.0,2.0,5.0,6.0,2.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,2297,1637360138876,4109498780,CLASSIC,teambuilder-match-4109498780,1637357841455,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84.0,8.0,4.0,0.0,0.0,84.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,4.0,0.0,7.0,3.0,3.0,2.0,10.0,8.0,9.0,10.0,9.0,7.0,10.0,10.0,9.0,10.0,2098.0,1152.0,709.0,816.0,7950.0,5672.0,7479.0,1752.0,892.0,274.0,NA1_4109498780,110.0,22.0,9.0,104.0,87.0,8.0,74.0,10.0,80.0,104.0,2017.0,1238.0,1926.0,3028.0,1221.0,1639.0,870.0,5301.0,5779.0,5003.0,440,0.0,44163.0,56759.0,128275.0,48148.0,169825.0,59257.0,34487.0,229070.0,10704.0,39657.0,900288.0,5590.0,2722.0,2827.0,3844.0,9172.0,7312.0,8643.0,7655.0,6671.0,5682.0,5409.0,4114.0,4964.0,5255.0,6753.0,5357.0,5189.0,7118.0,5530.0,5403.0,6.0,7.0,1473.0,332.0,192.0,0.0,0.0,0.0,294.0,601.0,0.0,405.0,13.0,37.0,4.0,12.0,14.0,40.0,12.0,4.0,12.0,15.0,0.0,100.0,7115.0,4145.0,5299.0,6737.0,5917.0,3661.0,6243.0,6918.0,5538.0,7119.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,1.0,,1.0,,1.0
1.0,3.0,2.0,5.0,2.0,2.0,11.0,2.0,2.0,3.0,588.0,209.0,761.0,394.0,2564.0,1080.0,558.0,298.0,443.0,134.0,5.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,7.0,0.0,4.0,0.0,0.0,1776,1637538075821,4112160544,CLASSIC,teambuilder-match-4112160544,1637536299107,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,0.0,12.0,0.0,0.0,94.0,0.0,0.0,1.0,6.0,2.0,12.0,1.0,3.0,0.0,5.0,0.0,3.0,4.0,10.0,8.0,9.0,11.0,10.0,9.0,10.0,11.0,10.0,8.0,1719.0,3408.0,5095.0,584.0,2197.0,1881.0,933.0,0.0,4143.0,1328.0,NA1_4112160544,90.0,23.0,11.0,106.0,103.0,26.0,93.0,23.0,101.0,74.0,1022.0,651.0,758.0,4626.0,7465.0,1282.0,6087.0,6696.0,378.0,3448.0,420,1.0,30657.0,10042.0,125011.0,56330.0,6855.0,28615.0,6175.0,156975.0,25113.0,6275.0,900291.0,4658.0,4390.0,6269.0,5646.0,9684.0,3457.0,7350.0,7296.0,4522.0,4776.0,5588.0,5574.0,7151.0,5489.0,8839.0,4930.0,5808.0,7473.0,4903.0,5684.0,10.0,6.0,1915.0,330.0,415.0,436.0,22.0,294.0,330.0,600.0,0.0,0.0,6.0,28.0,5.0,18.0,9.0,22.0,5.0,6.0,12.0,7.0,0.0,200.0,6424.0,4884.0,5839.0,7417.0,6429.0,5458.0,6615.0,7677.0,6974.0,4450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,3.0,1.0,1.0
16.0,3.0,1.0,11.0,1.0,1.0,7.0,1.0,1.0,3.0,1227.0,110.0,48.0,165.0,377.0,15.0,190.0,281.0,1027.0,997.0,3.0,4.0,5.0,6.0,6.0,6.0,3.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,1714,1637535950059,4112095732,CLASSIC,teambuilder-match-4112095732,1637534235697,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,9.0,76.0,8.0,0.0,4.0,4.0,1.0,6.0,1.0,0.0,0.0,3.0,4.0,19.0,0.0,11.0,8.0,9.0,9.0,10.0,8.0,10.0,10.0,11.0,11.0,0.0,3997.0,350.0,268.0,4291.0,4676.0,0.0,6600.0,1149.0,2135.0,NA1_4112095732,106.0,30.0,15.0,94.0,78.0,26.0,80.0,13.0,118.0,94.0,6756.0,1534.0,5560.0,3916.0,1255.0,1017.0,3320.0,919.0,3875.0,13188.0,420,1.0,99391.0,51307.0,118463.0,47071.0,34294.0,206640.0,67671.0,166728.0,82963.0,14409.0,900287.0,8766.0,6170.0,6382.0,4524.0,6883.0,6526.0,3640.0,8131.0,6030.0,16197.0,8117.0,4900.0,6608.0,4755.0,6622.0,4065.0,4590.0,6081.0,6677.0,11272.0,8.0,8.0,2010.0,638.0,472.0,340.0,1336.0,832.0,320.0,610.0,1005.0,873.0,3.0,25.0,1.0,15.0,17.0,9.0,4.0,13.0,7.0,5.0,0.0,100.0,7467.0,4692.0,5501.0,5827.0,6168.0,4287.0,6646.0,6188.0,7834.0,8026.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,3.0,1.0,
6.0,2.0,0.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1096.0,405.0,2448.0,915.0,209.0,1111.0,1017.0,867.0,520.0,1162.0,4.0,3.0,4.0,3.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,1779,1637452205705,4110698543,CLASSIC,teambuilder-match-4110698543,1637450426011,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,68.0,0.0,4.0,0.0,8.0,100.0,4.0,0.0,0.0,8.0,1.0,1.0,2.0,6.0,1.0,0.0,2.0,9.0,3.0,9.0,8.0,9.0,8.0,9.0,10.0,11.0,10.0,10.0,11.0,1057.0,2887.0,0.0,2028.0,507.0,4075.0,142.0,2243.0,1293.0,1448.0,NA1_4110698543,89.0,3.0,25.0,3.0,79.0,92.0,103.0,11.0,126.0,115.0,4413.0,760.0,8084.0,614.0,6206.0,967.0,7718.0,189.0,2474.0,10571.0,420,1.0,60307.0,71356.0,144265.0,15131.0,11066.0,21801.0,103959.0,88969.0,29003.0,20823.0,900277.0,6359.0,4015.0,8340.0,2932.0,7176.0,6594.0,9653.0,2433.0,3812.0,12519.0,4806.0,5795.0,8123.0,4440.0,4699.0,4986.0,7517.0,4877.0,5965.0,7912.0,4.0,8.0,888.0,367.0,256.0,290.0,462.0,1551.0,1792.0,0.0,44.0,498.0,10.0,39.0,4.0,21.0,8.0,15.0,3.0,55.0,13.0,5.0,0.0,100.0,6083.0,4092.0,6115.0,4569.0,5345.0,6675.0,7759.0,6123.0,7026.0,7360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0
9.0,3.0,1.0,3.0,1.0,5.0,6.0,5.0,1.0,4.0,171.0,161.0,2274.0,118.0,462.0,197.0,225.0,1196.0,1405.0,885.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,6.0,0.0,3.0,0.0,1.0,1598,1637449986567,4110694428,CLASSIC,teambuilder-match-4110694428,1637448388107,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,0.0,84.0,0.0,4.0,2.0,3.0,4.0,3.0,6.0,5.0,0.0,8.0,3.0,6.0,0.0,10.0,8.0,9.0,11.0,9.0,8.0,11.0,10.0,10.0,10.0,1820.0,2335.0,0.0,10477.0,1133.0,4356.0,0.0,482.0,4028.0,0.0,NA1_4110694428,96.0,16.0,3.0,105.0,110.0,27.0,100.0,18.0,94.0,110.0,7049.0,1742.0,3262.0,619.0,5860.0,1287.0,5967.0,8062.0,913.0,9163.0,420,1.0,50619.0,43942.0,133892.0,181979.0,9114.0,91886.0,52698.0,102411.0,210400.0,30755.0,900235.0,9670.0,4468.0,4336.0,12090.0,7237.0,6583.0,7708.0,9034.0,4989.0,9163.0,5321.0,4087.0,5539.0,6718.0,6872.0,6322.0,6225.0,7746.0,5670.0,8190.0,9.0,1.0,801.0,390.0,1074.0,994.0,243.0,939.0,1740.0,489.0,48.0,0.0,8.0,13.0,1.0,10.0,6.0,21.0,7.0,5.0,4.0,6.0,0.0,200.0,6716.0,4860.0,5659.0,8197.0,5675.0,5039.0,7681.0,7244.0,6284.0,6861.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,1.0,
6.0,4.0,4.0,4.0,2.0,4.0,10.0,2.0,4.0,4.0,774.0,1212.0,483.0,351.0,794.0,1095.0,63.0,1820.0,433.0,985.0,2.0,5.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,10.0,2.0,3.0,0.0,0.0,2039,1637377705326,4109748332,CLASSIC,teambuilder-match-4109748332,1637375665637,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,72.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,1.0,10.0,8.0,5.0,3.0,0.0,5.0,3.0,2.0,0.0,10.0,8.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,3398.0,3187.0,267.0,0.0,930.0,4396.0,8434.0,1048.0,6688.0,337.0,NA1_4109748332,92.0,11.0,8.0,61.0,125.0,15.0,62.0,14.0,110.0,65.0,3321.0,1236.0,4323.0,6019.0,10265.0,840.0,1016.0,6406.0,1637.0,7058.0,420,1.0,792.0,137455.0,200557.0,93614.0,125337.0,168416.0,37226.0,296332.0,78767.0,25166.0,900270.0,7085.0,4424.0,4985.0,8480.0,11425.0,5618.0,9759.0,7997.0,9684.0,7395.0,5439.0,4886.0,4748.0,7606.0,8179.0,6635.0,5868.0,6230.0,6508.0,4560.0,5.0,11.0,366.0,0.0,394.0,2460.0,229.0,382.0,308.0,542.0,1358.0,0.0,64.0,34.0,6.0,4.0,9.0,71.0,18.0,20.0,76.0,11.0,1.0,100.0,6890.0,4350.0,5368.0,7034.0,6254.0,6503.0,5904.0,6431.0,7101.0,4986.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,3.0,
0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,55.0,747.0,1251.0,215.0,512.0,202.0,473.0,319.0,580.0,765.0,3.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1895,1637547936679,4112316232,CLASSIC,teambuilder-match-4112316232,1637546041602,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,86.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,10.0,8.0,10.0,9.0,9.0,9.0,11.0,9.0,12.0,8.0,1605.0,225.0,4196.0,6043.0,45.0,2154.0,5220.0,333.0,6974.0,350.0,NA1_4112316232,76.0,24.0,30.0,71.0,141.0,9.0,83.0,2.0,114.0,124.0,2940.0,43.0,47.0,1191.0,4439.0,293.0,1257.0,50.0,2692.0,3262.0,400,2.0,57901.0,27688.0,549299.0,56783.0,23522.0,59113.0,100916.0,92961.0,205236.0,41485.0,900267.0,4910.0,383.0,4733.0,7234.0,4484.0,2670.0,7088.0,510.0,9897.0,3613.0,5880.0,3072.0,6086.0,4065.0,5187.0,3127.0,5028.0,4419.0,5770.0,4765.0,3.0,7.0,364.0,114.0,489.0,0.0,0.0,222.0,610.0,127.0,230.0,0.0,2.0,8.0,5.0,9.0,8.0,23.0,68.0,4.0,11.0,51.0,0.0,100.0,6944.0,4122.0,7177.0,5894.0,5266.0,5237.0,7320.0,5083.0,8778.0,4590.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1.0,
7.0,0.0,0.0,6.0,0.0,2.0,5.0,4.0,3.0,5.0,677.0,343.0,1214.0,274.0,375.0,1246.0,1161.0,1370.0,192.0,361.0,3.0,4.0,2.0,1.0,2.0,6.0,6.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1940,1637467480702,4111227015,CLASSIC,teambuilder-match-4111227015,1637465540640,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,87.0,4.0,0.0,0.0,4.0,77.0,0.0,0.0,2.0,5.0,6.0,3.0,1.0,1.0,0.0,3.0,4.0,5.0,1.0,11.0,8.0,10.0,11.0,8.0,7.0,11.0,9.0,10.0,9.0,5140.0,1957.0,205.0,3042.0,220.0,1980.0,1346.0,372.0,1226.0,2234.0,NA1_4111227015,122.0,2.0,16.0,95.0,103.0,20.0,119.0,17.0,107.0,114.0,860.0,686.0,4089.0,8645.0,4692.0,1141.0,6614.0,6729.0,7561.0,3543.0,400,1.0,80664.0,61080.0,204664.0,72094.0,16687.0,145049.0,429907.0,250653.0,39127.0,2808.0,900277.0,6323.0,2862.0,4599.0,11973.0,4912.0,3480.0,7960.0,7738.0,8788.0,5778.0,6447.0,3763.0,7314.0,5949.0,5800.0,4046.0,5911.0,5945.0,5917.0,6374.0,7.0,11.0,322.0,218.0,304.0,285.0,0.0,358.0,0.0,636.0,0.0,0.0,10.0,25.0,98.0,11.0,9.0,30.0,10.0,5.0,8.0,14.0,1.0,100.0,7300.0,4137.0,6569.0,8481.0,4943.0,3737.0,7764.0,6080.0,7154.0,5148.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,,1.0,
1.0,3.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1059.0,978.0,2676.0,266.0,891.0,444.0,581.0,672.0,761.0,1160.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1552,1637465168030,4111251193,CLASSIC,teambuilder-match-4111251193,1637463615127,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,11.0,8.0,10.0,11.0,9.0,7.0,9.0,10.0,11.0,8.0,2567.0,5269.0,526.0,7316.0,1186.0,1509.0,2061.0,368.0,8364.0,1150.0,NA1_4111251193,113.0,2.0,11.0,122.0,122.0,1.0,89.0,7.0,95.0,115.0,5800.0,252.0,5255.0,642.0,2047.0,238.0,6209.0,3780.0,128.0,4688.0,400,0.0,53714.0,62004.0,497420.0,106520.0,6310.0,75965.0,70262.0,134081.0,66868.0,54591.0,900310.0,8368.0,5703.0,6240.0,7958.0,3233.0,1940.0,8270.0,4535.0,8492.0,5839.0,6784.0,3753.0,6626.0,5551.0,5436.0,3469.0,4281.0,5522.0,4786.0,5160.0,3.0,8.0,0.0,181.0,458.0,0.0,0.0,192.0,0.0,387.0,0.0,0.0,6.0,25.0,5.0,6.0,7.0,16.0,8.0,3.0,12.0,43.0,0.0,100.0,7709.0,4149.0,6990.0,7789.0,5309.0,3554.0,5839.0,6333.0,7974.0,4898.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,
3.0,1.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,4.0,827.0,151.0,1010.0,856.0,61.0,24.0,945.0,1885.0,1046.0,277.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,1624,1637517675525,4111829205,CLASSIC,teambuilder-match-4111829205,1637516051385,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,25.0,2.0,0.0,0.0,95.0,6.0,0.0,5.0,7.0,2.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,2.0,9.0,7.0,11.0,11.0,9.0,7.0,10.0,10.0,11.0,9.0,812.0,8135.0,0.0,5218.0,366.0,2658.0,5733.0,1169.0,1049.0,541.0,NA1_4111829205,61.0,10.0,27.0,108.0,81.0,10.0,98.0,6.0,132.0,120.0,7445.0,573.0,6489.0,334.0,4017.0,689.0,996.0,5787.0,3508.0,5101.0,420,1.0,103001.0,65899.0,163312.0,226663.0,107362.0,177669.0,67717.0,227132.0,78096.0,4525.0,900277.0,9365.0,8861.0,6857.0,6017.0,4384.0,3737.0,6729.0,7396.0,4557.0,5642.0,6127.0,4576.0,8485.0,6031.0,5486.0,4274.0,5165.0,6335.0,7696.0,5877.0,6.0,9.0,1108.0,152.0,368.0,464.0,0.0,390.0,0.0,439.0,0.0,0.0,8.0,25.0,6.0,13.0,7.0,30.0,8.0,1.0,13.0,9.0,0.0,100.0,5935.0,3994.0,7705.0,8327.0,5279.0,4021.0,6720.0,6530.0,8535.0,5871.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,,1.0,,,
3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1586.0,83.0,791.0,255.0,848.0,153.0,228.0,165.0,101.0,115.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1528,1637514963644,4111805616,CLASSIC,teambuilder-match-4111805616,1637513435163,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,83.0,4.0,0.0,0.0,6.0,94.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,11.0,8.0,9.0,10.0,9.0,6.0,10.0,10.0,10.0,9.0,0.0,2133.0,133.0,3706.0,164.0,1422.0,546.0,552.0,3068.0,1412.0,NA1_4111805616,117.0,26.0,12.0,102.0,113.0,19.0,98.0,20.0,115.0,117.0,4063.0,650.0,2234.0,1285.0,2187.0,801.0,2440.0,2956.0,143.0,5709.0,420,2.0,82218.0,118370.0,258390.0,202066.0,34387.0,7826.0,58723.0,129293.0,131920.0,14301.0,900316.0,4135.0,2783.0,2479.0,5430.0,2351.0,2593.0,2986.0,3701.0,3324.0,7122.0,7086.0,4158.0,5116.0,5550.0,4808.0,3803.0,5358.0,5815.0,4646.0,5615.0,4.0,4.0,72.0,0.0,112.0,438.0,0.0,370.0,0.0,192.0,111.0,0.0,11.0,24.0,4.0,4.0,46.0,38.0,19.0,8.0,12.0,8.0,0.0,200.0,8199.0,4471.0,5958.0,6566.0,5615.0,2875.0,6240.0,6238.0,7106.0,5287.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,,,
6.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,185.0,240.0,1399.0,619.0,484.0,639.0,524.0,1064.0,1716.0,368.0,0.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,0.0,2048,1637488134356,4111607789,CLASSIC,teambuilder-match-4111607789,1637486085618,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,9.0,9.0,11.0,10.0,9.0,7.0,10.0,9.0,10.0,9.0,2010.0,1918.0,1922.0,379.0,165.0,2124.0,508.0,1830.0,354.0,2270.0,NA1_4111607789,9.0,0.0,94.0,98.0,103.0,18.0,93.0,12.0,76.0,117.0,352.0,267.0,8754.0,6337.0,3058.0,485.0,4942.0,838.0,5229.0,6986.0,440,0.0,344627.0,21313.0,77211.0,18894.0,64068.0,89297.0,60486.0,285469.0,83100.0,825.0,900316.0,2625.0,2404.0,10932.0,7055.0,3223.0,2746.0,6022.0,2832.0,5996.0,9597.0,5185.0,3640.0,6724.0,6184.0,4519.0,3049.0,5839.0,5009.0,5576.0,6376.0,9.0,11.0,262.0,218.0,255.0,338.0,0.0,136.0,572.0,162.0,413.0,341.0,4.0,14.0,9.0,5.0,8.0,28.0,17.0,9.0,12.0,10.0,0.0,100.0,5599.0,5130.0,7566.0,6803.0,5070.0,3972.0,6631.0,5256.0,6960.0,5327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,1.0,1.0,1.0,1.0,
8.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,521.0,353.0,307.0,211.0,676.0,917.0,1840.0,1868.0,1338.0,449.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,1862,1637485556906,4111594132,CLASSIC,teambuilder-match-4111594132,1637483694324,MATCHED_GAME,11.23.409.111,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,92.0,0.0,76.0,4.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,2.0,3.0,2.0,7.0,8.0,9.0,10.0,8.0,9.0,12.0,9.0,10.0,9.0,2346.0,2525.0,1207.0,606.0,1204.0,364.0,1969.0,384.0,4693.0,918.0,NA1_4111594132,1.0,13.0,99.0,92.0,96.0,10.0,140.0,6.0,77.0,103.0,854.0,1073.0,3875.0,7611.0,3383.0,4551.0,6552.0,3771.0,782.0,5744.0,440,2.0,129419.0,23514.0,72065.0,45145.0,0.0,343628.0,59807.0,325369.0,10303.0,0.0,900197.0,3200.0,3817.0,5231.0,8574.0,4683.0,5246.0,8621.0,4344.0,5746.0,6662.0,3821.0,4988.0,5107.0,5546.0,4801.0,5827.0,7585.0,5968.0,4568.0,5959.0,9.0,5.0,0.0,218.0,148.0,357.0,95.0,331.0,100.0,187.0,270.0,0.0,21.0,32.0,9.0,4.0,7.0,2.0,12.0,11.0,6.0,8.0,0.0,200.0,3417.0,4325.0,6092.0,7245.0,4704.0,6050.0,9129.0,5829.0,6874.0,5129.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,1.0,2.0,,1.0
