airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team200,hextechdragon_team100,chemtechdragon_team200,waterdragon_team200
0.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,743.0,898.0,366.0,881.0,1298.0,1544.0,3183.0,1282.0,1524.0,1064.0,2.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2193,1637543114046,4112241750,CLASSIC,teambuilder-match-4112241750,1637540920181,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,0.0,0.0,20.0,84.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,1.0,4.0,3.0,3.0,2.0,10.0,7.0,8.0,11.0,9.0,8.0,12.0,9.0,9.0,9.0,4958.0,956.0,409.0,8357.0,140.0,3758.0,0.0,377.0,315.0,0.0,NA1_4112241750,85.0,20.0,10.0,83.0,120.0,7.0,116.0,15.0,86.0,95.0,532.0,517.0,1516.0,542.0,4234.0,443.0,4286.0,4347.0,6364.0,3440.0,400,0.0,1.0,0.0,54200.0,42473.0,126899.0,186318.0,9447.0,69275.0,24742.0,77583.0,110187.0,44847.0,15.0,900300.0,5739.0,1924.0,1925.0,9389.0,4374.0,4311.0,4519.0,5047.0,7076.0,3440.0,5203.0,3598.0,3691.0,7371.0,5673.0,4374.0,7773.0,5862.0,5079.0,4889.0,1.0,0.0,247.0,450.0,0.0,490.0,0.0,110.0,232.0,321.0,396.0,0.0,0.0,5.0,8.0,2.0,9.0,3.0,6.0,4.0,2.0,5.0,16.0,0.0,200.0,6813.0,3867.0,4233.0,7409.0,5234.0,4957.0,8849.0,6074.0,5609.0,5355.0,,,1.0,
0.0,9.0,5.0,0.0,2.0,6.0,10.0,1.0,1.0,2.0,3.0,0.0,1.0,371.0,396.0,1423.0,800.0,1415.0,75.0,669.0,89.0,539.0,129.0,3.0,4.0,8.0,3.0,3.0,3.0,5.0,7.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2388,1637480410469,4111493217,CLASSIC,teambuilder-match-4111493217,1637478021475,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,60.0,2.0,3.0,2.0,3.0,12.0,6.0,3.0,10.0,4.0,1.0,3.0,8.0,7.0,10.0,12.0,10.0,7.0,11.0,7.0,9.0,9.0,184.0,2895.0,399.0,780.0,1507.0,2649.0,2858.0,264.0,633.0,3440.0,NA1_4111493217,87.0,11.0,73.0,111.0,16.0,22.0,107.0,78.0,85.0,11.0,7397.0,576.0,4771.0,11023.0,5171.0,1372.0,11086.0,7310.0,4082.0,1006.0,440,0.0,1.0,0.0,45913.0,157701.0,22965.0,34684.0,302645.0,50609.0,52978.0,59689.0,34263.0,160895.0,15.0,900266.0,7582.0,3784.0,5509.0,12448.0,7134.0,4432.0,13955.0,7574.0,5286.0,4824.0,5721.0,4496.0,5573.0,8925.0,6240.0,4600.0,8792.0,5779.0,4979.0,5939.0,2.0,1.0,0.0,312.0,338.0,643.0,456.0,410.0,10.0,0.0,570.0,378.0,0.0,15.0,11.0,5.0,3.0,8.0,10.0,4.0,2.0,5.0,3.0,0.0,200.0,4545.0,3770.0,6348.0,9063.0,6690.0,3905.0,8080.0,3967.0,5810.0,5114.0,,,,
1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,275.0,1929.0,139.0,389.0,248.0,68.0,376.0,1135.0,118.0,2162.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1578,1637463312696,4111006178,CLASSIC,teambuilder-match-4111006178,1637461734422,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,80.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,10.0,8.0,8.0,11.0,8.0,7.0,11.0,9.0,11.0,9.0,0.0,1409.0,1203.0,3135.0,0.0,159.0,7671.0,158.0,740.0,732.0,NA1_4111006178,91.0,0.0,1.0,133.0,119.0,4.0,110.0,5.0,130.0,104.0,3801.0,283.0,550.0,781.0,6379.0,3689.0,1406.0,2566.0,2396.0,3007.0,400,0.0,1.0,0.0,30663.0,36642.0,157939.0,74810.0,6737.0,39567.0,153426.0,134861.0,80590.0,35281.0,15.0,900323.0,4853.0,1969.0,2398.0,3985.0,6379.0,3848.0,9560.0,3062.0,3891.0,3740.0,4725.0,3654.0,4889.0,5454.0,4998.0,3543.0,6051.0,4835.0,5273.0,4912.0,1.0,0.0,1052.0,276.0,644.0,68.0,0.0,0.0,482.0,336.0,754.0,0.0,0.0,4.0,6.0,3.0,4.0,4.0,8.0,4.0,5.0,4.0,5.0,0.0,200.0,6868.0,4608.0,4813.0,8434.0,4973.0,3928.0,8416.0,5152.0,7391.0,5296.0,,,,
0.0,3.0,5.0,4.0,3.0,3.0,10.0,0.0,4.0,2.0,7.0,0.0,0.0,321.0,1575.0,2153.0,260.0,1873.0,424.0,698.0,668.0,126.0,274.0,2.0,3.0,3.0,3.0,4.0,8.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1822,1637201812336,4107360776,CLASSIC,teambuilder-match-4107360776,1637199989438,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,4.0,0.0,74.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,9.0,8.0,11.0,10.0,10.0,8.0,11.0,9.0,9.0,8.0,237.0,5669.0,651.0,3883.0,205.0,8594.0,800.0,209.0,0.0,0.0,NA1_4107360776,83.0,16.0,10.0,102.0,98.0,5.0,133.0,6.0,54.0,73.0,2473.0,707.0,5487.0,468.0,6621.0,745.0,6610.0,4677.0,3667.0,5693.0,420,1.0,,0.0,81589.0,122107.0,281013.0,76616.0,22135.0,85878.0,26365.0,101538.0,74712.0,12094.0,15.0,900288.0,3255.0,6650.0,6509.0,4351.0,7126.0,10149.0,7410.0,5066.0,4644.0,6553.0,4731.0,5685.0,7228.0,5225.0,7473.0,6073.0,7346.0,6143.0,6031.0,5724.0,1.0,1.0,544.0,273.0,369.0,0.0,299.0,809.0,0.0,179.0,976.0,860.0,9.0,6.0,8.0,3.0,7.0,4.0,7.0,4.0,11.0,7.0,5.0,0.0,200.0,5928.0,4689.0,7324.0,6197.0,6242.0,4233.0,8166.0,5449.0,5764.0,4596.0,,1.0,,
0.0,2.0,3.0,2.0,1.0,8.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,1446.0,200.0,1531.0,1283.0,1054.0,799.0,73.0,1567.0,1304.0,319.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,1637204635706,4107408303,CLASSIC,teambuilder-match-4107408303,1637202628392,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,72.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,5.0,2.0,1.0,6.0,2.0,11.0,8.0,9.0,10.0,10.0,8.0,10.0,8.0,11.0,8.0,0.0,2073.0,2834.0,304.0,370.0,5784.0,0.0,5635.0,7594.0,608.0,NA1_4107408303,99.0,4.0,6.0,103.0,91.0,9.0,119.0,16.0,103.0,79.0,2752.0,545.0,4638.0,2662.0,6197.0,586.0,4235.0,731.0,518.0,4102.0,440,0.0,,0.0,45090.0,119932.0,398425.0,110514.0,361351.0,110643.0,10903.0,118414.0,40732.0,0.0,15.0,900282.0,4270.0,2943.0,8556.0,2966.0,6567.0,6670.0,5762.0,6367.0,8242.0,4710.0,6446.0,4435.0,6316.0,5288.0,6279.0,5649.0,6173.0,3842.0,7384.0,4609.0,0.0,2.0,1518.0,324.0,1082.0,0.0,0.0,299.0,1526.0,0.0,129.0,0.0,0.0,3.0,3.0,1.0,6.0,4.0,7.0,4.0,1.0,5.0,5.0,0.0,100.0,7599.0,4769.0,5981.0,6855.0,6210.0,4550.0,7181.0,4225.0,8376.0,4490.0,,1.0,,
0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,634.0,684.0,1310.0,1759.0,701.0,875.0,229.0,1084.0,319.0,913.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1743,1637202308517,4107411895,CLASSIC,teambuilder-match-4107411895,1637200565317,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,72.0,0.0,0.0,0.0,8.0,72.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,10.0,8.0,8.0,11.0,8.0,8.0,10.0,9.0,10.0,9.0,0.0,1280.0,3150.0,4505.0,57.0,0.0,0.0,4154.0,3001.0,2189.0,NA1_4107411895,87.0,27.0,6.0,88.0,112.0,8.0,90.0,2.0,84.0,61.0,3518.0,524.0,0.0,998.0,4955.0,4925.0,3911.0,446.0,357.0,1470.0,440,0.0,1.0,0.0,75345.0,59823.0,465497.0,8751.0,20227.0,21473.0,74951.0,168481.0,28340.0,76274.0,15.0,900280.0,3518.0,2118.0,3326.0,5504.0,5245.0,5053.0,5141.0,4922.0,3871.0,4184.0,4079.0,3709.0,4910.0,4709.0,5826.0,4990.0,4829.0,5009.0,4629.0,4138.0,0.0,1.0,0.0,314.0,175.0,0.0,232.0,127.0,1229.0,322.0,512.0,525.0,0.0,5.0,7.0,0.0,4.0,2.0,10.0,3.0,5.0,5.0,7.0,0.0,200.0,6621.0,4061.0,4822.0,8047.0,4699.0,4831.0,7065.0,5291.0,6211.0,5113.0,,,,1.0
0.0,1.0,9.0,4.0,0.0,2.0,2.0,8.0,5.0,4.0,6.0,0.0,0.0,2363.0,12.0,12.0,213.0,217.0,239.0,218.0,578.0,678.0,668.0,2.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2097,1637381837459,4109940004,CLASSIC,teambuilder-match-4109940004,1637379739938,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,91.0,4.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,4.0,1.0,1.0,7.0,5.0,4.0,11.0,8.0,9.0,10.0,9.0,7.0,10.0,10.0,10.0,8.0,0.0,3131.0,3647.0,0.0,265.0,2583.0,734.0,1386.0,6447.0,4320.0,NA1_4109940004,108.0,24.0,4.0,92.0,110.0,19.0,75.0,10.0,97.0,83.0,9676.0,2124.0,587.0,4963.0,7796.0,411.0,6601.0,8504.0,1110.0,1208.0,420,1.0,,0.0,44803.0,126030.0,264128.0,114200.0,381459.0,80481.0,73161.0,128836.0,98655.0,66969.0,15.0,900256.0,10268.0,5670.0,6140.0,5491.0,8820.0,3131.0,8876.0,10972.0,7780.0,5782.0,8413.0,4126.0,5552.0,5788.0,6517.0,3529.0,4518.0,7438.0,5818.0,5328.0,0.0,2.0,592.0,414.0,1905.0,528.0,758.0,136.0,1539.0,1080.0,222.0,253.0,0.0,5.0,7.0,1.0,7.0,4.0,4.0,5.0,2.0,6.0,5.0,0.0,100.0,8162.0,4428.0,5691.0,6616.0,5945.0,3920.0,6613.0,6709.0,7086.0,4720.0,,,,
0.0,0.0,10.0,3.0,2.0,4.0,6.0,2.0,7.0,3.0,1.0,0.0,0.0,1682.0,423.0,496.0,622.0,531.0,347.0,64.0,1176.0,501.0,412.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1770,1637352803486,4109397677,CLASSIC,teambuilder-match-4109397677,1637351032992,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,86.0,0.0,0.0,0.0,0.0,72.0,0.0,8.0,0.0,5.0,1.0,6.0,2.0,3.0,0.0,2.0,3.0,5.0,5.0,11.0,8.0,9.0,10.0,9.0,7.0,9.0,10.0,11.0,9.0,0.0,1846.0,865.0,6530.0,7408.0,1099.0,2759.0,2811.0,7794.0,0.0,NA1_4109397677,95.0,26.0,12.0,100.0,106.0,18.0,95.0,29.0,101.0,111.0,7347.0,1080.0,4590.0,186.0,1069.0,1130.0,3855.0,399.0,955.0,4556.0,420,1.0,,0.0,63190.0,97306.0,308568.0,73679.0,117658.0,181667.0,13943.0,150973.0,214200.0,40263.0,15.0,900223.0,8412.0,3277.0,5503.0,7000.0,8478.0,2538.0,9318.0,4636.0,9493.0,5695.0,6857.0,4438.0,7221.0,5582.0,5916.0,3352.0,5059.0,6416.0,6391.0,7037.0,0.0,1.0,1065.0,350.0,48.0,284.0,0.0,307.0,2703.0,1425.0,743.0,1138.0,3.0,5.0,10.0,3.0,4.0,7.0,8.0,3.0,4.0,6.0,5.0,0.0,100.0,8282.0,4523.0,5931.0,6374.0,5861.0,3838.0,6040.0,6897.0,7307.0,5700.0,,,,1.0
0.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,4.0,2.0,6.0,0.0,0.0,2216.0,191.0,1228.0,1108.0,1230.0,242.0,110.0,1343.0,704.0,563.0,1.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1651,1637340235441,4109351083,CLASSIC,teambuilder-match-4109351083,1637338583626,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,76.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,8.0,2.0,3.0,0.0,1.0,3.0,6.0,1.0,11.0,9.0,11.0,9.0,9.0,8.0,10.0,8.0,10.0,9.0,0.0,1208.0,1011.0,4894.0,0.0,3334.0,1127.0,3360.0,4500.0,0.0,NA1_4109351083,122.0,15.0,22.0,93.0,89.0,6.0,112.0,10.0,96.0,98.0,2336.0,4640.0,7933.0,1155.0,6432.0,521.0,966.0,548.0,1884.0,3639.0,420,1.0,,0.0,124953.0,114107.0,367666.0,78258.0,32562.0,87889.0,84247.0,113987.0,172518.0,18399.0,15.0,900256.0,2689.0,6303.0,10086.0,6098.0,6432.0,4124.0,2169.0,4373.0,7000.0,3639.0,7341.0,5241.0,8868.0,5333.0,5830.0,4142.0,4810.0,5053.0,6109.0,5098.0,0.0,2.0,353.0,454.0,1142.0,48.0,0.0,268.0,75.0,464.0,615.0,0.0,6.0,5.0,1.0,6.0,4.0,4.0,6.0,67.0,7.0,8.0,4.0,0.0,100.0,7683.0,5545.0,8440.0,5996.0,5581.0,4601.0,7062.0,4443.0,7013.0,5465.0,1.0,,,
0.0,5.0,1.0,2.0,6.0,3.0,4.0,0.0,2.0,7.0,3.0,0.0,0.0,164.0,-170.0,61.0,919.0,921.0,1780.0,180.0,271.0,68.0,166.0,3.0,6.0,0.0,4.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,2347,1637291712846,4108760363,CLASSIC,teambuilder-match-4108760363,1637289365049,MATCHED_GAME,11.23.409.111,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,102.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,7.0,6.0,1.0,3.0,1.0,4.0,7.0,10.0,11.0,10.0,9.0,10.0,9.0,10.0,7.0,8.0,2058.0,943.0,115.0,5637.0,916.0,356.0,487.0,254.0,1387.0,102.0,NA1_4108760363,20.0,87.0,113.0,81.0,8.0,109.0,90.0,11.0,0.0,108.0,1258.0,5836.0,3657.0,344.0,4940.0,8292.0,3965.0,3120.0,1104.0,9101.0,430,0.0,1.0,0.0,142645.0,50475.0,89788.0,61797.0,240592.0,145905.0,0.0,246637.0,21667.0,50867.0,15.0,900247.0,3587.0,7167.0,4914.0,6252.0,6000.0,8847.0,4834.0,3644.0,2864.0,9275.0,3689.0,6070.0,7011.0,5019.0,6886.0,7230.0,4805.0,6666.0,4378.0,6516.0,1.0,1.0,270.0,387.0,1140.0,270.0,144.0,198.0,381.0,270.0,372.0,72.0,0.0,8.0,3.0,7.0,105.0,8.0,6.0,6.0,2.0,5.0,4.0,0.0,200.0,3898.0,6844.0,7569.0,6712.0,5954.0,6189.0,5874.0,6286.0,3928.0,4418.0,,1.0,,
0.0,2.0,5.0,6.0,2.0,5.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,103.0,610.0,603.0,2143.0,842.0,89.0,1220.0,429.0,672.0,504.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1762,1637209387770,4107504677,CLASSIC,teambuilder-match-4107504677,1637207625231,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,2.0,0.0,4.0,4.0,2.0,10.0,7.0,10.0,10.0,9.0,7.0,10.0,9.0,10.0,8.0,666.0,1491.0,4975.0,1363.0,364.0,1353.0,3790.0,0.0,7919.0,0.0,NA1_4107504677,93.0,20.0,14.0,113.0,106.0,18.0,96.0,3.0,95.0,96.0,5875.0,527.0,635.0,5720.0,5729.0,1269.0,2590.0,3892.0,955.0,3512.0,420,0.0,1.0,0.0,15017.0,36387.0,220059.0,27481.0,26967.0,32870.0,292912.0,146536.0,32972.0,10171.0,15.0,900347.0,6541.0,2455.0,7666.0,7084.0,6094.0,2832.0,6380.0,4069.0,9147.0,4062.0,5093.0,3420.0,6228.0,6573.0,5217.0,4414.0,5580.0,5954.0,5632.0,5004.0,1.0,0.0,0.0,436.0,2055.0,0.0,0.0,210.0,0.0,177.0,272.0,549.0,0.0,4.0,9.0,2.0,4.0,4.0,11.0,4.0,6.0,4.0,5.0,0.0,100.0,6425.0,3413.0,6620.0,7270.0,5566.0,4032.0,6604.0,5741.0,6827.0,4695.0,,1.0,,1.0
0.0,0.0,4.0,0.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,0.0,0.0,538.0,625.0,1569.0,182.0,1557.0,221.0,419.0,303.0,601.0,1218.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2043,1637199786802,4107343936,CLASSIC,teambuilder-match-4107343936,1637197743594,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,78.0,16.0,0.0,2.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,3.0,0.0,10.0,7.0,9.0,9.0,10.0,8.0,11.0,10.0,9.0,9.0,0.0,3009.0,2947.0,5637.0,339.0,3276.0,2213.0,26.0,3157.0,389.0,NA1_4107343936,89.0,7.0,20.0,85.0,131.0,24.0,131.0,87.0,12.0,90.0,2550.0,810.0,252.0,1406.0,7801.0,214.0,2136.0,4059.0,1061.0,2157.0,420,0.0,1.0,0.0,99253.0,148249.0,102698.0,64905.0,48195.0,40793.0,48613.0,25104.0,220584.0,74449.0,15.0,900283.0,2735.0,4328.0,3376.0,9099.0,8141.0,3901.0,6169.0,4708.0,4508.0,2546.0,4863.0,4750.0,5604.0,5497.0,7857.0,4971.0,6754.0,4973.0,6126.0,5168.0,1.0,1.0,185.0,508.0,177.0,2056.0,0.0,410.0,1819.0,622.0,290.0,0.0,0.0,5.0,13.0,28.0,16.0,4.0,11.0,5.0,5.0,1.0,5.0,1.0,100.0,6672.0,4053.0,5693.0,5998.0,7081.0,4447.0,8006.0,6286.0,5664.0,6009.0,,,,
0.0,1.0,6.0,4.0,1.0,0.0,10.0,1.0,0.0,3.0,4.0,0.0,0.0,548.0,593.0,607.0,727.0,1270.0,681.0,309.0,1152.0,1843.0,1288.0,3.0,3.0,4.0,2.0,4.0,2.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1629,1637560324239,4112546645,CLASSIC,teambuilder-match-4112546645,1637558694256,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,0.0,6.0,84.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,3.0,3.0,7.0,2.0,10.0,8.0,10.0,10.0,9.0,9.0,11.0,11.0,11.0,9.0,5605.0,2098.0,0.0,6073.0,1107.0,2765.0,2858.0,330.0,9149.0,0.0,NA1_4112546645,99.0,14.0,16.0,116.0,115.0,27.0,116.0,123.0,16.0,97.0,959.0,424.0,5023.0,869.0,7506.0,1112.0,8863.0,4720.0,1176.0,4444.0,420,1.0,,0.0,23056.0,181517.0,143737.0,625334.0,6406.0,135316.0,32936.0,91784.0,332764.0,42779.0,15.0,900291.0,7140.0,2713.0,5266.0,7208.0,9925.0,4555.0,11721.0,5171.0,10886.0,4780.0,5373.0,4328.0,5957.0,5337.0,8995.0,4391.0,6154.0,5892.0,7633.0,6288.0,2.0,1.0,576.0,190.0,242.0,266.0,1310.0,678.0,0.0,120.0,559.0,336.0,0.0,6.0,7.0,2.0,5.0,9.0,10.0,6.0,8.0,0.0,4.0,0.0,100.0,7130.0,4262.0,6403.0,7278.0,6011.0,5248.0,7430.0,7505.0,7865.0,5159.0,1.0,,,
0.0,2.0,2.0,2.0,1.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,246.0,1958.0,143.0,621.0,214.0,1244.0,708.0,956.0,381.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1698,1637557053468,4112525610,CLASSIC,teambuilder-match-4112525610,1637555355306,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,10.0,7.0,12.0,9.0,9.0,8.0,11.0,9.0,10.0,8.0,1013.0,2060.0,223.0,0.0,622.0,1512.0,6458.0,2051.0,327.0,800.0,NA1_4112525610,97.0,1.0,41.0,51.0,115.0,28.0,126.0,4.0,128.0,106.0,3107.0,826.0,9205.0,3359.0,3372.0,915.0,736.0,927.0,3514.0,3483.0,420,1.0,,0.0,47869.0,17555.0,275749.0,111007.0,108449.0,80051.0,41944.0,118290.0,41290.0,0.0,15.0,900321.0,4808.0,2886.0,10534.0,3773.0,4102.0,2707.0,7495.0,4379.0,4739.0,4284.0,5275.0,3571.0,9403.0,5063.0,6246.0,4239.0,5544.0,5083.0,5956.0,4901.0,0.0,2.0,687.0,0.0,1105.0,413.0,106.0,280.0,300.0,1400.0,897.0,0.0,1.0,3.0,16.0,2.0,2.0,8.0,15.0,5.0,5.0,4.0,7.0,1.0,100.0,7044.0,3519.0,8592.0,5358.0,5669.0,4149.0,7947.0,5424.0,7138.0,4361.0,,,,
