killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,deathsplayer_10,assistsplayer_1,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_9,assistsplayer_10,dragon_team100,riftherald_team100,winningTeam,ward_player_0,ward_player_1,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,ward_player_10,towers_lost_team100,towers_lost_team200,inhibs_lost_team200,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_8,deathsplayer_1,dragon_team200,inhibs_lost_team100,killsplayer_10,riftherald_team200,riftherald_team300,baron_team200,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
0.0,5.0,4.0,1.0,0.0,7.0,6.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,5.0,6.0,7.0,1.0,0.0,200.0,0.0,9.0,2.0,10.0,11.0,45.0,9.0,11.0,8.0,8.0,25.0,5.0,1.0,0.0,60.0,86.0,3578.0,1179.0,4844.0,0.0,0.0,11.0,128.0,52056.0,5660.0,7815.0,552.0,0.0,6799.0,259.0,7058.0,0.0,105.0,11.0,17.0,249673.0,7667.0,8423.0,380.0,11919.0,189.0,0.0,12108.0,0.0,0.0,12.0,144.0,228200.0,7360.0,9407.0,404.0,362.0,5314.0,599.0,6276.0,0.0,11.0,11.0,166.0,145702.0,7624.0,7877.0,434.0,2064.0,1248.0,454.0,3766.0,30.0,0.0,9.0,31.0,100961.0,4434.0,5657.0,1736.0,3597.0,10020.0,478.0,14095.0,0.0,6.0,13.0,139.0,80381.0,9144.0,11034.0,1112.0,90.0,11241.0,794.0,12125.0,0.0,144.0,13.0,27.0,297431.0,10397.0,10259.0,1351.0,7083.0,826.0,0.0,7910.0,0.0,4.0,13.0,186.0,32151.0,7566.0,10139.0,340.0,3198.0,321.0,0.0,3520.0,0.0,4.0,11.0,142.0,43483.0,7040.0,7810.0,879.0,998.0,655.0,340.0,1994.0,30.0,0.0,10.0,36.0,19196.0,5454.0,6682.0,1200323.0,CLASSIC,MATCHED_GAME,11.19.398.9466,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16,10,30,30,116,158,10,16,54,60,14431,14966,486,530,17128,23063,776592,472642,34052,39644,32745,39601,2491,1612,77,61,14,21,39179,45924
1.0,5.0,5.0,5.0,1.0,0.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,6.0,5.0,2.0,10.0,5.0,3.0,14.0,0.0,1.0,2.0,6.0,1.0,0.0,100.0,10.0,16.0,7.0,14.0,16.0,42.0,14.0,3.0,54.0,7.0,67.0,4.0,10.0,2.0,214.0,0.0,5087.0,0.0,5087.0,0.0,0.0,12.0,158.0,105115.0,7559.0,9130.0,-242.0,732.0,9512.0,946.0,11191.0,0.0,109.0,11.0,12.0,361202.0,7773.0,8301.0,16.0,7336.0,1082.0,0.0,8419.0,0.0,2.0,13.0,156.0,42473.0,8041.0,10556.0,33.0,641.0,6339.0,0.0,6981.0,0.0,8.0,11.0,145.0,55761.0,8073.0,7974.0,6.0,6494.0,493.0,491.0,7479.0,30.0,0.0,10.0,18.0,141337.0,5586.0,6463.0,67.0,2360.0,3482.0,0.0,5842.0,0.0,0.0,12.0,154.0,392410.0,6212.0,9223.0,1738.0,3789.0,470.0,1235.0,5495.0,0.0,120.0,12.0,38.0,244329.0,8073.0,9667.0,294.0,3909.0,1263.0,774.0,5948.0,0.0,6.0,12.0,135.0,54701.0,7844.0,9040.0,392.0,0.0,10834.0,0.0,10834.0,0.0,0.0,11.0,157.0,41022.0,8796.0,8230.0,85.0,2707.0,667.0,508.0,3882.0,30.0,0.0,9.0,29.0,42580.0,5375.0,5143.0,1200397.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,11,17,30,30,119,126,17,11,57,56,15203,12765,489,513,22513,16716,705888,775042,39157,32001,37032,36300,1437,2517,95,145,34,10,42424,41303
4.0,12.0,6.0,5.0,4.0,1.0,9.0,3.0,0.0,1.0,3.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,8.0,4.0,11.0,4.0,3.0,10.0,1.0,4.0,1.0,100.0,0.0,6.0,20.0,2.0,6.0,22.0,3.0,9.0,10.0,19.0,9.0,2.0,8.0,1.0,85.0,9262.0,1470.0,241.0,10974.0,0.0,0.0,12.0,128.0,433617.0,7936.0,9342.0,2592.0,185.0,6142.0,2069.0,8397.0,30.0,4.0,11.0,33.0,89424.0,11342.0,8426.0,1925.0,183.0,7610.0,416.0,8210.0,0.0,100.0,13.0,42.0,202887.0,10514.0,11007.0,230.0,3206.0,6788.0,144.0,10139.0,0.0,4.0,13.0,122.0,472170.0,9120.0,10168.0,50.0,1127.0,11916.0,0.0,13044.0,0.0,0.0,11.0,105.0,70129.0,7970.0,7656.0,480.0,740.0,4363.0,286.0,5389.0,0.0,90.0,11.0,28.0,246635.0,6220.0,8574.0,487.0,3376.0,15711.0,2731.0,21819.0,0.0,0.0,11.0,130.0,47950.0,9512.0,7981.0,60.0,759.0,3588.0,198.0,4546.0,0.0,0.0,11.0,105.0,41281.0,6590.0,8030.0,13.0,3543.0,665.0,1089.0,5298.0,30.0,0.0,10.0,3.0,101949.0,5063.0,6407.0,288.0,82.0,9103.0,985.0,10170.0,0.0,0.0,13.0,122.0,141255.0,9758.0,10169.0,1200383.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,20,31,30,30,108,90,31,20,60,56,13963,8500,430,388,33926,33430,1268227,579070,50764,47222,46882,37143,2870,5289,56,50,34,19,46599,41161
6.0,2.0,3.0,2.0,1.0,7.0,2.0,6.0,2.0,5.0,7.0,2.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,200.0,0.0,9.0,1.0,39.0,7.0,22.0,3.0,7.0,9.0,7.0,17.0,9.0,3.0,0.0,705.0,3912.0,9181.0,0.0,13093.0,0.0,0.0,13.0,178.0,79750.0,9230.0,10861.0,833.0,491.0,5664.0,652.0,6808.0,0.0,105.0,12.0,33.0,266399.0,7473.0,8901.0,731.0,7628.0,1425.0,893.0,9947.0,0.0,0.0,11.0,89.0,90601.0,6221.0,7707.0,746.0,652.0,6696.0,329.0,7678.0,0.0,0.0,10.0,124.0,484069.0,6446.0,7065.0,363.0,1680.0,456.0,0.0,2136.0,30.0,0.0,9.0,3.0,83793.0,4788.0,5966.0,2508.0,8622.0,1951.0,874.0,11448.0,0.0,123.0,13.0,13.0,436463.0,9168.0,10272.0,58.0,310.0,8065.0,72.0,8448.0,0.0,15.0,12.0,147.0,207765.0,7508.0,8883.0,1363.0,938.0,10550.0,266.0,11755.0,0.0,4.0,12.0,112.0,30057.0,8033.0,9097.0,891.0,2516.0,6136.0,0.0,8653.0,0.0,3.0,11.0,164.0,0.0,8291.0,7379.0,261.0,3167.0,506.0,0.0,3673.0,30.0,0.0,10.0,2.0,21765.0,5011.0,6415.0,1200328.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,17,14,30,30,105,145,14,17,55,58,14363,15553,427,438,23422,27208,1004612,696050,39662,43977,34158,38011,1874,1212,78,43,17,15,40500,42046
1.0,8.0,2.0,3.0,1.0,9.0,9.0,4.0,10.0,11.0,6.0,6.0,11.0,5.0,0.0,2.0,2.0,6.0,2.0,1.0,4.0,3.0,4.0,5.0,9.0,12.0,12.0,0.0,1.0,200.0,0.0,5.0,5.0,58.0,7.0,21.0,6.0,5.0,7.0,13.0,12.0,7.0,3.0,0.0,1320.0,0.0,3532.0,580.0,4113.0,0.0,12.0,12.0,130.0,64913.0,7110.0,8998.0,18.0,1006.0,10663.0,866.0,12536.0,0.0,96.0,13.0,26.0,184488.0,10253.0,10164.0,229.0,7514.0,1396.0,2305.0,11216.0,0.0,4.0,12.0,140.0,83980.0,7344.0,9245.0,219.0,1445.0,5990.0,143.0,7579.0,0.0,0.0,10.0,91.0,792.0,6079.0,6501.0,163.0,5572.0,1459.0,310.0,7342.0,30.0,0.0,8.0,31.0,160895.0,5102.0,4743.0,385.0,963.0,11996.0,821.0,13780.0,0.0,4.0,14.0,135.0,511776.0,9880.0,11703.0,105.0,8820.0,2312.0,1579.0,12711.0,0.0,100.0,12.0,13.0,572427.0,8855.0,9230.0,1463.0,8208.0,2085.0,226.0,10520.0,0.0,0.0,12.0,111.0,89876.0,7858.0,9288.0,1571.0,1677.0,12814.0,0.0,14491.0,0.0,4.0,12.0,170.0,4561.0,12046.0,9113.0,537.0,0.0,7811.0,1804.0,9615.0,30.0,4.0,11.0,17.0,74324.0,8437.0,7636.0,1200359.0,CLASSIC,MATCHED_GAME,11.22.406.3587,13.0,6.0,3.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,40,15,30,30,112,112,15,40,55,61,15537,19668,418,446,23040,37018,495068,1252964,42786,61117,35888,47076,4204,4430,96,43,14,51,39651,46970
7.0,4.0,3.0,3.0,2.0,5.0,7.0,3.0,8.0,8.0,5.0,6.0,10.0,5.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,7.0,7.0,5.0,7.0,7.0,9.0,1.0,0.0,200.0,60.0,8.0,3.0,13.0,18.0,104.0,9.0,3.0,17.0,12.0,20.0,11.0,2.0,0.0,633.0,658.0,7704.0,2055.0,10417.0,0.0,4.0,12.0,114.0,128805.0,8972.0,9814.0,163.0,287.0,8598.0,612.0,9498.0,0.0,94.0,12.0,37.0,271447.0,7828.0,8914.0,124.0,6468.0,420.0,0.0,6889.0,0.0,4.0,13.0,159.0,59022.0,7754.0,10103.0,703.0,578.0,6910.0,0.0,7488.0,0.0,4.0,12.0,120.0,36890.0,7938.0,8944.0,442.0,2493.0,1433.0,542.0,4469.0,30.0,0.0,10.0,10.0,76342.0,5717.0,6647.0,864.0,14931.0,1930.0,260.0,17122.0,0.0,11.0,13.0,125.0,45357.0,8764.0,10311.0,934.0,0.0,7565.0,1769.0,9335.0,0.0,100.0,12.0,7.0,318629.0,8784.0,9736.0,1155.0,7455.0,133.0,0.0,7589.0,0.0,4.0,13.0,144.0,58647.0,8920.0,11217.0,1057.0,973.0,13382.0,196.0,14551.0,0.0,20.0,13.0,142.0,37217.0,10172.0,10164.0,229.0,17205.0,1491.0,966.0,19663.0,30.0,8.0,11.0,29.0,185133.0,9429.0,7737.0,1200356.0,CLASSIC,MATCHED_GAME,11.22.406.3587,12.0,6.0,2.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,35,19,30,30,106,143,19,35,59,62,10484,40564,440,447,25065,24501,572506,644983,38761,68260,38209,46069,3209,3191,146,61,20,40,44422,49165
4.0,3.0,5.0,2.0,2.0,5.0,6.0,9.0,6.0,6.0,4.0,6.0,8.0,1.0,4.0,2.0,5.0,5.0,2.0,7.0,1.0,5.0,5.0,10.0,9.0,8.0,14.0,0.0,1.0,200.0,0.0,5.0,2.0,7.0,6.0,26.0,7.0,5.0,7.0,24.0,18.0,3.0,3.0,0.0,99.0,220.0,8445.0,859.0,9525.0,0.0,0.0,11.0,116.0,133074.0,8574.0,7634.0,70.0,9093.0,496.0,724.0,10314.0,0.0,90.0,11.0,6.0,249002.0,7660.0,7947.0,398.0,9296.0,324.0,30.0,9650.0,0.0,4.0,13.0,172.0,95073.0,8498.0,10275.0,252.0,299.0,11247.0,0.0,11546.0,0.0,0.0,11.0,142.0,35932.0,7002.0,7640.0,209.0,9081.0,722.0,662.0,10466.0,30.0,0.0,9.0,16.0,15161.0,5519.0,5643.0,684.0,5661.0,3665.0,0.0,9327.0,0.0,0.0,13.0,121.0,259542.0,8409.0,10783.0,233.0,537.0,8149.0,786.0,9473.0,0.0,116.0,12.0,39.0,332895.0,9083.0,9761.0,2093.0,12438.0,745.0,543.0,13726.0,0.0,12.0,13.0,144.0,396617.0,9313.0,10829.0,431.0,1181.0,13399.0,78.0,14658.0,0.0,0.0,12.0,135.0,106948.0,8356.0,8943.0,634.0,4958.0,331.0,382.0,5671.0,30.0,2.0,10.0,14.0,115188.0,6584.0,6679.0,1200322.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,29,17,30,30,94,130,16,29,55,60,27989,24775,452,453,21234,26289,528242,1211190,51501,52855,37253,41745,2275,1789,46,61,20,45,39139,46995
3.0,2.0,3.0,3.0,0.0,2.0,6.0,9.0,7.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,6.0,6.0,16.0,1.0,1.0,200.0,0.0,10.0,8.0,3.0,6.0,25.0,9.0,5.0,7.0,11.0,20.0,10.0,2.0,0.0,540.0,195.0,5217.0,1845.0,7259.0,0.0,4.0,12.0,128.0,122140.0,7118.0,9512.0,295.0,4326.0,300.0,1488.0,6115.0,0.0,110.0,11.0,18.0,295721.0,7105.0,7610.0,831.0,671.0,6392.0,452.0,7516.0,0.0,4.0,12.0,143.0,29592.0,7296.0,9798.0,1018.0,0.0,8822.0,0.0,8822.0,0.0,4.0,11.0,146.0,9510.0,7408.0,7757.0,392.0,2721.0,895.0,221.0,3838.0,30.0,4.0,7.0,6.0,30514.0,4907.0,4050.0,343.0,816.0,3561.0,774.0,5153.0,0.0,18.0,13.0,167.0,115325.0,8443.0,10361.0,364.0,0.0,8699.0,97.0,8796.0,0.0,110.0,12.0,28.0,170284.0,8204.0,9657.0,1445.0,11954.0,1401.0,108.0,13464.0,0.0,4.0,14.0,144.0,362489.0,9535.0,11941.0,1466.0,1968.0,11250.0,0.0,13218.0,0.0,0.0,11.0,141.0,0.0,8766.0,8384.0,810.0,4944.0,822.0,155.0,5922.0,30.0,4.0,10.0,7.0,41385.0,6360.0,6694.0,1200341.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,11,30,30,126,136,11,25,53,60,7913,19682,441,487,21626,25733,487477,689483,33550,46553,33834,41308,4006,1134,52,52,8,31,38727,47037
1.0,1.0,7.0,7.0,1.0,2.0,14.0,3.0,3.0,6.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,9.0,3.0,3.0,3.0,10.0,0.0,0.0,200.0,0.0,12.0,1.0,7.0,10.0,22.0,12.0,4.0,4.0,12.0,25.0,11.0,1.0,0.0,400.0,0.0,9119.0,88.0,9207.0,0.0,0.0,12.0,126.0,292302.0,6825.0,9341.0,530.0,6444.0,741.0,426.0,7611.0,0.0,99.0,10.0,4.0,148967.0,5980.0,7005.0,956.0,737.0,15142.0,837.0,16717.0,0.0,0.0,13.0,158.0,142265.0,9491.0,10703.0,510.0,13173.0,455.0,40.0,13669.0,0.0,16.0,11.0,111.0,156467.0,8235.0,7429.0,236.0,3284.0,821.0,454.0,4560.0,30.0,0.0,10.0,4.0,32173.0,5396.0,6870.0,1676.0,0.0,9523.0,663.0,10187.0,0.0,8.0,12.0,142.0,131068.0,8701.0,9810.0,2515.0,14104.0,3034.0,1709.0,18848.0,0.0,94.0,13.0,20.0,380608.0,11339.0,10456.0,380.0,352.0,7666.0,612.0,8630.0,0.0,0.0,12.0,126.0,18892.0,7080.0,8845.0,782.0,1080.0,6242.0,0.0,7323.0,0.0,8.0,11.0,129.0,180747.0,7202.0,7537.0,377.0,2899.0,902.0,142.0,3944.0,30.0,0.0,9.0,10.0,55865.0,5297.0,5531.0,1200433.0,CLASSIC,MATCHED_GAME,11.20.400.7328,4.0,4.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,22,17,30,30,115,110,17,22,56,57,23638,18435,403,427,26278,27367,772174,767180,51764,48932,35927,39619,1845,3126,52,57,21,23,41348,42179
6.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,6.0,3.0,4.0,0.0,1.0,200.0,0.0,5.0,5.0,9.0,1.0,12.0,8.0,6.0,9.0,5.0,17.0,5.0,3.0,0.0,951.0,0.0,9025.0,2970.0,11995.0,0.0,8.0,13.0,152.0,98277.0,9551.0,10937.0,153.0,3096.0,74.0,505.0,3676.0,0.0,107.0,11.0,16.0,761343.0,7243.0,7896.0,112.0,1902.0,4189.0,0.0,6092.0,0.0,7.0,10.0,168.0,19394.0,7777.0,6720.0,652.0,0.0,6112.0,0.0,6112.0,0.0,2.0,11.0,157.0,31872.0,6127.0,8425.0,400.0,4355.0,402.0,552.0,5309.0,30.0,0.0,10.0,7.0,32940.0,4535.0,6361.0,822.0,1496.0,4103.0,201.0,5801.0,0.0,8.0,12.0,137.0,106138.0,7492.0,9018.0,922.0,610.0,5803.0,521.0,6936.0,0.0,109.0,12.0,15.0,385104.0,8022.0,8741.0,17.0,7020.0,460.0,261.0,7742.0,0.0,0.0,13.0,128.0,264487.0,7442.0,9999.0,1749.0,8777.0,271.0,284.0,9334.0,0.0,8.0,12.0,151.0,141720.0,8284.0,9132.0,547.0,3005.0,791.0,289.0,4085.0,30.0,0.0,10.0,37.0,69588.0,5877.0,6327.0,1200356.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13,10,30,30,124,125,10,12,55,59,9353,20908,500,468,19802,11428,943826,967037,33184,33898,35233,37117,4027,1556,32,45,9,16,40339,43217
3.0,5.0,7.0,2.0,2.0,3.0,1.0,2.0,9.0,3.0,2.0,5.0,7.0,6.0,3.0,4.0,4.0,2.0,5.0,7.0,6.0,3.0,11.0,0.0,9.0,6.0,11.0,3.0,1.0,100.0,0.0,8.0,5.0,44.0,11.0,24.0,1.0,4.0,7.0,40.0,31.0,1.0,11.0,2.0,1509.0,0.0,9111.0,1325.0,10436.0,0.0,0.0,13.0,178.0,129687.0,10609.0,10880.0,692.0,525.0,6144.0,110.0,6781.0,0.0,96.0,11.0,8.0,335401.0,8232.0,7356.0,956.0,9773.0,1573.0,1747.0,13094.0,0.0,0.0,12.0,119.0,106668.0,8365.0,8707.0,2002.0,6989.0,908.0,157.0,8055.0,0.0,4.0,10.0,126.0,134754.0,6777.0,6815.0,347.0,3723.0,991.0,851.0,5566.0,30.0,0.0,9.0,36.0,37460.0,5782.0,5425.0,197.0,1009.0,5190.0,238.0,6438.0,0.0,15.0,11.0,126.0,75011.0,6997.0,8019.0,645.0,2399.0,1282.0,244.0,3926.0,0.0,108.0,11.0,16.0,186887.0,6845.0,7742.0,1059.0,6360.0,701.0,1824.0,8886.0,0.0,0.0,11.0,133.0,41290.0,6419.0,8422.0,2060.0,1145.0,11419.0,98.0,12663.0,0.0,3.0,10.0,139.0,87168.0,11100.0,7205.0,941.0,4935.0,2940.0,362.0,8238.0,30.0,1.0,9.0,43.0,250202.0,6250.0,5821.0,1200380.0,CLASSIC,MATCHED_GAME,11.19.398.9466,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,18,19,30,30,100,127,19,18,55,52,21010,15848,467,457,18727,21532,743970,640558,43932,40151,39765,37611,4190,2766,92,83,32,29,39183,37209
5.0,14.0,6.0,7.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,8.0,7.0,6.0,6.0,5.0,9.0,10.0,8.0,7.0,19.0,5.0,4.0,3.0,7.0,1.0,2.0,100.0,0.0,9.0,60.0,9.0,7.0,22.0,7.0,0.0,9.0,8.0,20.0,1.0,8.0,1.0,913.0,3779.0,8303.0,72.0,12154.0,0.0,12.0,12.0,116.0,258347.0,9393.0,9562.0,2356.0,20192.0,1477.0,780.0,22449.0,0.0,95.0,12.0,16.0,104654.0,11271.0,9602.0,1618.0,7380.0,539.0,536.0,8456.0,0.0,4.0,12.0,112.0,28094.0,8148.0,9486.0,333.0,0.0,14342.0,0.0,14342.0,0.0,4.0,11.0,132.0,23554.0,8703.0,8224.0,1047.0,3532.0,773.0,0.0,4306.0,30.0,0.0,11.0,9.0,163978.0,6522.0,7413.0,463.0,589.0,7111.0,2821.0,10522.0,0.0,0.0,11.0,97.0,67529.0,7953.0,7926.0,335.0,8428.0,1157.0,1069.0,10656.0,0.0,79.0,10.0,24.0,569389.0,7560.0,7232.0,416.0,967.0,10578.0,0.0,11546.0,0.0,0.0,11.0,129.0,12789.0,6886.0,8201.0,236.0,0.0,10005.0,0.0,10005.0,0.0,1.0,10.0,136.0,143104.0,7086.0,6914.0,700.0,3829.0,1218.0,436.0,5483.0,30.0,0.0,9.0,43.0,88891.0,5100.0,6077.0,1200332.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16,32,30,30,115,80,32,16,58,51,34883,13813,385,429,25434,30069,578627,881702,61707,48212,44037,34585,1388,4326,107,44,53,22,44287,36350
6.0,9.0,10.0,4.0,0.0,2.0,3.0,2.0,10.0,2.0,2.0,7.0,3.0,6.0,7.0,9.0,2.0,5.0,4.0,5.0,2.0,3.0,10.0,2.0,4.0,3.0,9.0,2.0,0.0,200.0,0.0,8.0,9.0,7.0,9.0,27.0,9.0,21.0,17.0,12.0,51.0,9.0,8.0,0.0,330.0,6681.0,2844.0,5558.0,15085.0,0.0,4.0,13.0,134.0,57667.0,10080.0,10677.0,480.0,307.0,7816.0,782.0,8906.0,0.0,126.0,13.0,26.0,389402.0,9955.0,10183.0,2832.0,2858.0,10651.0,3630.0,17140.0,0.0,16.0,15.0,181.0,228651.0,11967.0,13089.0,40.0,259.0,8821.0,0.0,9080.0,0.0,4.0,11.0,106.0,26121.0,7035.0,7453.0,681.0,3755.0,394.0,496.0,4646.0,30.0,0.0,10.0,26.0,46143.0,5706.0,6636.0,968.0,817.0,7278.0,2737.0,10833.0,0.0,0.0,12.0,98.0,116542.0,5658.0,8948.0,850.0,1922.0,6014.0,928.0,8865.0,0.0,77.0,11.0,41.0,57131.0,6960.0,7766.0,1127.0,9320.0,895.0,0.0,10216.0,0.0,4.0,12.0,125.0,65974.0,7202.0,8678.0,39.0,2297.0,13459.0,0.0,15757.0,0.0,7.0,12.0,160.0,825.0,10849.0,9506.0,260.0,3370.0,1089.0,654.0,5114.0,30.0,0.0,10.0,3.0,99257.0,6060.0,6575.0,1200427.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,5.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,19,29,30,30,150,88,29,19,62,57,13860,17726,473,427,30526,28735,747984,339729,54857,50785,44743,36729,10466,4319,60,110,24,21,48038,41473
