killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,deathsplayer_10,assistsplayer_1,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_9,assistsplayer_10,dragon_team100,riftherald_team100,winningTeam,ward_player_0,ward_player_1,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,ward_player_10,towers_lost_team100,towers_lost_team200,inhibs_lost_team200,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_8,deathsplayer_1,dragon_team200,inhibs_lost_team100,killsplayer_10,riftherald_team200,riftherald_team300,baron_team200,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
2.0,5.0,7.0,5.0,1.0,1.0,6.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,6.0,2.0,6.0,3.0,4.0,9.0,2.0,0.0,2.0,5.0,3.0,0.0,200.0,0.0,13.0,5.0,18.0,6.0,42.0,4.0,6.0,9.0,8.0,29.0,9.0,6.0,1.0,409.0,26.0,5797.0,1243.0,7067.0,0.0,0.0,12.0,147.0,61986.0,6784.0,9333.0,285.0,8465.0,558.0,726.0,9750.0,0.0,105.0,12.0,21.0,364967.0,8309.0,9735.0,78.0,1614.0,10653.0,850.0,13117.0,0.0,8.0,13.0,149.0,46883.0,9108.0,10229.0,508.0,1895.0,12447.0,761.0,15103.0,0.0,8.0,12.0,160.0,11964.0,8808.0,8912.0,106.0,3879.0,757.0,600.0,5237.0,30.0,4.0,9.0,10.0,128619.0,5281.0,5401.0,819.0,1119.0,5450.0,470.0,7040.0,0.0,0.0,12.0,149.0,9382.0,7519.0,8742.0,588.0,0.0,8437.0,440.0,8877.0,0.0,120.0,12.0,28.0,180085.0,8662.0,9630.0,114.0,7031.0,600.0,0.0,7631.0,0.0,8.0,13.0,161.0,65624.0,8459.0,10419.0,1247.0,2498.0,6290.0,377.0,9166.0,0.0,0.0,10.0,140.0,16196.0,7347.0,7143.0,595.0,1911.0,272.0,252.0,2435.0,30.0,0.0,9.0,5.0,110953.0,4345.0,5687.0,1200272.0,CLASSIC,MATCHED_GAME,11.19.398.9466,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13,20,30,30,125,128,20,13,58,56,15879,12559,487,483,30212,21049,614419,382240,50274,35149,38290,36332,4180,1539,84,56,24,14,43610,41621
1.0,6.0,2.0,7.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,7.0,6.0,4.0,6.0,3.0,3.0,9.0,0.0,6.0,5.0,11.0,4.0,1.0,100.0,0.0,13.0,98.0,16.0,8.0,60.0,11.0,6.0,14.0,44.0,43.0,4.0,10.0,2.0,1326.0,3583.0,7022.0,408.0,11014.0,0.0,4.0,12.0,142.0,75447.0,7576.0,9219.0,340.0,656.0,10147.0,477.0,11281.0,0.0,124.0,12.0,14.0,196140.0,8550.0,8780.0,616.0,4582.0,411.0,0.0,4993.0,0.0,11.0,12.0,137.0,34847.0,7301.0,9832.0,579.0,0.0,7844.0,2082.0,9926.0,0.0,0.0,11.0,127.0,3401.0,8519.0,7658.0,254.0,2846.0,1718.0,988.0,5554.0,30.0,0.0,9.0,29.0,72069.0,5518.0,5278.0,440.0,1591.0,5393.0,0.0,6985.0,0.0,4.0,12.0,114.0,60414.0,7575.0,8602.0,230.0,8417.0,475.0,2197.0,11089.0,0.0,114.0,12.0,33.0,332136.0,8530.0,9396.0,729.0,1753.0,6132.0,586.0,8472.0,0.0,3.0,12.0,141.0,101944.0,7434.0,8692.0,101.0,189.0,7174.0,0.0,7363.0,0.0,8.0,11.0,117.0,130426.0,6936.0,7487.0,81.0,3831.0,971.0,594.0,5396.0,30.0,0.0,9.0,11.0,62918.0,5356.0,5989.0,1200341.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,13,18,30,30,139,129,18,13,56,56,11667,15781,449,416,27142,20145,381904,687838,42768,39305,37464,35831,3955,3377,195,118,25,25,40767,40166
5.0,4.0,1.0,2.0,0.0,2.0,5.0,3.0,8.0,5.0,3.0,7.0,6.0,4.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,7.0,3.0,9.0,1.0,0.0,200.0,0.0,6.0,55.0,9.0,9.0,25.0,4.0,2.0,13.0,9.0,39.0,10.0,2.0,0.0,1421.0,8936.0,10461.0,198.0,19595.0,0.0,0.0,13.0,156.0,414318.0,8191.0,10933.0,161.0,421.0,7801.0,593.0,8815.0,0.0,97.0,11.0,18.0,245577.0,7151.0,8491.0,417.0,5153.0,404.0,596.0,6154.0,0.0,0.0,12.0,144.0,38205.0,6422.0,8626.0,558.0,262.0,8355.0,275.0,8892.0,0.0,8.0,10.0,120.0,48910.0,6728.0,6447.0,288.0,2399.0,1735.0,0.0,4135.0,30.0,0.0,9.0,32.0,54993.0,4288.0,5307.0,1593.0,1586.0,8237.0,0.0,9824.0,0.0,4.0,13.0,164.0,38568.0,7768.0,10679.0,427.0,836.0,8722.0,738.0,10297.0,0.0,84.0,11.0,20.0,253529.0,7777.0,8198.0,1028.0,8046.0,499.0,209.0,8755.0,0.0,0.0,12.0,143.0,166459.0,7013.0,9227.0,729.0,960.0,5956.0,0.0,6916.0,0.0,4.0,11.0,131.0,1619.0,9203.0,8212.0,328.0,9374.0,1128.0,838.0,11340.0,30.0,0.0,10.0,16.0,186387.0,6328.0,6230.0,1200351.0,CLASSIC,MATCHED_GAME,11.21.403.3002,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,23,12,30,30,105,92,12,23,55,57,17171,20802,470,474,28756,24542,802003,646562,47591,47132,32780,38089,1662,1785,104,67,8,22,39804,42546
2.0,6.0,1.0,2.0,1.0,5.0,7.0,7.0,4.0,8.0,3.0,6.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,3.0,3.0,2.0,5.0,10.0,7.0,1.0,14.0,0.0,2.0,200.0,1.0,7.0,7.0,8.0,5.0,22.0,119.0,3.0,9.0,9.0,19.0,1.0,4.0,0.0,778.0,0.0,7864.0,0.0,7864.0,0.0,12.0,12.0,152.0,97452.0,8868.0,9451.0,749.0,14799.0,130.0,599.0,15529.0,0.0,132.0,12.0,14.0,102486.0,8474.0,9400.0,548.0,5468.0,1306.0,1398.0,8173.0,0.0,0.0,11.0,140.0,40274.0,6608.0,8342.0,30.0,0.0,3876.0,770.0,4646.0,0.0,0.0,9.0,107.0,175285.0,6530.0,5822.0,336.0,1948.0,837.0,334.0,3119.0,30.0,0.0,9.0,7.0,33469.0,5261.0,5534.0,394.0,3068.0,3947.0,308.0,7324.0,0.0,0.0,12.0,87.0,159671.0,7259.0,8874.0,753.0,11650.0,508.0,952.0,13112.0,0.0,117.0,12.0,27.0,461107.0,8503.0,9825.0,274.0,10298.0,426.0,1100.0,11825.0,0.0,8.0,13.0,126.0,212271.0,8399.0,10348.0,257.0,1809.0,7924.0,0.0,9733.0,0.0,4.0,11.0,133.0,0.0,7157.0,7433.0,490.0,5058.0,704.0,374.0,6136.0,30.0,4.0,9.0,8.0,95065.0,6015.0,5937.0,1200285.0,CLASSIC,MATCHED_GAME,11.19.398.9466,7.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25,12,30,30,144,133,12,25,53,57,22215,31883,420,381,14013,13509,448966,928114,39331,48130,35741,37333,3101,2734,49,159,13,39,38549,42417
2.0,5.0,5.0,5.0,1.0,3.0,15.0,2.0,3.0,6.0,5.0,6.0,6.0,3.0,6.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,7.0,9.0,11.0,1.0,0.0,200.0,0.0,3.0,4.0,20.0,2.0,26.0,6.0,16.0,14.0,20.0,24.0,8.0,2.0,0.0,1739.0,2683.0,8689.0,323.0,11696.0,0.0,16.0,13.0,141.0,424207.0,7989.0,10669.0,234.0,10982.0,555.0,372.0,11910.0,0.0,97.0,12.0,16.0,113641.0,7459.0,9253.0,629.0,2274.0,14217.0,2026.0,18517.0,0.0,0.0,13.0,148.0,61323.0,8259.0,10636.0,301.0,664.0,10756.0,48.0,11468.0,0.0,16.0,11.0,144.0,33734.0,9251.0,8079.0,489.0,2063.0,1620.0,350.0,4034.0,30.0,0.0,10.0,41.0,47967.0,5263.0,6240.0,1405.0,6097.0,2216.0,661.0,8974.0,0.0,8.0,13.0,136.0,764037.0,7555.0,10632.0,878.0,2383.0,17775.0,1022.0,21181.0,0.0,74.0,14.0,24.0,312617.0,10753.0,11622.0,1362.0,5045.0,2823.0,0.0,7869.0,0.0,0.0,12.0,150.0,177439.0,7662.0,9783.0,225.0,61.0,6760.0,0.0,6822.0,0.0,0.0,10.0,103.0,47462.0,7075.0,6499.0,1440.0,5774.0,2282.0,748.0,8805.0,30.0,0.0,11.0,47.0,278428.0,7580.0,7681.0,1200444.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,5.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,28,18,30,30,129,82,18,28,59,60,18666,19360,490,460,35837,31856,680872,1579983,57625,53651,38221,40625,3119,2431,55,80,10,34,44877,46217
3.0,6.0,1.0,6.0,2.0,5.0,5.0,4.0,12.0,2.0,8.0,7.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,6.0,2.0,2.0,2.0,9.0,2.0,0.0,200.0,0.0,83.0,18.0,10.0,14.0,45.0,9.0,3.0,14.0,15.0,53.0,9.0,5.0,1.0,898.0,10756.0,3521.0,592.0,14870.0,0.0,5.0,12.0,133.0,226217.0,6933.0,8746.0,266.0,868.0,7502.0,769.0,9140.0,0.0,101.0,12.0,33.0,498197.0,8131.0,9426.0,575.0,1061.0,6965.0,554.0,8581.0,0.0,8.0,11.0,119.0,22467.0,6815.0,8232.0,550.0,7704.0,1562.0,361.0,9627.0,0.0,5.0,12.0,100.0,116346.0,8175.0,9162.0,391.0,4891.0,736.0,449.0,6076.0,30.0,1.0,9.0,40.0,44861.0,6091.0,5966.0,230.0,2413.0,6499.0,0.0,8912.0,0.0,14.0,13.0,161.0,33033.0,8719.0,11317.0,1226.0,548.0,7196.0,538.0,8282.0,0.0,80.0,10.0,14.0,233520.0,6926.0,7255.0,89.0,7864.0,480.0,690.0,9035.0,0.0,0.0,12.0,133.0,9844.0,7869.0,9859.0,1303.0,910.0,14473.0,0.0,15384.0,0.0,9.0,13.0,166.0,127289.0,12227.0,10519.0,900.0,2819.0,1424.0,380.0,4624.0,30.0,0.0,9.0,25.0,130315.0,5610.0,5451.0,1200464.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,7.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,27,18,30,30,120,103,18,27,56,57,25280,14554,425,499,20286,30072,908088,534001,48294,46237,36145,41351,2725,1608,170,94,19,18,41532,44401
6.0,6.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,7.0,5.0,3.0,3.0,3.0,3.0,11.0,2.0,1.0,0.0,1.0,3.0,1.0,100.0,0.0,9.0,2.0,9.0,7.0,23.0,8.0,3.0,8.0,5.0,14.0,1.0,11.0,3.0,988.0,12427.0,211.0,0.0,12638.0,0.0,8.0,13.0,146.0,284353.0,7823.0,10262.0,996.0,296.0,9120.0,601.0,10018.0,0.0,146.0,13.0,29.0,378721.0,9111.0,10587.0,1104.0,622.0,8713.0,3221.0,12558.0,0.0,0.0,12.0,148.0,60147.0,7454.0,9796.0,36.0,915.0,6679.0,275.0,7870.0,0.0,4.0,11.0,167.0,43471.0,8561.0,7950.0,668.0,5508.0,712.0,368.0,6589.0,30.0,0.0,10.0,5.0,41450.0,6618.0,7191.0,53.0,0.0,9528.0,617.0,10145.0,0.0,0.0,12.0,138.0,44759.0,6178.0,8694.0,530.0,5383.0,442.0,2340.0,8167.0,0.0,124.0,11.0,19.0,242900.0,7330.0,8551.0,585.0,2031.0,6581.0,1510.0,10123.0,0.0,5.0,13.0,182.0,124949.0,9155.0,11017.0,568.0,260.0,5637.0,0.0,5898.0,0.0,0.0,10.0,134.0,31744.0,5668.0,6962.0,327.0,2513.0,770.0,0.0,3284.0,30.0,0.0,8.0,13.0,30615.0,4622.0,4564.0,1200360.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,20,30,30,158,129,20,6,59,54,19768,10187,495,486,25435,22958,808142,474967,49673,37617,39567,32953,4465,4467,50,38,23,4,45786,39788
7.0,4.0,8.0,7.0,3.0,2.0,7.0,9.0,4.0,4.0,4.0,6.0,2.0,7.0,4.0,4.0,4.0,10.0,5.0,11.0,5.0,7.0,10.0,6.0,10.0,7.0,11.0,3.0,1.0,100.0,0.0,8.0,8.0,7.0,12.0,43.0,11.0,6.0,8.0,58.0,20.0,0.0,9.0,2.0,843.0,4502.0,9919.0,302.0,14723.0,0.0,7.0,12.0,135.0,91316.0,9943.0,9089.0,664.0,7306.0,673.0,2364.0,10344.0,0.0,120.0,12.0,35.0,250526.0,8664.0,9952.0,805.0,12930.0,1319.0,2545.0,16795.0,0.0,8.0,11.0,108.0,474624.0,8555.0,7986.0,682.0,0.0,14503.0,0.0,14503.0,0.0,4.0,11.0,134.0,48948.0,11451.0,8062.0,567.0,0.0,5812.0,1513.0,7326.0,30.0,0.0,11.0,36.0,74077.0,7892.0,7339.0,200.0,4655.0,1487.0,562.0,6704.0,0.0,0.0,10.0,86.0,204500.0,5600.0,6387.0,1482.0,1091.0,15031.0,424.0,16547.0,0.0,84.0,12.0,30.0,171464.0,9222.0,8963.0,423.0,12236.0,1868.0,444.0,14549.0,0.0,0.0,11.0,118.0,87081.0,8468.0,8376.0,417.0,954.0,10785.0,0.0,11739.0,0.0,4.0,11.0,129.0,53092.0,7842.0,7408.0,503.0,7117.0,1674.0,570.0,9361.0,30.0,0.0,9.0,24.0,164217.0,5438.0,5927.0,1200423.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,24,29,30,30,139,88,29,24,57,53,24738,26053,448,387,32226,30845,939491,680354,63691,58900,46505,36570,6724,2000,78,103,38,37,42428,37061
3.0,1.0,10.0,4.0,0.0,9.0,4.0,7.0,7.0,6.0,7.0,6.0,5.0,3.0,4.0,6.0,1.0,4.0,4.0,0.0,2.0,1.0,6.0,2.0,7.0,8.0,12.0,0.0,1.0,200.0,0.0,6.0,1.0,9.0,8.0,26.0,11.0,0.0,4.0,31.0,254.0,7.0,4.0,0.0,387.0,974.0,8712.0,96.0,9783.0,0.0,4.0,11.0,99.0,59961.0,6677.0,7904.0,170.0,3668.0,159.0,1486.0,5314.0,0.0,96.0,10.0,5.0,218490.0,5855.0,6922.0,477.0,1419.0,12973.0,267.0,14660.0,0.0,0.0,13.0,147.0,2443.0,10762.0,10023.0,864.0,1098.0,7641.0,0.0,8740.0,0.0,4.0,11.0,149.0,30594.0,7984.0,7464.0,212.0,3953.0,647.0,564.0,5165.0,30.0,0.0,10.0,12.0,130847.0,4972.0,6564.0,885.0,0.0,14498.0,1156.0,15654.0,0.0,9.0,13.0,138.0,107928.0,11055.0,10676.0,1466.0,5119.0,1573.0,1136.0,7828.0,0.0,95.0,11.0,8.0,347331.0,7176.0,7947.0,1474.0,1966.0,8219.0,2420.0,12606.0,0.0,4.0,12.0,81.0,81254.0,8404.0,9944.0,2519.0,566.0,8895.0,0.0,9462.0,0.0,4.0,12.0,145.0,166591.0,9444.0,9484.0,241.0,10770.0,988.0,412.0,12171.0,30.0,0.0,11.0,18.0,103225.0,7466.0,7840.0,1200385.0,CLASSIC,MATCHED_GAME,11.22.406.3587,10.0,8.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,32,18,30,30,104,112,18,32,55,59,11112,18421,412,390,30132,34173,442335,806329,43662,57721,36250,43545,2413,5124,50,300,13,39,38877,45891
0.0,1.0,3.0,5.0,2.0,7.0,0.0,0.0,7.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,200.0,0.0,10.0,6.0,10.0,5.0,19.0,71.0,10.0,11.0,75.0,25.0,11.0,1.0,0.0,111.0,160.0,2847.0,0.0,3007.0,0.0,0.0,10.0,84.0,37700.0,4626.0,6532.0,23.0,686.0,5675.0,289.0,6651.0,0.0,83.0,10.0,15.0,416663.0,6408.0,6630.0,80.0,9700.0,1092.0,0.0,10792.0,0.0,1.0,12.0,135.0,210325.0,8145.0,9858.0,113.0,777.0,4594.0,194.0,5567.0,0.0,4.0,11.0,159.0,0.0,8578.0,7777.0,310.0,3455.0,449.0,281.0,4186.0,30.0,0.0,10.0,4.0,89918.0,4845.0,6936.0,2433.0,6609.0,1870.0,395.0,8875.0,0.0,4.0,13.0,165.0,136252.0,10232.0,11178.0,659.0,4662.0,0.0,0.0,4662.0,0.0,10.0,12.0,112.0,231993.0,5859.0,8947.0,715.0,1784.0,4521.0,0.0,6306.0,0.0,0.0,10.0,128.0,0.0,6390.0,6508.0,714.0,6920.0,979.0,346.0,8246.0,0.0,131.0,12.0,18.0,67857.0,8814.0,9717.0,558.0,4903.0,166.0,0.0,5069.0,30.0,0.0,9.0,7.0,124975.0,4783.0,5638.0,1200425.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,15,11,30,30,88,145,11,15,53,56,14778,24878,397,430,14657,7536,754606,561077,30203,33158,32602,36078,764,741,50,192,18,12,37733,41988
0.0,2.0,5.0,0.0,0.0,4.0,6.0,1.0,4.0,2.0,2.0,6.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,0.0,0.0,200.0,0.0,8.0,3.0,10.0,154.0,16.0,6.0,7.0,7.0,9.0,16.0,1.0,1.0,0.0,101.0,0.0,9915.0,0.0,9915.0,0.0,0.0,12.0,122.0,113181.0,5936.0,8986.0,793.0,4707.0,308.0,1667.0,6683.0,0.0,110.0,11.0,20.0,188845.0,6668.0,8520.0,2322.0,681.0,7357.0,1398.0,9436.0,0.0,4.0,13.0,165.0,106652.0,8652.0,10339.0,566.0,7390.0,364.0,424.0,8178.0,0.0,0.0,9.0,126.0,83463.0,5256.0,5469.0,523.0,226.0,2590.0,0.0,2817.0,30.0,0.0,8.0,16.0,23849.0,4648.0,4763.0,222.0,10078.0,2394.0,0.0,12473.0,0.0,0.0,13.0,127.0,30090.0,6672.0,10841.0,1576.0,664.0,8506.0,673.0,9844.0,0.0,129.0,13.0,31.0,380230.0,8796.0,10165.0,1262.0,5077.0,901.0,90.0,6069.0,0.0,4.0,12.0,118.0,213357.0,6552.0,8985.0,151.0,1597.0,7357.0,35.0,8990.0,0.0,2.0,10.0,149.0,111185.0,7776.0,7097.0,329.0,1847.0,416.0,754.0,3018.0,30.0,0.0,9.0,30.0,44266.0,5454.0,5983.0,1200296.0,CLASSIC,MATCHED_GAME,11.20.400.7328,7.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17,7,30,30,114,135,7,17,53,57,13004,19263,449,455,20534,19574,515990,779128,37029,40394,31160,35250,3489,1552,191,45,7,21,38077,43071
10.0,2.0,7.0,5.0,2.0,1.0,5.0,3.0,2.0,0.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,7.0,4.0,7.0,3.0,5.0,9.0,2.0,2.0,3.0,5.0,0.0,1.0,100.0,9.0,7.0,6.0,49.0,6.0,17.0,8.0,7.0,8.0,38.0,27.0,1.0,9.0,1.0,2848.0,3663.0,11209.0,420.0,15292.0,0.0,16.0,14.0,163.0,135961.0,12206.0,12479.0,633.0,4986.0,707.0,304.0,5998.0,0.0,97.0,11.0,9.0,414273.0,7058.0,7737.0,1643.0,8325.0,1612.0,1572.0,11511.0,0.0,8.0,12.0,137.0,126214.0,8068.0,9562.0,528.0,1189.0,7012.0,0.0,8201.0,0.0,4.0,11.0,158.0,32342.0,9018.0,7710.0,476.0,4130.0,1764.0,334.0,6229.0,30.0,0.0,10.0,23.0,94144.0,6131.0,6431.0,1272.0,0.0,3691.0,816.0,4507.0,0.0,8.0,12.0,123.0,75301.0,6597.0,8793.0,1373.0,0.0,9842.0,930.0,10772.0,0.0,120.0,12.0,12.0,182070.0,8648.0,8708.0,691.0,10941.0,711.0,0.0,11652.0,0.0,4.0,12.0,113.0,513974.0,7161.0,9074.0,957.0,1608.0,4012.0,0.0,5620.0,0.0,0.0,11.0,132.0,74459.0,6657.0,8025.0,483.0,10959.0,441.0,1165.0,12566.0,30.0,0.0,11.0,54.0,22529.0,6143.0,7754.0,1200416.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,26,30,30,125,132,26,12,58,58,22293,23508,490,434,22304,18697,802934,868333,47231,45117,42481,35206,2630,2911,85,88,28,15,43919,42354
0.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,4.0,1.0,7.0,0.0,1.0,0.0,1.0,4.0,1.0,100.0,0.0,9.0,7.0,12.0,11.0,30.0,8.0,4.0,5.0,7.0,27.0,1.0,10.0,2.0,709.0,3457.0,2266.0,0.0,5724.0,0.0,0.0,12.0,132.0,356669.0,5984.0,9440.0,898.0,750.0,2825.0,541.0,4117.0,0.0,113.0,11.0,13.0,242786.0,6623.0,8043.0,347.0,3417.0,416.0,0.0,3834.0,0.0,0.0,12.0,154.0,103738.0,6857.0,9339.0,1511.0,670.0,11254.0,0.0,11925.0,0.0,8.0,12.0,198.0,42991.0,10506.0,9916.0,1040.0,1565.0,1077.0,364.0,3006.0,30.0,0.0,10.0,30.0,30318.0,5400.0,6271.0,305.0,1398.0,1695.0,0.0,3094.0,0.0,0.0,12.0,156.0,36198.0,6980.0,9500.0,801.0,1484.0,473.0,174.0,2131.0,0.0,107.0,10.0,9.0,357260.0,5736.0,7128.0,608.0,232.0,3972.0,76.0,4281.0,0.0,8.0,11.0,150.0,24902.0,6068.0,8175.0,179.0,1325.0,2170.0,0.0,3495.0,0.0,12.0,11.0,142.0,0.0,6062.0,7435.0,562.0,2994.0,227.0,0.0,3221.0,30.0,0.0,9.0,28.0,30252.0,4487.0,5411.0,1200322.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,10,30,30,121,127,10,2,57,53,9859,7433,527,485,17838,8537,776502,448612,28606,16222,35370,29333,905,250,69,51,15,2,43009,37649
