assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,chemtechdragon_team200,riftherald_team200,time_cutoff,hextechdragon_team100,airdragon_team200,waterdragon_team200,inhibs_lost_team100
3.0,3.0,3.0,6.0,1.0,4.0,8.0,2.0,3.0,2.0,1621.0,365.0,580.0,818.0,1023.0,637.0,764.0,-99.0,319.0,740.0,7.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2484,1637192138576,4107215570,CLASSIC,teambuilder-match-4107215570,1637189654309,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,4.0,0.0,4.0,4.0,109.0,8.0,0.0,4.0,1.0,6.0,2.0,3.0,0.0,2.0,11.0,0.0,2.0,12.0,10.0,11.0,12.0,11.0,9.0,13.0,13.0,12.0,9.0,0.0,4483.0,8441.0,9063.0,406.0,4079.0,914.0,832.0,490.0,853.0,NA1_4107215570,112.0,20.0,17.0,158.0,156.0,32.0,136.0,165.0,20.0,104.0,6178.0,581.0,261.0,1112.0,7721.0,922.0,9783.0,6470.0,9455.0,4555.0,400,1.0,56066.0,108158.0,462531.0,148554.0,17510.0,85435.0,18199.0,130982.0,199238.0,68514.0,1200373.0,6178.0,5227.0,9099.0,10176.0,8128.0,5345.0,10698.0,8092.0,10161.0,5634.0,6271.0,5915.0,7405.0,6948.0,8683.0,6311.0,8059.0,10796.0,9609.0,5965.0,5.0,2.0,0.0,162.0,396.0,0.0,0.0,343.0,0.0,790.0,215.0,224.0,4.0,8.0,7.0,8.0,6.0,20.0,8.0,9.0,4.0,10.0,0.0,100.0,9099.0,6445.0,7646.0,9199.0,7706.0,6008.0,10372.0,11372.0,9702.0,6079.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,20.0,1.0,,,
9.0,3.0,6.0,7.0,0.0,1.0,9.0,2.0,3.0,2.0,686.0,309.0,675.0,623.0,1330.0,342.0,298.0,57.0,1060.0,328.0,3.0,2.0,6.0,3.0,8.0,5.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,1719,1637427301512,4110404030,CLASSIC,teambuilder-match-4110404030,1637425582447,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,61.0,0.0,1.0,0.0,10.0,95.0,8.0,8.0,2.0,1.0,2.0,7.0,0.0,10.0,0.0,9.0,1.0,4.0,1.0,12.0,9.0,10.0,12.0,11.0,11.0,14.0,12.0,12.0,9.0,9427.0,2289.0,139.0,9390.0,3230.0,4155.0,14082.0,10493.0,413.0,470.0,NA1_4110404030,137.0,33.0,6.0,137.0,147.0,4.0,152.0,19.0,137.0,89.0,808.0,1695.0,4177.0,967.0,14134.0,1095.0,9309.0,1325.0,7204.0,6709.0,400,0.0,100067.0,60161.0,131728.0,49226.0,3931.0,154184.0,470093.0,127661.0,83495.0,59419.0,1200418.0,10550.0,4661.0,4508.0,10429.0,17577.0,6218.0,23742.0,12448.0,8384.0,7246.0,7936.0,5484.0,4950.0,6828.0,9894.0,5007.0,11728.0,9257.0,6890.0,6403.0,5.0,1.0,315.0,675.0,192.0,72.0,212.0,968.0,350.0,629.0,766.0,67.0,6.0,10.0,9.0,6.0,5.0,13.0,10.0,4.0,6.0,5.0,0.0,200.0,9438.0,5911.0,6372.0,9126.0,7362.0,7505.0,11675.0,9100.0,9521.0,5944.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,20.0,,,,
10.0,7.0,4.0,4.0,2.0,5.0,8.0,4.0,5.0,4.0,346.0,485.0,4.0,74.0,606.0,558.0,2311.0,1030.0,545.0,2407.0,7.0,1.0,5.0,6.0,3.0,2.0,2.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,1529,1637388337124,4110061694,CLASSIC,teambuilder-match-4110061694,1637386807676,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,8.0,8.0,0.0,8.0,105.0,8.0,0.0,1.0,5.0,4.0,5.0,2.0,12.0,0.0,4.0,4.0,2.0,1.0,11.0,10.0,11.0,12.0,11.0,10.0,14.0,12.0,13.0,11.0,7047.0,3893.0,1092.0,1588.0,661.0,5957.0,3785.0,1078.0,10612.0,103.0,NA1_4110061694,99.0,2.0,8.0,141.0,144.0,8.0,162.0,24.0,126.0,143.0,466.0,1507.0,6871.0,5613.0,11883.0,258.0,10949.0,5567.0,815.0,5321.0,400,1.0,49150.0,39545.0,435924.0,73531.0,48162.0,80201.0,72080.0,239787.0,198367.0,31505.0,1200480.0,7748.0,5547.0,8065.0,8425.0,12731.0,6215.0,14853.0,7111.0,11427.0,5762.0,5856.0,5160.0,8219.0,8364.0,8706.0,5883.0,11036.0,7480.0,7695.0,7182.0,1.0,3.0,235.0,146.0,102.0,1223.0,186.0,0.0,119.0,465.0,0.0,337.0,5.0,22.0,12.0,3.0,4.0,16.0,7.0,7.0,7.0,7.0,1.0,200.0,8117.0,6831.0,8300.0,9142.0,7708.0,6263.0,12008.0,8821.0,10147.0,8197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,1.0,1.0,,
2.0,3.0,4.0,4.0,4.0,8.0,13.0,1.0,8.0,3.0,1045.0,460.0,803.0,808.0,191.0,770.0,940.0,1016.0,73.0,842.0,5.0,6.0,2.0,1.0,5.0,4.0,3.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,2246,1637361455156,4109571148,CLASSIC,teambuilder-match-4109571148,1637359208657,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,104.0,8.0,0.0,0.0,4.0,84.0,0.0,4.0,5.0,4.0,4.0,6.0,3.0,5.0,0.0,2.0,0.0,2.0,8.0,11.0,9.0,11.0,12.0,11.0,10.0,13.0,10.0,10.0,11.0,1515.0,0.0,4630.0,5249.0,1271.0,600.0,15991.0,3758.0,0.0,11798.0,NA1_4109571148,102.0,24.0,6.0,113.0,130.0,30.0,137.0,13.0,68.0,114.0,7412.0,3778.0,408.0,882.0,11743.0,3695.0,412.0,455.0,3379.0,1514.0,400,0.0,62470.0,57799.0,299242.0,37664.0,21237.0,356106.0,84798.0,213148.0,97686.0,217629.0,1200336.0,9113.0,5657.0,6534.0,8290.0,13067.0,4296.0,16403.0,4561.0,3379.0,13782.0,7295.0,8120.0,7178.0,7248.0,8816.0,6165.0,9240.0,7016.0,4293.0,7742.0,1.0,3.0,185.0,1879.0,1495.0,2158.0,53.0,0.0,0.0,346.0,0.0,469.0,4.0,20.0,2.0,8.0,21.0,11.0,10.0,5.0,4.0,6.0,0.0,100.0,8153.0,5965.0,7974.0,8738.0,7411.0,6732.0,10365.0,7076.0,6224.0,7881.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,20.0,1.0,,,
6.0,5.0,1.0,12.0,2.0,3.0,7.0,3.0,3.0,1.0,649.0,58.0,290.0,974.0,1070.0,458.0,432.0,132.0,827.0,135.0,7.0,3.0,4.0,7.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,2094,1637292509557,4108773327,CLASSIC,teambuilder-match-4108773327,1637290415484,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,112.0,4.0,0.0,0.0,16.0,83.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,7.0,0.0,4.0,6.0,5.0,1.0,12.0,9.0,11.0,11.0,11.0,9.0,14.0,12.0,11.0,11.0,592.0,2176.0,9232.0,1244.0,717.0,5293.0,880.0,4160.0,5934.0,2167.0,NA1_4108773327,133.0,7.0,12.0,120.0,133.0,14.0,182.0,5.0,102.0,152.0,4834.0,344.0,349.0,3664.0,5196.0,509.0,13784.0,2884.0,2412.0,9122.0,400,0.0,483997.0,115004.0,488069.0,52303.0,32152.0,42848.0,139960.0,153204.0,69576.0,70978.0,1200383.0,5426.0,2694.0,10346.0,5674.0,5913.0,6164.0,14960.0,7851.0,8910.0,12978.0,6899.0,4833.0,7455.0,6004.0,8145.0,6273.0,10132.0,7322.0,7177.0,8135.0,2.0,2.0,0.0,174.0,765.0,765.0,0.0,362.0,296.0,806.0,564.0,1688.0,6.0,18.0,1.0,3.0,8.0,15.0,9.0,19.0,4.0,7.0,0.0,200.0,9302.0,5352.0,7773.0,7922.0,8024.0,6086.0,12290.0,8940.0,8170.0,8067.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,20.0,,,,
13.0,4.0,2.0,4.0,0.0,6.0,9.0,2.0,9.0,2.0,306.0,220.0,535.0,628.0,871.0,447.0,1216.0,993.0,658.0,989.0,5.0,6.0,6.0,5.0,9.0,5.0,1.0,3.0,4.0,4.0,1.0,2.0,0.0,1.0,1868,1637290098284,4108487049,CLASSIC,teambuilder-match-4108487049,1637288229939,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,4.0,136.0,0.0,4.0,2.0,6.0,1.0,7.0,2.0,5.0,2.0,13.0,4.0,5.0,1.0,12.0,10.0,10.0,11.0,10.0,9.0,13.0,13.0,12.0,11.0,222.0,3118.0,1173.0,1606.0,825.0,5694.0,13937.0,12833.0,4138.0,1040.0,NA1_4108487049,136.0,23.0,13.0,91.0,109.0,11.0,158.0,11.0,117.0,123.0,9293.0,1875.0,4226.0,3144.0,10973.0,746.0,2378.0,700.0,1930.0,9742.0,400,0.0,57694.0,202523.0,254944.0,57045.0,252919.0,141025.0,40182.0,104051.0,18769.0,116716.0,1200350.0,10508.0,5500.0,5400.0,4750.0,13724.0,6441.0,17084.0,14296.0,6572.0,11046.0,7696.0,5630.0,7550.0,5378.0,9171.0,5667.0,9601.0,11383.0,7298.0,8314.0,4.0,1.0,993.0,506.0,0.0,0.0,1924.0,0.0,768.0,762.0,504.0,264.0,0.0,19.0,8.0,5.0,4.0,11.0,6.0,24.0,5.0,36.0,0.0,200.0,8750.0,6489.0,6754.0,7898.0,6791.0,5642.0,10482.0,11146.0,8642.0,8008.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,20.0,,1.0,,
2.0,2.0,1.0,8.0,2.0,4.0,6.0,0.0,6.0,1.0,770.0,595.0,1078.0,345.0,152.0,252.0,264.0,543.0,267.0,390.0,3.0,2.0,1.0,3.0,6.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,2408,1637287831667,4108358706,CLASSIC,teambuilder-match-4108358706,1637285422838,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,112.0,132.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,2.0,2.0,0.0,3.0,4.0,0.0,9.0,11.0,12.0,13.0,13.0,12.0,10.0,13.0,9.0,12.0,11.0,529.0,849.0,4366.0,7017.0,0.0,5093.0,11900.0,2817.0,3322.0,929.0,NA1_4108358706,115.0,11.0,2.0,149.0,156.0,13.0,173.0,10.0,100.0,147.0,5047.0,8791.0,1192.0,1161.0,10705.0,1030.0,241.0,1149.0,928.0,5374.0,400,1.0,166709.0,147075.0,410783.0,88692.0,26130.0,76824.0,44009.0,93492.0,83371.0,36175.0,1200412.0,5576.0,10206.0,5851.0,8179.0,10705.0,6123.0,12737.0,4461.0,4735.0,6303.0,6730.0,9460.0,8818.0,7195.0,9177.0,6152.0,8539.0,5943.0,6232.0,7115.0,2.0,2.0,0.0,565.0,292.0,0.0,0.0,0.0,596.0,494.0,484.0,0.0,8.0,3.0,4.0,6.0,6.0,19.0,6.0,12.0,6.0,6.0,0.0,200.0,8262.0,9595.0,10029.0,10268.0,8767.0,6314.0,10278.0,5849.0,8723.0,8134.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,20.0,,,,
12.0,15.0,0.0,6.0,8.0,4.0,3.0,1.0,2.0,3.0,1011.0,244.0,1340.0,1164.0,312.0,206.0,235.0,497.0,247.0,926.0,2.0,4.0,2.0,3.0,5.0,7.0,11.0,5.0,7.0,3.0,2.0,1.0,1.0,0.0,1501,1637285131443,4108383470,CLASSIC,teambuilder-match-4108383470,1637283630149,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,80.0,4.0,4.0,0.0,14.0,122.0,3.0,0.0,14.0,3.0,8.0,3.0,2.0,2.0,0.0,4.0,3.0,10.0,0.0,13.0,9.0,12.0,13.0,11.0,9.0,10.0,12.0,10.0,11.0,1287.0,2390.0,8463.0,12174.0,467.0,5142.0,85.0,12820.0,126.0,1129.0,NA1_4108383470,113.0,29.0,23.0,126.0,129.0,10.0,70.0,18.0,103.0,134.0,16775.0,1858.0,642.0,2479.0,6824.0,240.0,5817.0,825.0,5117.0,8607.0,400,0.0,129288.0,42284.0,390629.0,289307.0,31314.0,109146.0,101120.0,401657.0,114574.0,148937.0,1200346.0,19212.0,5170.0,9680.0,14654.0,7620.0,6845.0,5903.0,15005.0,5858.0,11392.0,12036.0,5329.0,7930.0,9604.0,7512.0,4991.0,5235.0,8572.0,6707.0,8251.0,1.0,3.0,1150.0,922.0,575.0,0.0,328.0,1462.0,0.0,1359.0,614.0,1655.0,8.0,21.0,4.0,2.0,2.0,9.0,4.0,4.0,4.0,7.0,1.0,100.0,11283.0,5769.0,8760.0,11418.0,7588.0,5374.0,6810.0,9394.0,7246.0,7940.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,,20.0,,,,
11.0,1.0,2.0,6.0,1.0,3.0,4.0,9.0,5.0,2.0,236.0,315.0,745.0,433.0,315.0,470.0,2947.0,420.0,990.0,571.0,6.0,2.0,3.0,6.0,4.0,6.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1650,1637193269790,4107159705,CLASSIC,teambuilder-match-4107159705,1637191619487,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,60.0,4.0,0.0,0.0,19.0,140.0,4.0,8.0,1.0,3.0,3.0,3.0,0.0,8.0,0.0,6.0,4.0,6.0,1.0,11.0,10.0,10.0,13.0,11.0,9.0,14.0,13.0,13.0,10.0,1715.0,2124.0,187.0,1172.0,0.0,1448.0,0.0,835.0,8414.0,1146.0,NA1_4107159705,117.0,9.0,20.0,163.0,138.0,5.0,149.0,7.0,133.0,140.0,3992.0,388.0,3127.0,5447.0,7419.0,381.0,9387.0,10651.0,1479.0,9315.0,400,0.0,39510.0,240141.0,111296.0,175138.0,5056.0,48705.0,112067.0,432594.0,104659.0,79382.0,1200297.0,6307.0,2913.0,3554.0,7504.0,7574.0,2143.0,12437.0,11997.0,9893.0,10461.0,5936.0,5875.0,6370.0,8163.0,7165.0,3970.0,9800.0,8820.0,9630.0,8656.0,5.0,0.0,600.0,400.0,240.0,884.0,154.0,314.0,3049.0,511.0,0.0,0.0,6.0,12.0,13.0,6.0,2.0,6.0,6.0,1.0,10.0,4.0,0.0,200.0,7911.0,6169.0,6700.0,10751.0,7441.0,5890.0,12048.0,9981.0,10938.0,7119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,20.0,,,1.0,
9.0,4.0,1.0,7.0,1.0,3.0,6.0,2.0,5.0,0.0,234.0,1804.0,-267.0,1090.0,1070.0,243.0,1021.0,309.0,902.0,640.0,6.0,3.0,3.0,4.0,5.0,5.0,2.0,6.0,3.0,6.0,1.0,1.0,1.0,0.0,2438,1637188269284,4107148156,CLASSIC,teambuilder-match-4107148156,1637185830682,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,135.0,7.0,4.0,0.0,4.0,105.0,0.0,0.0,2.0,1.0,6.0,5.0,6.0,9.0,0.0,4.0,4.0,3.0,3.0,12.0,10.0,12.0,13.0,10.0,9.0,14.0,11.0,11.0,10.0,5825.0,3458.0,63.0,961.0,516.0,9106.0,3564.0,2486.0,9708.0,427.0,NA1_4107148156,125.0,5.0,16.0,139.0,144.0,16.0,156.0,8.0,114.0,100.0,258.0,823.0,4278.0,11532.0,7233.0,1870.0,8408.0,3489.0,435.0,8106.0,400,1.0,353413.0,23020.0,244498.0,121011.0,15920.0,56058.0,56742.0,372082.0,44653.0,383732.0,1200378.0,6084.0,4766.0,5423.0,13204.0,7749.0,10976.0,11972.0,7264.0,10693.0,8606.0,6884.0,6189.0,7633.0,9080.0,8170.0,7577.0,10121.0,7949.0,7027.0,6390.0,2.0,3.0,0.0,483.0,1081.0,710.0,0.0,0.0,0.0,1288.0,550.0,72.0,8.0,8.0,4.0,10.0,7.0,12.0,5.0,1.0,9.0,6.0,0.0,200.0,9154.0,6457.0,9325.0,10398.0,7236.0,6072.0,12309.0,8497.0,8515.0,6775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,20.0,,,1.0,
5.0,8.0,1.0,4.0,5.0,4.0,6.0,0.0,1.0,5.0,205.0,364.0,404.0,699.0,317.0,581.0,1024.0,1077.0,537.0,559.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,1597,1637556814839,4112485863,CLASSIC,teambuilder-match-4112485863,1637555217228,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,4.0,0.0,0.0,109.0,8.0,0.0,1.0,3.0,6.0,2.0,5.0,0.0,0.0,3.0,0.0,6.0,0.0,11.0,9.0,11.0,13.0,10.0,10.0,11.0,11.0,11.0,10.0,735.0,2666.0,367.0,8529.0,1974.0,4237.0,6166.0,454.0,4736.0,2473.0,NA1_4112485863,113.0,11.0,10.0,137.0,118.0,25.0,130.0,8.0,120.0,116.0,7646.0,764.0,6898.0,849.0,2827.0,890.0,1362.0,8325.0,298.0,8916.0,400,1.0,99405.0,29004.0,251459.0,202224.0,28578.0,121382.0,538827.0,441138.0,44372.0,28803.0,1200347.0,9905.0,3804.0,7835.0,9379.0,4802.0,5775.0,7528.0,9489.0,5034.0,11784.0,5680.0,5239.0,7130.0,7819.0,6992.0,6696.0,5974.0,7685.0,5587.0,8334.0,2.0,2.0,1524.0,374.0,569.0,0.0,0.0,647.0,0.0,710.0,0.0,394.0,6.0,12.0,7.0,7.0,5.0,13.0,4.0,5.0,7.0,6.0,1.0,100.0,8224.0,5441.0,7927.0,10496.0,6645.0,6372.0,8567.0,7687.0,7775.0,6586.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,20.0,1.0,,,
6.0,3.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,275.0,40.0,55.0,411.0,1897.0,99.0,378.0,742.0,69.0,2243.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1831,1637215310741,4107642056,CLASSIC,teambuilder-match-4107642056,1637213479094,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,116.0,0.0,2.0,0.0,4.0,98.0,0.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,6.0,5.0,4.0,1.0,12.0,9.0,11.0,12.0,11.0,10.0,12.0,11.0,12.0,12.0,0.0,0.0,844.0,6523.0,0.0,6991.0,5955.0,0.0,5576.0,0.0,NA1_4107642056,144.0,30.0,7.0,157.0,108.0,24.0,115.0,16.0,131.0,191.0,8072.0,4205.0,4387.0,546.0,6121.0,818.0,0.0,6032.0,600.0,13026.0,400,0.0,133044.0,48930.0,255292.0,127043.0,183771.0,59192.0,257043.0,178459.0,38506.0,10743.0,1200313.0,9629.0,4854.0,6355.0,7070.0,7681.0,8030.0,6342.0,6334.0,6177.0,13026.0,7675.0,5805.0,7505.0,7131.0,6897.0,5574.0,6863.0,7607.0,7629.0,9743.0,3.0,1.0,1556.0,649.0,1122.0,0.0,1559.0,220.0,386.0,302.0,0.0,0.0,6.0,12.0,3.0,6.0,6.0,13.0,8.0,4.0,8.0,6.0,0.0,200.0,9076.0,6101.0,8442.0,9080.0,7684.0,6591.0,9757.0,7969.0,9117.0,8922.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,2.0,20.0,,,1.0,
6.0,4.0,2.0,3.0,6.0,3.0,16.0,6.0,3.0,0.0,1051.0,158.0,1214.0,1520.0,162.0,286.0,414.0,482.0,246.0,471.0,4.0,7.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,6.0,3.0,0.0,1.0,0.0,1689,1637213151781,4107586484,CLASSIC,teambuilder-match-4107586484,1637211462488,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,116.0,16.0,11.0,0.0,0.0,100.0,0.0,0.0,3.0,9.0,5.0,6.0,2.0,4.0,0.0,5.0,0.0,3.0,1.0,13.0,10.0,12.0,13.0,11.0,11.0,13.0,11.0,12.0,10.0,708.0,2844.0,436.0,12615.0,0.0,4334.0,7487.0,75.0,1448.0,1669.0,NA1_4107586484,157.0,3.0,21.0,133.0,127.0,2.0,123.0,3.0,124.0,129.0,9255.0,516.0,10089.0,545.0,7132.0,1131.0,868.0,7528.0,614.0,8432.0,400,2.0,359506.0,96417.0,373493.0,87411.0,233414.0,131604.0,38017.0,173522.0,218574.0,11330.0,1200392.0,9964.0,3786.0,11230.0,13566.0,8503.0,6315.0,8522.0,7996.0,2063.0,11362.0,8051.0,5188.0,9628.0,9790.0,8882.0,6686.0,7984.0,7522.0,5651.0,7671.0,1.0,5.0,0.0,426.0,705.0,405.0,1371.0,850.0,166.0,392.0,0.0,1260.0,70.0,12.0,3.0,6.0,6.0,16.0,5.0,3.0,4.0,7.0,0.0,100.0,10300.0,6270.0,9376.0,10394.0,7879.0,7498.0,10188.0,7989.0,9750.0,6737.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,20.0,1.0,,,
9.0,6.0,2.0,3.0,5.0,3.0,8.0,2.0,2.0,3.0,1312.0,445.0,812.0,1361.0,1256.0,994.0,751.0,255.0,813.0,39.0,1.0,3.0,2.0,1.0,3.0,7.0,5.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,1713,1637209356959,4107504617,CLASSIC,teambuilder-match-4107504617,1637207643308,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,0.0,8.0,100.0,0.0,4.0,4.0,7.0,5.0,3.0,1.0,4.0,1.0,3.0,0.0,7.0,0.0,13.0,9.0,11.0,13.0,11.0,9.0,13.0,11.0,11.0,11.0,3487.0,1436.0,1116.0,9706.0,1369.0,1767.0,265.0,343.0,4130.0,0.0,NA1_4107504617,102.0,31.0,10.0,146.0,130.0,33.0,146.0,23.0,127.0,125.0,1956.0,542.0,6284.0,586.0,5573.0,536.0,11622.0,6590.0,125.0,8249.0,400,1.0,94251.0,29776.0,385021.0,120511.0,42206.0,56447.0,78468.0,287017.0,99806.0,138299.0,1200309.0,6638.0,2139.0,8005.0,11348.0,7586.0,2303.0,12513.0,8473.0,4470.0,10201.0,7262.0,5034.0,8222.0,8051.0,7646.0,4919.0,8586.0,7530.0,5953.0,8314.0,2.0,2.0,1193.0,160.0,604.0,1055.0,643.0,0.0,626.0,1538.0,214.0,1951.0,3.0,9.0,4.0,5.0,7.0,10.0,6.0,1.0,4.0,7.0,0.0,200.0,10096.0,5784.0,8469.0,10011.0,8297.0,6057.0,10072.0,7581.0,8446.0,7546.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,20.0,,1.0,,
