assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,chemtechdragon_team200,riftherald_team200,time_cutoff,hextechdragon_team100,airdragon_team200,waterdragon_team200,inhibs_lost_team100
7.0,4.0,3.0,4.0,2.0,7.0,10.0,3.0,1.0,2.0,995.0,432.0,485.0,1273.0,927.0,768.0,1032.0,1116.0,1449.0,452.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,1830,1637271042714,4108183589,CLASSIC,teambuilder-match-4108183589,1637269212526,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,75.0,8.0,4.0,0.0,12.0,92.0,0.0,4.0,2.0,6.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,1.0,1.0,11.0,8.0,10.0,12.0,11.0,10.0,13.0,11.0,12.0,10.0,5836.0,2823.0,5396.0,11538.0,137.0,5013.0,6811.0,1580.0,9835.0,334.0,NA1_4108183589,98.0,27.0,16.0,101.0,154.0,6.0,165.0,8.0,145.0,120.0,272.0,1645.0,5439.0,1072.0,12328.0,1662.0,2730.0,8840.0,2022.0,11768.0,400,0.0,35786.0,185915.0,231332.0,102316.0,50417.0,51490.0,22328.0,251903.0,189292.0,57073.0,1200367.0,6320.0,4468.0,11569.0,12677.0,12466.0,7040.0,9541.0,11145.0,11857.0,12103.0,6670.0,4817.0,7210.0,7198.0,8427.0,6218.0,9532.0,7991.0,6934.0,5917.0,1.0,1.0,212.0,0.0,733.0,66.0,0.0,364.0,0.0,723.0,0.0,0.0,7.0,13.0,255.0,8.0,2.0,16.0,7.0,12.0,6.0,7.0,1.0,100.0,8308.0,5001.0,6809.0,9463.0,8550.0,6411.0,10953.0,7604.0,8709.0,6589.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,20.0,,,,
5.0,6.0,3.0,2.0,5.0,0.0,8.0,1.0,3.0,5.0,735.0,575.0,2006.0,90.0,2930.0,1187.0,1301.0,890.0,275.0,471.0,3.0,2.0,1.0,3.0,0.0,3.0,5.0,5.0,8.0,4.0,2.0,0.0,1.0,0.0,1718,1637268554790,4108189757,CLASSIC,teambuilder-match-4108189757,1637266835926,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,97.0,9.0,0.0,0.0,15.0,106.0,8.0,0.0,8.0,9.0,5.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,13.0,10.0,12.0,12.0,2.0,9.0,11.0,10.0,12.0,10.0,316.0,3910.0,1558.0,471.0,226.0,3377.0,2153.0,5037.0,3063.0,0.0,NA1_4108189757,117.0,105.0,26.0,124.0,12.0,17.0,120.0,2.0,140.0,6.0,10668.0,2057.0,12736.0,10052.0,581.0,1149.0,9244.0,387.0,8711.0,13670.0,400,1.0,82803.0,69840.0,221106.0,111987.0,29825.0,168600.0,111390.0,191888.0,58388.0,24570.0,1200410.0,15555.0,5968.0,15112.0,11441.0,807.0,4527.0,11828.0,6010.0,12834.0,14599.0,9085.0,6350.0,10041.0,8055.0,3430.0,5587.0,7561.0,6990.0,8225.0,6701.0,3.0,3.0,4570.0,0.0,817.0,918.0,0.0,0.0,430.0,584.0,1060.0,928.0,4.0,3.0,2.0,6.0,1.0,20.0,9.0,7.0,5.0,15.0,0.0,100.0,9978.0,6714.0,9233.0,9109.0,632.0,6017.0,8298.0,7149.0,8734.0,6134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,20.0,1.0,,,
10.0,8.0,2.0,3.0,2.0,6.0,8.0,0.0,3.0,2.0,761.0,363.0,1169.0,763.0,2172.0,849.0,872.0,1837.0,373.0,163.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,6.0,6.0,0.0,2.0,0.0,0.0,2055,1637302630579,4109013978,CLASSIC,teambuilder-match-4109013978,1637300574560,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,0.0,4.0,0.0,0.0,0.0,0.0,124.0,1.0,7.0,2.0,9.0,3.0,0.0,0.0,7.0,6.0,1.0,0.0,12.0,10.0,12.0,11.0,14.0,9.0,13.0,12.0,12.0,12.0,371.0,4219.0,1444.0,1853.0,18391.0,4675.0,9528.0,6169.0,236.0,574.0,NA1_4109013978,143.0,27.0,9.0,132.0,143.0,4.0,163.0,144.0,144.0,29.0,4591.0,1064.0,7844.0,4743.0,910.0,1151.0,598.0,2885.0,9229.0,6338.0,400,1.0,78734.0,185907.0,469860.0,0.0,137112.0,113992.0,35950.0,32994.0,69932.0,363451.0,1200366.0,6281.0,5283.0,9903.0,6597.0,19302.0,6167.0,10126.0,11977.0,10096.0,7338.0,6886.0,5363.0,8619.0,7103.0,10107.0,5824.0,7317.0,10202.0,8148.0,7523.0,2.0,3.0,1318.0,0.0,615.0,0.0,0.0,340.0,0.0,2922.0,630.0,425.0,7.0,13.0,9.0,5.0,9.0,19.0,4.0,6.0,5.0,3.0,0.0,100.0,9556.0,6805.0,8694.0,7560.0,11690.0,5943.0,10215.0,8630.0,8793.0,9011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,20.0,,,,
3.0,7.0,5.0,4.0,3.0,12.0,6.0,4.0,4.0,7.0,1048.0,154.0,708.0,580.0,335.0,1092.0,55.0,183.0,1310.0,78.0,4.0,6.0,1.0,7.0,5.0,5.0,9.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1933,1637298635159,4108943067,CLASSIC,teambuilder-match-4108943067,1637296701160,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,81.0,0.0,114.0,0.0,4.0,9.0,3.0,10.0,5.0,5.0,4.0,0.0,7.0,3.0,6.0,2.0,12.0,12.0,12.0,11.0,10.0,11.0,10.0,12.0,10.0,13.0,15014.0,0.0,0.0,347.0,4263.0,6001.0,0.0,4574.0,1565.0,1155.0,NA1_4108943067,102.0,127.0,118.0,136.0,27.0,26.0,30.0,11.0,122.0,161.0,2109.0,9630.0,6947.0,14327.0,917.0,1123.0,4727.0,1821.0,11097.0,17592.0,400,0.0,254406.0,8257.0,128422.0,70436.0,65681.0,289065.0,76443.0,162926.0,8225.0,96913.0,1200377.0,17124.0,12174.0,9344.0,14807.0,5596.0,9278.0,6013.0,9427.0,12662.0,19578.0,9143.0,6654.0,8458.0,10395.0,6895.0,7277.0,6540.0,9258.0,7320.0,12003.0,4.0,3.0,0.0,2543.0,2397.0,132.0,416.0,2154.0,1286.0,3031.0,0.0,830.0,9.0,8.0,7.0,2.0,10.0,0.0,8.0,3.0,7.0,13.0,1.0,200.0,8763.0,9047.0,9929.0,7728.0,7263.0,8100.0,6179.0,9386.0,6962.0,11165.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,20.0,,,,
5.0,4.0,0.0,7.0,1.0,4.0,5.0,3.0,2.0,3.0,313.0,691.0,242.0,926.0,134.0,1.0,1182.0,497.0,236.0,969.0,3.0,3.0,1.0,4.0,6.0,8.0,5.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,1530,1637266430706,4108096973,CLASSIC,teambuilder-match-4108096973,1637264899898,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0,7.0,0.0,0.0,0.0,4.0,141.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,0.0,4.0,7.0,5.0,5.0,13.0,10.0,12.0,12.0,10.0,9.0,12.0,10.0,13.0,13.0,632.0,3162.0,487.0,7040.0,7774.0,3325.0,5080.0,0.0,0.0,1879.0,NA1_4108096973,133.0,132.0,31.0,112.0,84.0,10.0,148.0,21.0,15.0,166.0,6442.0,713.0,8169.0,576.0,1539.0,1437.0,3200.0,12581.0,10330.0,11053.0,400,0.0,88415.0,639028.0,246452.0,67739.0,241570.0,11427.0,40758.0,31902.0,208230.0,0.0,1200264.0,10924.0,4875.0,9327.0,8034.0,9313.0,4763.0,11714.0,13574.0,10753.0,14011.0,8533.0,8091.0,8327.0,6476.0,6134.0,5676.0,7662.0,8172.0,8946.0,9354.0,5.0,2.0,3850.0,999.0,671.0,417.0,0.0,0.0,3433.0,993.0,423.0,1077.0,6.0,4.0,0.0,7.0,5.0,21.0,7.0,16.0,3.0,13.0,0.0,200.0,10241.0,7098.0,8839.0,8996.0,7125.0,6074.0,9261.0,6926.0,10001.0,11378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,,,,
5.0,4.0,3.0,5.0,1.0,5.0,7.0,5.0,2.0,2.0,461.0,130.0,1249.0,983.0,514.0,433.0,537.0,83.0,394.0,497.0,4.0,2.0,3.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1800,1637205485489,4107451529,CLASSIC,teambuilder-match-4107451529,1637203685398,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,97.0,0.0,2.0,0.0,4.0,106.0,0.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,7.0,5.0,0.0,1.0,12.0,8.0,11.0,11.0,12.0,9.0,12.0,11.0,13.0,10.0,509.0,3444.0,0.0,0.0,619.0,6197.0,0.0,9559.0,2228.0,0.0,NA1_4107451529,137.0,10.0,10.0,130.0,173.0,14.0,119.0,15.0,167.0,121.0,6568.0,595.0,4675.0,9901.0,8744.0,978.0,12526.0,244.0,7310.0,4882.0,400,0.0,102885.0,122415.0,259523.0,80747.0,57233.0,236359.0,53535.0,504270.0,69856.0,29937.0,1200363.0,7507.0,4040.0,5205.0,10686.0,9392.0,7773.0,13265.0,10257.0,9962.0,5005.0,9711.0,4940.0,6149.0,6923.0,8414.0,5408.0,7252.0,8543.0,9334.0,5947.0,3.0,2.0,430.0,0.0,530.0,785.0,29.0,597.0,738.0,453.0,423.0,123.0,8.0,18.0,6.0,7.0,30.0,9.0,6.0,5.0,6.0,6.0,0.0,200.0,8819.0,4557.0,7986.0,8255.0,9150.0,5806.0,8802.0,8256.0,10039.0,7092.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,,,,
6.0,8.0,2.0,6.0,6.0,4.0,12.0,1.0,3.0,3.0,78.0,426.0,2267.0,602.0,3946.0,255.0,-93.0,1058.0,369.0,947.0,7.0,9.0,5.0,4.0,2.0,2.0,4.0,9.0,6.0,8.0,2.0,1.0,0.0,1.0,1679,1637192091127,4107167132,CLASSIC,teambuilder-match-4107167132,1637190411567,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,101.0,4.0,20.0,0.0,0.0,80.0,8.0,0.0,4.0,9.0,3.0,12.0,8.0,8.0,0.0,3.0,3.0,3.0,3.0,12.0,9.0,13.0,12.0,14.0,12.0,13.0,11.0,11.0,11.0,2382.0,4400.0,14113.0,9575.0,1067.0,0.0,13058.0,932.0,10596.0,430.0,NA1_4107167132,125.0,9.0,15.0,112.0,131.0,32.0,138.0,28.0,107.0,115.0,9393.0,1646.0,251.0,950.0,15291.0,10418.0,1107.0,10436.0,664.0,5597.0,400,1.0,112808.0,107489.0,522782.0,240383.0,96815.0,84818.0,369564.0,302644.0,144459.0,106576.0,1200382.0,12130.0,6455.0,14734.0,10525.0,16358.0,11019.0,14720.0,12140.0,11260.0,6027.0,8753.0,5861.0,9757.0,7442.0,12636.0,9350.0,8956.0,7841.0,6129.0,6897.0,1.0,5.0,354.0,408.0,370.0,0.0,0.0,600.0,553.0,772.0,0.0,0.0,7.0,58.0,5.0,4.0,12.0,10.0,7.0,3.0,7.0,22.0,0.0,100.0,9363.0,5883.0,10228.0,9502.0,11554.0,9025.0,10690.0,7795.0,7973.0,7815.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,,1.0,20.0,1.0,,,
5.0,12.0,1.0,2.0,1.0,7.0,8.0,5.0,5.0,1.0,493.0,565.0,-111.0,254.0,195.0,1784.0,333.0,994.0,1100.0,461.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,2464,1637190028050,4107181614,CLASSIC,teambuilder-match-4107181614,1637187563736,MATCHED_GAME,11.23.409.111,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,77.0,0.0,8.0,108.0,0.0,2.0,5.0,3.0,10.0,9.0,4.0,0.0,5.0,4.0,7.0,4.0,11.0,12.0,10.0,11.0,12.0,11.0,13.0,12.0,12.0,10.0,2023.0,4831.0,5486.0,447.0,1781.0,9370.0,2574.0,11857.0,5030.0,8485.0,NA1_4107181614,111.0,122.0,29.0,106.0,114.0,20.0,169.0,138.0,25.0,16.0,5552.0,4412.0,1676.0,4832.0,11471.0,1299.0,10844.0,841.0,5031.0,2806.0,400,1.0,162807.0,235349.0,192186.0,193716.0,2873.0,136018.0,80141.0,152006.0,106608.0,109752.0,1200392.0,8404.0,10093.0,7162.0,5415.0,13763.0,11761.0,14006.0,12974.0,10870.0,11922.0,6563.0,7480.0,7363.0,6044.0,9710.0,10179.0,9273.0,9389.0,8268.0,7236.0,2.0,2.0,828.0,850.0,0.0,135.0,510.0,1091.0,586.0,275.0,808.0,630.0,6.0,6.0,8.0,6.0,8.0,4.0,9.0,6.0,5.0,35.0,1.0,100.0,8454.0,8591.0,6797.0,8181.0,9241.0,8095.0,11275.0,9407.0,8682.0,6138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,20.0,,,,
5.0,3.0,4.0,1.0,7.0,10.0,14.0,0.0,1.0,4.0,1120.0,252.0,456.0,765.0,221.0,594.0,1076.0,203.0,392.0,987.0,4.0,6.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,6.0,3.0,0.0,1.0,0.0,1621,1637385922867,4109974563,CLASSIC,teambuilder-match-4109974563,1637384301395,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,8.0,0.0,0.0,4.0,88.0,4.0,16.0,2.0,16.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,12.0,9.0,14.0,12.0,10.0,10.0,13.0,11.0,12.0,11.0,996.0,4138.0,731.0,1295.0,4072.0,3552.0,1229.0,7869.0,5528.0,0.0,NA1_4109974563,130.0,6.0,36.0,162.0,72.0,9.0,151.0,14.0,160.0,139.0,7554.0,593.0,17938.0,6930.0,350.0,822.0,5711.0,367.0,1277.0,3700.0,440,2.0,26133.0,33641.0,408356.0,0.0,64069.0,104134.0,182193.0,130378.0,291119.0,4955.0,1200296.0,8550.0,5624.0,19569.0,8226.0,4422.0,4614.0,7849.0,8664.0,7075.0,4645.0,7390.0,5727.0,12631.0,9090.0,5606.0,6619.0,7751.0,7223.0,8227.0,8002.0,3.0,4.0,0.0,892.0,899.0,0.0,0.0,240.0,908.0,428.0,268.0,945.0,3.0,23.0,1.0,6.0,3.0,15.0,6.0,2.0,7.0,9.0,1.0,100.0,9330.0,5155.0,11653.0,8917.0,7020.0,6668.0,10125.0,7768.0,8770.0,7939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,1.0,,,
6.0,7.0,0.0,6.0,1.0,6.0,6.0,9.0,7.0,3.0,295.0,1976.0,909.0,759.0,1853.0,872.0,1891.0,579.0,720.0,488.0,7.0,5.0,7.0,5.0,4.0,7.0,5.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0,1690,1637383665476,4109887523,CLASSIC,teambuilder-match-4109887523,1637381975332,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,56.0,28.0,12.0,0.0,12.0,112.0,0.0,0.0,2.0,3.0,5.0,9.0,4.0,5.0,0.0,6.0,3.0,4.0,12.0,13.0,11.0,10.0,12.0,12.0,11.0,14.0,13.0,13.0,12.0,6683.0,17264.0,4071.0,0.0,0.0,4761.0,3364.0,942.0,15678.0,418.0,NA1_4109887523,148.0,32.0,10.0,105.0,133.0,21.0,179.0,44.0,154.0,135.0,2846.0,960.0,704.0,8178.0,9939.0,1986.0,5536.0,7261.0,2523.0,13276.0,440,0.0,295522.0,26266.0,432352.0,75379.0,69152.0,83327.0,50185.0,103748.0,328447.0,77894.0,1200356.0,10212.0,19308.0,5637.0,9058.0,12860.0,7311.0,8900.0,9274.0,18344.0,14135.0,7045.0,10040.0,6434.0,8309.0,9637.0,6222.0,10691.0,9604.0,9455.0,8638.0,6.0,0.0,682.0,1083.0,861.0,880.0,2920.0,563.0,0.0,1070.0,142.0,440.0,31.0,13.0,1.0,3.0,8.0,13.0,6.0,3.0,6.0,6.0,0.0,200.0,10552.0,7864.0,6675.0,9681.0,9591.0,7728.0,11498.0,10255.0,11417.0,8787.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,20.0,,1.0,,
13.0,2.0,0.0,7.0,4.0,5.0,11.0,8.0,5.0,5.0,151.0,298.0,773.0,706.0,164.0,980.0,830.0,1280.0,1365.0,696.0,5.0,5.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,2096,1637365304283,4109578812,CLASSIC,teambuilder-match-4109578812,1637363207993,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,67.0,0.0,8.0,5.0,4.0,96.0,12.0,8.0,5.0,6.0,3.0,3.0,4.0,6.0,0.0,6.0,6.0,9.0,4.0,11.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,13.0,12.0,275.0,9088.0,723.0,8828.0,562.0,11451.0,963.0,11106.0,13098.0,800.0,NA1_4109578812,103.0,22.0,18.0,97.0,125.0,17.0,127.0,19.0,142.0,136.0,8652.0,241.0,8746.0,1016.0,7405.0,730.0,9171.0,1223.0,888.0,13401.0,420,0.0,104477.0,70454.0,132169.0,51753.0,82057.0,256518.0,323857.0,93846.0,497952.0,72146.0,1200328.0,13313.0,10031.0,10764.0,10131.0,7968.0,13492.0,10972.0,12822.0,14868.0,14379.0,7626.0,6613.0,7213.0,6811.0,7964.0,7555.0,8580.0,7955.0,9395.0,9871.0,4.0,2.0,4385.0,702.0,1294.0,286.0,0.0,1310.0,838.0,492.0,882.0,178.0,7.0,21.0,1.0,4.0,8.0,14.0,4.0,40.0,5.0,7.0,0.0,200.0,8317.0,6527.0,6876.0,8180.0,8536.0,6842.0,9671.0,9305.0,10111.0,9321.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,20.0,,,,
5.0,3.0,3.0,5.0,5.0,6.0,8.0,3.0,3.0,2.0,764.0,1221.0,736.0,352.0,134.0,583.0,287.0,952.0,796.0,517.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2743,1637311812382,4109152176,CLASSIC,teambuilder-match-4109152176,1637309068915,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0,88.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,2.0,5.0,5.0,0.0,0.0,4.0,4.0,1.0,6.0,12.0,11.0,11.0,11.0,11.0,10.0,9.0,12.0,13.0,10.0,669.0,3450.0,5542.0,4795.0,1009.0,5196.0,884.0,4249.0,10563.0,234.0,NA1_4109152176,140.0,20.0,12.0,60.0,166.0,6.0,23.0,110.0,155.0,109.0,7577.0,3815.0,943.0,159.0,8657.0,374.0,973.0,4060.0,724.0,3949.0,400,0.0,322267.0,516931.0,334788.0,201808.0,89312.0,38644.0,23781.0,234063.0,404674.0,28174.0,1200385.0,8246.0,8390.0,6666.0,4997.0,10078.0,5919.0,2476.0,8756.0,11824.0,4183.0,7079.0,8211.0,6536.0,5257.0,10049.0,6958.0,4072.0,7527.0,9235.0,5692.0,1.0,3.0,0.0,1125.0,180.0,42.0,412.0,348.0,618.0,445.0,535.0,0.0,7.0,6.0,5.0,5.0,7.0,12.0,12.0,85.0,38.0,4.0,0.0,200.0,9149.0,8505.0,7313.0,7540.0,8395.0,6675.0,5112.0,8606.0,10792.0,6776.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,20.0,,,,
10.0,4.0,2.0,6.0,3.0,6.0,18.0,9.0,2.0,1.0,563.0,397.0,3595.0,114.0,344.0,1777.0,63.0,535.0,41.0,579.0,6.0,6.0,1.0,5.0,5.0,3.0,4.0,7.0,4.0,4.0,3.0,0.0,0.0,0.0,1683,1637201258275,4107339383,CLASSIC,teambuilder-match-4107339383,1637199575063,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,121.0,0.0,4.0,0.0,23.0,92.0,0.0,0.0,3.0,12.0,2.0,6.0,2.0,11.0,0.0,3.0,1.0,2.0,3.0,12.0,10.0,13.0,11.0,11.0,11.0,14.0,11.0,11.0,11.0,288.0,3987.0,0.0,5624.0,323.0,4126.0,1131.0,11657.0,5585.0,8216.0,NA1_4107339383,126.0,29.0,15.0,111.0,128.0,4.0,154.0,7.0,110.0,135.0,5699.0,3339.0,13690.0,491.0,11064.0,998.0,20437.0,633.0,2923.0,1519.0,400,2.0,77602.0,259308.0,278334.0,86585.0,167819.0,24152.0,175174.0,115970.0,240720.0,411768.0,1200364.0,6408.0,7712.0,14612.0,6382.0,15088.0,5870.0,22044.0,13083.0,8508.0,9736.0,6963.0,5882.0,10870.0,5754.0,9518.0,6667.0,11208.0,7160.0,5931.0,6679.0,1.0,2.0,420.0,384.0,922.0,266.0,3700.0,745.0,476.0,792.0,0.0,0.0,1.0,11.0,5.0,4.0,4.0,9.0,14.0,2.0,8.0,6.0,1.0,100.0,9045.0,6502.0,10225.0,8320.0,8235.0,8114.0,11485.0,7345.0,8387.0,7358.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,20.0,,,,
7.0,1.0,1.0,4.0,5.0,0.0,7.0,2.0,3.0,5.0,534.0,453.0,151.0,268.0,79.0,128.0,1771.0,1249.0,994.0,1020.0,3.0,2.0,3.0,3.0,1.0,4.0,7.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,2274,1637266368236,4108095784,CLASSIC,teambuilder-match-4108095784,1637264093910,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,88.0,4.0,0.0,4.0,125.0,4.0,4.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,3.0,0.0,4.0,1.0,12.0,10.0,10.0,10.0,12.0,9.0,13.0,12.0,12.0,11.0,1764.0,3263.0,226.0,2533.0,12063.0,2123.0,3403.0,867.0,5764.0,1072.0,NA1_4108095784,126.0,25.0,128.0,6.0,140.0,13.0,159.0,19.0,151.0,164.0,8915.0,1045.0,5241.0,1787.0,1225.0,307.0,8295.0,4344.0,643.0,7879.0,420,1.0,792.0,117329.0,224916.0,225356.0,147750.0,104209.0,40769.0,441546.0,124027.0,27411.0,1200341.0,11206.0,5013.0,7666.0,4642.0,13471.0,2431.0,11725.0,5485.0,6407.0,9073.0,7589.0,5923.0,6201.0,6208.0,8254.0,4828.0,9611.0,7564.0,6234.0,8950.0,4.0,0.0,526.0,703.0,2198.0,322.0,182.0,0.0,26.0,273.0,0.0,120.0,17.0,27.0,5.0,19.0,6.0,18.0,8.0,10.0,5.0,10.0,0.0,200.0,8912.0,6414.0,7217.0,7172.0,9655.0,5935.0,9980.0,8917.0,9668.0,8499.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,20.0,,,1.0,
