airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,inhibs_lost_team100,chemtechdragon_team200
0.0,4.0,3.0,5.0,2.0,2.0,4.0,5.0,10.0,4.0,6.0,0.0,,0.0,74.0,143.0,335.0,52.0,237.0,867.0,1908.0,270.0,585.0,19.0,3.0,3.0,5.0,6.0,7.0,2.0,2.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,2140,1637365615594,4109539408,CLASSIC,teambuilder-match-4109539408,1637363475440,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,136.0,4.0,0.0,4.0,0.0,1.0,7.0,13.0,4.0,4.0,1.0,4.0,2.0,0.0,2.0,5.0,12.0,13.0,13.0,13.0,9.0,13.0,13.0,13.0,11.0,10.0,1559.0,2221.0,2106.0,0.0,9203.0,7877.0,7940.0,9406.0,503.0,0.0,NA1_4109539408,151.0,13.0,151.0,157.0,17.0,28.0,146.0,88.0,133.0,27.0,16774.0,15874.0,14639.0,15906.0,1015.0,1516.0,1023.0,1504.0,5878.0,5205.0,400,0.0,1.0,1.0,37523.0,385714.0,6114.0,180729.0,104619.0,502153.0,105115.0,174107.0,27929.0,91669.0,23.0,1380450.0,18407.0,18468.0,17608.0,15906.0,12302.0,9806.0,8963.0,10910.0,6381.0,6768.0,9914.0,10718.0,9045.0,9247.0,5697.0,9017.0,7953.0,6315.0,7405.0,8569.0,0.0,4.0,72.0,373.0,863.0,0.0,2082.0,412.0,0.0,0.0,0.0,1562.0,0.0,7.0,7.0,21.0,5.0,24.0,3.0,4.0,6.0,10.0,23.0,0.0,1.0,100.0,9627.0,9989.0,10758.0,11084.0,5257.0,11434.0,11264.0,10100.0,7661.0,7111.0,,1.0,,
0.0,4.0,12.0,3.0,7.0,6.0,14.0,5.0,14.0,7.0,6.0,0.0,,1.0,1712.0,679.0,591.0,799.0,1603.0,2099.0,489.0,189.0,662.0,823.0,8.0,7.0,9.0,5.0,6.0,8.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2110,1637362934326,4109534413,CLASSIC,teambuilder-match-4109534413,1637360823811,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,2.0,3.0,0.0,11.0,110.0,8.0,9.0,0.0,2.0,4.0,7.0,2.0,8.0,5.0,4.0,5.0,11.0,12.0,12.0,11.0,12.0,13.0,12.0,12.0,13.0,12.0,13.0,13.0,1821.0,0.0,7912.0,11209.0,14328.0,8983.0,3974.0,1218.0,22752.0,2374.0,NA1_4109534413,119.0,24.0,14.0,137.0,123.0,16.0,161.0,16.0,135.0,172.0,6146.0,5979.0,5997.0,891.0,987.0,2373.0,11294.0,10469.0,1599.0,19696.0,400,0.0,,1.0,42745.0,109098.0,139231.0,60560.0,189705.0,20546.0,67581.0,354844.0,399165.0,138703.0,23.0,1380435.0,8415.0,7511.0,14488.0,12573.0,15315.0,12001.0,15269.0,12016.0,26558.0,22704.0,6887.0,7904.0,9216.0,7619.0,9403.0,8824.0,10438.0,9629.0,11646.0,12487.0,4.0,0.0,447.0,1531.0,578.0,472.0,0.0,644.0,0.0,328.0,2206.0,633.0,0.0,7.0,20.0,4.0,7.0,7.0,19.0,8.0,6.0,6.0,33.0,0.0,,200.0,9432.0,7604.0,9366.0,10928.0,9757.0,9198.0,11193.0,9941.0,11270.0,10873.0,,,,
0.0,7.0,11.0,2.0,2.0,1.0,3.0,2.0,12.0,9.0,4.0,0.0,,0.0,474.0,116.0,141.0,1532.0,182.0,573.0,496.0,204.0,1560.0,367.0,3.0,2.0,6.0,7.0,2.0,13.0,4.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1575,1637297092733,4108849508,CLASSIC,teambuilder-match-4108849508,1637295517577,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,2.0,4.0,4.0,4.0,0.0,0.0,4.0,145.0,2.0,1.0,2.0,11.0,2.0,3.0,3.0,4.0,0.0,7.0,6.0,6.0,13.0,13.0,13.0,11.0,14.0,9.0,13.0,13.0,13.0,13.0,17542.0,13384.0,0.0,598.0,5736.0,857.0,3001.0,8286.0,660.0,0.0,NA1_4108849508,29.0,24.0,120.0,149.0,159.0,29.0,164.0,162.0,17.0,156.0,73.0,776.0,7820.0,5300.0,1496.0,8209.0,13630.0,1808.0,11626.0,15602.0,400,0.0,1.0,0.0,161358.0,70113.0,122577.0,91324.0,710454.0,114215.0,75173.0,171937.0,449057.0,77668.0,23.0,1380463.0,19281.0,15719.0,11423.0,5898.0,8879.0,9725.0,16631.0,10200.0,13176.0,16272.0,9789.0,10076.0,7681.0,8657.0,7782.0,5673.0,7086.0,11039.0,9924.0,8697.0,3.0,0.0,1665.0,1558.0,3603.0,0.0,1647.0,658.0,0.0,105.0,888.0,670.0,0.0,6.0,13.0,8.0,10.0,3.0,16.0,9.0,2.0,5.0,5.0,0.0,,200.0,11358.0,10361.0,10795.0,8130.0,12280.0,5633.0,10894.0,11258.0,11226.0,10672.0,,,,
0.0,7.0,8.0,6.0,5.0,9.0,10.0,3.0,8.0,0.0,2.0,0.0,,0.0,1178.0,377.0,726.0,860.0,523.0,251.0,209.0,187.0,965.0,117.0,5.0,5.0,6.0,0.0,4.0,3.0,3.0,4.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1819,1637209709178,4107524708,CLASSIC,teambuilder-match-4107524708,1637207889556,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,140.0,0.0,0.0,0.0,4.0,132.0,23.0,12.0,0.0,2.0,1.0,7.0,6.0,1.0,3.0,5.0,4.0,2.0,6.0,14.0,10.0,12.0,14.0,12.0,10.0,13.0,12.0,14.0,12.0,2695.0,5207.0,0.0,10776.0,9435.0,0.0,0.0,803.0,7250.0,0.0,NA1_4107524708,166.0,6.0,4.0,206.0,118.0,27.0,142.0,12.0,205.0,187.0,9820.0,878.0,10877.0,1964.0,381.0,4226.0,7607.0,8360.0,236.0,11717.0,400,1.0,,0.0,68408.0,31328.0,271625.0,158024.0,240600.0,62409.0,85766.0,430944.0,29542.0,29200.0,23.0,1380375.0,12968.0,6690.0,11431.0,12740.0,9817.0,5479.0,8037.0,9527.0,7486.0,11869.0,8773.0,5902.0,10416.0,10850.0,7083.0,7146.0,8809.0,8852.0,8735.0,10766.0,2.0,1.0,452.0,604.0,554.0,0.0,0.0,1253.0,429.0,363.0,0.0,151.0,0.0,9.0,22.0,8.0,7.0,9.0,29.0,5.0,2.0,7.0,0.0,1.0,,100.0,11844.0,6744.0,9909.0,12385.0,8763.0,6549.0,10701.0,9839.0,12314.0,8897.0,,1.0,,
0.0,1.0,6.0,5.0,6.0,6.0,10.0,5.0,6.0,6.0,5.0,0.0,,0.0,651.0,545.0,837.0,178.0,362.0,622.0,1236.0,2244.0,793.0,3399.0,9.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2029,1637204934639,4107389255,CLASSIC,teambuilder-match-4107389255,1637202904588,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,124.0,4.0,8.0,0.0,8.0,120.0,0.0,28.0,0.0,4.0,1.0,10.0,1.0,5.0,1.0,10.0,7.0,1.0,5.0,12.0,11.0,13.0,14.0,13.0,11.0,14.0,13.0,13.0,13.0,2855.0,8875.0,1187.0,8811.0,2246.0,8904.0,8182.0,5094.0,6153.0,1053.0,NA1_4107389255,127.0,23.0,12.0,192.0,183.0,15.0,154.0,21.0,153.0,155.0,7274.0,179.0,14667.0,1883.0,9097.0,638.0,5958.0,5059.0,552.0,7210.0,400,0.0,1.0,0.0,74781.0,97441.0,245543.0,115225.0,432522.0,63922.0,77747.0,329708.0,41132.0,139415.0,23.0,1380283.0,10129.0,12594.0,16798.0,10694.0,11343.0,10423.0,19331.0,10707.0,6706.0,9063.0,8191.0,6530.0,10512.0,8113.0,9762.0,6367.0,11615.0,9769.0,7133.0,9734.0,2.0,3.0,0.0,3539.0,943.0,0.0,0.0,880.0,5189.0,554.0,0.0,798.0,0.0,6.0,17.0,2.0,6.0,6.0,16.0,7.0,5.0,4.0,6.0,1.0,,200.0,9464.0,7699.0,10569.0,11560.0,10005.0,7743.0,12635.0,10586.0,10562.0,10110.0,,,,1.0
0.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,7.0,9.0,2.0,0.0,,0.0,49.0,443.0,1149.0,461.0,782.0,239.0,1461.0,1157.0,551.0,795.0,8.0,2.0,7.0,8.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1837,1637364695976,4109558108,CLASSIC,teambuilder-match-4109558108,1637362858384,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,4.0,0.0,0.0,11.0,147.0,8.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,13.0,11.0,3.0,1.0,13.0,10.0,11.0,12.0,10.0,10.0,16.0,14.0,14.0,12.0,3815.0,2842.0,554.0,4827.0,1605.0,4223.0,24776.0,1478.0,585.0,795.0,NA1_4109558108,173.0,29.0,8.0,126.0,156.0,2.0,217.0,14.0,141.0,124.0,10175.0,1535.0,7431.0,831.0,7674.0,494.0,708.0,18607.0,9944.0,4791.0,400,2.0,,0.0,447585.0,68492.0,128477.0,323485.0,53259.0,120986.0,308097.0,227796.0,221608.0,385181.0,23.0,1380518.0,13991.0,4953.0,8359.0,6405.0,9279.0,4718.0,26607.0,20822.0,10532.0,5586.0,9449.0,5468.0,9139.0,7161.0,7467.0,5214.0,13991.0,11272.0,9786.0,6445.0,5.0,3.0,0.0,575.0,374.0,747.0,0.0,0.0,1122.0,736.0,2.0,0.0,0.0,3.0,14.0,0.0,43.0,35.0,15.0,8.0,2.0,5.0,4.0,1.0,,200.0,11368.0,6139.0,8343.0,9893.0,7261.0,7014.0,15166.0,11920.0,12441.0,8742.0,1.0,2.0,,
0.0,2.0,10.0,5.0,5.0,5.0,7.0,10.0,11.0,7.0,6.0,0.0,,0.0,113.0,327.0,144.0,1245.0,274.0,155.0,1205.0,676.0,1823.0,933.0,7.0,4.0,7.0,5.0,7.0,6.0,1.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1842,1637360705409,4109570558,CLASSIC,teambuilder-match-4109570558,1637358863259,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,109.0,0.0,0.0,0.0,8.0,130.0,7.0,4.0,0.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,8.0,13.0,12.0,10.0,12.0,12.0,11.0,10.0,14.0,13.0,14.0,13.0,0.0,1916.0,1478.0,9481.0,653.0,4182.0,7539.0,992.0,10945.0,7414.0,NA1_4109570558,153.0,23.0,20.0,119.0,130.0,28.0,178.0,22.0,175.0,159.0,6712.0,1216.0,10665.0,417.0,7545.0,1247.0,4756.0,10590.0,265.0,15158.0,440,0.0,2.0,0.0,98967.0,87518.0,462946.0,293984.0,63460.0,58194.0,942985.0,518365.0,120439.0,18759.0,23.0,1380464.0,8022.0,3386.0,13044.0,9953.0,8306.0,6035.0,12483.0,12142.0,11210.0,23396.0,7923.0,5992.0,9059.0,7475.0,7849.0,5630.0,10670.0,10316.0,10718.0,12948.0,7.0,1.0,1310.0,254.0,900.0,54.0,108.0,606.0,187.0,558.0,0.0,822.0,0.0,7.0,12.0,0.0,6.0,7.0,25.0,9.0,4.0,11.0,7.0,0.0,,200.0,9188.0,6836.0,9613.0,9247.0,7786.0,6760.0,12695.0,10435.0,12370.0,10348.0,,1.0,,
0.0,5.0,7.0,4.0,3.0,6.0,9.0,0.0,5.0,3.0,3.0,1.0,,1.0,1088.0,380.0,443.0,294.0,237.0,148.0,244.0,718.0,1295.0,-75.0,3.0,8.0,2.0,1.0,4.0,4.0,3.0,6.0,4.0,9.0,3.0,0.0,1.0,0.0,1.0,0.0,1651,1637356093939,4109463068,CLASSIC,teambuilder-match-4109463068,1637354442168,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,185.0,0.0,0.0,0.0,18.0,96.0,0.0,0.0,0.0,2.0,1.0,13.0,6.0,4.0,5.0,4.0,3.0,6.0,0.0,15.0,10.0,15.0,15.0,12.0,11.0,15.0,11.0,11.0,12.0,5380.0,3950.0,809.0,11539.0,0.0,6179.0,0.0,0.0,2711.0,6169.0,NA1_4109463068,178.0,33.0,14.0,208.0,155.0,41.0,173.0,15.0,182.0,122.0,3784.0,691.0,11466.0,876.0,6544.0,1503.0,7157.0,6028.0,8548.0,135.0,440,0.0,1.0,0.0,155734.0,71247.0,530009.0,170223.0,44621.0,264426.0,150275.0,244239.0,19124.0,206143.0,23.0,1380432.0,9421.0,5227.0,16073.0,13088.0,7859.0,8268.0,9953.0,6578.0,11428.0,6304.0,10128.0,6005.0,12658.0,10998.0,9287.0,7923.0,10289.0,7888.0,10170.0,7505.0,3.0,5.0,256.0,586.0,3798.0,671.0,1315.0,585.0,2795.0,549.0,168.0,0.0,0.0,9.0,23.0,2.0,8.0,6.0,14.0,8.0,1.0,7.0,7.0,0.0,,100.0,13070.0,7069.0,13566.0,13828.0,9671.0,7697.0,13164.0,8322.0,8430.0,8614.0,,,,
0.0,3.0,16.0,3.0,2.0,4.0,7.0,6.0,9.0,6.0,5.0,0.0,,0.0,-210.0,567.0,90.0,957.0,472.0,326.0,309.0,315.0,698.0,288.0,3.0,2.0,7.0,5.0,4.0,9.0,1.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,1849,1637359479629,4109528085,CLASSIC,teambuilder-match-4109528085,1637357630156,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0,16.0,8.0,0.0,9.0,106.0,7.0,9.0,0.0,7.0,2.0,2.0,0.0,6.0,0.0,5.0,10.0,4.0,7.0,14.0,11.0,11.0,14.0,11.0,10.0,15.0,13.0,14.0,12.0,18047.0,5184.0,423.0,452.0,1396.0,2663.0,1864.0,3465.0,11778.0,5882.0,NA1_4109528085,189.0,46.0,9.0,191.0,141.0,33.0,228.0,10.0,195.0,162.0,736.0,2174.0,5765.0,10627.0,11892.0,330.0,12652.0,7542.0,2507.0,8784.0,420,2.0,,0.0,294830.0,276216.0,91942.0,165936.0,76173.0,196552.0,91526.0,915286.0,332707.0,115309.0,23.0,1380348.0,18783.0,8132.0,6789.0,11079.0,13746.0,3820.0,14997.0,11939.0,14456.0,14829.0,11449.0,7382.0,7355.0,8397.0,10497.0,5560.0,11648.0,9405.0,9268.0,10253.0,4.0,3.0,0.0,772.0,600.0,0.0,457.0,826.0,480.0,931.0,170.0,162.0,10.0,10.0,23.0,1.0,7.0,17.0,29.0,8.0,4.0,5.0,11.0,0.0,1.0,200.0,12230.0,7479.0,8454.0,11916.0,8444.0,6169.0,13092.0,10183.0,11930.0,9356.0,,1.0,,
0.0,4.0,9.0,5.0,4.0,8.0,9.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,1062.0,313.0,628.0,512.0,648.0,699.0,475.0,98.0,718.0,1052.0,3.0,6.0,2.0,7.0,4.0,5.0,6.0,7.0,5.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,2217,1637252147927,4107957722,CLASSIC,teambuilder-match-4107957722,1637249930520,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,10.0,0.0,1.0,104.0,0.0,24.0,0.0,11.0,0.0,10.0,6.0,1.0,2.0,3.0,4.0,7.0,7.0,14.0,11.0,12.0,12.0,11.0,11.0,13.0,13.0,14.0,12.0,507.0,2579.0,11245.0,630.0,0.0,9844.0,0.0,1415.0,11882.0,257.0,NA1_4107957722,154.0,30.0,10.0,112.0,139.0,25.0,131.0,24.0,161.0,158.0,15513.0,1067.0,991.0,12040.0,9107.0,1359.0,7161.0,7569.0,801.0,11401.0,420,1.0,1.0,0.0,178664.0,104446.0,146041.0,88811.0,57667.0,395438.0,135612.0,83466.0,79341.0,57535.0,23.0,1380392.0,22505.0,4414.0,13120.0,12712.0,9179.0,11203.0,9312.0,9950.0,13472.0,12731.0,13131.0,5928.0,9918.0,8452.0,8448.0,6369.0,8775.0,10173.0,9568.0,10812.0,3.0,5.0,6484.0,767.0,883.0,42.0,72.0,0.0,2150.0,964.0,788.0,1071.0,0.0,6.0,17.0,3.0,5.0,8.0,21.0,6.0,4.0,10.0,9.0,0.0,,200.0,12095.0,7441.0,9296.0,8907.0,8126.0,7342.0,10596.0,11272.0,11777.0,9832.0,1.0,,,
0.0,9.0,5.0,6.0,4.0,4.0,13.0,7.0,5.0,2.0,10.0,1.0,,0.0,108.0,1044.0,451.0,806.0,470.0,434.0,2548.0,642.0,592.0,893.0,5.0,4.0,0.0,9.0,5.0,4.0,5.0,8.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,1511,1637353453835,4109458686,CLASSIC,teambuilder-match-4109458686,1637351942151,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,12.0,127.0,10.0,16.0,0.0,7.0,91.0,8.0,4.0,0.0,4.0,6.0,8.0,3.0,10.0,2.0,2.0,6.0,8.0,1.0,13.0,13.0,14.0,13.0,13.0,12.0,13.0,12.0,13.0,10.0,2379.0,19240.0,939.0,10254.0,225.0,5047.0,339.0,35.0,366.0,4365.0,NA1_4109458686,157.0,129.0,27.0,141.0,179.0,13.0,172.0,23.0,163.0,11.0,14616.0,1596.0,8996.0,153.0,14520.0,961.0,7713.0,7181.0,10933.0,1086.0,420,1.0,1.0,0.0,100076.0,106621.0,115473.0,261893.0,45576.0,109783.0,40595.0,187748.0,81922.0,13902.0,23.0,1380389.0,17327.0,20836.0,10079.0,11122.0,15758.0,6645.0,8645.0,8766.0,11896.0,6139.0,10082.0,10104.0,11601.0,8806.0,11844.0,7414.0,9593.0,8282.0,10817.0,5978.0,3.0,4.0,332.0,0.0,143.0,714.0,1012.0,636.0,592.0,1548.0,596.0,688.0,8.0,5.0,9.0,4.0,8.0,11.0,25.0,5.0,9.0,7.0,21.0,1.0,,100.0,11405.0,11181.0,12388.0,11242.0,11325.0,9152.0,10833.0,8834.0,11319.0,7049.0,,,,
0.0,4.0,7.0,5.0,8.0,11.0,6.0,4.0,11.0,5.0,0.0,0.0,,1.0,847.0,105.0,646.0,1267.0,394.0,118.0,779.0,1727.0,410.0,208.0,8.0,8.0,3.0,2.0,7.0,6.0,3.0,6.0,5.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1643,1637410924742,4110248740,CLASSIC,teambuilder-match-4110248740,1637409280861,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,162.0,0.0,11.0,0.0,0.0,58.0,0.0,12.0,1.0,5.0,9.0,9.0,13.0,2.0,3.0,5.0,4.0,6.0,2.0,14.0,11.0,15.0,15.0,12.0,10.0,13.0,12.0,12.0,12.0,1085.0,17331.0,1273.0,20764.0,2467.0,1953.0,1442.0,820.0,925.0,1007.0,NA1_4110248740,167.0,23.0,33.0,146.0,142.0,28.0,133.0,36.0,149.0,118.0,8729.0,1873.0,15233.0,1644.0,6907.0,1857.0,11533.0,9855.0,11473.0,10499.0,400,1.0,,0.0,104056.0,94241.0,294186.0,53117.0,0.0,170358.0,267383.0,348176.0,37857.0,75046.0,23.0,1380380.0,12169.0,20516.0,16935.0,22843.0,9374.0,4542.0,12975.0,11446.0,12398.0,12241.0,10222.0,9005.0,12095.0,12042.0,8439.0,6068.0,9004.0,8887.0,9284.0,7273.0,3.0,4.0,2354.0,1310.0,428.0,434.0,0.0,731.0,0.0,770.0,0.0,734.0,0.0,5.0,12.0,60.0,4.0,10.0,15.0,7.0,2.0,9.0,4.0,1.0,,100.0,11872.0,8339.0,13738.0,13607.0,8755.0,6750.0,10419.0,9547.0,8696.0,9307.0,,1.0,,
0.0,3.0,11.0,9.0,3.0,5.0,8.0,3.0,2.0,1.0,5.0,0.0,,0.0,1097.0,232.0,1769.0,1112.0,995.0,665.0,253.0,408.0,359.0,113.0,5.0,6.0,3.0,4.0,3.0,8.0,11.0,6.0,7.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1720,1637408959378,4110286735,CLASSIC,teambuilder-match-4110286735,1637407239287,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,83.0,12.0,21.0,0.0,0.0,131.0,1.0,0.0,0.0,9.0,0.0,12.0,5.0,5.0,8.0,4.0,11.0,7.0,1.0,13.0,10.0,15.0,14.0,13.0,11.0,12.0,14.0,13.0,12.0,3706.0,5908.0,1591.0,2520.0,0.0,0.0,1916.0,903.0,14470.0,1746.0,NA1_4110286735,125.0,1.0,43.0,151.0,92.0,20.0,123.0,66.0,111.0,116.0,18636.0,872.0,20399.0,9236.0,8759.0,8256.0,12048.0,12464.0,1581.0,6103.0,400,1.0,,1.0,106265.0,35936.0,179221.0,82702.0,27941.0,78043.0,8421.0,237365.0,52085.0,825.0,23.0,1380409.0,23084.0,7603.0,23304.0,13234.0,11769.0,9438.0,13965.0,14197.0,16052.0,7849.0,10287.0,5731.0,12744.0,9717.0,8720.0,8895.0,8328.0,12348.0,9379.0,6563.0,2.0,3.0,740.0,822.0,1313.0,1476.0,3010.0,1181.0,0.0,830.0,0.0,0.0,0.0,10.0,16.0,6.0,8.0,6.0,4.0,8.0,46.0,5.0,10.0,0.0,,100.0,10154.0,7296.0,13051.0,12516.0,11134.0,8483.0,9942.0,12189.0,10019.0,8585.0,,,,
