airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,riftherald_team200,chemtechdragon_team200
0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,327.0,908.0,804.0,502.0,470.0,789.0,1375.0,944.0,558.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2057,1637392598705,4110131788,CLASSIC,teambuilder-match-4110131788,1637390541403,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,6.0,5.0,6.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,705.0,1936.0,347.0,2255.0,669.0,1246.0,1355.0,0.0,107.0,546.0,NA1_4110131788,30.0,3.0,2.0,48.0,52.0,8.0,54.0,8.0,61.0,52.0,1439.0,686.0,2838.0,631.0,3726.0,666.0,4787.0,700.0,3138.0,2600.0,440,0.0,0.0,10011.0,43673.0,282173.0,145535.0,3139.0,101049.0,16186.0,111328.0,40772.0,32518.0,9.0,540230.0,2145.0,2797.0,3358.0,2887.0,4395.0,2082.0,6307.0,760.0,3311.0,3202.0,2359.0,2347.0,3158.0,3084.0,3953.0,2995.0,4139.0,3315.0,3224.0,3058.0,0.0,0.0,0.0,173.0,172.0,0.0,0.0,170.0,164.0,60.0,66.0,55.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,,200.0,2415.0,1823.0,3105.0,3645.0,2889.0,2617.0,4605.0,3458.0,4539.0,2485.0,,,,
0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,465.0,280.0,295.0,460.0,132.0,485.0,336.0,1557.0,1138.0,579.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377,1637368296921,4109644068,CLASSIC,teambuilder-match-4109644068,1637365919052,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,1.0,0.0,2.0,42.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,7.0,6.0,0.0,646.0,1357.0,174.0,0.0,838.0,398.0,1766.0,520.0,141.0,NA1_4109644068,65.0,18.0,0.0,71.0,21.0,41.0,40.0,0.0,57.0,59.0,2009.0,643.0,508.0,1872.0,1836.0,178.0,542.0,1068.0,227.0,3659.0,400,0.0,0.0,24721.0,14666.0,103522.0,36759.0,3765.0,95849.0,68226.0,142678.0,58373.0,0.0,9.0,540128.0,2334.0,1403.0,2082.0,2117.0,1836.0,1161.0,1201.0,2907.0,747.0,3800.0,3315.0,2140.0,2595.0,3500.0,2357.0,2220.0,2386.0,3457.0,2668.0,3609.0,0.0,0.0,325.0,114.0,216.0,70.0,0.0,145.0,260.0,72.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,3.0,3.0,1.0,100.0,4.0,4.0,0.0,,200.0,4586.0,2152.0,2559.0,4631.0,2219.0,2365.0,3092.0,2565.0,3705.0,3046.0,,,,
0.0,0.0,7.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,420.0,1087.0,276.0,1057.0,70.0,78.0,341.0,768.0,741.0,555.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,1637363976764,4109557112,CLASSIC,teambuilder-match-4109557112,1637362332729,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,8.0,6.0,5.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,1753.0,2126.0,599.0,505.0,82.0,2142.0,131.0,77.0,180.0,62.0,NA1_4109557112,55.0,5.0,2.0,60.0,49.0,3.0,48.0,0.0,59.0,49.0,505.0,318.0,267.0,1689.0,3643.0,506.0,1679.0,2834.0,3095.0,4497.0,400,0.0,0.0,50337.0,91361.0,56992.0,3170.0,16879.0,11627.0,67447.0,132431.0,9897.0,62080.0,9.0,540199.0,2346.0,2444.0,908.0,2368.0,3725.0,2649.0,1811.0,3086.0,3423.0,4559.0,3120.0,3587.0,2686.0,2942.0,3645.0,2688.0,2791.0,3818.0,3131.0,3955.0,0.0,0.0,87.0,0.0,42.0,174.0,0.0,0.0,0.0,174.0,148.0,0.0,0.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,0.0,,100.0,4093.0,2766.0,2173.0,3527.0,2739.0,2131.0,3146.0,3317.0,3871.0,3152.0,,,,
0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,702.0,481.0,571.0,1087.0,1711.0,202.0,586.0,305.0,963.0,31.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1760,1637357677112,4109525050,CLASSIC,teambuilder-match-4109525050,1637355916821,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,8.0,5.0,6.0,8.0,6.0,5.0,7.0,6.0,7.0,6.0,666.0,450.0,155.0,616.0,264.0,1528.0,289.0,1942.0,357.0,152.0,NA1_4109525050,40.0,16.0,0.0,60.0,61.0,3.0,45.0,5.0,60.0,66.0,3888.0,171.0,1902.0,575.0,1735.0,367.0,2198.0,40.0,1608.0,2693.0,400,0.0,0.0,118983.0,11465.0,101733.0,20154.0,0.0,0.0,185507.0,25457.0,2675.0,57357.0,9.0,540175.0,4554.0,711.0,2199.0,1485.0,2000.0,1983.0,2487.0,2114.0,2056.0,2845.0,2752.0,1981.0,3671.0,3088.0,3061.0,2747.0,3086.0,3405.0,3043.0,3931.0,0.0,0.0,0.0,90.0,141.0,293.0,0.0,88.0,0.0,132.0,90.0,0.0,0.0,2.0,5.0,2.0,10.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,,200.0,4091.0,2069.0,2844.0,4304.0,2886.0,2281.0,4033.0,2998.0,3266.0,2933.0,,,,
0.0,0.0,5.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,184.0,703.0,891.0,284.0,1425.0,673.0,373.0,2319.0,299.0,171.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,1637282604941,4108276449,CLASSIC,teambuilder-match-4108276449,1637280617007,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,7.0,5.0,6.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,673.0,1150.0,133.0,131.0,0.0,1157.0,2828.0,203.0,1510.0,255.0,NA1_4108276449,43.0,14.0,0.0,73.0,44.0,3.0,82.0,2.0,50.0,54.0,178.0,1132.0,671.0,1680.0,3113.0,501.0,841.0,606.0,199.0,3341.0,400,0.0,0.0,27676.0,144665.0,216598.0,77240.0,137817.0,18274.0,11756.0,234075.0,70949.0,3732.0,9.0,540148.0,851.0,2308.0,805.0,2054.0,3632.0,1730.0,3670.0,907.0,1709.0,3596.0,2259.0,2678.0,3191.0,3474.0,4050.0,2748.0,3198.0,3769.0,2684.0,3596.0,0.0,0.0,0.0,26.0,0.0,242.0,519.0,72.0,0.0,97.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,0.0,,200.0,3679.0,2201.0,2851.0,4367.0,2848.0,2590.0,4524.0,3273.0,3641.0,2744.0,,,,
0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1062.0,641.0,1574.0,437.0,755.0,778.0,249.0,718.0,119.0,961.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1633,1637278602374,4108227988,CLASSIC,teambuilder-match-4108227988,1637276968774,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,2039.0,0.0,945.0,0.0,167.0,1828.0,411.0,NA1_4108227988,54.0,28.0,0.0,64.0,63.0,12.0,48.0,2.0,74.0,49.0,3231.0,2485.0,1008.0,540.0,2486.0,258.0,1732.0,525.0,279.0,2106.0,400,1.0,0.0,28368.0,30727.0,217901.0,8852.0,19320.0,17904.0,4986.0,214393.0,28998.0,5647.0,9.0,540157.0,3463.0,3275.0,1390.0,2648.0,2486.0,1393.0,1732.0,815.0,2260.0,2517.0,2812.0,2691.0,3249.0,4187.0,3105.0,2053.0,2399.0,2968.0,3224.0,4211.0,0.0,0.0,232.0,789.0,381.0,68.0,0.0,188.0,0.0,122.0,152.0,0.0,0.0,2.0,2.0,3.0,3.0,10.0,2.0,4.0,1.0,3.0,2.0,0.0,,200.0,4112.0,2700.0,2916.0,3944.0,2931.0,2060.0,3233.0,2832.0,4637.0,2412.0,,,,
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,132.0,1292.0,987.0,966.0,144.0,424.0,292.0,1171.0,1450.0,1104.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2004,1637273310586,4108197137,CLASSIC,teambuilder-match-4108197137,1637271306183,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,7.0,6.0,6.0,7.0,4.0,4.0,7.0,7.0,8.0,6.0,1560.0,1326.0,516.0,1979.0,0.0,1005.0,2196.0,260.0,1204.0,30.0,NA1_4108197137,50.0,38.0,3.0,56.0,40.0,0.0,52.0,1.0,75.0,7.0,784.0,454.0,1331.0,280.0,1394.0,166.0,1736.0,1690.0,404.0,2465.0,400,1.0,0.0,191239.0,60586.0,215511.0,19399.0,75043.0,15427.0,48327.0,25566.0,41474.0,7529.0,9.0,540177.0,2440.0,1780.0,2157.0,2430.0,1828.0,1172.0,4464.0,2032.0,1609.0,2545.0,3232.0,3057.0,2887.0,3001.0,2169.0,1784.0,3292.0,3621.0,3200.0,3004.0,0.0,0.0,96.0,0.0,310.0,170.0,434.0,0.0,532.0,82.0,0.0,49.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,,200.0,3672.0,2548.0,2912.0,3888.0,1717.0,1714.0,3860.0,3523.0,4316.0,2637.0,,,,1.0
0.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,531.0,100.0,85.0,1569.0,23.0,1419.0,1847.0,260.0,113.0,962.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1544,1637270665900,4108153527,CLASSIC,teambuilder-match-4108153527,1637269121307,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,3.0,4.0,2.0,7.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,6.0,704.0,2953.0,256.0,2867.0,106.0,1370.0,95.0,269.0,2029.0,165.0,NA1_4108153527,54.0,6.0,16.0,30.0,56.0,15.0,63.0,7.0,62.0,54.0,2000.0,241.0,2160.0,397.0,1686.0,368.0,3059.0,1440.0,3183.0,2138.0,400,0.0,0.0,31476.0,60216.0,90829.0,22792.0,7703.0,22238.0,101730.0,232923.0,102918.0,181217.0,9.0,540130.0,2922.0,3756.0,2453.0,3586.0,1793.0,1887.0,3155.0,1819.0,6087.0,2399.0,2656.0,2735.0,4085.0,3804.0,3088.0,2794.0,2997.0,3960.0,4168.0,3412.0,0.0,0.0,216.0,562.0,36.0,322.0,0.0,148.0,0.0,109.0,875.0,95.0,0.0,3.0,4.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,,200.0,4054.0,2200.0,3931.0,3490.0,2667.0,2868.0,4103.0,4222.0,4472.0,2589.0,,,,
0.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1229.0,-29.0,2133.0,320.0,435.0,441.0,80.0,1117.0,787.0,620.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2054,1637194478769,4107281212,CLASSIC,teambuilder-match-4107281212,1637192424297,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,1.0,0.0,48.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,730.0,0.0,469.0,1814.0,239.0,908.0,2796.0,965.0,236.0,619.0,NA1_4107281212,72.0,9.0,2.0,59.0,70.0,3.0,46.0,9.0,58.0,45.0,1944.0,1891.0,1916.0,724.0,2359.0,566.0,237.0,895.0,2654.0,548.0,400,0.0,0.0,49097.0,6373.0,148970.0,39608.0,0.0,7662.0,54601.0,59431.0,20416.0,27945.0,9.0,540145.0,2675.0,1946.0,2426.0,2755.0,2599.0,1645.0,3034.0,1917.0,3122.0,1401.0,3529.0,2721.0,3583.0,3675.0,3485.0,2841.0,2315.0,3092.0,2867.0,3070.0,0.0,0.0,0.0,54.0,40.0,216.0,0.0,170.0,0.0,56.0,231.0,233.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,206.0,3.0,1.0,0.0,,100.0,4406.0,2657.0,2974.0,4178.0,2816.0,2471.0,3075.0,3229.0,3375.0,2559.0,,1.0,,
0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,384.0,164.0,1083.0,1712.0,1304.0,190.0,524.0,199.0,518.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1595,1637181874818,4107068596,CLASSIC,teambuilder-match-4107068596,1637180279153,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,5.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,5.0,0.0,1104.0,528.0,1906.0,1239.0,858.0,935.0,0.0,1567.0,0.0,NA1_4107068596,68.0,1.0,4.0,52.0,51.0,1.0,32.0,3.0,49.0,37.0,3299.0,318.0,1252.0,572.0,1833.0,561.0,1197.0,890.0,692.0,1890.0,400,0.0,0.0,48788.0,32599.0,281711.0,22132.0,71751.0,39038.0,65725.0,86515.0,84223.0,33918.0,9.0,540160.0,3751.0,1423.0,2209.0,3203.0,3086.0,1485.0,2166.0,1052.0,2645.0,1890.0,2814.0,1834.0,3040.0,3613.0,3587.0,2879.0,2315.0,3299.0,2624.0,2168.0,0.0,0.0,452.0,0.0,429.0,724.0,14.0,66.0,34.0,161.0,386.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,,100.0,4072.0,1799.0,2668.0,4120.0,2851.0,2910.0,3525.0,3513.0,3799.0,2261.0,,,,
1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,424.0,120.0,1149.0,654.0,215.0,345.0,1016.0,2704.0,252.0,1611.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1533,1637179776629,4107035718,CLASSIC,teambuilder-match-4107035718,1637178243494,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,5.0,7.0,6.0,7.0,7.0,5.0,5.0,8.0,7.0,7.0,7.0,583.0,629.0,89.0,1360.0,2033.0,103.0,2504.0,45.0,1012.0,492.0,NA1_4107035718,58.0,2.0,6.0,36.0,5.0,54.0,49.0,5.0,51.0,73.0,1595.0,598.0,1284.0,308.0,170.0,1786.0,896.0,2261.0,297.0,5430.0,400,0.0,0.0,17643.0,33435.0,165690.0,35149.0,4823.0,10369.0,6111.0,147093.0,90475.0,59258.0,9.0,540174.0,2349.0,1227.0,1440.0,1669.0,2312.0,1890.0,3401.0,2499.0,1310.0,5923.0,2539.0,2645.0,3509.0,2424.0,2125.0,2445.0,3441.0,3964.0,2347.0,4561.0,0.0,0.0,170.0,0.0,66.0,0.0,108.0,0.0,0.0,192.0,0.0,0.0,0.0,109.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,,200.0,3496.0,2950.0,3743.0,3677.0,2362.0,1971.0,4462.0,3906.0,3774.0,3343.0,,,,
0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,565.0,545.0,385.0,27.0,446.0,211.0,161.0,859.0,974.0,670.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1845,1637393729917,4110135060,CLASSIC,teambuilder-match-4110135060,1637391884559,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,490.0,744.0,196.0,1967.0,173.0,525.0,358.0,0.0,2741.0,767.0,NA1_4110135060,49.0,9.0,5.0,40.0,67.0,14.0,50.0,2.0,73.0,66.0,2256.0,500.0,1414.0,404.0,4276.0,1185.0,1456.0,2984.0,720.0,2134.0,440,0.0,0.0,23587.0,15624.0,101477.0,59770.0,195417.0,11924.0,19395.0,103478.0,176868.0,0.0,9.0,540140.0,3136.0,1467.0,1635.0,2371.0,4449.0,1976.0,1945.0,3986.0,3591.0,2901.0,2825.0,2220.0,2335.0,2282.0,4501.0,2761.0,3241.0,3889.0,3589.0,3095.0,0.0,0.0,390.0,222.0,24.0,0.0,0.0,266.0,130.0,1002.0,130.0,0.0,0.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,,100.0,3364.0,2085.0,2257.0,3277.0,3042.0,2730.0,3614.0,3343.0,4315.0,3056.0,,,,
0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,105.0,1572.0,541.0,918.0,1043.0,618.0,659.0,1039.0,1291.0,432.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2760,1637391263424,4110056407,CLASSIC,teambuilder-match-4110056407,1637388503129,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,5.0,1069.0,11.0,0.0,317.0,894.0,2145.0,207.0,167.0,762.0,1573.0,NA1_4110056407,40.0,50.0,5.0,40.0,61.0,4.0,54.0,0.0,59.0,8.0,894.0,3878.0,2010.0,2176.0,2134.0,166.0,1474.0,98.0,1677.0,212.0,400,0.0,0.0,25301.0,59022.0,137590.0,16152.0,28868.0,51165.0,0.0,108952.0,67414.0,16616.0,9.0,540194.0,1964.0,4019.0,3108.0,2793.0,3132.0,2465.0,1735.0,298.0,2541.0,1936.0,2190.0,2872.0,3591.0,2723.0,3468.0,2368.0,2484.0,2674.0,3631.0,1857.0,0.0,0.0,0.0,130.0,1098.0,300.0,103.0,154.0,54.0,32.0,102.0,150.0,0.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,62.0,0.0,,200.0,3193.0,4353.0,3438.0,3566.0,2815.0,2875.0,2667.0,2536.0,4429.0,1851.0,,,,
1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,324.0,692.0,374.0,87.0,321.0,244.0,1169.0,1237.0,321.0,75.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1505,1637347429072,4109450026,CLASSIC,teambuilder-match-4109450026,1637345923595,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,3.0,2.0,2.0,0.0,7.0,5.0,7.0,8.0,7.0,5.0,9.0,8.0,7.0,5.0,1236.0,528.0,0.0,302.0,492.0,878.0,0.0,0.0,248.0,185.0,NA1_4109450026,50.0,12.0,0.0,58.0,65.0,1.0,57.0,17.0,43.0,46.0,1971.0,390.0,1113.0,3277.0,3992.0,177.0,4271.0,654.0,3018.0,1188.0,400,0.0,0.0,4161.0,81049.0,158009.0,25066.0,0.0,44485.0,116074.0,23978.0,19652.0,1221.0,9.0,540191.0,3207.0,989.0,1327.0,3843.0,4551.0,1056.0,4662.0,740.0,3434.0,1374.0,2674.0,2152.0,3449.0,3107.0,4371.0,2294.0,3694.0,3722.0,3076.0,2275.0,0.0,0.0,0.0,70.0,214.0,264.0,66.0,0.0,391.0,85.0,168.0,0.0,0.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,0.0,,100.0,3532.0,2123.0,3441.0,4494.0,3299.0,2225.0,5167.0,4323.0,3812.0,1857.0,,,,
