airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,chemtechdragon_team200,inhibs_lost_team100,baron_team200
0.0,2.0,3.0,2.0,5.0,6.0,5.0,1.0,4.0,4.0,2.0,0.0,0.0,1034.0,705.0,316.0,362.0,81.0,458.0,609.0,148.0,313.0,1008.0,2.0,4.0,1.0,5.0,5.0,7.0,3.0,3.0,4.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,1763,1637369823750,4109668480,CLASSIC,teambuilder-match-4109668480,1637368060057,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,95.0,0.0,4.0,4.0,2.0,1.0,4.0,104.0,4.0,4.0,1.0,12.0,6.0,1.0,2.0,1.0,2.0,0.0,5.0,3.0,6.0,13.0,12.0,13.0,11.0,8.0,10.0,13.0,12.0,9.0,10.0,724.0,6619.0,2629.0,6541.0,5876.0,357.0,2686.0,535.0,0.0,2134.0,NA1_4109668480,23.0,117.0,158.0,118.0,17.0,101.0,172.0,38.0,27.0,114.0,15709.0,2835.0,1463.0,1360.0,1174.0,5681.0,1229.0,9960.0,3565.0,7276.0,440,0.0,1.0,1.0,144730.0,86202.0,151757.0,78578.0,94246.0,420834.0,50091.0,392374.0,64329.0,0.0,21.0,1260358.0,17150.0,9807.0,4093.0,8384.0,7421.0,6039.0,6468.0,11461.0,4622.0,9411.0,10794.0,8470.0,7291.0,6747.0,5281.0,6133.0,7509.0,8748.0,6528.0,8058.0,3.0,1.0,716.0,352.0,0.0,482.0,370.0,0.0,2552.0,966.0,1057.0,0.0,0.0,5.0,8.0,7.0,6.0,14.0,8.0,4.0,8.0,24.0,3.0,0.0,1.0,100.0,10056.0,9026.0,10496.0,8062.0,4971.0,7008.0,10311.0,8777.0,5633.0,6848.0,,,1.0,,
0.0,1.0,12.0,4.0,5.0,9.0,6.0,1.0,12.0,3.0,7.0,0.0,1.0,168.0,677.0,701.0,1183.0,284.0,312.0,1690.0,1071.0,1502.0,471.0,2.0,8.0,5.0,4.0,5.0,4.0,6.0,3.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2012,1637374953322,4109741162,CLASSIC,teambuilder-match-4109741162,1637372940818,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,1.0,95.0,12.0,8.0,0.0,9.0,3.0,2.0,3.0,6.0,6.0,3.0,5.0,3.0,6.0,13.0,9.0,11.0,13.0,12.0,10.0,12.0,12.0,13.0,11.0,0.0,7028.0,0.0,12141.0,1889.0,0.0,121.0,1199.0,3649.0,1229.0,NA1_4109741162,147.0,5.0,17.0,138.0,131.0,31.0,130.0,15.0,161.0,138.0,9997.0,1520.0,6496.0,771.0,20050.0,5774.0,4925.0,12535.0,5525.0,14692.0,400,1.0,,0.0,76260.0,34996.0,193791.0,158926.0,52479.0,166764.0,152536.0,213831.0,214360.0,56278.0,21.0,1260355.0,11404.0,8548.0,7056.0,13356.0,21940.0,6910.0,5622.0,13848.0,10640.0,17480.0,10885.0,6477.0,7101.0,8813.0,9773.0,7812.0,7890.0,8711.0,9764.0,8496.0,2.0,5.0,1406.0,0.0,560.0,442.0,0.0,1135.0,576.0,114.0,1466.0,1558.0,0.0,6.0,17.0,10.0,7.0,6.0,12.0,6.0,1.0,8.0,5.0,0.0,1.0,200.0,10520.0,5757.0,8079.0,10185.0,8643.0,6246.0,9914.0,9263.0,10785.0,8085.0,,,,,
1.0,2.0,9.0,6.0,2.0,9.0,4.0,1.0,7.0,1.0,7.0,0.0,0.0,540.0,1133.0,1170.0,2353.0,94.0,835.0,95.0,185.0,1200.0,193.0,8.0,9.0,3.0,2.0,8.0,7.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,2139,1637307715707,4109075880,CLASSIC,teambuilder-match-4109075880,1637305575870,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,4.0,0.0,108.0,1.0,16.0,0.0,1.0,5.0,3.0,12.0,5.0,7.0,9.0,5.0,4.0,5.0,11.0,9.0,13.0,14.0,12.0,10.0,13.0,13.0,12.0,12.0,1752.0,0.0,0.0,19647.0,936.0,9936.0,0.0,0.0,6722.0,4342.0,NA1_4109075880,92.0,21.0,39.0,166.0,107.0,11.0,121.0,45.0,138.0,113.0,3361.0,5623.0,9627.0,775.0,11481.0,589.0,19748.0,9438.0,1940.0,8002.0,400,0.0,,1.0,60715.0,21671.0,193265.0,144120.0,55805.0,110286.0,236578.0,339446.0,221735.0,12222.0,21.0,1260283.0,5114.0,5914.0,10567.0,20549.0,13134.0,13705.0,19748.0,10225.0,8942.0,12345.0,5705.0,7653.0,8055.0,11123.0,8489.0,7585.0,9310.0,9215.0,7840.0,8438.0,2.0,2.0,0.0,291.0,939.0,126.0,716.0,3178.0,0.0,787.0,279.0,0.0,7.0,5.0,20.0,5.0,5.0,9.0,16.0,6.0,1.0,4.0,7.0,0.0,,100.0,8530.0,5520.0,10415.0,12301.0,9106.0,6710.0,10171.0,10309.0,8728.0,8749.0,,,,,
0.0,1.0,10.0,9.0,2.0,2.0,15.0,0.0,6.0,5.0,10.0,0.0,0.0,1920.0,511.0,589.0,822.0,328.0,438.0,487.0,500.0,668.0,1542.0,1.0,6.0,3.0,4.0,8.0,6.0,6.0,6.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2276,1637305106844,4109040118,CLASSIC,teambuilder-match-4109040118,1637302830659,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,83.0,4.0,16.0,0.0,16.0,90.0,10.0,0.0,1.0,7.0,4.0,3.0,4.0,13.0,1.0,0.0,7.0,2.0,8.0,13.0,10.0,11.0,12.0,11.0,9.0,12.0,11.0,12.0,12.0,0.0,52.0,5516.0,8199.0,0.0,3816.0,2398.0,86.0,6145.0,1056.0,NA1_4109040118,134.0,29.0,22.0,107.0,111.0,25.0,118.0,5.0,139.0,127.0,11730.0,4450.0,727.0,1717.0,15251.0,2115.0,1592.0,8007.0,571.0,13272.0,400,1.0,,0.0,71053.0,103727.0,246589.0,136008.0,106207.0,77488.0,23117.0,161523.0,612466.0,120367.0,21.0,1260315.0,12031.0,4914.0,6699.0,10284.0,15629.0,6534.0,3991.0,9683.0,6717.0,16044.0,8470.0,7061.0,7229.0,7162.0,10902.0,6098.0,6662.0,8050.0,8228.0,10987.0,2.0,3.0,301.0,411.0,456.0,368.0,378.0,603.0,0.0,1589.0,0.0,1714.0,0.0,4.0,7.0,3.0,11.0,6.0,23.0,8.0,9.0,12.0,6.0,0.0,1.0,200.0,11174.0,6231.0,7475.0,9050.0,7463.0,5902.0,9023.0,7930.0,9756.0,8939.0,,,1.0,,
0.0,5.0,16.0,7.0,0.0,6.0,8.0,2.0,10.0,6.0,5.0,0.0,0.0,1513.0,542.0,662.0,257.0,558.0,482.0,202.0,664.0,1781.0,177.0,5.0,7.0,9.0,8.0,6.0,7.0,4.0,6.0,7.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,1976,1637301948214,4109002505,CLASSIC,teambuilder-match-4109002505,1637299972183,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,95.0,8.0,12.0,0.0,4.0,104.0,0.0,0.0,0.0,4.0,1.0,1.0,11.0,11.0,4.0,5.0,12.0,11.0,6.0,13.0,10.0,12.0,13.0,12.0,10.0,13.0,13.0,13.0,11.0,6807.0,5951.0,296.0,1631.0,0.0,5216.0,1300.0,1774.0,11537.0,879.0,NA1_4109002505,105.0,20.0,11.0,113.0,134.0,32.0,135.0,12.0,95.0,92.0,1141.0,1345.0,5693.0,15341.0,15911.0,1717.0,11036.0,15302.0,1965.0,8033.0,400,0.0,1.0,1.0,163896.0,66385.0,162775.0,118244.0,255740.0,121548.0,108503.0,366992.0,57326.0,42117.0,21.0,1260457.0,9988.0,7297.0,6432.0,17560.0,18951.0,7930.0,12336.0,17535.0,14900.0,8912.0,7653.0,6982.0,6902.0,9252.0,11583.0,7296.0,9197.0,10679.0,11161.0,7497.0,4.0,2.0,2040.0,0.0,442.0,588.0,3040.0,996.0,0.0,458.0,1397.0,0.0,0.0,6.0,21.0,34.0,5.0,7.0,18.0,8.0,6.0,7.0,5.0,0.0,,200.0,10207.0,6821.0,8826.0,11251.0,9504.0,6894.0,10379.0,10137.0,10117.0,7618.0,,,,,
0.0,1.0,10.0,4.0,10.0,7.0,2.0,8.0,7.0,4.0,2.0,0.0,0.0,283.0,463.0,114.0,298.0,158.0,685.0,1101.0,-123.0,114.0,2278.0,3.0,4.0,3.0,6.0,5.0,1.0,7.0,5.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1871,1637281984805,4108275198,CLASSIC,teambuilder-match-4108275198,1637280113287,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,107.0,1.0,0.0,3.0,0.0,76.0,0.0,7.0,0.0,8.0,1.0,2.0,4.0,4.0,8.0,0.0,5.0,1.0,11.0,13.0,10.0,12.0,10.0,10.0,12.0,12.0,11.0,11.0,12.0,0.0,5500.0,1653.0,10772.0,478.0,9716.0,724.0,6715.0,6138.0,1195.0,NA1_4108275198,156.0,3.0,22.0,29.0,88.0,127.0,112.0,24.0,119.0,152.0,16711.0,1657.0,1720.0,976.0,9904.0,1945.0,5102.0,1359.0,1950.0,19317.0,400,2.0,,0.0,94788.0,24545.0,178963.0,78983.0,29988.0,93013.0,78921.0,304608.0,153001.0,101632.0,21.0,1260345.0,16711.0,7157.0,4181.0,12163.0,10591.0,13996.0,6263.0,8539.0,8817.0,22649.0,10103.0,5813.0,7590.0,7448.0,7488.0,8519.0,6526.0,7377.0,6914.0,11177.0,1.0,4.0,0.0,0.0,807.0,414.0,208.0,2335.0,436.0,464.0,728.0,2135.0,0.0,6.0,17.0,3.0,15.0,7.0,27.0,10.0,5.0,5.0,6.0,1.0,,100.0,11289.0,6561.0,8639.0,7159.0,7048.0,9737.0,9620.0,7549.0,8409.0,8638.0,,,,,
0.0,1.0,7.0,6.0,6.0,4.0,11.0,2.0,9.0,2.0,5.0,0.0,1.0,223.0,451.0,159.0,1147.0,715.0,498.0,1502.0,771.0,26.0,2178.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2426,1637220267523,4107762285,CLASSIC,teambuilder-match-4107762285,1637217840698,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,118.0,3.0,12.0,0.0,8.0,90.0,0.0,5.0,0.0,6.0,7.0,5.0,4.0,8.0,0.0,4.0,2.0,5.0,5.0,12.0,10.0,12.0,13.0,12.0,9.0,13.0,12.0,11.0,11.0,11504.0,10037.0,6109.0,6470.0,202.0,1647.0,0.0,1032.0,11801.0,955.0,NA1_4107762285,128.0,17.0,18.0,114.0,144.0,14.0,130.0,20.0,113.0,150.0,2749.0,695.0,6792.0,1278.0,11899.0,357.0,8072.0,6883.0,866.0,9811.0,440,2.0,,0.0,226634.0,101473.0,131674.0,224652.0,105367.0,102257.0,79425.0,187752.0,79598.0,110464.0,21.0,1260418.0,15255.0,11449.0,13422.0,8274.0,13357.0,2005.0,8072.0,8367.0,13267.0,10888.0,9507.0,8216.0,8899.0,8037.0,10014.0,5473.0,8252.0,7306.0,7651.0,8378.0,2.0,4.0,1001.0,716.0,520.0,526.0,1254.0,0.0,0.0,450.0,600.0,122.0,0.0,40.0,14.0,0.0,4.0,4.0,18.0,9.0,4.0,6.0,5.0,0.0,,100.0,9131.0,6812.0,9170.0,10664.0,9240.0,5917.0,10372.0,8767.0,8326.0,8251.0,,,,,
0.0,3.0,5.0,4.0,1.0,9.0,18.0,6.0,3.0,5.0,5.0,0.0,0.0,613.0,282.0,275.0,401.0,549.0,716.0,402.0,34.0,210.0,498.0,5.0,8.0,3.0,3.0,2.0,2.0,8.0,6.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1658,1637217444768,4107667925,CLASSIC,teambuilder-match-4107667925,1637215786054,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,132.0,12.0,20.0,0.0,0.0,63.0,0.0,0.0,0.0,12.0,4.0,12.0,3.0,6.0,0.0,0.0,6.0,4.0,1.0,12.0,10.0,14.0,12.0,12.0,11.0,12.0,11.0,13.0,11.0,0.0,9040.0,680.0,7053.0,905.0,4487.0,1266.0,8898.0,11410.0,538.0,NA1_4107667925,114.0,12.0,23.0,137.0,136.0,2.0,133.0,25.0,131.0,122.0,16743.0,2010.0,12483.0,252.0,13141.0,949.0,11267.0,1801.0,479.0,11440.0,440,1.0,,1.0,122047.0,22897.0,173678.0,78845.0,83029.0,22523.0,183229.0,377289.0,180691.0,112677.0,21.0,1260331.0,20057.0,11439.0,14387.0,7918.0,14457.0,6006.0,14153.0,11321.0,16148.0,11978.0,10403.0,6447.0,11314.0,7701.0,9248.0,6641.0,7360.0,7274.0,10180.0,7523.0,2.0,4.0,3314.0,388.0,1223.0,612.0,410.0,570.0,1620.0,622.0,4258.0,0.0,0.0,3.0,12.0,56.0,2.0,6.0,20.0,6.0,4.0,7.0,3.0,1.0,,100.0,9356.0,6139.0,11872.0,9903.0,8766.0,7592.0,9368.0,8157.0,10910.0,7875.0,1.0,,,,
0.0,3.0,14.0,1.0,4.0,6.0,9.0,3.0,6.0,4.0,7.0,0.0,0.0,877.0,10.0,272.0,821.0,53.0,143.0,76.0,898.0,974.0,134.0,1.0,2.0,5.0,6.0,4.0,4.0,3.0,7.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1836,1637206577883,4107455154,CLASSIC,teambuilder-match-4107455154,1637204740895,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,0.0,28.0,0.0,7.0,106.0,4.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,5.0,4.0,5.0,5.0,6.0,13.0,9.0,11.0,11.0,11.0,9.0,13.0,12.0,13.0,11.0,546.0,5079.0,0.0,8688.0,0.0,6474.0,3012.0,897.0,9653.0,642.0,NA1_4107455154,182.0,7.0,38.0,129.0,104.0,1.0,157.0,9.0,137.0,95.0,3298.0,1178.0,10162.0,1497.0,11355.0,1402.0,10698.0,11434.0,1595.0,7847.0,440,1.0,,0.0,434247.0,127364.0,239600.0,170261.0,64462.0,51319.0,124753.0,302547.0,65322.0,84386.0,21.0,1260323.0,3844.0,6769.0,10506.0,10186.0,11553.0,8354.0,14244.0,13636.0,11249.0,9204.0,8527.0,5545.0,9071.0,6411.0,7503.0,7418.0,9866.0,7698.0,8474.0,7859.0,3.0,3.0,0.0,512.0,344.0,0.0,198.0,478.0,533.0,1304.0,0.0,714.0,0.0,5.0,19.0,7.0,5.0,7.0,13.0,8.0,1.0,5.0,1.0,0.0,,200.0,10639.0,6014.0,7953.0,8524.0,7670.0,5845.0,11052.0,8659.0,9976.0,7426.0,,,,,
1.0,2.0,11.0,7.0,3.0,6.0,13.0,7.0,8.0,3.0,7.0,0.0,0.0,755.0,831.0,970.0,1396.0,740.0,133.0,205.0,491.0,1017.0,1819.0,3.0,6.0,1.0,3.0,7.0,5.0,1.0,3.0,4.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1934,1637204412564,4107377978,CLASSIC,teambuilder-match-4107377978,1637202477824,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,111.0,4.0,1.0,0.0,0.0,104.0,0.0,10.0,0.0,2.0,2.0,1.0,7.0,8.0,2.0,0.0,5.0,5.0,7.0,13.0,9.0,11.0,12.0,11.0,10.0,12.0,12.0,12.0,12.0,811.0,2054.0,4181.0,13168.0,1465.0,5050.0,3315.0,1322.0,9264.0,1232.0,NA1_4107377978,176.0,9.0,7.0,103.0,132.0,17.0,131.0,21.0,138.0,162.0,7156.0,878.0,184.0,1741.0,12575.0,867.0,3074.0,12146.0,140.0,14621.0,440,1.0,,0.0,203660.0,205784.0,378865.0,483058.0,409449.0,220355.0,343479.0,204125.0,363816.0,124018.0,21.0,1260373.0,9961.0,3165.0,4652.0,14910.0,14040.0,6136.0,6485.0,14429.0,9931.0,16027.0,8730.0,6080.0,7020.0,7746.0,9539.0,6757.0,6280.0,8486.0,9102.0,9779.0,1.0,4.0,1992.0,233.0,286.0,0.0,0.0,218.0,95.0,959.0,526.0,173.0,0.0,4.0,17.0,5.0,7.0,6.0,16.0,9.0,6.0,6.0,9.0,0.0,,200.0,10759.0,5956.0,8209.0,8964.0,7747.0,7000.0,9802.0,8796.0,9709.0,9079.0,1.0,,,,
0.0,2.0,12.0,3.0,4.0,3.0,10.0,6.0,6.0,2.0,6.0,0.0,0.0,310.0,2065.0,47.0,1327.0,81.0,526.0,1049.0,1174.0,283.0,748.0,4.0,2.0,6.0,4.0,6.0,3.0,5.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2252,1637200793750,4107296684,CLASSIC,teambuilder-match-4107296684,1637198541228,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,96.0,20.0,0.0,2.0,0.0,79.0,4.0,4.0,0.0,5.0,1.0,2.0,7.0,2.0,3.0,2.0,4.0,8.0,8.0,12.0,11.0,11.0,14.0,11.0,10.0,12.0,11.0,12.0,12.0,7701.0,4817.0,874.0,2357.0,632.0,4616.0,11762.0,9141.0,1121.0,47.0,NA1_4107296684,144.0,3.0,4.0,138.0,153.0,9.0,113.0,16.0,141.0,154.0,2109.0,832.0,5041.0,9955.0,7429.0,1666.0,801.0,413.0,10463.0,14183.0,400,1.0,1.0,0.0,22890.0,22301.0,152341.0,132262.0,23652.0,138641.0,53105.0,144349.0,99883.0,41189.0,21.0,1260393.0,10102.0,5915.0,6612.0,15536.0,8062.0,6867.0,12563.0,9745.0,12165.0,15543.0,8585.0,5990.0,6217.0,11232.0,7101.0,6751.0,6824.0,7484.0,10433.0,9983.0,3.0,3.0,291.0,266.0,695.0,3222.0,0.0,585.0,0.0,190.0,580.0,1313.0,48.0,9.0,10.0,5.0,6.0,4.0,64.0,7.0,9.0,12.0,7.0,0.0,,100.0,9632.0,7476.0,7873.0,12407.0,8112.0,6594.0,8931.0,7514.0,9491.0,9891.0,,,,,
1.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,6.0,4.0,5.0,0.0,0.0,1164.0,704.0,2512.0,407.0,469.0,419.0,1382.0,2155.0,-27.0,705.0,12.0,3.0,3.0,6.0,3.0,4.0,5.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,2040,1637386080741,4110013037,CLASSIC,teambuilder-match-4110013037,1637384040444,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,108.0,4.0,4.0,0.0,4.0,132.0,5.0,0.0,0.0,6.0,1.0,4.0,5.0,3.0,0.0,7.0,15.0,4.0,1.0,12.0,10.0,11.0,13.0,11.0,10.0,13.0,15.0,12.0,10.0,0.0,2985.0,2822.0,1085.0,527.0,1622.0,0.0,18331.0,0.0,6559.0,NA1_4110013037,125.0,38.0,7.0,174.0,158.0,10.0,141.0,21.0,90.0,85.0,13718.0,215.0,2473.0,9916.0,5423.0,392.0,5951.0,921.0,8267.0,327.0,400,1.0,,1.0,142216.0,171463.0,597471.0,90153.0,466217.0,132108.0,8884.0,325215.0,117208.0,128034.0,21.0,1260389.0,13750.0,3322.0,5843.0,11560.0,5950.0,2519.0,7600.0,20085.0,9181.0,7070.0,8409.0,4929.0,8287.0,9101.0,7814.0,4764.0,9207.0,11870.0,7413.0,5940.0,2.0,2.0,32.0,121.0,547.0,558.0,0.0,504.0,1649.0,833.0,914.0,182.0,0.0,1.0,7.0,1.0,12.0,6.0,12.0,7.0,12.0,9.0,4.0,0.0,1.0,100.0,8947.0,6782.0,8414.0,11385.0,7724.0,7116.0,10418.0,13361.0,9776.0,7106.0,,,1.0,,
0.0,3.0,9.0,1.0,1.0,3.0,6.0,1.0,5.0,2.0,8.0,0.0,0.0,991.0,687.0,1035.0,245.0,948.0,306.0,1147.0,712.0,1495.0,583.0,8.0,4.0,4.0,7.0,2.0,0.0,7.0,6.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2385,1637383540837,4109894970,CLASSIC,teambuilder-match-4109894970,1637381155299,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,144.0,4.0,6.0,0.0,0.0,85.0,2.0,0.0,0.0,9.0,0.0,3.0,11.0,3.0,2.0,3.0,8.0,9.0,1.0,13.0,11.0,13.0,13.0,12.0,11.0,12.0,13.0,13.0,11.0,17620.0,3083.0,321.0,5682.0,103.0,3968.0,4807.0,1605.0,14271.0,669.0,NA1_4109894970,133.0,30.0,40.0,166.0,154.0,31.0,105.0,17.0,135.0,139.0,1151.0,519.0,6277.0,11513.0,8329.0,1397.0,5256.0,13611.0,2754.0,9782.0,400,2.0,,0.0,279449.0,112402.0,460000.0,48752.0,28395.0,64029.0,25072.0,141101.0,38201.0,101692.0,21.0,1260349.0,19006.0,3603.0,7155.0,18117.0,8800.0,5900.0,13707.0,15518.0,17731.0,11155.0,10380.0,5012.0,8850.0,11670.0,8718.0,5756.0,6297.0,9927.0,9900.0,6843.0,0.0,6.0,234.0,0.0,556.0,922.0,367.0,534.0,3643.0,302.0,705.0,703.0,0.0,10.0,18.0,2.0,6.0,6.0,17.0,4.0,2.0,7.0,5.0,1.0,,100.0,11370.0,7786.0,11036.0,11183.0,9803.0,7369.0,8740.0,11154.0,10495.0,8273.0,,,,,
