assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,baron_team100,dragon_team200,inhibs_lost_team100,riftherald_team200,inhibs_lost_team200,baron_team200,riftherald_team300,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
2.0,7.0,4.0,3.0,2.0,3.0,2.0,6.0,2.0,1.0,188.0,360.0,506.0,511.0,79.0,548.0,1782.0,853.0,57.0,848.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,119.0,11.0,4.0,0.0,12.0,94.0,3.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,7.0,12.0,9.0,11.0,12.0,11.0,9.0,12.0,11.0,12.0,11.0,1121.0,1646.0,8116.0,763.0,265.0,5690.0,6756.0,482.0,1572.0,259.0,139.0,26.0,13.0,169.0,122.0,29.0,140.0,25.0,123.0,173.0,2629.0,939.0,494.0,6651.0,5702.0,662.0,408.0,2877.0,6964.0,5812.0,1.0,59945.0,82871.0,332065.0,157522.0,191327.0,155637.0,46314.0,441761.0,57439.0,8523.0,1200384.0,3750.0,2585.0,9269.0,7582.0,6894.0,7060.0,7165.0,3666.0,8647.0,7834.0,7458.0,5115.0,6891.0,8351.0,6629.0,5773.0,6712.0,6188.0,7277.0,9523.0,8.0,3.0,0.0,0.0,658.0,168.0,926.0,707.0,0.0,307.0,110.0,1762.0,0.0,9.0,32.0,5.0,15.0,7.0,25.0,8.0,15.0,9.0,12.0,200.0,9818.0,5759.0,8026.0,9745.0,7929.0,5449.0,9438.0,8359.0,8673.0,8491.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,13,9,30,30,142,117,9,13,55,55,15955,10715,472,487,16138,17000,896496,636908,34555,29897,35102,34815,2459,2179,61,76,14,18,40967,40720
0.0,9.0,8.0,3.0,6.0,4.0,4.0,3.0,5.0,3.0,578.0,438.0,775.0,284.0,733.0,381.0,341.0,940.0,424.0,586.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,126.0,4.0,100.0,0.0,8.0,0.0,2.0,1.0,0.0,4.0,2.0,8.0,6.0,9.0,0.0,2.0,11.0,10.0,9.0,12.0,11.0,12.0,13.0,12.0,12.0,10.0,7178.0,2999.0,1977.0,0.0,411.0,1136.0,2464.0,702.0,8665.0,667.0,114.0,8.0,8.0,136.0,179.0,16.0,154.0,11.0,142.0,122.0,1325.0,354.0,124.0,8457.0,10263.0,10475.0,6441.0,8056.0,342.0,7637.0,0.0,31549.0,78083.0,69312.0,98955.0,74884.0,267769.0,82671.0,143061.0,90137.0,24777.0,1200389.0,8504.0,3354.0,2409.0,8891.0,10675.0,12049.0,8906.0,9374.0,9007.0,8867.0,6378.0,5453.0,4410.0,7749.0,7783.0,9811.0,8674.0,9090.0,6064.0,6761.0,5.0,1.0,0.0,0.0,308.0,433.0,0.0,437.0,0.0,615.0,0.0,562.0,11.0,8.0,33.0,14.0,7.0,43.0,10.0,9.0,10.0,17.0,12.0,200.0,8398.0,6359.0,5721.0,9646.0,8253.0,9476.0,10939.0,8989.0,8584.0,6476.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,18,16,30,30,134,116,16,18,55,57,10702,15497,453,437,30644,22830,542469,418729,42528,39508,36131,36042,1178,1177,82,81,21,24,41494,41347
1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,323.0,295.0,329.0,676.0,901.0,193.0,32.0,1935.0,887.0,345.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,0.0,0.0,4.0,111.0,2.0,8.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,3.0,8.0,1.0,5.0,13.0,8.0,12.0,12.0,12.0,8.0,13.0,13.0,12.0,11.0,0.0,982.0,557.0,8051.0,643.0,437.0,170.0,1556.0,851.0,11480.0,133.0,24.0,35.0,144.0,172.0,13.0,182.0,35.0,146.0,142.0,3576.0,762.0,4147.0,2394.0,5136.0,762.0,7717.0,7170.0,3652.0,625.0,0.0,40825.0,76376.0,243028.0,45509.0,171372.0,97430.0,129023.0,611987.0,44189.0,89401.0,1200305.0,4893.0,2103.0,5179.0,10446.0,5779.0,1619.0,8222.0,9096.0,4504.0,12362.0,6433.0,4495.0,7579.0,6636.0,7586.0,3443.0,8532.0,9985.0,7812.0,7570.0,4.0,0.0,1317.0,358.0,473.0,0.0,0.0,420.0,334.0,369.0,0.0,256.0,7.0,6.0,11.0,7.0,5.0,33.0,2.0,6.0,8.0,7.0,9.0,200.0,10025.0,4696.0,9100.0,9109.0,8775.0,4325.0,11016.0,10151.0,9667.0,8048.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,18,9,20,30,112,125,9,18,57,57,9688,15039,497,529,16015,19926,598164,950976,27916,36287,31677,38394,2210,1317,53,41,7,15,41334,43578
3.0,7.0,5.0,7.0,2.0,8.0,3.0,5.0,2.0,3.0,82.0,690.0,309.0,419.0,431.0,393.0,1442.0,591.0,701.0,751.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,3.0,0.0,12.0,17.0,121.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,10.0,1.0,4.0,3.0,3.0,2.0,11.0,8.0,11.0,13.0,11.0,10.0,14.0,11.0,12.0,10.0,2849.0,2811.0,848.0,8766.0,0.0,104.0,0.0,8121.0,2191.0,1174.0,94.0,8.0,7.0,134.0,174.0,39.0,179.0,7.0,183.0,135.0,6705.0,507.0,4667.0,1015.0,14477.0,5574.0,11009.0,191.0,5128.0,2195.0,0.0,62487.0,121248.0,175700.0,304092.0,45479.0,19587.0,37489.0,82590.0,40135.0,39903.0,1200439.0,10223.0,3318.0,5646.0,10140.0,14477.0,6203.0,12045.0,8619.0,7320.0,3369.0,5627.0,4405.0,7274.0,6314.0,12131.0,6268.0,9567.0,7731.0,8126.0,7551.0,9.0,5.0,668.0,0.0,131.0,358.0,0.0,524.0,1036.0,306.0,0.0,0.0,0.0,11.0,36.0,10.0,17.0,11.0,27.0,12.0,68.0,10.0,12.0,200.0,7670.0,4606.0,7903.0,9974.0,8199.0,6889.0,11523.0,8107.0,9835.0,7289.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,12,16,30,30,119,138,16,12,56,55,12567,14297,448,512,32438,19030,607345,321365,46689,34671,37614,37380,1681,1342,76,138,25,20,40635,41360
10.0,4.0,5.0,7.0,8.0,11.0,4.0,7.0,5.0,3.0,1202.0,127.0,468.0,657.0,229.0,95.0,18.0,1171.0,173.0,1240.0,3.0,6.0,3.0,3.0,5.0,4.0,4.0,7.0,3.0,7.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,4.0,16.0,0.0,2.0,105.0,4.0,0.0,0.0,3.0,2.0,12.0,6.0,2.0,4.0,1.0,5.0,4.0,6.0,12.0,9.0,12.0,12.0,11.0,9.0,10.0,12.0,12.0,11.0,11656.0,3780.0,883.0,7576.0,264.0,4074.0,5514.0,0.0,3703.0,1121.0,110.0,41.0,22.0,153.0,121.0,21.0,109.0,23.0,153.0,65.0,3794.0,1544.0,14147.0,948.0,10426.0,1345.0,3442.0,11473.0,9836.0,2946.0,1.0,323801.0,67213.0,347890.0,67434.0,47558.0,58162.0,38411.0,185411.0,73418.0,156504.0,1200390.0,15451.0,6046.0,16359.0,8674.0,10690.0,6032.0,8956.0,13097.0,13594.0,6370.0,7617.0,5017.0,10366.0,8572.0,7439.0,6085.0,5693.0,7846.0,8423.0,7030.0,0.0,7.0,0.0,720.0,1328.0,150.0,0.0,612.0,0.0,1624.0,54.0,2302.0,6.0,13.0,9.0,7.0,11.0,9.0,26.0,257.0,5.0,8.0,5.0,100.0,9941.0,5959.0,9446.0,9948.0,7959.0,5981.0,7074.0,8736.0,9347.0,7626.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18,27,30,30,136,111,27,18,56,54,24453,14118,427,391,30660,29241,844845,520957,57206,48063,40079,34009,2090,4700,66,284,41,23,43275,38742
3.0,7.0,4.0,2.0,3.0,5.0,1.0,3.0,4.0,1.0,518.0,74.0,920.0,860.0,142.0,63.0,535.0,315.0,738.0,46.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,141.0,0.0,118.0,5.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,9.0,4.0,5.0,8.0,9.0,12.0,12.0,10.0,13.0,12.0,12.0,12.0,12.0,1777.0,2125.0,7908.0,1779.0,221.0,303.0,0.0,11477.0,1369.0,2109.0,9.0,29.0,131.0,139.0,136.0,35.0,171.0,14.0,156.0,171.0,788.0,1253.0,310.0,4407.0,5354.0,8193.0,4296.0,307.0,7621.0,3510.0,2.0,7563.0,60420.0,308833.0,29558.0,23218.0,197098.0,45879.0,216073.0,68280.0,45676.0,1200385.0,2565.0,3801.0,8722.0,6737.0,5772.0,9271.0,4641.0,12271.0,9515.0,5619.0,4492.0,5068.0,8305.0,7360.0,6342.0,9928.0,7530.0,9005.0,8621.0,8846.0,4.0,8.0,0.0,422.0,502.0,550.0,195.0,774.0,344.0,486.0,524.0,0.0,0.0,40.0,34.0,5.0,11.0,10.0,4.0,11.0,12.0,10.0,7.0,100.0,4888.0,5396.0,9270.0,8628.0,6361.0,10353.0,9616.0,9210.0,9717.0,9257.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,19,10,30,30,146,131,10,19,55,57,11988,17080,450,541,19052,16987,566270,436328,33067,35847,36427,39070,2021,1776,70,74,17,16,39500,43196
1.0,6.0,4.0,0.0,2.0,6.0,1.0,2.0,3.0,4.0,1617.0,723.0,384.0,188.0,835.0,960.0,45.0,78.0,612.0,23.0,3.0,4.0,6.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,4.0,12.0,84.0,0.0,0.0,0.0,4.0,139.0,4.0,0.0,0.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,8.0,4.0,1.0,13.0,11.0,10.0,12.0,10.0,10.0,13.0,13.0,13.0,10.0,0.0,1595.0,921.0,3408.0,2905.0,7619.0,2645.0,836.0,15047.0,0.0,119.0,147.0,8.0,128.0,132.0,19.0,152.0,30.0,145.0,13.0,9704.0,7128.0,7606.0,2043.0,13065.0,1217.0,5893.0,8287.0,940.0,8919.0,0.0,65532.0,43769.0,212063.0,33363.0,792.0,132743.0,80161.0,140783.0,47957.0,92592.0,1200367.0,11717.0,8724.0,9290.0,6832.0,15970.0,8837.0,9081.0,9858.0,16198.0,8919.0,8022.0,7853.0,5829.0,6138.0,6710.0,5095.0,7845.0,10793.0,8492.0,5723.0,8.0,0.0,2012.0,0.0,762.0,1380.0,0.0,0.0,542.0,734.0,210.0,0.0,10.0,5.0,9.0,5.0,4.0,10.0,24.0,7.0,6.0,8.0,17.0,200.0,10184.0,7579.0,7002.0,9085.0,6470.0,7035.0,10003.0,11169.0,11120.0,6584.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,18,14,30,30,88,159,14,18,55,60,14853,20123,406,487,33635,31167,444493,405262,52646,52780,31794,40706,4154,1486,48,47,13,16,39776,46455
2.0,5.0,2.0,0.0,5.0,3.0,5.0,4.0,1.0,3.0,1683.0,71.0,148.0,324.0,287.0,124.0,2309.0,2102.0,525.0,88.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,109.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,0.0,13.0,10.0,11.0,11.0,10.0,9.0,13.0,12.0,12.0,10.0,0.0,2679.0,870.0,0.0,9076.0,3902.0,2609.0,882.0,8234.0,1961.0,160.0,6.0,21.0,130.0,124.0,26.0,153.0,11.0,152.0,171.0,6817.0,878.0,3778.0,2505.0,358.0,851.0,12291.0,5111.0,1527.0,6591.0,2.0,29103.0,107312.0,503228.0,84827.0,162950.0,86138.0,448246.0,163287.0,176127.0,793.0,1200309.0,6958.0,4089.0,5192.0,3316.0,9435.0,5261.0,15012.0,6748.0,9966.0,8552.0,8323.0,4661.0,7963.0,6404.0,6677.0,5309.0,8159.0,7402.0,7875.0,7088.0,10.0,7.0,140.0,531.0,543.0,811.0,0.0,508.0,112.0,755.0,204.0,0.0,27.0,12.0,74.0,40.0,19.0,10.0,44.0,18.0,9.0,17.0,15.0,200.0,10509.0,6762.0,8132.0,7874.0,7087.0,6022.0,10747.0,9019.0,9402.0,6955.0,1.0,6.0,2.0,0.0,1.0,2.0,0.0,13,10,30,30,117,110,10,12,54,57,13848,16365,461,493,14309,26398,866246,895765,30162,44367,34676,35185,2002,1602,125,133,12,18,39624,42885
2.0,5.0,4.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,1424.0,617.0,1340.0,444.0,797.0,320.0,920.0,1124.0,1071.0,690.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,4.0,4.0,0.0,12.0,118.0,0.0,0.0,0.0,7.0,0.0,3.0,7.0,0.0,2.0,2.0,4.0,7.0,1.0,14.0,9.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,11.0,8920.0,2606.0,0.0,2271.0,254.0,3170.0,4256.0,11624.0,604.0,974.0,123.0,21.0,18.0,126.0,158.0,30.0,140.0,29.0,132.0,142.0,5209.0,316.0,8253.0,6684.0,6141.0,955.0,3075.0,1632.0,13189.0,4468.0,1.0,78736.0,41545.0,223746.0,77573.0,5416.0,36890.0,34659.0,76860.0,88751.0,27018.0,1200363.0,14285.0,3269.0,8475.0,8956.0,6395.0,4779.0,9808.0,14374.0,14110.0,5442.0,8489.0,4702.0,7840.0,8799.0,6797.0,5430.0,6955.0,8424.0,9060.0,6790.0,4.0,8.0,156.0,346.0,222.0,0.0,0.0,653.0,2475.0,1117.0,316.0,0.0,10.0,363.0,42.0,11.0,9.0,16.0,52.0,7.0,100.0,2.0,33.0,100.0,11471.0,6066.0,8595.0,9065.0,6890.0,6170.0,9813.0,9140.0,8859.0,7581.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,14,19,30,30,148,130,19,14,58,56,14615,20064,455,464,27242,22680,422361,268833,42890,47003,37355,35931,1031,4254,451,184,14,19,42191,41459
2.0,9.0,9.0,1.0,9.0,12.0,1.0,4.0,7.0,7.0,478.0,357.0,298.0,1061.0,654.0,108.0,315.0,48.0,16.0,482.0,4.0,6.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,95.0,16.0,0.0,0.0,8.0,125.0,0.0,5.0,0.0,6.0,1.0,4.0,4.0,3.0,0.0,1.0,7.0,4.0,3.0,12.0,8.0,10.0,13.0,10.0,9.0,11.0,12.0,13.0,10.0,3223.0,2556.0,856.0,2696.0,1623.0,2954.0,0.0,598.0,9061.0,942.0,149.0,15.0,9.0,146.0,110.0,6.0,103.0,37.0,144.0,95.0,6963.0,409.0,9052.0,5380.0,3823.0,667.0,4120.0,12895.0,829.0,7939.0,1.0,36711.0,26893.0,164688.0,74668.0,351377.0,106676.0,31871.0,300971.0,280071.0,792.0,1200319.0,11005.0,3742.0,10682.0,8654.0,7653.0,3621.0,4120.0,14764.0,9978.0,8891.0,9933.0,4557.0,7838.0,8894.0,6954.0,5158.0,5715.0,9762.0,8496.0,7357.0,4.0,6.0,818.0,776.0,773.0,577.0,2207.0,0.0,0.0,1270.0,87.0,9.0,0.0,14.0,51.0,3.0,13.0,10.0,48.0,8.0,6.0,14.0,15.0,100.0,9146.0,4871.0,7218.0,10156.0,6722.0,5791.0,7944.0,9541.0,10061.0,7024.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,16,17,30,30,119,138,17,16,54,54,11352,13157,420,394,25885,26192,734120,640598,41615,41495,38777,35887,4375,2142,88,94,33,28,39033,39441
0.0,16.0,2.0,1.0,0.0,3.0,3.0,8.0,4.0,11.0,84.0,1242.0,83.0,168.0,179.0,249.0,1293.0,2895.0,1808.0,2689.0,1.0,1.0,5.0,6.0,5.0,3.0,5.0,0.0,1.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,14.0,0.0,113.0,8.0,0.0,0.0,0.0,143.0,0.0,12.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,6.0,13.0,11.0,12.0,11.0,10.0,9.0,12.0,13.0,12.0,12.0,1667.0,3359.0,47.0,4342.0,1716.0,772.0,309.0,968.0,7145.0,648.0,149.0,25.0,39.0,121.0,119.0,32.0,120.0,30.0,152.0,185.0,4726.0,563.0,4369.0,758.0,5990.0,706.0,5223.0,6284.0,1675.0,13488.0,1.0,41183.0,15746.0,240161.0,223237.0,0.0,32729.0,104246.0,249743.0,365863.0,145395.0,1200296.0,7001.0,3922.0,5139.0,5100.0,7706.0,1982.0,6998.0,7442.0,9258.0,14925.0,7684.0,6767.0,7433.0,6108.0,6054.0,4859.0,6463.0,9185.0,8373.0,10459.0,6.0,1.0,608.0,0.0,723.0,0.0,0.0,504.0,1465.0,189.0,438.0,788.0,0.0,6.0,19.0,5.0,6.0,10.0,15.0,7.0,5.0,7.0,10.0,200.0,10240.0,8398.0,8752.0,7748.0,6184.0,5177.0,9358.0,10511.0,9877.0,9563.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,20,8,30,30,135,155,8,20,55,60,8544,12429,460,512,16549,27233,537310,880993,26928,42545,32138,41247,1835,2880,42,48,6,42,38101,47707
1.0,7.0,5.0,2.0,1.0,6.0,8.0,6.0,1.0,2.0,457.0,209.0,321.0,331.0,144.0,121.0,397.0,997.0,201.0,105.0,3.0,2.0,6.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,5.0,0.0,0.0,8.0,121.0,21.0,7.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,3.0,8.0,5.0,4.0,13.0,8.0,11.0,12.0,10.0,9.0,12.0,13.0,12.0,12.0,563.0,3249.0,8158.0,1348.0,501.0,3087.0,1953.0,1635.0,9710.0,316.0,138.0,24.0,40.0,135.0,150.0,6.0,129.0,40.0,152.0,162.0,5348.0,685.0,720.0,6514.0,4811.0,808.0,7381.0,11425.0,1713.0,8952.0,0.0,91487.0,92585.0,81612.0,66976.0,19121.0,162334.0,134547.0,262621.0,182048.0,52411.0,1200295.0,6878.0,3935.0,9938.0,8102.0,5312.0,4555.0,10687.0,15313.0,12324.0,9268.0,7330.0,4759.0,6546.0,8431.0,6604.0,4771.0,8147.0,11012.0,10225.0,8240.0,8.0,1.0,965.0,0.0,1060.0,240.0,0.0,660.0,1352.0,2252.0,900.0,0.0,0.0,7.0,23.0,2.0,7.0,7.0,26.0,5.0,6.0,6.0,41.0,200.0,10039.0,4656.0,8026.0,9317.0,6914.0,5756.0,9257.0,10450.0,9686.0,9670.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,20,11,30,30,94,157,11,20,55,57,13657,16863,469,507,18201,30156,421530,724212,34785,51527,33682,42383,2925,4504,49,81,15,24,40052,43719
0.0,6.0,2.0,4.0,3.0,8.0,3.0,2.0,5.0,4.0,769.0,227.0,1636.0,406.0,218.0,1172.0,645.0,1475.0,377.0,505.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,121.0,0.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,6.0,2.0,0.0,9.0,1.0,0.0,13.0,9.0,12.0,12.0,11.0,9.0,12.0,12.0,11.0,11.0,1833.0,1678.0,317.0,8488.0,494.0,3298.0,305.0,9126.0,7177.0,441.0,158.0,26.0,25.0,138.0,142.0,10.0,131.0,23.0,120.0,148.0,7022.0,855.0,4844.0,1153.0,12037.0,1208.0,5028.0,1397.0,94.0,6521.0,1.0,66762.0,38910.0,151482.0,101068.0,96250.0,28968.0,132216.0,363130.0,64023.0,362839.0,1200445.0,8856.0,3033.0,5564.0,9642.0,12675.0,4506.0,6547.0,11398.0,7272.0,7238.0,8119.0,4687.0,7151.0,7631.0,9043.0,6072.0,6235.0,9950.0,6137.0,6555.0,1.0,6.0,0.0,499.0,403.0,0.0,144.0,0.0,1213.0,874.0,0.0,275.0,10.0,6.0,21.0,61.0,11.0,38.0,25.0,10.0,4.0,13.0,10.0,100.0,9984.0,5293.0,8837.0,9222.0,8096.0,6041.0,9175.0,9060.0,8118.0,7413.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,18,30,30,129,113,18,11,57,55,14430,18727,473,448,26264,13895,444530,961118,41243,35488,38016,33564,547,2861,141,58,17,20,42180,39059
