assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,baron_team100,dragon_team200,inhibs_lost_team100,riftherald_team200,inhibs_lost_team200,baron_team200,riftherald_team300,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
2.0,4.0,8.0,5.0,7.0,17.0,0.0,6.0,2.0,1.0,1019.0,435.0,822.0,835.0,290.0,933.0,407.0,1952.0,171.0,569.0,1.0,11.0,2.0,5.0,3.0,3.0,7.0,4.0,2.0,5.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,110.0,0.0,19.0,1.0,0.0,105.0,0.0,0.0,0.0,5.0,3.0,7.0,3.0,12.0,2.0,1.0,3.0,1.0,6.0,13.0,10.0,13.0,11.0,12.0,10.0,10.0,12.0,10.0,10.0,0.0,10815.0,10000.0,5785.0,647.0,3644.0,3147.0,5911.0,194.0,1233.0,152.0,52.0,34.0,103.0,135.0,29.0,95.0,37.0,77.0,104.0,10023.0,451.0,80.0,1870.0,15496.0,2156.0,8098.0,335.0,3376.0,7762.0,1.0,82428.0,24377.0,527571.0,140714.0,56426.0,42018.0,338740.0,252532.0,52133.0,46752.0,1200447.0,10023.0,11717.0,10821.0,8170.0,16252.0,6392.0,11246.0,8018.0,4100.0,8995.0,9169.0,6505.0,9312.0,7285.0,11490.0,7518.0,5732.0,8952.0,4869.0,7194.0,0.0,9.0,0.0,450.0,740.0,514.0,108.0,592.0,0.0,1771.0,530.0,0.0,9.0,8.0,16.0,2.0,8.0,5.0,14.0,7.0,1.0,4.0,27.0,100.0,11006.0,6515.0,10538.0,7358.0,9676.0,7141.0,7020.0,9771.0,6584.0,6372.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,29,30,30,142,105,29,14,59,52,20076,21300,453,365,29625,20022,849157,714534,51658,44076,44774,33252,1954,2751,37,55,39,13,45719,36262
4.0,8.0,6.0,7.0,5.0,8.0,7.0,2.0,7.0,7.0,1946.0,503.0,1176.0,1733.0,435.0,340.0,135.0,530.0,140.0,214.0,3.0,6.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,6.0,3.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,110.0,8.0,8.0,0.0,1.0,7.0,88.0,0.0,0.0,6.0,1.0,5.0,3.0,4.0,1.0,6.0,1.0,5.0,2.0,13.0,9.0,11.0,13.0,10.0,8.0,12.0,12.0,11.0,10.0,6292.0,3350.0,964.0,7483.0,550.0,3894.0,14821.0,1925.0,706.0,0.0,166.0,30.0,24.0,164.0,134.0,4.0,145.0,171.0,16.0,120.0,3891.0,2127.0,8738.0,643.0,8805.0,555.0,615.0,8128.0,8777.0,7814.0,1.0,735046.0,132859.0,81689.0,396709.0,97279.0,60334.0,179348.0,60295.0,382772.0,9749.0,1200361.0,10216.0,5939.0,10190.0,8126.0,9356.0,4737.0,15437.0,10053.0,10123.0,7910.0,10406.0,4668.0,8926.0,9158.0,8260.0,5540.0,8735.0,7345.0,7465.0,6439.0,0.0,9.0,32.0,462.0,488.0,0.0,0.0,288.0,0.0,0.0,639.0,96.0,0.0,19.0,30.0,5.0,11.0,9.0,31.0,15.0,12.0,4.0,7.0,100.0,10499.0,5241.0,8415.0,10727.0,7163.0,4619.0,8951.0,9820.0,7410.0,6570.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15,19,30,30,139,96,19,15,55,54,19183,20802,492,482,22632,27461,1371057,765023,42625,49462,42290,34652,808,1197,75,68,30,31,41423,37992
2.0,14.0,0.0,2.0,2.0,2.0,1.0,8.0,5.0,8.0,365.0,1214.0,80.0,214.0,89.0,156.0,1363.0,1721.0,2179.0,954.0,4.0,0.0,4.0,4.0,9.0,5.0,1.0,0.0,1.0,2.0,0.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,70.0,7.0,1.0,0.0,16.0,121.0,12.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,6.0,11.0,10.0,9.0,12.0,10.0,9.0,13.0,12.0,13.0,11.0,525.0,3916.0,791.0,9672.0,0.0,2596.0,8079.0,719.0,13950.0,894.0,145.0,27.0,23.0,170.0,123.0,34.0,158.0,15.0,199.0,157.0,5920.0,1954.0,4168.0,662.0,6879.0,1195.0,5355.0,9015.0,749.0,11680.0,0.0,17143.0,176091.0,339778.0,192519.0,19851.0,35943.0,672156.0,226775.0,541368.0,1651.0,1200377.0,6446.0,6231.0,5284.0,10334.0,7278.0,4250.0,13435.0,10370.0,14699.0,13243.0,6190.0,6589.0,5880.0,7259.0,6449.0,4656.0,9828.0,9286.0,10544.0,9629.0,11.0,0.0,0.0,360.0,324.0,0.0,399.0,458.0,0.0,635.0,0.0,669.0,0.0,8.0,23.0,11.0,10.0,5.0,35.0,16.0,2.0,10.0,9.0,200.0,8414.0,6950.0,6083.0,9589.0,6767.0,6060.0,10885.0,9410.0,11382.0,8443.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,26,4,30,30,82,157,4,26,51,59,13584,27558,495,556,18824,28753,605234,1618041,33592,57978,30434,45876,1181,1664,69,60,8,36,36913,47070
4.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,743.0,199.0,1303.0,1046.0,970.0,372.0,993.0,1263.0,941.0,794.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,0.0,5.0,2.0,2.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,4.0,98.0,12.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,12.0,9.0,11.0,13.0,11.0,9.0,12.0,13.0,12.0,11.0,1021.0,2524.0,394.0,7010.0,278.0,1545.0,6605.0,3260.0,1253.0,472.0,142.0,31.0,10.0,172.0,136.0,39.0,130.0,20.0,153.0,172.0,5309.0,1097.0,3283.0,183.0,8592.0,866.0,1348.0,326.0,5183.0,9164.0,0.0,305373.0,46181.0,396772.0,409114.0,7894.0,30824.0,413250.0,129909.0,22754.0,22427.0,1200486.0,6331.0,4227.0,4091.0,7545.0,8871.0,2646.0,7953.0,3600.0,6703.0,9636.0,6693.0,5314.0,6178.0,8296.0,7590.0,4827.0,6643.0,8477.0,8081.0,8904.0,4.0,11.0,0.0,606.0,414.0,352.0,0.0,234.0,0.0,14.0,265.0,0.0,0.0,9.0,49.0,33.0,14.0,11.0,63.0,7.0,77.0,12.0,12.0,100.0,8860.0,5747.0,7815.0,10457.0,7560.0,5471.0,9126.0,10109.0,9265.0,7467.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,13,12,30,30,114,156,12,13,56,57,10248,14114,499,506,18233,17118,1149977,634521,29484,32119,33584,37419,1000,885,130,157,15,19,40163,41714
3.0,7.0,5.0,2.0,2.0,5.0,6.0,7.0,3.0,5.0,261.0,920.0,17.0,228.0,319.0,253.0,1214.0,544.0,2152.0,71.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,117.0,4.0,4.0,0.0,5.0,134.0,8.0,8.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,6.0,1.0,11.0,9.0,11.0,12.0,10.0,9.0,13.0,12.0,13.0,11.0,2110.0,3471.0,666.0,8146.0,137.0,1769.0,7479.0,4385.0,0.0,2518.0,124.0,1.0,11.0,139.0,170.0,22.0,153.0,10.0,178.0,148.0,5176.0,89.0,5388.0,60.0,6329.0,287.0,2634.0,691.0,8879.0,2007.0,1.0,581586.0,26159.0,342092.0,233004.0,43596.0,95912.0,39146.0,450600.0,155371.0,13772.0,1200299.0,7286.0,3884.0,6224.0,8206.0,6928.0,2094.0,10113.0,5294.0,9057.0,4664.0,6586.0,4645.0,6482.0,6718.0,9059.0,4713.0,8689.0,7269.0,9887.0,6886.0,6.0,2.0,0.0,324.0,170.0,0.0,460.0,38.0,0.0,217.0,178.0,138.0,0.0,10.0,21.0,8.0,3.0,8.0,25.0,8.0,3.0,3.0,7.0,200.0,8544.0,6051.0,8057.0,9236.0,7023.0,5375.0,10024.0,8629.0,10125.0,7760.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,11,8,30,30,129,155,8,11,53,58,12828,17853,466,490,17240,14300,1296190,685048,30738,33012,33558,37376,668,857,54,42,17,28,38235,42589
4.0,2.0,4.0,4.0,5.0,10.0,0.0,1.0,3.0,3.0,334.0,1150.0,957.0,225.0,2081.0,75.0,1787.0,166.0,256.0,293.0,0.0,7.0,0.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,118.0,8.0,0.0,0.0,2.0,3.0,11.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0,13.0,9.0,14.0,11.0,11.0,10.0,12.0,11.0,13.0,11.0,1361.0,4251.0,13004.0,724.0,0.0,3088.0,427.0,2324.0,531.0,3844.0,146.0,19.0,48.0,103.0,164.0,33.0,148.0,13.0,163.0,139.0,8877.0,532.0,159.0,6077.0,9450.0,585.0,3312.0,496.0,9370.0,9452.0,1.0,14798.0,71663.0,143778.0,12251.0,39335.0,49177.0,43837.0,344187.0,138177.0,317861.0,1200322.0,10809.0,5478.0,13689.0,7561.0,9450.0,4027.0,5850.0,3309.0,9907.0,13333.0,7569.0,4900.0,11342.0,7050.0,8756.0,5150.0,6462.0,6376.0,8356.0,6958.0,2.0,9.0,570.0,694.0,524.0,760.0,0.0,352.0,2111.0,488.0,6.0,37.0,0.0,8.0,35.0,4.0,5.0,9.0,31.0,6.0,5.0,8.0,10.0,100.0,10167.0,5581.0,12721.0,8235.0,7811.0,6288.0,8765.0,7809.0,10586.0,7861.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,10,19,30,30,157,126,19,10,59,56,18177,11377,494,482,25148,23162,259339,915725,45536,37877,39867,33052,2206,3336,57,64,27,9,45222,40602
4.0,7.0,8.0,7.0,8.0,12.0,5.0,2.0,5.0,3.0,359.0,389.0,368.0,840.0,410.0,603.0,114.0,396.0,630.0,443.0,6.0,6.0,0.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,6.0,5.0,4.0,4.0,123.0,4.0,2.0,0.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,4.0,1.0,5.0,11.0,9.0,11.0,12.0,11.0,10.0,12.0,11.0,13.0,11.0,0.0,6271.0,4822.0,8016.0,0.0,1837.0,0.0,357.0,10433.0,13629.0,103.0,35.0,25.0,146.0,150.0,43.0,145.0,6.0,165.0,134.0,7143.0,172.0,344.0,1114.0,20616.0,2179.0,6287.0,5539.0,1549.0,1018.0,1.0,116018.0,68873.0,456808.0,197850.0,10272.0,52513.0,54443.0,340588.0,210892.0,187938.0,1200420.0,9249.0,6885.0,5414.0,9304.0,20616.0,4720.0,7824.0,6541.0,11982.0,15234.0,6769.0,5309.0,6903.0,8120.0,9420.0,6718.0,8214.0,7596.0,7755.0,8083.0,3.0,9.0,2105.0,442.0,247.0,174.0,0.0,704.0,1537.0,644.0,0.0,586.0,0.0,10.0,38.0,6.0,7.0,10.0,25.0,11.0,3.0,12.0,10.0,100.0,8194.0,5895.0,7378.0,9026.0,7647.0,6974.0,9420.0,8186.0,10132.0,7364.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,14,18,30,30,103,133,18,14,55,56,14675,30690,467,485,31396,14565,833461,862734,49303,48466,37930,36957,3230,3209,58,74,39,22,39219,40997
2.0,3.0,1.0,6.0,2.0,7.0,1.0,2.0,2.0,3.0,720.0,525.0,925.0,339.0,661.0,485.0,1853.0,805.0,1129.0,2205.0,3.0,3.0,1.0,2.0,1.0,4.0,6.0,2.0,3.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,119.0,4.0,6.0,0.0,7.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,13.0,8.0,11.0,11.0,11.0,9.0,12.0,11.0,11.0,11.0,2795.0,1258.0,766.0,7554.0,2791.0,3417.0,790.0,195.0,9732.0,308.0,144.0,34.0,13.0,132.0,153.0,7.0,121.0,9.0,134.0,142.0,14849.0,728.0,4630.0,685.0,6029.0,523.0,7256.0,5078.0,428.0,5068.0,2.0,444621.0,36477.0,396846.0,99864.0,0.0,120812.0,185838.0,74932.0,467907.0,370058.0,1200294.0,17764.0,2403.0,5560.0,8389.0,8820.0,3941.0,10176.0,5602.0,10161.0,6645.0,8945.0,4385.0,8140.0,7024.0,8039.0,5280.0,7403.0,7040.0,6929.0,7955.0,6.0,10.0,120.0,416.0,163.0,150.0,0.0,0.0,2130.0,328.0,0.0,1268.0,0.0,12.0,31.0,12.0,6.0,9.0,38.0,8.0,1.0,9.0,9.0,100.0,10150.0,4458.0,7813.0,8424.0,7740.0,5252.0,8859.0,7918.0,8360.0,8441.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,11,15,30,30,104,129,15,11,55,53,17323,12283,449,440,26716,18558,1062143,1135212,44474,34987,37428,33712,433,4142,77,58,18,11,39379,38036
0.0,9.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,828.0,269.0,1224.0,1067.0,368.0,271.0,630.0,786.0,74.0,728.0,2.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,16.0,0.0,0.0,10.0,110.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,6.0,13.0,9.0,11.0,13.0,10.0,8.0,12.0,11.0,12.0,11.0,289.0,2219.0,0.0,4321.0,1146.0,991.0,10.0,747.0,3045.0,299.0,174.0,11.0,32.0,187.0,151.0,30.0,156.0,22.0,175.0,139.0,3348.0,860.0,3255.0,47.0,5140.0,1022.0,2994.0,3662.0,452.0,8720.0,1.0,52075.0,114879.0,184922.0,130222.0,0.0,24903.0,39074.0,290179.0,29854.0,105124.0,1200310.0,5325.0,3620.0,3579.0,4369.0,6286.0,2261.0,3910.0,4637.0,4305.0,9020.0,7798.0,5674.0,6449.0,7577.0,6818.0,4531.0,7360.0,7111.0,7849.0,8903.0,10.0,3.0,1687.0,540.0,324.0,0.0,0.0,248.0,906.0,227.0,807.0,0.0,0.0,10.0,26.0,5.0,11.0,10.0,42.0,7.0,15.0,10.0,10.0,200.0,10212.0,5414.0,8032.0,10183.0,7297.0,4096.0,9118.0,8151.0,9835.0,7471.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,10,6,30,30,128,124,6,10,55,55,6747,6320,574,503,12812,16688,392122,579110,21820,25492,33173,36897,2259,2480,78,68,4,17,39820,39989
0.0,13.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0,6.0,395.0,977.0,683.0,384.0,1181.0,185.0,2881.0,2736.0,98.0,1005.0,6.0,2.0,2.0,4.0,5.0,6.0,1.0,2.0,5.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,15.0,8.0,4.0,4.0,115.0,0.0,4.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,8.0,1.0,8.0,12.0,10.0,10.0,12.0,10.0,8.0,14.0,12.0,11.0,12.0,502.0,2526.0,6711.0,2056.0,106.0,3455.0,843.0,2981.0,6815.0,401.0,171.0,6.0,9.0,135.0,130.0,21.0,139.0,18.0,119.0,157.0,6971.0,947.0,518.0,6376.0,4399.0,961.0,11507.0,12621.0,575.0,8453.0,0.0,70718.0,120081.0,403849.0,115977.0,28982.0,89516.0,173166.0,147986.0,72298.0,44783.0,1200301.0,10167.0,3473.0,7407.0,9695.0,4505.0,4884.0,13653.0,16687.0,7391.0,10480.0,7065.0,6227.0,6493.0,7239.0,7131.0,5435.0,9856.0,8936.0,7068.0,10075.0,8.0,1.0,2694.0,0.0,178.0,1262.0,0.0,468.0,1302.0,1084.0,0.0,1625.0,0.0,7.0,26.0,4.0,6.0,7.0,20.0,6.0,3.0,6.0,8.0,200.0,9086.0,6376.0,6765.0,8816.0,7116.0,4944.0,11905.0,8766.0,8015.0,8872.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,23,11,30,30,125,123,11,23,52,59,12830,13566,466,439,19225,34103,709042,558314,36658,51684,33363,42162,4602,4011,44,49,13,28,36727,43934
2.0,14.0,3.0,3.0,1.0,4.0,8.0,13.0,7.0,12.0,908.0,422.0,441.0,776.0,1026.0,123.0,580.0,355.0,24.0,351.0,6.0,0.0,5.0,6.0,4.0,6.0,2.0,1.0,3.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,1.0,111.0,0.0,4.0,0.0,8.0,114.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,8.0,7.0,9.0,1.0,11.0,9.0,11.0,12.0,11.0,8.0,13.0,12.0,12.0,11.0,2131.0,2663.0,1192.0,5710.0,0.0,386.0,11881.0,9852.0,11224.0,243.0,144.0,24.0,10.0,137.0,161.0,31.0,149.0,29.0,111.0,135.0,8432.0,624.0,4952.0,1179.0,3903.0,4628.0,584.0,1242.0,508.0,7486.0,0.0,81724.0,39517.0,384481.0,275293.0,20480.0,64324.0,307546.0,399024.0,249822.0,47930.0,1200479.0,10768.0,3927.0,6709.0,6890.0,4693.0,6093.0,12466.0,12119.0,12481.0,7730.0,7688.0,5672.0,7006.0,6041.0,7646.0,4548.0,9305.0,8770.0,9149.0,7101.0,9.0,1.0,204.0,639.0,564.0,0.0,790.0,1077.0,0.0,1024.0,748.0,0.0,10.0,9.0,36.0,9.0,6.0,6.0,27.0,12.0,9.0,6.0,47.0,200.0,8555.0,5948.0,7791.0,9255.0,7521.0,4306.0,10857.0,9868.0,8990.0,7575.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,27,7,30,30,119,128,7,27,53,57,9419,35863,483,448,23094,10444,826302,1043839,35153,48723,32929,39997,2635,2411,57,110,13,54,37428,43238
2.0,9.0,3.0,0.0,3.0,2.0,1.0,6.0,5.0,5.0,29.0,330.0,1463.0,182.0,941.0,205.0,469.0,793.0,217.0,643.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,0.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,115.0,0.0,0.0,0.0,0.0,126.0,4.0,6.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,8.0,4.0,13.0,9.0,12.0,10.0,10.0,8.0,11.0,12.0,13.0,11.0,3539.0,0.0,4414.0,5072.0,366.0,4501.0,6390.0,846.0,9811.0,1281.0,183.0,28.0,17.0,94.0,148.0,13.0,110.0,24.0,162.0,145.0,6196.0,3539.0,1230.0,330.0,8290.0,813.0,739.0,6336.0,2359.0,6014.0,0.0,34244.0,61117.0,413385.0,79903.0,71569.0,114139.0,21585.0,483453.0,137046.0,17644.0,1200331.0,9736.0,4452.0,5974.0,5541.0,8657.0,5314.0,7129.0,7617.0,12171.0,7296.0,9354.0,6205.0,7548.0,5167.0,6766.0,4455.0,5939.0,8083.0,11287.0,8133.0,10.0,1.0,0.0,912.0,330.0,138.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,12.0,59.0,3.0,9.0,60.0,36.0,7.0,13.0,10.0,12.0,200.0,10619.0,5070.0,8740.0,7018.0,6775.0,4467.0,7714.0,9184.0,11037.0,7438.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,18,10,30,30,120,136,10,18,53,56,17892,18328,455,469,16859,18987,713240,720845,35222,38665,33290,39647,468,1347,120,101,10,26,37619,40443
5.0,9.0,0.0,3.0,2.0,6.0,4.0,2.0,3.0,3.0,631.0,354.0,1262.0,697.0,348.0,407.0,462.0,37.0,682.0,844.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,CLASSIC,CUSTOM_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,124.0,0.0,0.0,0.0,0.0,112.0,8.0,12.0,0.0,2.0,0.0,6.0,2.0,3.0,0.0,2.0,5.0,2.0,3.0,12.0,9.0,11.0,13.0,11.0,9.0,12.0,11.0,11.0,11.0,0.0,1460.0,5131.0,254.0,2236.0,1518.0,8786.0,463.0,2041.0,355.0,113.0,32.0,7.0,154.0,157.0,26.0,124.0,12.0,137.0,161.0,5152.0,636.0,525.0,11589.0,7689.0,595.0,2971.0,4585.0,7806.0,7812.0,2.0,52451.0,41626.0,165297.0,52749.0,133488.0,22428.0,32049.0,141518.0,39539.0,115517.0,1200412.0,5152.0,2682.0,7916.0,11843.0,9925.0,2551.0,11758.0,5371.0,9848.0,8187.0,6631.0,5044.0,8277.0,6997.0,7248.0,4892.0,6922.0,7670.0,6732.0,8829.0,10.0,3.0,0.0,584.0,2259.0,0.0,0.0,438.0,0.0,322.0,0.0,20.0,0.0,19.0,45.0,7.0,12.0,14.0,66.0,11.0,13.0,16.0,11.0,200.0,9464.0,5372.0,7877.0,10041.0,7625.0,5732.0,8890.0,8090.0,8208.0,8064.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,12,13,30,30,128,132,13,12,56,54,9139,13105,457,466,25550,23810,426413,370249,37387,37846,34045,35197,2697,926,118,96,16,21,40739,38624
