,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_7,killsplayer_8,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,inhibs_lost_team100,killsplayer_6,killsplayer_9,riftherald_team100,ward_player_0,killsplayer_0,riftherald_team300,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
340,5.0,10.0,8.0,8.0,2.0,9.0,4.0,7.0,3.0,3.0,1.0,0.0,405.0,79.0,1210.0,1144.0,666.0,376.0,515.0,633.0,122.0,682.0,2.0,5.0,4.0,2.0,5.0,1.0,5.0,7.0,3.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.19.398.9466,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,120.0,4.0,12.0,0.0,4.0,84.0,8.0,4.0,1.0,1.0,10.0,6.0,3.0,2.0,1.0,4.0,12.0,9.0,12.0,13.0,10.0,9.0,11.0,10.0,12.0,11.0,8765.0,4100.0,915.0,13384.0,623.0,3820.0,245.0,361.0,1621.0,9544.0,105.0,10.0,24.0,149.0,134.0,10.0,117.0,17.0,147.0,98.0,2373.0,581.0,14168.0,843.0,9219.0,985.0,4354.0,5689.0,5086.0,630.0,0.0,425615.0,133682.0,311160.0,246442.0,38387.0,94904.0,94600.0,373649.0,150531.0,81413.0,1200402.0,11138.0,5122.0,15522.0,14228.0,10096.0,4995.0,6744.0,6526.0,7514.0,10175.0,6430.0,5524.0,10520.0,9843.0,8131.0,5711.0,5615.0,6008.0,8097.0,8607.0,2.0,11.0,0.0,440.0,439.0,0.0,254.0,190.0,2143.0,475.0,806.0,0.0,11.0,28.0,9.0,14.0,13.0,28.0,8.0,9.0,8.0,9.0,100.0,8621.0,5558.0,9141.0,10834.0,7163.0,5366.0,7776.0,7278.0,9764.0,7891.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,14,22,30,30,136,100,22,14,56,53,27507,15871,422,389,27588,16340,1116508,833875,55979,36081,40635,33851,883,3864,75,62,32,27,41125,38267
341,5.0,5.0,7.0,1.0,5.0,8.0,0.0,2.0,2.0,4.0,1.0,0.0,354.0,397.0,625.0,1159.0,1228.0,445.0,231.0,691.0,948.0,127.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,88.0,12.0,12.0,0.0,0.0,112.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,1.0,2.0,1.0,12.0,8.0,10.0,13.0,11.0,10.0,11.0,11.0,12.0,10.0,1327.0,1810.0,554.0,10304.0,2977.0,2911.0,1922.0,503.0,2877.0,193.0,153.0,17.0,9.0,168.0,167.0,11.0,159.0,17.0,149.0,114.0,2953.0,951.0,4137.0,1180.0,8068.0,653.0,694.0,4993.0,570.0,3926.0,1.0,16249.0,80567.0,214914.0,105892.0,19933.0,42227.0,115197.0,619251.0,535399.0,69158.0,1200348.0,4281.0,2762.0,4906.0,11485.0,12240.0,3795.0,2846.0,5923.0,3811.0,4119.0,7239.0,4722.0,6725.0,8284.0,9933.0,5355.0,7256.0,6706.0,6748.0,5977.0,0.0,7.0,0.0,0.0,214.0,0.0,1194.0,230.0,230.0,426.0,362.0,0.0,10.0,91.0,4.0,5.0,9.0,28.0,2.0,8.0,9.0,24.0,100.0,9525.0,4680.0,7024.0,10804.0,8526.0,6191.0,8563.0,7965.0,9854.0,6914.0,0.0,3.0,2.0,1.0,60.0,0.0,0.0,8,16,30,30,116,112,16,8,56,52,18073,7305,508,456,16991,11134,399215,1419572,36707,19461,37536,31409,1638,1018,56,134,26,13,42070,37976
342,2.0,15.0,6.0,4.0,4.0,6.0,5.0,7.0,10.0,12.0,0.0,0.0,1028.0,59.0,651.0,89.0,658.0,706.0,1135.0,267.0,807.0,3338.0,8.0,9.0,4.0,5.0,8.0,7.0,3.0,3.0,2.0,2.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,1.0,0.0,0.0,121.0,5.0,4.0,0.0,0.0,6.0,6.0,3.0,4.0,14.0,9.0,10.0,10.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,12.0,4247.0,3109.0,9714.0,0.0,259.0,5812.0,0.0,2073.0,15720.0,518.0,92.0,22.0,23.0,106.0,128.0,38.0,125.0,28.0,104.0,157.0,1218.0,2241.0,850.0,12832.0,8824.0,903.0,9225.0,15566.0,1818.0,17382.0,2.0,114135.0,56157.0,74491.0,129031.0,62968.0,96701.0,135073.0,587939.0,71163.0,100628.0,1200381.0,5476.0,6209.0,11241.0,14188.0,9926.0,7090.0,10858.0,18689.0,17851.0,17901.0,4823.0,5469.0,8911.0,7649.0,6858.0,5906.0,9450.0,12106.0,8771.0,9892.0,8.0,0.0,10.0,857.0,676.0,1356.0,842.0,374.0,1633.0,1049.0,312.0,0.0,1.0,20.0,4.0,2.0,6.0,14.0,9.0,11.0,6.0,9.0,200.0,6873.0,6169.0,7669.0,8230.0,7717.0,6681.0,9411.0,9957.0,9770.0,9864.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,32,19,30,30,74,130,19,32,53,58,20032,21420,387,436,24627,46232,477326,950960,47921,71508,34147,45688,3258,3851,27,55,22,49,37170,45171
343,2.0,7.0,4.0,2.0,1.0,2.0,3.0,8.0,5.0,4.0,0.0,0.0,872.0,124.0,964.0,803.0,797.0,345.0,1321.0,1400.0,35.0,52.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,3.0,4.0,0.0,0.0,120.0,6.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,12.0,9.0,11.0,12.0,10.0,8.0,11.0,12.0,12.0,11.0,5543.0,1318.0,1030.0,114.0,682.0,2050.0,6288.0,5798.0,771.0,1126.0,142.0,10.0,9.0,160.0,132.0,10.0,116.0,14.0,147.0,183.0,928.0,1131.0,2894.0,4934.0,4800.0,328.0,398.0,795.0,7376.0,9161.0,0.0,268970.0,65709.0,487742.0,69110.0,9841.0,57809.0,69928.0,603732.0,68972.0,20547.0,1200404.0,7383.0,2558.0,4013.0,5645.0,5692.0,2769.0,6686.0,7155.0,8148.0,10287.0,6892.0,4959.0,7289.0,6773.0,6072.0,4570.0,6771.0,7125.0,7915.0,9682.0,4.0,0.0,911.0,108.0,88.0,596.0,210.0,390.0,0.0,561.0,0.0,0.0,7.0,22.0,7.0,4.0,8.0,15.0,6.0,2.0,16.0,9.0,200.0,9154.0,5887.0,8525.0,9117.0,6858.0,4986.0,8355.0,9191.0,9367.0,8356.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,14,6,30,30,144,130,6,14,53,55,9419,15301,453,470,13884,18861,893472,828888,25502,34834,31596,36452,2195,669,41,55,11,27,38640,41156
344,5.0,4.0,2.0,3.0,4.0,7.0,3.0,6.0,4.0,3.0,0.0,1.0,1007.0,808.0,527.0,531.0,1062.0,103.0,802.0,180.0,1074.0,1807.0,3.0,5.0,4.0,3.0,1.0,6.0,3.0,4.0,7.0,4.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,8.0,8.0,0.0,0.0,92.0,8.0,0.0,2.0,5.0,4.0,9.0,3.0,5.0,6.0,1.0,13.0,11.0,10.0,13.0,12.0,10.0,11.0,12.0,12.0,10.0,10034.0,11871.0,836.0,12188.0,721.0,56.0,820.0,6109.0,913.0,10918.0,156.0,48.0,7.0,130.0,156.0,7.0,93.0,14.0,113.0,103.0,2950.0,1046.0,4567.0,835.0,4980.0,7671.0,5592.0,1588.0,9004.0,1241.0,0.0,164800.0,170658.0,217745.0,632730.0,0.0,91300.0,131335.0,354402.0,92887.0,169369.0,1200362.0,12985.0,13887.0,6163.0,13535.0,5701.0,7728.0,8678.0,8243.0,10797.0,12160.0,8207.0,8682.0,6677.0,9506.0,7937.0,7033.0,5627.0,8265.0,7999.0,7832.0,9.0,3.0,0.0,969.0,758.0,511.0,0.0,0.0,2265.0,546.0,880.0,0.0,8.0,29.0,11.0,9.0,7.0,17.0,10.0,1.0,22.0,11.0,200.0,10159.0,7583.0,7131.0,10938.0,8628.0,6158.0,8202.0,8779.0,8874.0,7117.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,17,23,30,30,102,100,23,17,58,56,23835,30631,456,371,21003,18471,1106575,918651,46112,53765,39360,38405,1269,4660,52,73,21,20,43014,40555
345,6.0,14.0,8.0,5.0,6.0,15.0,5.0,12.0,7.0,10.0,2.0,0.0,875.0,994.0,1010.0,1701.0,844.0,457.0,1407.0,898.0,1232.0,1326.0,4.0,5.0,4.0,5.0,3.0,7.0,2.0,3.0,6.0,5.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,118.0,9.0,0.0,0.0,8.0,100.0,0.0,6.0,0.0,1.0,7.0,5.0,9.0,0.0,3.0,9.0,12.0,10.0,12.0,11.0,11.0,9.0,13.0,12.0,11.0,10.0,6085.0,3451.0,2300.0,2303.0,0.0,2649.0,1490.0,7428.0,14659.0,1194.0,156.0,36.0,15.0,116.0,126.0,31.0,153.0,23.0,105.0,131.0,861.0,1547.0,9894.0,5788.0,11941.0,1006.0,9185.0,1049.0,1102.0,9946.0,1.0,96397.0,65787.0,489175.0,54735.0,61623.0,72857.0,51076.0,688065.0,4856.0,62758.0,1200400.0,7065.0,5959.0,12748.0,8639.0,17353.0,4194.0,10675.0,9090.0,16080.0,11300.0,6335.0,6274.0,9260.0,7821.0,9804.0,5467.0,8522.0,7773.0,10162.0,9360.0,6.0,7.0,118.0,960.0,553.0,548.0,5411.0,538.0,0.0,612.0,318.0,160.0,14.0,37.0,14.0,12.0,10.0,45.0,14.0,5.0,4.0,11.0,100.0,9915.0,6567.0,8935.0,7813.0,8215.0,5844.0,10013.0,8683.0,7824.0,7288.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,23,21,30,30,127,118,21,23,55,56,13337,28222,444,448,29490,22829,774787,872542,49999,53104,38687,42091,7168,2050,95,71,40,48,40722,40375
346,6.0,9.0,7.0,4.0,17.0,11.0,2.0,3.0,2.0,5.0,1.0,1.0,2450.0,411.0,1689.0,1331.0,533.0,367.0,186.0,719.0,103.0,1169.0,0.0,8.0,3.0,2.0,9.0,6.0,6.0,5.0,5.0,5.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,86.0,4.0,17.0,12.0,0.0,86.0,4.0,2.0,3.0,5.0,9.0,5.0,4.0,8.0,5.0,4.0,13.0,10.0,12.0,12.0,10.0,11.0,11.0,11.0,13.0,11.0,0.0,3857.0,818.0,7673.0,1097.0,14089.0,6742.0,1727.0,10951.0,3174.0,138.0,6.0,39.0,141.0,74.0,65.0,109.0,22.0,170.0,122.0,5230.0,809.0,6487.0,611.0,8641.0,934.0,578.0,4939.0,73.0,7647.0,1.0,119615.0,108627.0,148395.0,273526.0,117149.0,58791.0,53048.0,137555.0,92039.0,2410.0,1200397.0,5600.0,5102.0,7381.0,8667.0,10073.0,15544.0,7999.0,7009.0,11024.0,10822.0,8600.0,7031.0,10679.0,7836.0,7933.0,9167.0,6291.0,8733.0,8303.0,7339.0,6.0,8.0,369.0,436.0,75.0,381.0,334.0,520.0,678.0,342.0,0.0,0.0,15.0,75.0,6.0,9.0,15.0,42.0,4.0,12.0,14.0,14.0,100.0,10518.0,6595.0,9773.0,9038.0,6813.0,7752.0,8243.0,7703.0,10049.0,7537.0,1.0,3.0,3.0,1.0,18.0,0.0,0.0,20,29,30,30,123,92,29,20,58,56,23677,26451,457,429,21903,14046,717476,393679,47265,41956,44215,37697,1679,1456,87,119,45,21,43894,40127
347,0.0,13.0,7.0,2.0,5.0,5.0,6.0,8.0,6.0,9.0,1.0,1.0,705.0,471.0,338.0,606.0,493.0,181.0,1590.0,1892.0,1138.0,1229.0,6.0,2.0,6.0,6.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,96.0,8.0,12.0,4.0,24.0,99.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,2.0,7.0,8.0,12.0,11.0,12.0,11.0,10.0,8.0,13.0,12.0,13.0,11.0,1790.0,4321.0,7667.0,1228.0,676.0,2318.0,490.0,8642.0,13181.0,836.0,160.0,4.0,31.0,111.0,142.0,3.0,160.0,17.0,135.0,164.0,7185.0,1199.0,1227.0,9769.0,7053.0,537.0,13269.0,473.0,843.0,7972.0,2.0,134715.0,43853.0,620989.0,89022.0,21570.0,107725.0,256545.0,548672.0,142495.0,42083.0,1200356.0,8975.0,5521.0,9367.0,11376.0,7729.0,2968.0,14230.0,9490.0,15467.0,9293.0,6955.0,5206.0,8428.0,7676.0,6743.0,4731.0,9880.0,8782.0,9388.0,8289.0,10.0,2.0,0.0,0.0,471.0,378.0,0.0,112.0,470.0,374.0,1442.0,483.0,16.0,37.0,15.0,19.0,20.0,39.0,10.0,2.0,13.0,15.0,200.0,9411.0,7707.0,9355.0,7737.0,7156.0,4897.0,11352.0,9016.0,11315.0,8260.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,27,14,30,30,132,123,14,27,53,60,13679,27470,447,480,25771,23756,974021,1033648,40415,54001,34533,41545,961,2769,109,77,19,42,38556,47650
348,2.0,5.0,5.0,3.0,3.0,12.0,6.0,1.0,2.0,5.0,0.0,1.0,661.0,593.0,603.0,162.0,17.0,755.0,1740.0,1388.0,2011.0,170.0,8.0,7.0,6.0,6.0,2.0,4.0,2.0,3.0,5.0,4.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,2.0,4.0,0.0,18.0,124.0,0.0,8.0,3.0,0.0,4.0,8.0,5.0,1.0,14.0,5.0,11.0,9.0,12.0,12.0,12.0,10.0,14.0,14.0,12.0,12.0,4916.0,5229.0,10369.0,1397.0,182.0,5421.0,686.0,919.0,2822.0,313.0,103.0,5.0,38.0,112.0,186.0,16.0,151.0,44.0,102.0,136.0,9688.0,517.0,313.0,9783.0,9830.0,545.0,9894.0,10617.0,7283.0,5133.0,2.0,78684.0,8034.0,138518.0,9686.0,61881.0,88322.0,64561.0,170884.0,62904.0,17237.0,1200294.0,14605.0,6326.0,11354.0,11181.0,10986.0,6514.0,10815.0,12103.0,10105.0,5446.0,7276.0,4692.0,7788.0,9117.0,8872.0,5725.0,11030.0,11553.0,7811.0,7270.0,10.0,2.0,0.0,580.0,671.0,0.0,973.0,548.0,234.0,566.0,0.0,0.0,10.0,25.0,3.0,49.0,9.0,24.0,7.0,93.0,6.0,7.0,200.0,8203.0,5333.0,9508.0,9032.0,8861.0,7113.0,11969.0,12403.0,9626.0,8905.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,26,21,30,30,115,150,21,25,57,61,22285,9969,455,438,30159,33444,377091,323620,54640,44795,38778,42356,2192,1380,95,138,25,19,42717,48236
349,0.0,4.0,3.0,4.0,4.0,7.0,4.0,2.0,4.0,2.0,2.0,0.0,381.0,544.0,108.0,143.0,1160.0,358.0,357.0,2225.0,1465.0,1771.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,103.0,4.0,4.0,0.0,10.0,0.0,121.0,4.0,2.0,0.0,4.0,2.0,3.0,0.0,3.0,3.0,12.0,9.0,11.0,13.0,11.0,9.0,12.0,13.0,12.0,11.0,5009.0,3134.0,981.0,6763.0,913.0,1637.0,1364.0,7331.0,5465.0,570.0,148.0,5.0,9.0,156.0,165.0,26.0,109.0,165.0,21.0,156.0,1791.0,526.0,5480.0,655.0,9500.0,90.0,7921.0,322.0,395.0,7865.0,0.0,35511.0,225648.0,416565.0,9809.0,79064.0,79215.0,35537.0,90187.0,250295.0,24408.0,1200428.0,6800.0,3883.0,6684.0,7609.0,10493.0,1727.0,9285.0,7753.0,8119.0,8436.0,7691.0,4578.0,7333.0,7203.0,7830.0,4533.0,7547.0,7835.0,7740.0,7771.0,3.0,10.0,0.0,222.0,223.0,190.0,80.0,0.0,0.0,100.0,2257.0,0.0,10.0,31.0,16.0,15.0,74.0,26.0,4.0,3.0,11.0,11.0,100.0,9207.0,5558.0,7716.0,10076.0,7602.0,5962.0,9638.0,10233.0,8777.0,7305.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,13,11,30,30,111,135,11,13,56,57,15303,17864,504,456,17516,17029,620164,626075,33313,37476,34590,35471,493,2579,141,60,18,16,40563,41511
350,3.0,15.0,4.0,1.0,5.0,7.0,2.0,8.0,6.0,5.0,0.0,0.0,790.0,140.0,303.0,123.0,259.0,90.0,23.0,83.0,103.0,10.0,3.0,1.0,3.0,6.0,6.0,6.0,1.0,4.0,2.0,6.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,12.0,0.0,0.0,8.0,108.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,11.0,10.0,12.0,11.0,10.0,9.0,13.0,12.0,12.0,11.0,5203.0,5027.0,493.0,1379.0,679.0,5819.0,1105.0,936.0,8153.0,1437.0,127.0,16.0,20.0,104.0,102.0,13.0,137.0,25.0,118.0,123.0,1560.0,759.0,7660.0,9937.0,11733.0,933.0,10046.0,11560.0,2234.0,8106.0,1.0,22499.0,75014.0,254645.0,66766.0,29989.0,136067.0,33199.0,539757.0,144807.0,0.0,1200409.0,6763.0,5787.0,8643.0,11794.0,12613.0,6752.0,11152.0,13547.0,11460.0,9543.0,5710.0,5849.0,8253.0,7353.0,7729.0,5515.0,8988.0,8823.0,7618.0,8310.0,3.0,1.0,0.0,0.0,490.0,477.0,200.0,0.0,0.0,1050.0,1072.0,0.0,9.0,20.0,47.0,8.0,6.0,24.0,6.0,1.0,5.0,5.0,200.0,8453.0,6459.0,9011.0,7790.0,6910.0,5542.0,10591.0,9060.0,9086.0,8236.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,24,14,30,30,139,120,14,24,53,58,13573,16658,366,419,31823,32705,509966,792777,46565,51489,34560,39588,1167,2122,94,37,20,36,37706,43432
351,2.0,9.0,7.0,3.0,5.0,10.0,5.0,6.0,4.0,7.0,0.0,2.0,316.0,385.0,655.0,529.0,751.0,232.0,627.0,2214.0,1018.0,679.0,5.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,6.0,6.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,116.0,4.0,0.0,0.0,0.0,139.0,0.0,0.0,1.0,0.0,6.0,5.0,5.0,1.0,4.0,10.0,11.0,9.0,12.0,13.0,11.0,10.0,13.0,13.0,13.0,11.0,785.0,1378.0,9369.0,1649.0,0.0,1730.0,3520.0,7650.0,12404.0,0.0,78.0,24.0,22.0,150.0,153.0,29.0,150.0,22.0,129.0,157.0,5435.0,319.0,279.0,8088.0,8849.0,359.0,6426.0,488.0,1299.0,5357.0,0.0,141916.0,73011.0,534887.0,9034.0,21075.0,48352.0,369550.0,426868.0,13676.0,26461.0,1200352.0,6220.0,1698.0,9933.0,11234.0,8849.0,2520.0,9947.0,8750.0,13848.0,5675.0,4961.0,4710.0,8930.0,8663.0,9671.0,5557.0,7672.0,8314.0,10037.0,7749.0,9.0,2.0,0.0,0.0,284.0,1495.0,0.0,430.0,0.0,611.0,144.0,318.0,8.0,30.0,6.0,60.0,6.0,36.0,13.0,9.0,8.0,8.0,200.0,7523.0,5496.0,9287.0,10279.0,8046.0,6567.0,10458.0,10358.0,10460.0,7947.0,1.0,3.0,1.0,1.0,8.0,1.0,0.0,19,18,30,30,124,143,18,18,57,59,13533,24952,432,482,23010,13889,755264,909566,38756,39918,37782,38482,2209,1073,116,68,27,31,41702,44719
352,5.0,2.0,12.0,5.0,8.0,17.0,1.0,2.0,3.0,3.0,0.0,0.0,2280.0,437.0,363.0,1071.0,93.0,413.0,511.0,383.0,1437.0,4169.0,2.0,7.0,2.0,5.0,4.0,4.0,5.0,7.0,3.0,6.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,101.0,8.0,12.0,0.0,4.0,88.0,0.0,0.0,6.0,2.0,4.0,11.0,7.0,0.0,5.0,6.0,13.0,8.0,11.0,13.0,12.0,10.0,11.0,11.0,13.0,9.0,1532.0,5519.0,6174.0,3027.0,2039.0,4408.0,0.0,999.0,14733.0,2563.0,129.0,23.0,3.0,137.0,132.0,9.0,115.0,8.0,143.0,122.0,10171.0,1473.0,459.0,11681.0,10875.0,871.0,10351.0,9169.0,1327.0,9245.0,1.0,150871.0,150165.0,261658.0,122770.0,15146.0,150370.0,85134.0,142206.0,237686.0,186618.0,1200465.0,11879.0,7489.0,10048.0,16344.0,13179.0,5280.0,11324.0,10923.0,17037.0,11808.0,10725.0,4487.0,7513.0,11496.0,9628.0,5998.0,7786.0,7233.0,9687.0,6369.0,2.0,10.0,176.0,496.0,3415.0,1635.0,264.0,0.0,973.0,754.0,976.0,0.0,5.0,12.0,3.0,7.0,6.0,14.0,6.0,2.0,4.0,3.0,100.0,10444.0,4837.0,7670.0,10781.0,8932.0,6668.0,7700.0,7849.0,10484.0,5978.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,17,28,30,30,137,92,28,17,59,52,17180,23814,410,411,34057,31565,700815,801809,56730,58581,45360,35562,5490,3199,35,27,47,11,44495,36848
