airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,chemtechdragon_team100,chemtechdragon_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team100,hextechdragon_team200,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team200,waterdragon_team200
0.0,0.0,5.0,7.0,1.0,3.0,6.0,1.0,7.0,1.0,3.0,2.0,1.0,3.0,,930.0,362.0,1416.0,543.0,145.0,377.0,393.0,162.0,1278.0,315.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,2231,1637452800199,4110698870,CLASSIC,teambuilder-match-4110698870,1637450568739,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,6.0,1.0,1.0,2.0,4.0,6.0,8.0,5.0,7.0,8.0,6.0,5.0,8.0,7.0,8.0,6.0,597.0,838.0,228.0,3504.0,112.0,996.0,172.0,833.0,2742.0,728.0,NA1_4110698870,87.0,13.0,4.0,58.0,39.0,12.0,66.0,5.0,57.0,45.0,2904.0,1101.0,3453.0,884.0,5565.0,1383.0,3197.0,2759.0,877.0,5453.0,420,1.0,1.0,0.0,52357.0,120797.0,224134.0,13642.0,13847.0,86121.0,70388.0,193091.0,31708.0,40761.0,600213.0,3590.0,2045.0,3681.0,4389.0,5677.0,2472.0,3623.0,3627.0,4016.0,6181.0,3740.0,3882.0,4591.0,3938.0,4945.0,2787.0,3743.0,3987.0,3928.0,4415.0,10.0,9.0,88.0,106.0,0.0,0.0,0.0,92.0,253.0,34.0,396.0,0.0,0.0,12.0,33.0,4.0,16.0,8.0,37.0,11.0,28.0,49.0,78.0,0.0,200.0,4592.0,2146.0,3834.0,4299.0,2992.0,1899.0,4981.0,3432.0,4261.0,3105.0,,
1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,,205.0,473.0,48.0,166.0,248.0,182.0,64.0,571.0,26.0,1744.0,2.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1801,1637462986899,4111073958,CLASSIC,teambuilder-match-4111073958,1637461185712,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,0.0,2.0,5.0,7.0,6.0,7.0,8.0,5.0,6.0,8.0,6.0,8.0,7.0,1128.0,689.0,562.0,604.0,469.0,1620.0,185.0,381.0,1499.0,220.0,NA1_4111073958,41.0,13.0,1.0,85.0,35.0,7.0,78.0,5.0,74.0,80.0,244.0,661.0,1490.0,195.0,2528.0,1338.0,4994.0,191.0,560.0,5529.0,400,0.0,,1.0,15955.0,101700.0,231953.0,4756.0,0.0,14005.0,69895.0,135611.0,85118.0,22855.0,600117.0,1404.0,1571.0,2379.0,800.0,3065.0,3246.0,5629.0,608.0,2059.0,5750.0,2830.0,3023.0,4423.0,3216.0,2948.0,3767.0,4414.0,3091.0,3851.0,5169.0,5.0,1.0,32.0,220.0,326.0,0.0,67.0,288.0,450.0,34.0,0.0,0.0,0.0,9.0,19.0,14.0,4.0,10.0,31.0,9.0,10.0,7.0,10.0,0.0,200.0,3956.0,2443.0,3631.0,4902.0,2250.0,2782.0,4386.0,3177.0,4530.0,3716.0,,
0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,311.0,198.0,1451.0,1068.0,1083.0,1176.0,674.0,852.0,855.0,52.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2118,1637388681968,4110051022,CLASSIC,teambuilder-match-4110051022,1637386563472,MATCHED_GAME,11.23.409.111,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,6.0,5.0,8.0,7.0,6.0,7.0,6.0,6.0,9.0,6.0,1765.0,349.0,1649.0,132.0,117.0,315.0,297.0,0.0,2865.0,110.0,NA1_4110051022,1.0,0.0,70.0,36.0,56.0,10.0,38.0,0.0,61.0,49.0,299.0,0.0,1309.0,1166.0,2380.0,4412.0,1706.0,1238.0,1083.0,969.0,400,1.0,,0.0,48704.0,31554.0,68989.0,825.0,6871.0,133385.0,10074.0,30728.0,11626.0,30305.0,600167.0,2369.0,349.0,2959.0,1298.0,2497.0,5408.0,2039.0,1336.0,4249.0,1080.0,2236.0,1698.0,4101.0,2238.0,3183.0,4676.0,2274.0,2592.0,3795.0,2552.0,7.0,4.0,304.0,0.0,0.0,0.0,0.0,681.0,35.0,98.0,300.0,0.0,0.0,13.0,19.0,27.0,0.0,5.0,1.0,11.0,14.0,12.0,67.0,0.0,200.0,2454.0,2094.0,4705.0,3348.0,3040.0,3650.0,3042.0,2700.0,5243.0,2816.0,,1.0
1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,,1.0,1.0,257.0,1372.0,469.0,844.0,593.0,625.0,853.0,221.0,257.0,246.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1563,1637386260128,4109965776,CLASSIC,teambuilder-match-4109965776,1637384696567,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,,0.0,,3.0,0.0,47.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,2.0,3.0,0.0,8.0,7.0,7.0,8.0,6.0,6.0,9.0,6.0,8.0,5.0,167.0,60.0,37.0,620.0,853.0,814.0,1031.0,2202.0,279.0,0.0,NA1_4109965776,46.0,6.0,1.0,50.0,72.0,1.0,68.0,3.0,53.0,38.0,2535.0,317.0,623.0,3121.0,5337.0,524.0,3201.0,373.0,2671.0,2959.0,400,1.0,,0.0,49555.0,115083.0,147696.0,3897.0,20082.0,68806.0,27122.0,81536.0,58661.0,2774.0,600253.0,2702.0,378.0,820.0,3741.0,6190.0,1339.0,4382.0,2575.0,3208.0,2959.0,3257.0,2772.0,3169.0,3374.0,3793.0,2850.0,4553.0,2921.0,3712.0,2546.0,3.0,10.0,0.0,0.0,159.0,0.0,0.0,0.0,150.0,0.0,257.0,0.0,0.0,7.0,4.0,7.0,18.0,9.0,12.0,7.0,12.0,17.0,4.0,0.0,100.0,4306.0,3200.0,3256.0,4087.0,2952.0,2959.0,5234.0,2561.0,4416.0,2303.0,,
0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,257.0,463.0,1800.0,483.0,605.0,606.0,154.0,1248.0,321.0,1096.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1898,1637384393867,4109918868,CLASSIC,teambuilder-match-4109918868,1637382495377,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,5.0,7.0,8.0,6.0,5.0,7.0,6.0,8.0,7.0,20.0,5318.0,320.0,2901.0,0.0,0.0,0.0,0.0,464.0,0.0,NA1_4109918868,75.0,6.0,6.0,54.0,40.0,5.0,34.0,1.0,40.0,56.0,3129.0,715.0,3187.0,193.0,1319.0,1812.0,1597.0,936.0,0.0,3746.0,400,2.0,,0.0,80599.0,35482.0,74654.0,85252.0,186474.0,7265.0,430.0,97973.0,86788.0,12156.0,600198.0,3260.0,6191.0,3685.0,3095.0,1319.0,1952.0,1597.0,936.0,464.0,3746.0,4337.0,2888.0,4475.0,3548.0,2355.0,2631.0,2154.0,3223.0,2476.0,3496.0,1.0,10.0,111.0,158.0,178.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,11.0,9.0,30.0,3.0,14.0,13.0,25.0,3.0,11.0,5.0,12.0,2.0,100.0,5738.0,1990.0,3533.0,4747.0,2685.0,2188.0,3770.0,2991.0,4826.0,3279.0,,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1186.0,923.0,600.0,50.0,133.0,748.0,746.0,1013.0,6.0,1107.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1535,1637392089576,4110102468,CLASSIC,teambuilder-match-4110102468,1637390554180,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,8.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0,1891.0,666.0,2596.0,2061.0,45.0,825.0,0.0,0.0,3835.0,0.0,NA1_4110102468,74.0,19.0,16.0,49.0,76.0,1.0,72.0,7.0,74.0,84.0,2156.0,239.0,274.0,1526.0,811.0,483.0,3060.0,1528.0,1293.0,1051.0,420,1.0,,1.0,241923.0,7629.0,66133.0,4215.0,28338.0,57940.0,13707.0,97951.0,120312.0,4992.0,600211.0,4178.0,1043.0,3238.0,3848.0,857.0,1546.0,3060.0,1798.0,5128.0,1172.0,3236.0,2573.0,3600.0,2980.0,3608.0,2023.0,3221.0,4163.0,4446.0,3507.0,10.0,3.0,130.0,138.0,366.0,260.0,0.0,237.0,0.0,270.0,0.0,121.0,0.0,8.0,23.0,3.0,11.0,9.0,10.0,5.0,4.0,5.0,4.0,0.0,200.0,4419.0,2899.0,4029.0,3530.0,2739.0,2515.0,4243.0,4205.0,4896.0,3646.0,1.0,
0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1771.0,768.0,3124.0,313.0,885.0,801.0,578.0,178.0,469.0,841.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2200,1637386329054,4109974022,CLASSIC,teambuilder-match-4109974022,1637384128845,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,6.0,8.0,8.0,6.0,5.0,8.0,8.0,7.0,7.0,3099.0,1346.0,664.0,3567.0,620.0,1454.0,2336.0,1262.0,617.0,0.0,NA1_4109974022,71.0,0.0,9.0,67.0,61.0,6.0,59.0,10.0,50.0,74.0,568.0,656.0,866.0,1291.0,1993.0,725.0,1966.0,697.0,1792.0,3151.0,420,0.0,1.0,1.0,16449.0,44514.0,377074.0,12684.0,0.0,44862.0,16877.0,173717.0,41689.0,39470.0,600215.0,3955.0,2318.0,2025.0,4859.0,2614.0,2179.0,5407.0,2068.0,2666.0,3151.0,3506.0,2918.0,4624.0,3138.0,3010.0,2401.0,3338.0,4038.0,2849.0,3691.0,11.0,2.0,288.0,316.0,493.0,0.0,0.0,0.0,1104.0,108.0,255.0,0.0,0.0,13.0,55.0,3.0,9.0,16.0,51.0,11.0,3.0,9.0,68.0,0.0,200.0,5003.0,2638.0,4062.0,4396.0,2661.0,2193.0,4480.0,4434.0,3386.0,3529.0,,1.0
1.0,1.0,2.0,3.0,1.0,2.0,6.0,0.0,1.0,3.0,1.0,1.0,,0.0,,204.0,166.0,274.0,70.0,1169.0,1414.0,973.0,99.0,42.0,655.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1705,1637366060531,4109601154,CLASSIC,teambuilder-match-4109601154,1637364355109,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,,1.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,3.0,3.0,0.0,7.0,5.0,7.0,6.0,7.0,6.0,8.0,8.0,7.0,5.0,260.0,223.0,786.0,442.0,3444.0,1476.0,139.0,331.0,4106.0,1168.0,NA1_4109601154,49.0,12.0,4.0,48.0,80.0,7.0,96.0,16.0,53.0,19.0,595.0,518.0,2450.0,3580.0,809.0,702.0,408.0,2118.0,327.0,1038.0,420,1.0,1.0,0.0,43234.0,10996.0,99563.0,27381.0,75896.0,107186.0,7531.0,109308.0,99098.0,6869.0,600202.0,855.0,742.0,3630.0,4243.0,4254.0,2279.0,548.0,2667.0,4434.0,2206.0,3004.0,2441.0,3989.0,3215.0,5169.0,3559.0,3448.0,4149.0,3872.0,2055.0,3.0,8.0,0.0,0.0,393.0,220.0,0.0,100.0,0.0,218.0,0.0,0.0,0.0,404.0,35.0,3.0,12.0,8.0,55.0,11.0,9.0,9.0,41.0,1.0,100.0,3568.0,1845.0,3829.0,3127.0,3774.0,2438.0,4884.0,4244.0,3849.0,1901.0,,
0.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,,911.0,688.0,329.0,593.0,1361.0,505.0,188.0,188.0,434.0,66.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1551,1637363498882,4109596083,CLASSIC,teambuilder-match-4109596083,1637361947885,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,8.0,4.0,7.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,489.0,702.0,41.0,2279.0,331.0,582.0,1631.0,0.0,2628.0,0.0,NA1_4109596083,76.0,8.0,0.0,68.0,73.0,23.0,58.0,6.0,81.0,75.0,3617.0,325.0,2785.0,555.0,3371.0,564.0,1123.0,1520.0,557.0,2901.0,420,1.0,,0.0,83159.0,69957.0,163615.0,12485.0,26126.0,9678.0,94999.0,139450.0,83460.0,15028.0,600221.0,4107.0,1247.0,3049.0,2834.0,4484.0,1182.0,2754.0,1636.0,3185.0,3013.0,3886.0,2038.0,3829.0,3368.0,5161.0,2815.0,2788.0,4213.0,3359.0,3916.0,8.0,4.0,0.0,220.0,222.0,0.0,781.0,36.0,0.0,116.0,0.0,112.0,0.0,7.0,23.0,5.0,6.0,4.0,33.0,13.0,57.0,9.0,6.0,1.0,200.0,4199.0,1470.0,3713.0,4367.0,3331.0,2920.0,3858.0,4293.0,4396.0,3740.0,,
0.0,3.0,5.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,89.0,423.0,188.0,18.0,452.0,180.0,2718.0,624.0,930.0,413.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1750,1637302299148,4108983968,CLASSIC,teambuilder-match-4108983968,1637300548177,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,248.0,1814.0,2235.0,1079.0,53.0,1633.0,821.0,1757.0,6147.0,0.0,NA1_4108983968,6.0,15.0,64.0,61.0,62.0,3.0,92.0,8.0,38.0,51.0,2242.0,1002.0,1282.0,6990.0,2399.0,946.0,2086.0,1317.0,55.0,4375.0,420,1.0,,0.0,67265.0,72948.0,12419.0,14504.0,41376.0,129256.0,14497.0,130838.0,126724.0,7860.0,600202.0,2508.0,3039.0,3518.0,8414.0,2452.0,2712.0,2908.0,3222.0,6203.0,4375.0,3689.0,3123.0,2773.0,4118.0,3677.0,3005.0,4868.0,4524.0,3800.0,3663.0,9.0,3.0,18.0,222.0,0.0,344.0,0.0,132.0,0.0,148.0,0.0,0.0,0.0,2.0,34.0,8.0,5.0,12.0,36.0,10.0,492.0,10.0,8.0,0.0,200.0,2507.0,3378.0,4310.0,4371.0,3107.0,2492.0,4792.0,4015.0,4045.0,2964.0,1.0,
1.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,,0.0,,259.0,1439.0,500.0,583.0,707.0,654.0,666.0,2845.0,211.0,1106.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1547,1637383502381,4109936974,CLASSIC,teambuilder-match-4109936974,1637381955236,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,8.0,6.0,6.0,7.0,6.0,5.0,8.0,8.0,8.0,6.0,1318.0,999.0,432.0,2073.0,126.0,550.0,1229.0,798.0,2136.0,392.0,NA1_4109936974,53.0,17.0,1.0,57.0,56.0,13.0,62.0,7.0,66.0,83.0,1827.0,936.0,387.0,794.0,1979.0,808.0,3373.0,3407.0,722.0,2056.0,440,1.0,1.0,0.0,66584.0,48278.0,83398.0,38362.0,3038.0,11857.0,25996.0,117194.0,19160.0,0.0,600233.0,3145.0,1936.0,1138.0,3244.0,2396.0,1457.0,4748.0,4325.0,2891.0,2530.0,3034.0,3014.0,3150.0,2908.0,3582.0,2639.0,3891.0,4520.0,3936.0,3956.0,7.0,2.0,0.0,0.0,318.0,377.0,290.0,98.0,146.0,120.0,32.0,81.0,0.0,7.0,18.0,9.0,30.0,8.0,21.0,7.0,9.0,8.0,10.0,0.0,200.0,4353.0,3037.0,2690.0,3875.0,2891.0,2212.0,4709.0,4155.0,4204.0,3029.0,,
0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,95.0,108.0,284.0,1255.0,734.0,1217.0,249.0,2238.0,1221.0,553.0,2.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1614,1637381548477,4109930455,CLASSIC,teambuilder-match-4109930455,1637379933867,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,41.0,4.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,8.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,1281.0,3770.0,290.0,2809.0,163.0,0.0,1173.0,0.0,217.0,169.0,NA1_4109930455,62.0,15.0,3.0,50.0,55.0,12.0,64.0,3.0,60.0,50.0,4598.0,554.0,2552.0,513.0,2949.0,3303.0,725.0,2151.0,3568.0,2676.0,440,0.0,2.0,0.0,80916.0,97201.0,171737.0,48860.0,13491.0,17572.0,182377.0,32961.0,0.0,16845.0,600215.0,6257.0,4429.0,2922.0,3615.0,3113.0,3303.0,2637.0,2827.0,3930.0,2868.0,3745.0,3158.0,3409.0,3900.0,3159.0,3642.0,4299.0,3778.0,3561.0,3228.0,6.0,2.0,377.0,105.0,80.0,292.0,0.0,0.0,737.0,675.0,144.0,22.0,0.0,5.0,23.0,8.0,12.0,10.0,23.0,6.0,9.0,8.0,5.0,0.0,200.0,4436.0,2603.0,3127.0,4575.0,2957.0,3004.0,4871.0,3186.0,4209.0,3473.0,2.0,
0.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,,315.0,600.0,270.0,674.0,345.0,746.0,377.0,910.0,1302.0,731.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2084,1637471968774,4111309302,CLASSIC,teambuilder-match-4111309302,1637469884129,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,4.0,1.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,3449.0,2381.0,267.0,174.0,1144.0,0.0,1411.0,1014.0,0.0,135.0,NA1_4111309302,61.0,69.0,68.0,13.0,12.0,41.0,3.0,71.0,14.0,73.0,584.0,609.0,2131.0,1744.0,231.0,2671.0,1556.0,3560.0,2983.0,3739.0,700,1.0,1.0,0.0,134545.0,111693.0,40415.0,171488.0,32178.0,2973.0,45958.0,155867.0,113544.0,43435.0,600147.0,4033.0,2990.0,2530.0,2135.0,1614.0,3481.0,2967.0,4574.0,3270.0,3875.0,2940.0,3375.0,3320.0,3749.0,2220.0,3471.0,2852.0,3785.0,4777.0,3306.0,11.0,5.0,0.0,0.0,131.0,216.0,238.0,809.0,0.0,0.0,287.0,0.0,82.0,10.0,15.0,15.0,2.0,40.0,12.0,119.0,5.0,5.0,12.0,1.0,200.0,3938.0,3167.0,4148.0,3533.0,2407.0,3077.0,2434.0,4717.0,4623.0,4565.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,,235.0,615.0,344.0,282.0,799.0,917.0,525.0,1204.0,-212.0,927.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1567,1637468407497,4111320005,CLASSIC,teambuilder-match-4111320005,1637466840083,MATCHED_GAME,11.23.409.111,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,948.0,198.0,100.0,0.0,1138.0,1079.0,1101.0,1706.0,1213.0,183.0,NA1_4111320005,2.0,89.0,60.0,74.0,6.0,76.0,5.0,90.0,6.0,64.0,246.0,2267.0,3624.0,827.0,159.0,183.0,314.0,1924.0,174.0,3211.0,700,0.0,1.0,0.0,70111.0,5154.0,81754.0,14735.0,155572.0,50883.0,50597.0,82260.0,65999.0,15722.0,600172.0,1194.0,2465.0,4254.0,827.0,1458.0,1347.0,1482.0,3630.0,1590.0,3395.0,2135.0,3965.0,3154.0,2957.0,3699.0,3047.0,2900.0,3944.0,3738.0,3052.0,10.0,1.0,0.0,0.0,529.0,0.0,161.0,85.0,66.0,0.0,202.0,0.0,0.0,23.0,9.0,7.0,25.0,2.0,12.0,29.0,8.0,8.0,10.0,0.0,200.0,2782.0,3546.0,4221.0,2895.0,4309.0,4397.0,2830.0,4784.0,4213.0,3908.0,1.0,1.0
