airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,chemtechdragon_team200
1.0,1.0,0.0,0.0,3.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1958.0,611.0,223.0,1018.0,292.0,1386.0,275.0,268.0,1179.0,386.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1595,1637181874818,4107068596,CLASSIC,teambuilder-match-4107068596,1637180279153,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,9.0,10.0,9.0,8.0,9.0,9.0,10.0,8.0,114.0,1644.0,884.0,2798.0,2764.0,1332.0,2415.0,0.0,1864.0,0.0,NA1_4107068596,101.0,1.0,4.0,85.0,85.0,4.0,49.0,10.0,94.0,60.0,9555.0,388.0,1480.0,572.0,3418.0,727.0,3059.0,3321.0,792.0,2777.0,400,1.0,,0.0,101098.0,49018.0,363783.0,25071.0,143538.0,67904.0,126137.0,146888.0,135878.0,56356.0,15.0,900286.0,10392.0,2100.0,2814.0,4168.0,6618.0,2335.0,5718.0,3971.0,3082.0,2777.0,6858.0,3511.0,4948.0,5468.0,6042.0,5011.0,3500.0,5608.0,4749.0,3536.0,0.0,2.0,723.0,67.0,449.0,796.0,435.0,276.0,244.0,650.0,426.0,0.0,0.0,4.0,6.0,3.0,7.0,6.0,7.0,5.0,3.0,4.0,2.0,0.0,,100.0,8213.0,3343.0,5298.0,6596.0,5243.0,4716.0,5431.0,6066.0,6794.0,4061.0,,,
1.0,0.0,10.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,110.0,1116.0,396.0,1093.0,407.0,107.0,1484.0,1621.0,1350.0,1823.0,5.0,1.0,5.0,3.0,7.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1533,1637179776629,4107035718,CLASSIC,teambuilder-match-4107035718,1637178243494,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,8.0,84.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,11.0,1.0,8.0,9.0,8.0,9.0,10.0,7.0,8.0,12.0,11.0,10.0,9.0,1519.0,707.0,165.0,3882.0,6600.0,208.0,5031.0,836.0,1992.0,979.0,NA1_4107035718,93.0,3.0,8.0,67.0,6.0,91.0,101.0,10.0,80.0,123.0,3100.0,636.0,3001.0,425.0,211.0,3078.0,2013.0,10934.0,524.0,9369.0,400,0.0,,0.0,39063.0,47043.0,182634.0,78157.0,14104.0,34564.0,18036.0,197575.0,132792.0,81882.0,15.0,900275.0,5229.0,1343.0,3343.0,4307.0,7030.0,3287.0,7045.0,12498.0,2516.0,10348.0,4075.0,4516.0,5956.0,3923.0,3732.0,5182.0,5859.0,7921.0,4760.0,8118.0,2.0,0.0,610.0,0.0,177.0,0.0,218.0,0.0,0.0,728.0,0.0,0.0,0.0,181.0,4.0,1.0,4.0,6.0,4.0,5.0,22.0,6.0,3.0,0.0,,200.0,6053.0,4932.0,5521.0,6462.0,3953.0,4796.0,8693.0,8046.0,6637.0,5941.0,,,
0.0,2.0,4.0,3.0,3.0,4.0,6.0,0.0,6.0,4.0,5.0,0.0,0.0,200.0,618.0,465.0,238.0,113.0,176.0,236.0,99.0,2357.0,708.0,2.0,7.0,5.0,4.0,4.0,5.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1845,1637393729917,4110135060,CLASSIC,teambuilder-match-4110135060,1637391884559,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,0.0,0.0,90.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,3.0,4.0,5.0,5.0,4.0,9.0,7.0,8.0,9.0,9.0,8.0,11.0,10.0,11.0,9.0,538.0,1902.0,764.0,4229.0,1103.0,1532.0,3983.0,0.0,6630.0,1584.0,NA1_4110135060,87.0,17.0,29.0,80.0,113.0,21.0,104.0,4.0,121.0,94.0,3475.0,793.0,3680.0,492.0,10895.0,1708.0,2413.0,6118.0,934.0,5153.0,440,1.0,,0.0,32309.0,38155.0,190963.0,126296.0,365770.0,36173.0,32675.0,188581.0,249713.0,0.0,15.0,900266.0,4600.0,3065.0,4731.0,4722.0,12098.0,3693.0,6677.0,7613.0,7766.0,6737.0,4760.0,3993.0,4915.0,3793.0,8068.0,4976.0,6001.0,6639.0,6557.0,6158.0,0.0,0.0,586.0,370.0,286.0,0.0,100.0,452.0,280.0,1495.0,202.0,0.0,0.0,3.0,10.0,5.0,3.0,3.0,11.0,0.0,1.0,6.0,5.0,0.0,,100.0,6054.0,3828.0,4662.0,5373.0,5976.0,4892.0,7574.0,6986.0,7724.0,5801.0,1.0,,
0.0,1.0,5.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,591.0,386.0,1684.0,286.0,616.0,824.0,897.0,956.0,277.0,426.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2760,1637391263424,4110056407,CLASSIC,teambuilder-match-4110056407,1637388503129,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,4.0,81.0,4.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,3.0,4.0,0.0,10.0,11.0,9.0,10.0,8.0,8.0,9.0,9.0,10.0,7.0,2742.0,57.0,0.0,372.0,1118.0,4776.0,594.0,1063.0,1832.0,3310.0,NA1_4110056407,65.0,88.0,15.0,90.0,101.0,7.0,109.0,7.0,94.0,16.0,1475.0,7943.0,4894.0,4113.0,2928.0,166.0,2483.0,511.0,2926.0,346.0,400,0.0,1.0,0.0,42221.0,94264.0,174625.0,36797.0,55721.0,81064.0,0.0,228363.0,126219.0,26692.0,15.0,900325.0,4409.0,8268.0,7190.0,5022.0,4175.0,5097.0,3155.0,1649.0,5140.0,3806.0,4541.0,5786.0,6209.0,5071.0,5076.0,3674.0,4472.0,5731.0,6637.0,3201.0,1.0,0.0,191.0,268.0,2296.0,537.0,128.0,154.0,77.0,74.0,382.0,150.0,0.0,2.0,3.0,3.0,6.0,8.0,2.0,1.0,5.0,3.0,115.0,0.0,,200.0,6238.0,7710.0,6061.0,6932.0,4850.0,4719.0,5175.0,5695.0,7105.0,3658.0,,,
1.0,0.0,1.0,5.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,146.0,827.0,867.0,370.0,1968.0,649.0,1305.0,37.0,143.0,600.0,4.0,5.0,0.0,7.0,0.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1505,1637347429072,4109450026,CLASSIC,teambuilder-match-4109450026,1637345923595,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,4.0,0.0,0.0,0.0,68.0,0.0,4.0,0.0,4.0,3.0,5.0,5.0,8.0,0.0,4.0,3.0,2.0,0.0,11.0,8.0,11.0,11.0,10.0,8.0,11.0,10.0,9.0,8.0,3070.0,1299.0,0.0,720.0,769.0,1611.0,0.0,0.0,381.0,200.0,NA1_4109450026,91.0,20.0,13.0,95.0,124.0,3.0,95.0,23.0,72.0,82.0,4600.0,827.0,5174.0,8053.0,7928.0,268.0,9638.0,2456.0,5814.0,1417.0,400,0.0,,0.0,4161.0,188009.0,279928.0,50535.0,0.0,76539.0,146459.0,43768.0,26031.0,1221.0,15.0,900332.0,7670.0,2401.0,7519.0,9084.0,9103.0,1879.0,10030.0,4081.0,6402.0,1617.0,5796.0,4107.0,7102.0,6550.0,8343.0,3949.0,6430.0,5862.0,4908.0,4000.0,1.0,2.0,0.0,274.0,2344.0,310.0,406.0,0.0,391.0,1625.0,206.0,0.0,0.0,7.0,7.0,3.0,4.0,18.0,10.0,2.0,1.0,5.0,4.0,0.0,,100.0,7592.0,4642.0,7895.0,7844.0,6870.0,4244.0,7875.0,6442.0,6021.0,4323.0,,,
0.0,3.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,9.0,3.0,0.0,0.0,9.0,328.0,471.0,1085.0,1434.0,1151.0,789.0,161.0,717.0,444.0,6.0,2.0,2.0,4.0,5.0,4.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1949,1637221034146,4107715398,CLASSIC,teambuilder-match-4107715398,1637219084447,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,8.0,9.0,11.0,9.0,7.0,10.0,11.0,10.0,7.0,10.0,53.0,316.0,819.0,4678.0,1342.0,0.0,7729.0,4289.0,2006.0,704.0,NA1_4107715398,83.0,16.0,106.0,84.0,18.0,18.0,98.0,89.0,5.0,103.0,5594.0,3737.0,6154.0,798.0,814.0,4465.0,878.0,4158.0,1220.0,8284.0,440,0.0,,0.0,19488.0,246631.0,110756.0,67594.0,32311.0,181014.0,35352.0,31545.0,55793.0,77164.0,15.0,900318.0,5647.0,4345.0,9272.0,6177.0,2457.0,4691.0,8977.0,11448.0,3515.0,8989.0,4404.0,5588.0,6571.0,4805.0,3884.0,4951.0,6964.0,4761.0,4242.0,7369.0,1.0,0.0,0.0,292.0,2297.0,700.0,300.0,226.0,370.0,3000.0,288.0,0.0,0.0,3.0,4.0,4.0,5.0,9.0,2.0,3.0,5.0,13.0,9.0,0.0,1.0,100.0,4370.0,5951.0,8288.0,5400.0,3912.0,6315.0,7618.0,6400.0,3495.0,6428.0,,,
0.0,1.0,14.0,2.0,2.0,8.0,4.0,0.0,7.0,2.0,8.0,0.0,0.0,183.0,307.0,1193.0,201.0,229.0,374.0,77.0,1692.0,438.0,1801.0,2.0,3.0,5.0,7.0,7.0,6.0,5.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1788,1637218555515,4107759960,CLASSIC,teambuilder-match-4107759960,1637216766523,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,72.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,1.0,2.0,2.0,7.0,8.0,9.0,10.0,8.0,10.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,327.0,1630.0,4620.0,481.0,4006.0,5695.0,889.0,2338.0,10008.0,839.0,NA1_4107759960,86.0,15.0,15.0,80.0,21.0,66.0,99.0,12.0,104.0,94.0,4804.0,2848.0,1529.0,5995.0,1368.0,822.0,4662.0,4848.0,258.0,10398.0,440,0.0,,0.0,75616.0,43243.0,441077.0,31577.0,102170.0,26688.0,75140.0,207438.0,158814.0,29073.0,15.0,900307.0,7597.0,4746.0,7307.0,6573.0,5711.0,6919.0,5750.0,8250.0,11057.0,11238.0,6613.0,4637.0,5843.0,5441.0,4389.0,4564.0,5037.0,6642.0,7223.0,8081.0,0.0,0.0,2466.0,268.0,1157.0,96.0,336.0,402.0,198.0,1063.0,790.0,0.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,0.0,,200.0,6791.0,4575.0,6688.0,4022.0,4135.0,5398.0,6807.0,6281.0,7273.0,6392.0,,1.0,
0.0,1.0,10.0,4.0,3.0,1.0,4.0,0.0,6.0,4.0,2.0,0.0,0.0,1096.0,1349.0,138.0,680.0,384.0,76.0,443.0,126.0,347.0,1234.0,5.0,1.0,1.0,4.0,6.0,4.0,3.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2148,1637213443805,4107605443,CLASSIC,teambuilder-match-4107605443,1637211295528,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,3.0,5.0,6.0,1.0,7.0,11.0,9.0,10.0,10.0,8.0,8.0,11.0,9.0,10.0,9.0,142.0,3299.0,0.0,10139.0,0.0,3005.0,4583.0,2469.0,6396.0,1478.0,NA1_4107605443,94.0,7.0,7.0,56.0,83.0,11.0,124.0,6.0,96.0,95.0,4357.0,1279.0,3931.0,2.0,4364.0,1187.0,3214.0,3478.0,439.0,4187.0,440,1.0,,0.0,88822.0,114774.0,203169.0,146279.0,56854.0,68846.0,42887.0,351489.0,152631.0,14469.0,15.0,900261.0,5961.0,4759.0,4113.0,10141.0,4702.0,4499.0,11611.0,6950.0,8956.0,5721.0,5206.0,5159.0,5988.0,6270.0,5434.0,4526.0,7333.0,5876.0,5452.0,6984.0,2.0,0.0,1461.0,180.0,182.0,0.0,338.0,306.0,3813.0,1002.0,2120.0,56.0,0.0,3.0,8.0,1.0,4.0,3.0,11.0,4.0,3.0,4.0,3.0,0.0,1.0,200.0,7305.0,5164.0,6357.0,6403.0,4499.0,4172.0,8148.0,5812.0,6399.0,5300.0,,,
0.0,0.0,2.0,6.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,580.0,602.0,185.0,1518.0,1158.0,961.0,277.0,843.0,816.0,1033.0,2.0,3.0,6.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1816,1637210938508,4107519293,CLASSIC,teambuilder-match-4107519293,1637209121602,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,96.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,3.0,10.0,1.0,3.0,2.0,11.0,11.0,9.0,10.0,9.0,7.0,11.0,7.0,11.0,9.0,1374.0,3714.0,1517.0,7478.0,110.0,5467.0,685.0,391.0,174.0,1153.0,NA1_4107519293,117.0,105.0,0.0,100.0,98.0,14.0,10.0,18.0,111.0,90.0,5042.0,147.0,2386.0,357.0,5235.0,1445.0,9810.0,3726.0,5162.0,2621.0,440,0.0,,0.0,100031.0,55115.0,130548.0,67941.0,45916.0,113624.0,156717.0,38423.0,108823.0,0.0,15.0,900289.0,7101.0,5370.0,4118.0,8175.0,5345.0,7154.0,11089.0,4417.0,5337.0,3774.0,5730.0,5237.0,4225.0,6743.0,5333.0,5186.0,7902.0,3593.0,5666.0,5083.0,0.0,1.0,683.0,1509.0,213.0,339.0,0.0,242.0,594.0,300.0,0.0,0.0,0.0,4.0,5.0,4.0,6.0,10.0,8.0,3.0,7.0,5.0,5.0,0.0,1.0,100.0,7742.0,7391.0,5355.0,6945.0,5060.0,4018.0,8098.0,3402.0,7787.0,5150.0,,,
0.0,0.0,6.0,3.0,1.0,2.0,8.0,0.0,1.0,2.0,4.0,0.0,0.0,84.0,579.0,230.0,-97.0,265.0,180.0,26.0,-62.0,762.0,2624.0,1.0,4.0,4.0,3.0,6.0,4.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1766,1637208167587,4107550094,CLASSIC,teambuilder-match-4107550094,1637206400703,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,8.0,76.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,7.0,2.0,2.0,3.0,2.0,8.0,10.0,8.0,8.0,11.0,8.0,8.0,10.0,11.0,11.0,9.0,464.0,2770.0,0.0,104.0,0.0,5477.0,1529.0,225.0,262.0,1294.0,NA1_4107550094,120.0,7.0,4.0,120.0,66.0,22.0,56.0,33.0,121.0,110.0,4527.0,960.0,3274.0,7174.0,5381.0,1644.0,423.0,3171.0,9110.0,8413.0,440,0.0,1.0,0.0,50561.0,133589.0,180642.0,36415.0,7182.0,87312.0,30577.0,54470.0,103693.0,408604.0,15.0,900303.0,6039.0,3731.0,3661.0,8144.0,6358.0,7293.0,2230.0,3666.0,9372.0,9707.0,5109.0,6014.0,4430.0,6423.0,6215.0,5090.0,4196.0,6408.0,5637.0,7924.0,1.0,0.0,1047.0,0.0,387.0,864.0,977.0,171.0,278.0,269.0,0.0,0.0,0.0,4.0,12.0,5.0,5.0,3.0,6.0,4.0,2.0,7.0,6.0,0.0,,200.0,7162.0,4985.0,4902.0,7684.0,4680.0,4477.0,6240.0,7427.0,7703.0,6026.0,,,
0.0,0.0,8.0,0.0,2.0,1.0,4.0,2.0,7.0,2.0,3.0,0.0,0.0,1017.0,934.0,488.0,265.0,661.0,806.0,26.0,1745.0,898.0,321.0,5.0,1.0,3.0,5.0,5.0,5.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1932,1637202682173,4107373034,CLASSIC,teambuilder-match-4107373034,1637200749673,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,24.0,88.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,4.0,6.0,3.0,6.0,9.0,9.0,8.0,10.0,8.0,8.0,12.0,10.0,11.0,8.0,4896.0,4308.0,0.0,3306.0,2486.0,1136.0,0.0,859.0,6879.0,100.0,NA1_4107373034,94.0,17.0,7.0,92.0,96.0,23.0,110.0,19.0,114.0,74.0,417.0,1006.0,6005.0,1012.0,5618.0,1704.0,4731.0,7854.0,715.0,5285.0,440,0.0,,0.0,45060.0,54559.0,261877.0,111040.0,13214.0,56099.0,71420.0,116547.0,74680.0,211827.0,15.0,900254.0,5591.0,5637.0,6369.0,7663.0,8415.0,3047.0,5408.0,9163.0,7595.0,7032.0,4792.0,5394.0,4913.0,4405.0,6311.0,3456.0,7551.0,6868.0,5823.0,5996.0,1.0,0.0,277.0,323.0,364.0,3344.0,310.0,206.0,677.0,450.0,0.0,1646.0,1.0,4.0,9.0,6.0,5.0,5.0,44.0,5.0,0.0,4.0,3.0,0.0,,200.0,5932.0,5906.0,4852.0,6400.0,4894.0,4573.0,8633.0,6966.0,8366.0,4929.0,,,
1.0,1.0,4.0,4.0,1.0,5.0,4.0,0.0,4.0,1.0,3.0,0.0,0.0,1001.0,416.0,139.0,1652.0,151.0,31.0,174.0,37.0,1452.0,2016.0,0.0,4.0,2.0,0.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1771,1637200193165,4107346042,CLASSIC,teambuilder-match-4107346042,1637198421695,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,3.0,1.0,5.0,11.0,7.0,9.0,11.0,8.0,8.0,9.0,10.0,10.0,9.0,722.0,4298.0,3653.0,4344.0,0.0,4943.0,0.0,4578.0,939.0,1317.0,NA1_4107346042,101.0,9.0,5.0,112.0,20.0,70.0,97.0,7.0,104.0,78.0,7152.0,271.0,242.0,388.0,10254.0,842.0,5358.0,1394.0,2659.0,3168.0,440,1.0,,0.0,51863.0,126844.0,168384.0,27749.0,80972.0,104795.0,131883.0,261167.0,47048.0,130281.0,15.0,900237.0,10393.0,4660.0,4163.0,4876.0,10819.0,6451.0,5358.0,6539.0,4312.0,5597.0,6139.0,4116.0,5889.0,5612.0,6026.0,5331.0,4064.0,5537.0,4542.0,5796.0,0.0,2.0,2519.0,90.0,268.0,144.0,564.0,666.0,0.0,566.0,713.0,1111.0,0.0,6.0,6.0,3.0,5.0,8.0,3.0,4.0,0.0,4.0,4.0,0.0,,100.0,7947.0,3862.0,5744.0,7568.0,4778.0,4286.0,5891.0,6426.0,6610.0,5863.0,,,
1.0,0.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,71.0,558.0,650.0,945.0,1149.0,475.0,163.0,810.0,262.0,121.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2205,1637203705556,4107424875,CLASSIC,teambuilder-match-4107424875,1637201499609,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,60.0,0.0,0.0,0.0,8.0,83.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,12.0,7.0,8.0,10.0,8.0,7.0,10.0,10.0,10.0,8.0,869.0,0.0,264.0,2924.0,1203.0,1600.0,706.0,2450.0,163.0,1471.0,NA1_4107424875,127.0,22.0,6.0,110.0,89.0,2.0,97.0,17.0,99.0,102.0,9942.0,4095.0,2376.0,123.0,4985.0,462.0,4286.0,907.0,3004.0,2600.0,400,0.0,1.0,0.0,12951.0,173964.0,249875.0,16392.0,0.0,95850.0,34276.0,260395.0,8293.0,0.0,15.0,900238.0,11230.0,4398.0,2783.0,3048.0,6477.0,2512.0,5671.0,3477.0,3986.0,4167.0,7881.0,3258.0,4525.0,4815.0,5219.0,3400.0,5163.0,5895.0,5597.0,5046.0,0.0,1.0,418.0,303.0,143.0,0.0,289.0,450.0,678.0,119.0,818.0,95.0,0.0,4.0,7.0,1.0,4.0,3.0,8.0,4.0,1.0,5.0,4.0,0.0,,200.0,8796.0,3742.0,4785.0,7226.0,4945.0,3925.0,6152.0,6764.0,6713.0,4345.0,,,
0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,1149.0,1512.0,341.0,367.0,240.0,3432.0,135.0,1352.0,2168.0,5.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2042,1637201139183,4107307939,CLASSIC,teambuilder-match-4107307939,1637199096450,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,10.0,8.0,9.0,11.0,8.0,8.0,12.0,8.0,10.0,9.0,717.0,2033.0,527.0,444.0,158.0,883.0,2706.0,188.0,2093.0,464.0,NA1_4107307939,73.0,5.0,5.0,120.0,108.0,24.0,139.0,4.0,94.0,121.0,2666.0,480.0,2557.0,3551.0,4316.0,361.0,7726.0,1897.0,210.0,3904.0,400,0.0,,0.0,43202.0,127123.0,122855.0,54730.0,319059.0,47435.0,27551.0,258390.0,5349.0,28047.0,15.0,900334.0,3837.0,2807.0,3540.0,4212.0,4475.0,1245.0,10433.0,2287.0,2304.0,4369.0,4743.0,3599.0,5477.0,4871.0,4837.0,3185.0,8582.0,4460.0,4172.0,5243.0,1.0,0.0,453.0,294.0,456.0,216.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,5.0,7.0,3.0,10.0,5.0,7.0,4.0,1.0,3.0,3.0,0.0,,200.0,6415.0,4277.0,5830.0,7792.0,4948.0,4191.0,9839.0,4718.0,6924.0,5279.0,,,
