airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,chemtechdragon_team200,hextechdragon_team100,airdragon_team200,waterdragon_team200
0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,856.0,885.0,470.0,460.0,74.0,53.0,210.0,1102.0,719.0,1025.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2276,1637305106844,4109040118,CLASSIC,teambuilder-match-4109040118,1637302830659,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,0.0,0.0,576.0,650.0,0.0,266.0,482.0,0.0,824.0,505.0,NA1_4109040118,26.0,10.0,0.0,24.0,29.0,6.0,23.0,1.0,36.0,33.0,2495.0,1425.0,263.0,444.0,1782.0,502.0,549.0,2330.0,365.0,842.0,400,0.0,0.0,18070.0,24583.0,77736.0,31997.0,19072.0,5187.0,5056.0,51007.0,143677.0,22034.0,6.0,360087.0,2545.0,1425.0,917.0,1146.0,1782.0,848.0,1031.0,2555.0,1190.0,1438.0,2206.0,1835.0,2345.0,1745.0,2429.0,1403.0,1410.0,3002.0,1774.0,2050.0,0.0,0.0,50.0,0.0,78.0,52.0,0.0,80.0,0.0,224.0,0.0,91.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,200.0,2869.0,1410.0,1753.0,1936.0,1375.0,744.0,1867.0,1898.0,2645.0,1538.0,,,,
0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,204.0,370.0,393.0,400.0,67.0,8.0,72.0,224.0,285.0,446.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,1637301948214,4109002505,CLASSIC,teambuilder-match-4109002505,1637299972183,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,4.0,790.0,527.0,0.0,161.0,0.0,463.0,274.0,306.0,1096.0,109.0,NA1_4109002505,24.0,3.0,3.0,19.0,36.0,10.0,26.0,5.0,19.0,15.0,363.0,664.0,418.0,2221.0,2189.0,409.0,1896.0,2170.0,868.0,1696.0,400,0.0,0.0,37655.0,11232.0,63888.0,9521.0,44162.0,16139.0,35441.0,89182.0,7929.0,6935.0,6.0,360145.0,1427.0,1192.0,423.0,2473.0,2404.0,1073.0,2170.0,2640.0,2175.0,1806.0,1554.0,1905.0,1643.0,1410.0,2617.0,1678.0,2122.0,2824.0,2255.0,1871.0,0.0,0.0,272.0,0.0,5.0,90.0,215.0,200.0,0.0,164.0,210.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,200.0,1960.0,1148.0,1378.0,1696.0,1653.0,1131.0,2325.0,2592.0,2076.0,1282.0,,,,
0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1326.0,185.0,206.0,113.0,115.0,629.0,347.0,-118.0,892.0,68.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871,1637281984805,4108275198,CLASSIC,teambuilder-match-4108275198,1637280113287,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,5.0,3.0,4.0,6.0,5.0,4.0,6.0,5.0,0.0,708.0,90.0,375.0,53.0,762.0,254.0,216.0,463.0,34.0,NA1_4108275198,36.0,0.0,0.0,7.0,22.0,41.0,21.0,1.0,39.0,33.0,1692.0,557.0,362.0,385.0,1626.0,929.0,702.0,49.0,304.0,2439.0,400,0.0,0.0,13408.0,3237.0,86959.0,6177.0,3467.0,17540.0,18758.0,107968.0,42271.0,1719.0,6.0,360075.0,1692.0,1266.0,452.0,803.0,1680.0,1808.0,1053.0,265.0,767.0,2474.0,2226.0,1610.0,1916.0,2073.0,2215.0,1799.0,1447.0,2117.0,1812.0,2343.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,116.0,96.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,100.0,2435.0,1171.0,1846.0,1125.0,1658.0,2455.0,1777.0,1557.0,2414.0,1778.0,,,,
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,836.0,417.0,489.0,529.0,865.0,84.0,337.0,310.0,708.0,765.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426,1637220267523,4107762285,CLASSIC,teambuilder-match-4107762285,1637217840698,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,1344.0,601.0,123.0,857.0,53.0,375.0,0.0,85.0,1148.0,112.0,NA1_4107762285,38.0,2.0,1.0,30.0,35.0,3.0,22.0,6.0,35.0,38.0,729.0,242.0,73.0,727.0,872.0,116.0,584.0,955.0,148.0,1454.0,440,0.0,0.0,9842.0,26322.0,72441.0,44923.0,3467.0,18734.0,12688.0,59457.0,17375.0,20484.0,6.0,360096.0,2204.0,947.0,196.0,1689.0,926.0,491.0,584.0,1080.0,1407.0,1567.0,1771.0,2087.0,1989.0,1874.0,1715.0,1259.0,1762.0,1885.0,2088.0,2215.0,0.0,0.0,130.0,102.0,0.0,104.0,0.0,0.0,0.0,40.0,110.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,100.0,2503.0,1322.0,1908.0,2446.0,1607.0,1282.0,2334.0,1660.0,2357.0,1603.0,,,,
0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,109.0,142.0,882.0,1338.0,48.0,126.0,349.0,673.0,1272.0,316.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1658,1637217444768,4107667925,CLASSIC,teambuilder-match-4107667925,1637215786054,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,6.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,0.0,878.0,0.0,787.0,57.0,369.0,183.0,586.0,771.0,27.0,NA1_4107667925,28.0,1.0,6.0,45.0,33.0,0.0,25.0,0.0,34.0,31.0,1726.0,272.0,897.0,94.0,2958.0,351.0,1527.0,276.0,146.0,1444.0,440,0.0,0.0,24442.0,0.0,29934.0,9523.0,13414.0,3566.0,18102.0,137731.0,18559.0,51498.0,6.0,360128.0,2188.0,1238.0,1022.0,1031.0,3016.0,791.0,2049.0,910.0,1153.0,1472.0,2659.0,1852.0,2532.0,1848.0,2323.0,1736.0,1674.0,2223.0,1792.0,1816.0,0.0,0.0,462.0,88.0,125.0,150.0,0.0,70.0,339.0,48.0,234.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,100.0,1939.0,1394.0,2596.0,2490.0,1449.0,1539.0,2167.0,1532.0,2460.0,1627.0,,,,
0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,75.0,1070.0,210.0,1139.0,1316.0,849.0,19.0,59.0,95.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836,1637206577883,4107455154,CLASSIC,teambuilder-match-4107455154,1637204740895,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,183.0,827.0,0.0,924.0,0.0,1032.0,243.0,78.0,369.0,153.0,NA1_4107455154,33.0,0.0,3.0,36.0,29.0,0.0,31.0,1.0,36.0,18.0,997.0,397.0,1502.0,706.0,1865.0,762.0,1595.0,2332.0,287.0,422.0,440,0.0,0.0,99411.0,29156.0,75540.0,48914.0,1288.0,24553.0,26705.0,57290.0,16153.0,12422.0,6.0,360101.0,1181.0,1238.0,1502.0,1631.0,1865.0,2038.0,1942.0,2673.0,656.0,575.0,1731.0,1410.0,2670.0,2060.0,1639.0,2251.0,1824.0,2269.0,1704.0,1470.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,244.0,104.0,262.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,200.0,2035.0,605.0,1506.0,2189.0,1599.0,1344.0,2169.0,1466.0,2329.0,1267.0,,,,
0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,599.0,857.0,455.0,857.0,60.0,890.0,349.0,203.0,796.0,1362.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1934,1637204412564,4107377978,CLASSIC,teambuilder-match-4107377978,1637202477824,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,87.0,679.0,0.0,1818.0,0.0,653.0,673.0,193.0,1464.0,91.0,NA1_4107377978,40.0,0.0,0.0,40.0,37.0,3.0,32.0,2.0,37.0,38.0,850.0,316.0,0.0,920.0,2155.0,492.0,978.0,889.0,49.0,2816.0,440,0.0,0.0,46392.0,42495.0,132475.0,115531.0,100131.0,57009.0,86616.0,104531.0,76963.0,32034.0,6.0,360083.0,1007.0,995.0,0.0,2739.0,2155.0,1261.0,1651.0,1106.0,1549.0,2907.0,1799.0,1857.0,1905.0,1792.0,2560.0,2225.0,1624.0,2428.0,2126.0,2887.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,116.0,0.0,24.0,35.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,200.0,2326.0,911.0,1671.0,2484.0,1491.0,1401.0,2245.0,2021.0,2779.0,1603.0,,,,
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,915.0,1141.0,396.0,831.0,355.0,56.0,630.0,651.0,156.0,2015.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252,1637200793750,4107296684,CLASSIC,teambuilder-match-4107296684,1637198541228,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,805.0,701.0,189.0,162.0,106.0,579.0,1163.0,1389.0,168.0,0.0,NA1_4107296684,33.0,0.0,0.0,30.0,43.0,0.0,31.0,3.0,38.0,44.0,399.0,491.0,421.0,813.0,1118.0,412.0,380.0,50.0,1141.0,1646.0,400,0.0,0.0,8191.0,6645.0,60150.0,14138.0,8593.0,21220.0,660.0,77818.0,11333.0,4722.0,6.0,360115.0,1204.0,1323.0,634.0,1362.0,1225.0,1122.0,1544.0,1469.0,1411.0,1646.0,1940.0,1641.0,1671.0,1801.0,1855.0,1381.0,1965.0,2201.0,2236.0,2515.0,0.0,0.0,0.0,130.0,24.0,386.0,0.0,130.0,0.0,30.0,102.0,0.0,12.0,3.0,1.0,2.0,1.0,0.0,14.0,1.0,2.0,2.0,2.0,0.0,100.0,2335.0,1752.0,1416.0,2402.0,1549.0,1310.0,2482.0,1935.0,2162.0,1842.0,,,,
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1267.0,60.0,276.0,536.0,955.0,471.0,76.0,759.0,363.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2040,1637386080741,4110013037,CLASSIC,teambuilder-match-4110013037,1637384040444,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,0.0,330.0,176.0,69.0,0.0,253.0,0.0,687.0,0.0,272.0,NA1_4110013037,44.0,11.0,1.0,45.0,43.0,0.0,18.0,0.0,24.0,16.0,3000.0,115.0,310.0,1351.0,1495.0,392.0,1797.0,184.0,848.0,42.0,400,0.0,0.0,65512.0,50210.0,120994.0,18468.0,123027.0,51374.0,4755.0,104524.0,47093.0,11566.0,6.0,360090.0,3032.0,458.0,519.0,1498.0,1495.0,736.0,1936.0,1004.0,877.0,327.0,3117.0,1430.0,2176.0,2241.0,2155.0,1371.0,2126.0,2204.0,1633.0,1354.0,0.0,0.0,32.0,12.0,32.0,78.0,0.0,90.0,139.0,132.0,29.0,12.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,100.0,2538.0,1452.0,1601.0,2832.0,1513.0,1452.0,1463.0,1947.0,2080.0,1001.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,152.0,1372.0,329.0,97.0,36.0,467.0,246.0,746.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385,1637383540837,4109894970,CLASSIC,teambuilder-match-4109894970,1637381155299,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,2406.0,482.0,0.0,672.0,0.0,0.0,651.0,117.0,833.0,145.0,NA1_4109894970,36.0,10.0,1.0,45.0,35.0,7.0,21.0,5.0,29.0,33.0,50.0,125.0,160.0,2017.0,657.0,0.0,1644.0,323.0,176.0,1733.0,400,0.0,0.0,39923.0,19473.0,178822.0,4361.0,2150.0,4625.0,0.0,60935.0,4068.0,47411.0,6.0,360063.0,2457.0,608.0,160.0,2726.0,657.0,0.0,2904.0,480.0,1046.0,1879.0,2315.0,1352.0,1872.0,3049.0,1697.0,1236.0,1802.0,2046.0,1607.0,1666.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,608.0,40.0,35.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,100.0,2702.0,1376.0,1614.0,3015.0,1451.0,1390.0,1695.0,1585.0,2230.0,1316.0,,,,
0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,186.0,845.0,692.0,549.0,363.0,376.0,162.0,643.0,306.0,571.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104,1637380737448,4109826932,CLASSIC,teambuilder-match-4109826932,1637378632791,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,965.0,0.0,323.0,1131.0,149.0,581.0,399.0,559.0,0.0,0.0,NA1_4109826932,18.0,10.0,0.0,40.0,32.0,6.0,23.0,0.0,33.0,38.0,953.0,285.0,728.0,428.0,1578.0,419.0,1838.0,328.0,783.0,957.0,440,0.0,0.0,63886.0,14341.0,106090.0,45825.0,0.0,35934.0,23629.0,86015.0,8819.0,1750.0,6.0,360067.0,1918.0,285.0,1076.0,1707.0,1727.0,1014.0,2382.0,1109.0,783.0,957.0,1786.0,1345.0,1742.0,2444.0,2088.0,1401.0,2287.0,2318.0,1711.0,1771.0,0.0,0.0,0.0,0.0,24.0,146.0,0.0,14.0,143.0,221.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,100.0,1487.0,1338.0,1433.0,2739.0,1481.0,1456.0,2399.0,1929.0,2293.0,1458.0,,,,
0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,469.0,230.0,1835.0,959.0,864.0,378.0,77.0,78.0,609.0,660.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,1637397148092,4110172576,CLASSIC,teambuilder-match-4110172576,1637395187975,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,274.0,384.0,241.0,1363.0,133.0,482.0,219.0,198.0,116.0,51.0,NA1_4110172576,32.0,8.0,2.0,33.0,26.0,7.0,33.0,1.0,37.0,32.0,975.0,225.0,1078.0,363.0,1652.0,497.0,1547.0,322.0,2164.0,2960.0,400,0.0,0.0,12753.0,18133.0,127200.0,11063.0,18796.0,8156.0,20976.0,107345.0,57957.0,11200.0,6.0,360124.0,1306.0,700.0,1376.0,1804.0,1785.0,997.0,1766.0,528.0,2493.0,3012.0,2319.0,1430.0,2335.0,1869.0,2014.0,1878.0,2077.0,2003.0,2029.0,1810.0,0.0,0.0,56.0,90.0,56.0,77.0,0.0,18.0,0.0,8.0,212.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,100.0,1958.0,1134.0,1953.0,2627.0,1639.0,1588.0,2093.0,1642.0,2905.0,1671.0,,,,
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,948.0,-92.0,594.0,329.0,397.0,597.0,535.0,635.0,279.0,729.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2069,1637357516011,4109484610,CLASSIC,teambuilder-match-4109484610,1637355446209,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,925.0,201.0,512.0,1067.0,117.0,262.0,186.0,596.0,263.0,93.0,NA1_4109484610,23.0,7.0,0.0,40.0,28.0,8.0,28.0,9.0,10.0,41.0,606.0,428.0,793.0,451.0,1527.0,731.0,429.0,389.0,974.0,2231.0,400,0.0,0.0,16549.0,13743.0,104421.0,38609.0,115020.0,42308.0,0.0,99043.0,9478.0,13309.0,6.0,360159.0,1673.0,630.0,1460.0,1519.0,1644.0,1074.0,958.0,1095.0,1435.0,2324.0,1448.0,1208.0,2194.0,1844.0,1922.0,1697.0,1735.0,2245.0,1239.0,1879.0,0.0,0.0,141.0,0.0,154.0,0.0,0.0,79.0,341.0,108.0,197.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,100.0,2199.0,1236.0,1792.0,2351.0,1346.0,1346.0,2268.0,1938.0,1596.0,1688.0,,,,
0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,486.0,309.0,652.0,837.0,351.0,329.0,607.0,46.0,537.0,310.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1721,1637297780816,4108911174,CLASSIC,teambuilder-match-4108911174,1637296059619,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,4.0,276.0,152.0,441.0,0.0,807.0,1137.0,0.0,17.0,723.0,236.0,NA1_4108911174,28.0,21.0,44.0,2.0,41.0,0.0,36.0,1.0,41.0,3.0,1863.0,791.0,1969.0,737.0,788.0,420.0,1203.0,875.0,367.0,372.0,400,0.0,0.0,253871.0,9616.0,21807.0,88616.0,22044.0,42690.0,25176.0,82837.0,36170.0,4032.0,6.0,360101.0,2140.0,944.0,2470.0,737.0,1595.0,1772.0,1204.0,1163.0,1090.0,697.0,2386.0,1559.0,2232.0,2087.0,2526.0,1699.0,2157.0,1946.0,2067.0,1410.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,214.0,1.0,269.0,0.0,88.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,100.0,1850.0,1429.0,2641.0,1844.0,2081.0,1382.0,2451.0,1509.0,2482.0,1308.0,,,,
