airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,chemtechdragon_team200
0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,619.0,53.0,752.0,77.0,77.0,876.0,1700.0,388.0,1910.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,1637363976764,4109557112,CLASSIC,teambuilder-match-4109557112,1637362332729,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,1432.0,1804.0,599.0,330.0,0.0,1701.0,131.0,0.0,158.0,62.0,NA1_4109557112,45.0,4.0,2.0,49.0,45.0,3.0,46.0,0.0,48.0,47.0,505.0,318.0,267.0,1516.0,2995.0,416.0,1679.0,1929.0,2190.0,3840.0,400,0.0,0.0,37688.0,71173.0,55572.0,1816.0,10040.0,10009.0,59022.0,116707.0,3704.0,62080.0,8.0,480166.0,2000.0,2122.0,908.0,1913.0,2995.0,2117.0,1811.0,1971.0,2458.0,3902.0,2778.0,3119.0,2463.0,2637.0,2852.0,2337.0,2626.0,3300.0,2768.0,3410.0,0.0,0.0,62.0,0.0,42.0,66.0,0.0,0.0,0.0,42.0,110.0,0.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,,100.0,3369.0,2409.0,1886.0,3047.0,2317.0,1667.0,2875.0,3014.0,3297.0,2955.0,,,
0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,306.0,283.0,264.0,635.0,1293.0,54.0,408.0,713.0,568.0,2303.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1760,1637357677112,4109525050,CLASSIC,teambuilder-match-4109525050,1637355916821,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,7.0,5.0,5.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,572.0,450.0,155.0,206.0,264.0,1528.0,221.0,1942.0,357.0,152.0,NA1_4109525050,28.0,13.0,0.0,49.0,47.0,2.0,42.0,5.0,47.0,60.0,3213.0,171.0,1902.0,423.0,1696.0,367.0,1782.0,40.0,1608.0,2611.0,400,0.0,0.0,96355.0,9747.0,73455.0,15597.0,0.0,0.0,164257.0,25457.0,2675.0,57357.0,8.0,480164.0,3786.0,711.0,2199.0,832.0,1961.0,1983.0,2003.0,2114.0,2056.0,2763.0,2356.0,1783.0,3364.0,2625.0,2643.0,2599.0,2908.0,3283.0,2638.0,3703.0,0.0,0.0,0.0,90.0,141.0,203.0,0.0,88.0,0.0,132.0,90.0,0.0,0.0,2.0,4.0,2.0,6.0,1.0,4.0,1.0,2.0,3.0,2.0,0.0,,200.0,3307.0,1900.0,2360.0,3472.0,2375.0,1830.0,3822.0,2998.0,2632.0,2765.0,,,
0.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,730.0,364.0,550.0,1469.0,842.0,328.0,2335.0,1499.0,-18.0,1223.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,1637282604941,4108276449,CLASSIC,teambuilder-match-4108276449,1637280617007,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,566.0,918.0,133.0,131.0,0.0,783.0,2041.0,173.0,1510.0,195.0,NA1_4108276449,40.0,9.0,0.0,66.0,35.0,3.0,71.0,0.0,41.0,54.0,120.0,989.0,671.0,1680.0,2126.0,422.0,601.0,606.0,199.0,2703.0,400,0.0,0.0,22987.0,107512.0,176270.0,73145.0,133919.0,15169.0,6208.0,196650.0,54932.0,3732.0,8.0,480147.0,686.0,1934.0,805.0,1940.0,2591.0,1278.0,2642.0,877.0,1709.0,2898.0,2080.0,2339.0,2850.0,3174.0,3467.0,2403.0,2835.0,2949.0,2367.0,3398.0,0.0,0.0,0.0,26.0,0.0,128.0,465.0,72.0,0.0,97.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,0.0,,200.0,3378.0,1891.0,2432.0,4004.0,2246.0,1988.0,3890.0,2712.0,3147.0,2654.0,,,
0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,736.0,475.0,1251.0,1689.0,413.0,508.0,9.0,391.0,380.0,613.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1633,1637278602374,4108227988,CLASSIC,teambuilder-match-4108227988,1637276968774,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,4.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,6.0,7.0,5.0,0.0,0.0,0.0,1722.0,0.0,688.0,0.0,167.0,903.0,411.0,NA1_4108227988,43.0,26.0,0.0,59.0,54.0,8.0,46.0,2.0,64.0,37.0,3032.0,2485.0,1008.0,540.0,2183.0,258.0,1576.0,525.0,111.0,2012.0,400,0.0,0.0,28368.0,30727.0,197623.0,5879.0,16710.0,15920.0,4986.0,203660.0,25464.0,5647.0,8.0,480127.0,3264.0,3275.0,1390.0,2331.0,2183.0,1118.0,1576.0,815.0,1014.0,2423.0,2486.0,2525.0,2926.0,3929.0,2763.0,1783.0,2159.0,2641.0,2425.0,3863.0,0.0,0.0,232.0,789.0,381.0,68.0,0.0,170.0,0.0,122.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,0.0,,200.0,3450.0,2258.0,2452.0,3520.0,2573.0,1702.0,3073.0,2430.0,3569.0,1970.0,,,
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,815.0,892.0,666.0,760.0,779.0,704.0,306.0,868.0,1087.0,770.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,1637273310586,4108197137,CLASSIC,teambuilder-match-4108197137,1637271306183,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,7.0,5.0,5.0,7.0,4.0,4.0,7.0,7.0,7.0,5.0,1384.0,1326.0,406.0,1979.0,0.0,995.0,2196.0,260.0,1020.0,30.0,NA1_4108197137,45.0,30.0,3.0,54.0,38.0,0.0,45.0,0.0,65.0,7.0,784.0,454.0,1331.0,280.0,1394.0,166.0,1736.0,1690.0,404.0,2465.0,400,0.0,0.0,181199.0,52656.0,197474.0,17913.0,62358.0,14303.0,48327.0,24905.0,31957.0,7529.0,8.0,480165.0,2264.0,1780.0,2048.0,2430.0,1813.0,1162.0,4464.0,2032.0,1424.0,2545.0,2865.0,2657.0,2566.0,2785.0,2004.0,1629.0,3006.0,3318.0,2827.0,2670.0,0.0,0.0,96.0,0.0,310.0,170.0,419.0,0.0,532.0,82.0,0.0,49.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,,200.0,3341.0,2196.0,2306.0,3486.0,1499.0,1497.0,3347.0,3184.0,3678.0,2285.0,,,
0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,226.0,1065.0,46.0,134.0,1076.0,650.0,1612.0,203.0,145.0,1075.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544,1637270665900,4108153527,CLASSIC,teambuilder-match-4108153527,1637269121307,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,7.0,5.0,7.0,6.0,5.0,5.0,7.0,7.0,8.0,5.0,444.0,2509.0,77.0,1835.0,53.0,676.0,0.0,225.0,1857.0,0.0,NA1_4108153527,44.0,6.0,13.0,21.0,55.0,12.0,57.0,7.0,54.0,53.0,1446.0,200.0,987.0,196.0,1168.0,144.0,2044.0,1189.0,2425.0,1720.0,400,0.0,0.0,22589.0,54370.0,84191.0,19982.0,3473.0,8423.0,88152.0,207421.0,102918.0,156676.0,8.0,480129.0,2107.0,3142.0,1100.0,2266.0,1222.0,908.0,2044.0,1500.0,4557.0,1795.0,2351.0,2435.0,3246.0,2369.0,2726.0,2025.0,2762.0,3553.0,3600.0,3175.0,0.0,0.0,216.0,432.0,36.0,234.0,0.0,88.0,0.0,85.0,275.0,75.0,0.0,3.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,,200.0,3390.0,2110.0,3252.0,2717.0,2398.0,2030.0,3651.0,3628.0,4075.0,2341.0,,,
0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,610.0,858.0,1780.0,76.0,1689.0,1229.0,473.0,801.0,325.0,156.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2054,1637194478769,4107281212,CLASSIC,teambuilder-match-4107281212,1637192424297,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,1.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,7.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,605.0,0.0,469.0,1800.0,239.0,908.0,2253.0,522.0,165.0,553.0,NA1_4107281212,63.0,3.0,1.0,53.0,65.0,1.0,41.0,9.0,45.0,44.0,1631.0,1891.0,1226.0,724.0,2359.0,566.0,188.0,678.0,2051.0,494.0,400,0.0,0.0,43679.0,4854.0,139914.0,38320.0,0.0,7662.0,47562.0,38223.0,12652.0,27945.0,8.0,480111.0,2236.0,1946.0,1736.0,2740.0,2599.0,1645.0,2442.0,1256.0,2429.0,1281.0,2910.0,2408.0,3230.0,3431.0,3214.0,2679.0,2108.0,2776.0,2395.0,2606.0,0.0,0.0,0.0,54.0,40.0,216.0,0.0,170.0,0.0,56.0,212.0,233.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,169.0,2.0,1.0,0.0,,100.0,3826.0,2161.0,2576.0,3696.0,2543.0,2232.0,2804.0,2577.0,2630.0,2346.0,,,
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,159.0,757.0,478.0,937.0,727.0,744.0,1850.0,650.0,367.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1595,1637181874818,4107068596,CLASSIC,teambuilder-match-4107068596,1637180279153,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,4.0,5.0,7.0,5.0,5.0,6.0,7.0,6.0,5.0,0.0,891.0,528.0,1058.0,710.0,455.0,935.0,0.0,1567.0,0.0,NA1_4107068596,54.0,0.0,2.0,47.0,43.0,1.0,26.0,3.0,36.0,35.0,3299.0,281.0,1252.0,364.0,1413.0,325.0,1197.0,498.0,692.0,1268.0,400,0.0,0.0,30426.0,24243.0,257966.0,16254.0,50541.0,29395.0,59087.0,85491.0,61105.0,17668.0,8.0,480147.0,3751.0,1172.0,2209.0,1800.0,2123.0,847.0,2166.0,538.0,2645.0,1268.0,2402.0,1609.0,2782.0,3008.0,2812.0,2302.0,2094.0,3125.0,2215.0,2017.0,0.0,0.0,452.0,0.0,429.0,376.0,0.0,66.0,34.0,39.0,386.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,,100.0,3409.0,1705.0,2220.0,3669.0,2328.0,2328.0,3074.0,3423.0,3164.0,2055.0,,,
1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,119.0,399.0,641.0,910.0,500.0,822.0,702.0,1845.0,1096.0,579.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1533,1637179776629,4107035718,CLASSIC,teambuilder-match-4107035718,1637178243494,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,6.0,583.0,385.0,37.0,1231.0,1980.0,53.0,2379.0,45.0,919.0,293.0,NA1_4107035718,48.0,2.0,6.0,36.0,5.0,54.0,44.0,5.0,45.0,61.0,1595.0,479.0,503.0,265.0,128.0,1468.0,896.0,1239.0,297.0,3743.0,400,0.0,0.0,17643.0,26036.0,134411.0,33795.0,4823.0,8751.0,6111.0,126348.0,83699.0,50967.0,8.0,480145.0,2349.0,864.0,559.0,1496.0,2216.0,1521.0,3275.0,1313.0,1216.0,4036.0,2234.0,2009.0,3001.0,2250.0,1985.0,2322.0,3127.0,3105.0,2126.0,3529.0,0.0,0.0,170.0,0.0,18.0,0.0,108.0,0.0,0.0,28.0,0.0,0.0,0.0,109.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,,200.0,2955.0,2422.0,3121.0,3407.0,2301.0,1971.0,4054.0,3118.0,3413.0,2452.0,,,
0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,303.0,369.0,230.0,450.0,75.0,5.0,38.0,601.0,569.0,392.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1845,1637393729917,4110135060,CLASSIC,teambuilder-match-4110135060,1637391884559,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,490.0,744.0,196.0,1841.0,173.0,525.0,358.0,0.0,2040.0,615.0,NA1_4110135060,44.0,7.0,5.0,34.0,56.0,13.0,50.0,1.0,59.0,58.0,2256.0,500.0,1247.0,355.0,4032.0,1185.0,1456.0,2984.0,635.0,2134.0,440,0.0,0.0,22365.0,15624.0,98801.0,48607.0,184018.0,11924.0,19395.0,101726.0,161803.0,0.0,8.0,480135.0,3136.0,1467.0,1467.0,2196.0,4206.0,1976.0,1945.0,3986.0,2806.0,2749.0,2553.0,2044.0,2180.0,2055.0,4130.0,2555.0,3118.0,3631.0,3174.0,2817.0,0.0,0.0,390.0,222.0,24.0,0.0,0.0,266.0,130.0,1002.0,130.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,,100.0,2907.0,1751.0,2028.0,3093.0,2659.0,2378.0,3614.0,3008.0,3644.0,2685.0,,,
0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,982.0,112.0,650.0,453.0,218.0,439.0,766.0,502.0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2760,1637391263424,4110056407,CLASSIC,teambuilder-match-4110056407,1637388503129,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,788.0,6.0,0.0,258.0,353.0,1445.0,140.0,66.0,571.0,1038.0,NA1_4110056407,35.0,41.0,3.0,33.0,51.0,3.0,49.0,0.0,50.0,4.0,734.0,2843.0,1259.0,1984.0,1429.0,121.0,1063.0,98.0,1423.0,124.0,400,0.0,0.0,23385.0,21308.0,129200.0,13511.0,20281.0,43300.0,0.0,106769.0,56149.0,10208.0,8.0,480182.0,1522.0,2980.0,1859.0,2353.0,1845.0,1619.0,1246.0,197.0,2096.0,1163.0,1983.0,2282.0,3162.0,2445.0,2878.0,1968.0,2264.0,2401.0,2842.0,1585.0,0.0,0.0,0.0,130.0,600.0,110.0,62.0,52.0,41.0,32.0,102.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,53.0,0.0,,200.0,2983.0,3438.0,2818.0,3011.0,2283.0,2343.0,2387.0,2318.0,3617.0,1450.0,,,
1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,424.0,474.0,62.0,260.0,1597.0,904.0,296.0,313.0,108.0,478.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1505,1637347429072,4109450026,CLASSIC,teambuilder-match-4109450026,1637345923595,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,7.0,4.0,6.0,7.0,6.0,5.0,7.0,6.0,7.0,4.0,1236.0,528.0,0.0,254.0,492.0,878.0,0.0,0.0,216.0,185.0,NA1_4109450026,46.0,10.0,0.0,53.0,58.0,1.0,43.0,10.0,37.0,39.0,1594.0,390.0,1113.0,2319.0,3992.0,177.0,3406.0,136.0,2337.0,1188.0,400,0.0,0.0,4161.0,70640.0,137432.0,17404.0,0.0,44485.0,79104.0,23978.0,19652.0,1221.0,8.0,480165.0,2831.0,989.0,1327.0,2723.0,4551.0,1056.0,3576.0,136.0,2722.0,1374.0,2474.0,1924.0,3137.0,2580.0,4072.0,2154.0,2821.0,2798.0,2863.0,2028.0,0.0,0.0,0.0,70.0,214.0,150.0,66.0,0.0,170.0,0.0,168.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,,100.0,3321.0,1709.0,3028.0,3579.0,2906.0,2225.0,3860.0,3148.0,3392.0,1643.0,,,
0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,795.0,273.0,1184.0,219.0,86.0,530.0,250.0,154.0,265.0,381.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,1637221034146,4107715398,CLASSIC,teambuilder-match-4107715398,1637219084447,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,0.0,41.0,304.0,1374.0,138.0,0.0,1510.0,1049.0,726.0,71.0,NA1_4107715398,50.0,9.0,55.0,42.0,9.0,2.0,43.0,46.0,0.0,51.0,3830.0,954.0,1823.0,449.0,285.0,1457.0,693.0,1675.0,626.0,2203.0,440,0.0,0.0,7565.0,162737.0,42241.0,22534.0,11230.0,90330.0,17080.0,7302.0,19689.0,30788.0,8.0,480171.0,3830.0,1025.0,2839.0,2088.0,604.0,1457.0,2382.0,3774.0,1367.0,2275.0,2620.0,2308.0,2834.0,2374.0,1711.0,2130.0,3055.0,2554.0,1815.0,2681.0,0.0,0.0,0.0,30.0,711.0,264.0,180.0,0.0,178.0,1049.0,14.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,4.0,2.0,0.0,,100.0,2151.0,2365.0,3627.0,2724.0,1759.0,1974.0,3034.0,3121.0,1378.0,2322.0,,,
0.0,1.0,8.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,52.0,441.0,1087.0,945.0,502.0,279.0,510.0,203.0,854.0,1138.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1788,1637218555515,4107759960,CLASSIC,teambuilder-match-4107759960,1637216766523,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,6.0,7.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,7.0,6.0,250.0,828.0,756.0,161.0,1358.0,2100.0,457.0,901.0,2354.0,346.0,NA1_4107759960,52.0,3.0,1.0,47.0,8.0,31.0,52.0,2.0,50.0,37.0,2231.0,1958.0,830.0,2299.0,917.0,570.0,1968.0,1635.0,158.0,4031.0,440,0.0,0.0,21475.0,23124.0,206717.0,8556.0,29669.0,14334.0,20808.0,97078.0,53518.0,9811.0,8.0,480154.0,2905.0,2986.0,1935.0,2461.0,2476.0,2692.0,2425.0,2760.0,2512.0,4377.0,3057.0,2266.0,2757.0,2595.0,2552.0,2659.0,2360.0,2928.0,3324.0,4063.0,0.0,0.0,422.0,200.0,348.0,0.0,200.0,22.0,0.0,222.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,9.0,0.0,,200.0,3962.0,1067.0,2054.0,2139.0,1469.0,2691.0,3066.0,1960.0,3793.0,2569.0,,,
