airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,waterdragon_team200,airdragon_team200,chemtechdragon_team200,hextechdragon_team100
0.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,966.0,383.0,159.0,400.0,36.0,216.0,282.0,321.0,399.0,341.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1906,1637406916976,4110264837,CLASSIC,teambuilder-match-4110264837,1637405010640,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,4.0,5.0,6.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,170.0,312.0,1421.0,343.0,651.0,2561.0,63.0,104.0,498.0,NA1_4110264837,35.0,9.0,1.0,36.0,36.0,8.0,45.0,0.0,29.0,44.0,1840.0,417.0,1135.0,704.0,2242.0,550.0,328.0,993.0,1393.0,1275.0,400,0.0,0.0,4392.0,16912.0,105204.0,31518.0,3005.0,22028.0,55684.0,42507.0,19123.0,3005.0,7.0,420130.0,1840.0,676.0,1503.0,2332.0,2586.0,1444.0,2889.0,1087.0,1541.0,1773.0,2141.0,1758.0,2909.0,2260.0,2236.0,2391.0,2532.0,1996.0,2309.0,2141.0,0.0,0.0,0.0,88.0,56.0,206.0,0.0,242.0,0.0,30.0,44.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,200.0,2354.0,1705.0,1895.0,2636.0,1469.0,1348.0,3013.0,1752.0,2401.0,1910.0,,,,
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,359.0,250.0,271.0,1099.0,549.0,446.0,594.0,926.0,952.0,119.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,1637404131050,4110291720,CLASSIC,teambuilder-match-4110291720,1637402304429,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,115.0,884.0,625.0,122.0,0.0,48.0,6.0,0.0,0.0,115.0,NA1_4110291720,35.0,0.0,0.0,35.0,46.0,9.0,40.0,0.0,26.0,53.0,1923.0,189.0,233.0,2244.0,371.0,47.0,1258.0,610.0,1885.0,1204.0,400,0.0,0.0,37235.0,7828.0,72807.0,26133.0,462.0,10042.0,24274.0,42971.0,35082.0,0.0,7.0,420145.0,2083.0,1183.0,965.0,2428.0,421.0,165.0,1653.0,658.0,2105.0,1319.0,1959.0,1775.0,2631.0,2444.0,2099.0,1496.0,2354.0,2251.0,2112.0,2319.0,0.0,0.0,44.0,110.0,106.0,62.0,50.0,69.0,388.0,48.0,220.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,100.0,2378.0,1905.0,2271.0,2692.0,1715.0,1655.0,2625.0,2063.0,2215.0,1905.0,,,,
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,108.0,1024.0,988.0,706.0,414.0,91.0,-78.0,734.0,434.0,614.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2142,1637400681012,4110197727,CLASSIC,teambuilder-match-4110197727,1637398538522,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,1161.0,254.0,332.0,669.0,53.0,749.0,1133.0,74.0,1026.0,0.0,NA1_4110197727,37.0,2.0,6.0,39.0,41.0,1.0,36.0,1.0,28.0,47.0,605.0,391.0,135.0,2112.0,1085.0,367.0,548.0,1208.0,445.0,1441.0,420,0.0,0.0,15657.0,10782.0,111127.0,20976.0,14506.0,29791.0,18267.0,38647.0,4756.0,11492.0,7.0,420125.0,1911.0,645.0,481.0,2781.0,1139.0,1117.0,1682.0,1431.0,1731.0,1441.0,2478.0,2049.0,2213.0,2931.0,1914.0,1666.0,2157.0,2409.0,1679.0,2439.0,0.0,0.0,144.0,0.0,14.0,0.0,0.0,0.0,0.0,148.0,260.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,7.0,0.0,200.0,3086.0,1743.0,1941.0,2927.0,2223.0,1577.0,2340.0,2558.0,2411.0,2020.0,,,1.0,
0.0,0.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,268.0,91.0,269.0,57.0,244.0,54.0,771.0,47.0,371.0,38.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1913,1637388659624,4110061453,CLASSIC,teambuilder-match-4110061453,1637386746094,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,6.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,183.0,836.0,4079.0,52.0,0.0,837.0,142.0,106.0,966.0,215.0,NA1_4110061453,54.0,8.0,4.0,37.0,31.0,4.0,42.0,1.0,37.0,38.0,2319.0,860.0,151.0,527.0,2141.0,386.0,1166.0,2069.0,412.0,2279.0,420,0.0,0.0,59472.0,72780.0,43534.0,0.0,6708.0,86190.0,8852.0,52750.0,54834.0,3170.0,7.0,420119.0,2502.0,1876.0,4330.0,580.0,2551.0,1392.0,1395.0,2336.0,1465.0,2494.0,2668.0,2791.0,3519.0,2302.0,2354.0,2504.0,2271.0,3107.0,2041.0,2888.0,0.0,0.0,0.0,178.0,98.0,0.0,410.0,168.0,86.0,160.0,86.0,0.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,100.0,3115.0,1691.0,2894.0,2544.0,1970.0,1376.0,2532.0,2409.0,2565.0,2148.0,,,,
0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,749.0,81.0,746.0,607.0,61.0,15.0,213.0,604.0,535.0,1356.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1642,1637379858292,4109875467,CLASSIC,teambuilder-match-4109875467,1637378215943,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,7.0,5.0,446.0,842.0,101.0,846.0,553.0,510.0,0.0,1387.0,918.0,423.0,NA1_4109875467,40.0,5.0,0.0,35.0,49.0,9.0,40.0,1.0,54.0,34.0,1488.0,726.0,1174.0,523.0,1914.0,222.0,3348.0,370.0,199.0,1794.0,420,0.0,0.0,17874.0,60145.0,54231.0,84202.0,10306.0,43931.0,39771.0,73089.0,84721.0,34991.0,7.0,420182.0,1934.0,1749.0,1421.0,1369.0,2467.0,874.0,4043.0,1897.0,1118.0,2307.0,2449.0,2256.0,2021.0,1767.0,2886.0,1840.0,3438.0,3314.0,2766.0,2556.0,0.0,0.0,0.0,180.0,145.0,0.0,0.0,142.0,695.0,140.0,0.0,88.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0,2.0,0.0,200.0,2421.0,2072.0,1799.0,2722.0,1871.0,1751.0,3350.0,2636.0,3252.0,1740.0,,,,
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,495.0,539.0,783.0,336.0,480.0,370.0,337.0,560.0,462.0,929.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2295,1637311981547,4109123409,CLASSIC,teambuilder-match-4109123409,1637309686049,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,5.0,5.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,595.0,279.0,7.0,945.0,156.0,536.0,928.0,0.0,1627.0,0.0,NA1_4109123409,33.0,10.0,0.0,41.0,51.0,2.0,40.0,1.0,38.0,45.0,1553.0,291.0,384.0,1630.0,2031.0,170.0,2693.0,227.0,263.0,1182.0,420,0.0,0.0,108357.0,2279.0,88157.0,11760.0,15462.0,0.0,35972.0,132300.0,26456.0,6869.0,7.0,420139.0,2148.0,592.0,392.0,2998.0,2187.0,707.0,3839.0,249.0,1935.0,1182.0,1795.0,1514.0,2623.0,2441.0,2155.0,1570.0,2987.0,2560.0,2592.0,2104.0,0.0,0.0,0.0,22.0,0.0,422.0,0.0,0.0,218.0,21.0,44.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,100.0,2409.0,1774.0,2357.0,2804.0,2046.0,1655.0,3673.0,2319.0,2914.0,1879.0,,,,
0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,947.0,542.0,195.0,423.0,299.0,119.0,894.0,915.0,606.0,773.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2034,1637290412620,4108536999,CLASSIC,teambuilder-match-4108536999,1637288377661,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,6.0,5.0,6.0,6.0,5.0,4.0,7.0,6.0,6.0,5.0,0.0,294.0,409.0,1247.0,106.0,896.0,172.0,0.0,0.0,0.0,NA1_4108536999,34.0,5.0,11.0,39.0,43.0,2.0,58.0,5.0,33.0,33.0,1451.0,234.0,48.0,257.0,1214.0,392.0,3019.0,229.0,3073.0,717.0,420,0.0,0.0,17737.0,5878.0,45795.0,9315.0,5287.0,40233.0,40566.0,123093.0,55682.0,16817.0,7.0,420133.0,1521.0,529.0,500.0,1655.0,1321.0,1379.0,3192.0,239.0,3183.0,717.0,1847.0,1417.0,2815.0,1868.0,2699.0,1819.0,3294.0,2475.0,2616.0,1798.0,0.0,0.0,70.0,0.0,42.0,150.0,0.0,90.0,0.0,10.0,110.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,8.0,0.0,200.0,2776.0,1851.0,2830.0,2598.0,1790.0,1583.0,3265.0,2717.0,2842.0,2065.0,,,,
0.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,713.0,801.0,725.0,35.0,846.0,1093.0,273.0,267.0,87.0,371.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1640,1637392246217,4110131910,CLASSIC,teambuilder-match-4110131910,1637390605861,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,1091.0,571.0,539.0,94.0,0.0,714.0,1871.0,1636.0,335.0,454.0,NA1_4110131910,43.0,1.0,1.0,33.0,41.0,9.0,34.0,52.0,25.0,10.0,408.0,841.0,48.0,1434.0,2690.0,562.0,670.0,122.0,2901.0,1391.0,440,0.0,0.0,57580.0,7699.0,104398.0,36605.0,264.0,27253.0,22240.0,5385.0,6275.0,133358.0,7.0,420161.0,1500.0,1633.0,850.0,1611.0,3193.0,1469.0,2542.0,1758.0,3236.0,1877.0,2688.0,1986.0,2550.0,2395.0,3221.0,1968.0,2543.0,2137.0,1912.0,2721.0,0.0,0.0,0.0,220.0,261.0,82.0,502.0,192.0,0.0,0.0,0.0,32.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,100.0,3011.0,1709.0,2007.0,2657.0,2079.0,2105.0,3165.0,2910.0,1300.0,2229.0,,,,
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,151.0,445.0,518.0,260.0,248.0,624.0,521.0,878.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1637302873914,4108984899,CLASSIC,teambuilder-match-4108984899,1637300854148,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,44.0,426.0,118.0,1575.0,69.0,1085.0,194.0,86.0,0.0,114.0,NA1_4108984899,42.0,1.0,0.0,36.0,36.0,1.0,53.0,58.0,35.0,1.0,1851.0,610.0,1570.0,1257.0,221.0,780.0,809.0,938.0,501.0,1368.0,440,0.0,0.0,21005.0,25478.0,170514.0,8660.0,16017.0,69149.0,4165.0,3041.0,12728.0,115433.0,7.0,420100.0,1896.0,1155.0,1728.0,2833.0,380.0,1866.0,1157.0,1024.0,501.0,1586.0,2029.0,1625.0,2451.0,2340.0,1843.0,1660.0,2183.0,2274.0,1781.0,2378.0,0.0,0.0,0.0,118.0,40.0,0.0,90.0,0.0,154.0,0.0,0.0,104.0,14.0,2.0,16.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,200.0,2714.0,1444.0,1933.0,2387.0,1954.0,1300.0,2803.0,2468.0,2381.0,2285.0,,,,
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,467.0,774.0,144.0,499.0,209.0,673.0,441.0,818.0,1169.0,957.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884,1637300445238,4108948432,CLASSIC,teambuilder-match-4108948432,1637298560473,MATCHED_GAME,11.23.409.111,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,7.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,1205.0,140.0,0.0,65.0,0.0,35.0,502.0,53.0,2035.0,0.0,NA1_4108948432,3.0,58.0,0.0,40.0,34.0,46.0,47.0,41.0,4.0,1.0,39.0,1279.0,330.0,0.0,1904.0,1437.0,661.0,1364.0,306.0,0.0,440,0.0,0.0,39505.0,1221.0,85010.0,4327.0,5516.0,28109.0,4759.0,13410.0,43601.0,59087.0,7.0,420171.0,1245.0,1589.0,378.0,65.0,2212.0,1524.0,1485.0,1417.0,2471.0,0.0,1617.0,2274.0,2019.0,1899.0,2309.0,2378.0,2496.0,2043.0,2019.0,2407.0,0.0,0.0,0.0,170.0,48.0,0.0,308.0,52.0,321.0,0.0,130.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,100.0,1809.0,3279.0,1596.0,2622.0,1720.0,2790.0,3161.0,2062.0,1820.0,2431.0,,,,
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,126.0,231.0,657.0,367.0,248.0,365.0,262.0,1439.0,190.0,867.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1974,1637298082641,4108911190,CLASSIC,teambuilder-match-4108911190,1637296108199,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,2078.0,269.0,1273.0,342.0,61.0,107.0,0.0,46.0,2384.0,271.0,NA1_4108911190,34.0,29.0,3.0,38.0,39.0,9.0,8.0,10.0,50.0,44.0,451.0,867.0,311.0,2767.0,2254.0,272.0,1093.0,1866.0,717.0,1598.0,440,0.0,0.0,80099.0,18861.0,68665.0,5350.0,2081.0,5879.0,39239.0,70058.0,31875.0,4062.0,7.0,420116.0,2530.0,1171.0,1859.0,3239.0,2665.0,523.0,1203.0,1913.0,3101.0,1869.0,2376.0,1906.0,2257.0,2462.0,1998.0,1490.0,1762.0,3664.0,2720.0,2692.0,0.0,0.0,0.0,34.0,274.0,130.0,350.0,144.0,110.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,200.0,3035.0,2251.0,1925.0,2522.0,1738.0,1578.0,1372.0,3117.0,3277.0,2358.0,,,,
0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1046.0,767.0,1246.0,1205.0,158.0,145.0,273.0,1257.0,724.0,74.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,1637184332956,4107132094,CLASSIC,teambuilder-match-4107132094,1637182406030,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,7.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2717.0,876.0,310.0,507.0,0.0,1102.0,450.0,1427.0,329.0,298.0,NA1_4107132094,37.0,0.0,2.0,46.0,52.0,4.0,30.0,7.0,50.0,42.0,99.0,489.0,1250.0,0.0,1170.0,372.0,2073.0,720.0,2369.0,2239.0,440,0.0,0.0,112615.0,32532.0,107085.0,17767.0,7265.0,16149.0,22821.0,100524.0,2145.0,31904.0,7.0,420124.0,2978.0,1455.0,1657.0,507.0,1170.0,1579.0,2574.0,2244.0,2998.0,2538.0,3146.0,1817.0,2446.0,2385.0,2333.0,1945.0,2198.0,2882.0,2254.0,2624.0,0.0,0.0,162.0,90.0,96.0,0.0,0.0,104.0,50.0,96.0,300.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,44.0,2.0,3.0,2.0,2.0,0.0,100.0,3547.0,1946.0,2151.0,3062.0,1984.0,1773.0,2209.0,2278.0,2888.0,1946.0,,,,
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,105.0,125.0,132.0,231.0,261.0,145.0,197.0,342.0,112.0,147.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1876,1637363714751,4109546235,CLASSIC,teambuilder-match-4109546235,1637361837956,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,145.0,822.0,419.0,45.0,0.0,1419.0,260.0,0.0,231.0,0.0,NA1_4109546235,0.0,0.0,37.0,44.0,43.0,0.0,27.0,4.0,47.0,52.0,170.0,425.0,1713.0,627.0,1119.0,253.0,1607.0,869.0,182.0,1588.0,400,0.0,0.0,126353.0,25496.0,106914.0,22027.0,4723.0,44290.0,14211.0,78241.0,10502.0,8788.0,7.0,420128.0,339.0,1358.0,2133.0,687.0,1119.0,1672.0,2161.0,870.0,413.0,1588.0,2105.0,1575.0,2607.0,2336.0,2106.0,1895.0,2497.0,2592.0,2092.0,2197.0,0.0,0.0,24.0,110.0,0.0,14.0,0.0,0.0,292.0,1.0,0.0,0.0,14.0,0.0,16.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,100.0,1617.0,1647.0,2722.0,2807.0,1896.0,1745.0,2295.0,2724.0,2864.0,2168.0,,,,1.0
0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,1187.0,50.0,315.0,600.0,514.0,477.0,114.0,553.0,375.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1637357419137,4109514226,CLASSIC,teambuilder-match-4109514226,1637355407509,MATCHED_GAME,11.23.409.111,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,148.0,1189.0,1041.0,214.0,0.0,385.0,200.0,112.0,971.0,0.0,NA1_4109514226,54.0,2.0,1.0,36.0,32.0,3.0,34.0,3.0,35.0,46.0,1071.0,620.0,195.0,3759.0,1957.0,484.0,1429.0,579.0,977.0,1592.0,400,0.0,0.0,5186.0,40496.0,151719.0,43729.0,0.0,18625.0,0.0,62486.0,36100.0,6175.0,7.0,420168.0,1220.0,1809.0,1269.0,4128.0,1957.0,1069.0,1707.0,745.0,1949.0,1592.0,2575.0,2062.0,2825.0,2886.0,2100.0,1674.0,2202.0,2089.0,1898.0,2050.0,0.0,0.0,0.0,0.0,32.0,154.0,0.0,200.0,78.0,54.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,200.0,2752.0,1834.0,1916.0,3027.0,2056.0,1470.0,2672.0,1992.0,2677.0,1932.0,,,,
