airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,time_cutoff,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,hextechdragon_team100,airdragon_team200,chemtechdragon_team200,baron_team200,inhibs_lost_team100
0.0,4.0,3.0,7.0,3.0,8.0,10.0,4.0,10.0,7.0,4.0,0.0,0.0,509.0,893.0,247.0,223.0,167.0,239.0,2429.0,1804.0,201.0,610.0,7.0,5.0,6.0,4.0,2.0,2.0,3.0,4.0,7.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,2069,1637357516011,4109484610,CLASSIC,teambuilder-match-4109484610,1637355446209,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,88.0,4.0,0.0,0.0,12.0,94.0,0.0,0.0,0.0,1.0,2.0,7.0,9.0,6.0,1.0,12.0,5.0,1.0,1.0,12.0,10.0,12.0,14.0,12.0,10.0,14.0,13.0,12.0,11.0,9109.0,2416.0,7941.0,17641.0,2054.0,2462.0,7947.0,6450.0,1195.0,468.0,NA1_4109484610,100.0,35.0,16.0,155.0,141.0,28.0,129.0,33.0,77.0,168.0,1737.0,1597.0,2978.0,1237.0,12752.0,2397.0,4007.0,2249.0,4232.0,9937.0,400,1.0,1.0,0.0,367099.0,111844.0,276846.0,161825.0,421814.0,212879.0,62521.0,723058.0,41452.0,35874.0,22.0,1320450.0,12127.0,4013.0,12325.0,18904.0,14807.0,5430.0,17631.0,10051.0,6316.0,11256.0,6524.0,5568.0,8247.0,9693.0,8787.0,5604.0,10999.0,10113.0,6091.0,7740.0,2.0,2.0,1280.0,0.0,1405.0,26.0,0.0,570.0,5675.0,1352.0,888.0,850.0,0.0,44.0,14.0,5.0,10.0,6.0,15.0,5.0,7.0,7.0,6.0,0.0,1.0,100.0,8785.0,6716.0,9617.0,11529.0,8645.0,6614.0,12040.0,10012.0,8639.0,7930.0,1.0,1.0,,,
1.0,1.0,3.0,1.0,5.0,7.0,7.0,2.0,4.0,7.0,8.0,0.0,1.0,944.0,1597.0,1272.0,458.0,1287.0,694.0,1932.0,935.0,1148.0,331.0,3.0,6.0,3.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1721,1637297780816,4108911174,CLASSIC,teambuilder-match-4108911174,1637296059619,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,8.0,112.0,24.0,3.0,4.0,97.0,8.0,0.0,0.0,2.0,3.0,5.0,1.0,9.0,3.0,1.0,8.0,2.0,3.0,13.0,11.0,13.0,12.0,13.0,10.0,14.0,12.0,13.0,10.0,2669.0,343.0,2303.0,0.0,13229.0,9121.0,0.0,277.0,6585.0,2213.0,NA1_4108911174,152.0,127.0,163.0,12.0,164.0,28.0,177.0,15.0,143.0,27.0,5112.0,5542.0,11633.0,3708.0,1700.0,676.0,11751.0,11981.0,1024.0,1018.0,400,2.0,,0.0,1093601.0,33696.0,73667.0,256365.0,80762.0,143835.0,113282.0,123419.0,213030.0,28830.0,22.0,1320403.0,7781.0,5886.0,14280.0,3906.0,14929.0,10723.0,11752.0,16154.0,7994.0,3673.0,7399.0,7257.0,9292.0,7183.0,11211.0,7004.0,8082.0,9450.0,8448.0,5906.0,2.0,2.0,0.0,1.0,344.0,198.0,0.0,925.0,1.0,3895.0,384.0,442.0,4.0,6.0,9.0,6.0,10.0,10.0,10.0,9.0,8.0,6.0,11.0,0.0,,100.0,10028.0,8254.0,10797.0,8658.0,11181.0,7035.0,11543.0,8921.0,10682.0,6949.0,,,,,
0.0,2.0,3.0,6.0,2.0,5.0,11.0,11.0,10.0,11.0,4.0,0.0,1.0,436.0,167.0,192.0,1380.0,2809.0,928.0,83.0,111.0,348.0,27.0,4.0,7.0,4.0,6.0,7.0,10.0,3.0,1.0,10.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1719,1637269421066,4108171300,CLASSIC,teambuilder-match-4108171300,1637267701583,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,18.0,0.0,131.0,4.0,0.0,8.0,0.0,0.0,7.0,5.0,8.0,10.0,4.0,3.0,5.0,4.0,12.0,13.0,12.0,12.0,13.0,13.0,10.0,14.0,14.0,10.0,11.0,3817.0,274.0,0.0,9606.0,722.0,285.0,990.0,1824.0,7708.0,3597.0,NA1_4108171300,145.0,113.0,13.0,81.0,141.0,24.0,38.0,150.0,24.0,119.0,386.0,8997.0,6364.0,1516.0,12651.0,9985.0,10409.0,7320.0,959.0,10349.0,400,0.0,2.0,0.0,126023.0,76785.0,164833.0,22594.0,178567.0,114599.0,240249.0,131854.0,94670.0,31074.0,22.0,1320289.0,4603.0,10007.0,6706.0,11574.0,13430.0,11286.0,11742.0,10498.0,10293.0,15090.0,6486.0,9487.0,8617.0,8695.0,11348.0,7268.0,9597.0,10130.0,7558.0,10792.0,5.0,0.0,400.0,735.0,342.0,452.0,56.0,1014.0,342.0,1353.0,1625.0,1144.0,0.0,41.0,6.0,1.0,5.0,9.0,17.0,3.0,9.0,37.0,7.0,0.0,,200.0,10090.0,9321.0,9128.0,10788.0,10595.0,7215.0,12023.0,12401.0,6491.0,8231.0,1.0,,,,
0.0,2.0,6.0,3.0,2.0,5.0,8.0,4.0,7.0,0.0,3.0,0.0,1.0,603.0,231.0,169.0,872.0,447.0,363.0,660.0,452.0,377.0,281.0,8.0,3.0,4.0,3.0,3.0,3.0,2.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1548,1637266881507,4108087497,CLASSIC,teambuilder-match-4108087497,1637265332853,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,145.0,0.0,8.0,0.0,4.0,72.0,4.0,8.0,0.0,4.0,0.0,5.0,7.0,3.0,0.0,4.0,8.0,7.0,2.0,13.0,10.0,13.0,14.0,11.0,10.0,14.0,12.0,13.0,12.0,455.0,2331.0,1291.0,11908.0,0.0,2084.0,9811.0,1062.0,9672.0,865.0,NA1_4108087497,137.0,7.0,14.0,144.0,169.0,25.0,130.0,7.0,156.0,172.0,9713.0,760.0,10107.0,424.0,11782.0,374.0,1755.0,13494.0,2057.0,2542.0,400,0.0,,1.0,148960.0,7232.0,409316.0,90309.0,0.0,28077.0,380503.0,381507.0,264331.0,0.0,22.0,1320450.0,10170.0,3610.0,11743.0,12679.0,12338.0,2922.0,12714.0,15310.0,12501.0,3407.0,8153.0,5016.0,9104.0,8312.0,8597.0,5563.0,8170.0,9002.0,9087.0,8306.0,3.0,2.0,1.0,518.0,343.0,347.0,556.0,464.0,1147.0,753.0,772.0,0.0,0.0,3.0,13.0,2.0,6.0,5.0,12.0,42.0,8.0,6.0,8.0,1.0,,100.0,10488.0,6418.0,10327.0,12304.0,8302.0,7200.0,11509.0,9109.0,11311.0,9844.0,,,,,
0.0,1.0,5.0,3.0,5.0,6.0,13.0,4.0,6.0,1.0,5.0,0.0,0.0,152.0,324.0,1219.0,1027.0,415.0,450.0,612.0,173.0,333.0,400.0,6.0,7.0,3.0,5.0,7.0,4.0,2.0,4.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2381,1637264911440,4108103505,CLASSIC,teambuilder-match-4108103505,1637262529684,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,89.0,0.0,9.0,0.0,0.0,160.0,4.0,0.0,0.0,3.0,2.0,4.0,1.0,10.0,5.0,7.0,5.0,8.0,3.0,13.0,10.0,11.0,13.0,13.0,11.0,14.0,13.0,13.0,12.0,9838.0,3732.0,0.0,4785.0,1820.0,3641.0,7379.0,2902.0,562.0,681.0,NA1_4108103505,150.0,10.0,16.0,141.0,135.0,24.0,151.0,10.0,125.0,161.0,1891.0,669.0,4904.0,801.0,13921.0,1232.0,860.0,6288.0,13272.0,5903.0,400,0.0,,1.0,215948.0,101636.0,155771.0,321983.0,48133.0,240386.0,426749.0,184514.0,56641.0,436677.0,22.0,1320347.0,13663.0,4401.0,6464.0,5724.0,16059.0,5562.0,8239.0,10322.0,14376.0,7383.0,8502.0,6059.0,7444.0,7342.0,10615.0,7890.0,9136.0,9698.0,9183.0,8805.0,3.0,2.0,1933.0,0.0,1560.0,136.0,317.0,688.0,0.0,1132.0,541.0,798.0,0.0,36.0,19.0,2.0,7.0,6.0,19.0,8.0,5.0,7.0,8.0,0.0,,200.0,10845.0,6369.0,8404.0,10436.0,10010.0,8022.0,11911.0,10670.0,11307.0,8923.0,,1.0,1.0,,
1.0,8.0,6.0,4.0,1.0,3.0,14.0,6.0,8.0,3.0,7.0,0.0,0.0,136.0,-32.0,395.0,2345.0,529.0,653.0,569.0,817.0,726.0,866.0,3.0,7.0,6.0,5.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1993,1637254839236,4108011035,CLASSIC,teambuilder-match-4108011035,1637252845826,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,89.0,16.0,20.0,0.0,4.0,104.0,12.0,0.0,0.0,2.0,2.0,4.0,4.0,12.0,3.0,6.0,3.0,3.0,2.0,13.0,9.0,11.0,13.0,12.0,11.0,12.0,12.0,13.0,10.0,10047.0,0.0,1123.0,6634.0,5354.0,2473.0,16137.0,0.0,1441.0,229.0,NA1_4108011035,139.0,22.0,31.0,152.0,158.0,34.0,147.0,16.0,174.0,104.0,2490.0,5116.0,9434.0,293.0,10707.0,2411.0,495.0,9834.0,11636.0,6629.0,400,0.0,1.0,0.0,400195.0,78022.0,348437.0,46871.0,106641.0,201913.0,240556.0,257323.0,35976.0,52914.0,22.0,1320316.0,12538.0,6005.0,10808.0,6927.0,16928.0,5565.0,16632.0,10411.0,13078.0,6956.0,7786.0,6373.0,7475.0,8005.0,12929.0,7127.0,10159.0,8682.0,9011.0,7666.0,4.0,2.0,0.0,889.0,250.0,0.0,866.0,680.0,0.0,576.0,0.0,98.0,6.0,10.0,12.0,1.0,6.0,9.0,13.0,7.0,1.0,7.0,9.0,1.0,,100.0,11297.0,6079.0,7911.0,10444.0,9520.0,8152.0,9835.0,8778.0,11317.0,7239.0,,,,,
0.0,2.0,11.0,4.0,1.0,2.0,10.0,1.0,5.0,6.0,2.0,0.0,0.0,328.0,409.0,357.0,262.0,411.0,464.0,1650.0,527.0,1199.0,289.0,1.0,7.0,4.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1826,1637373304808,4109677104,CLASSIC,teambuilder-match-4109677104,1637371478122,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,1.0,4.0,104.0,8.0,4.0,0.0,5.0,1.0,3.0,0.0,9.0,2.0,0.0,1.0,9.0,9.0,13.0,11.0,12.0,11.0,12.0,11.0,13.0,12.0,14.0,12.0,2455.0,5436.0,7164.0,3620.0,825.0,2593.0,1433.0,78.0,15949.0,2099.0,NA1_4109677104,172.0,12.0,17.0,101.0,153.0,25.0,168.0,16.0,148.0,129.0,5667.0,1509.0,368.0,94.0,16830.0,512.0,6551.0,1996.0,856.0,11097.0,400,0.0,,1.0,31470.0,135579.0,611056.0,222649.0,37837.0,49779.0,89033.0,208865.0,806051.0,97305.0,22.0,1320505.0,8201.0,7563.0,8327.0,3967.0,17746.0,3291.0,8615.0,2377.0,17785.0,13196.0,8768.0,5969.0,7917.0,5622.0,10486.0,7189.0,7825.0,6587.0,10084.0,9438.0,4.0,3.0,78.0,617.0,794.0,252.0,90.0,186.0,630.0,302.0,979.0,0.0,4.0,8.0,11.0,1.0,10.0,8.0,10.0,8.0,11.0,8.0,21.0,0.0,,200.0,11289.0,7579.0,9781.0,8300.0,9011.0,7604.0,11327.0,8645.0,11858.0,8892.0,,1.0,,,
1.0,6.0,10.0,9.0,7.0,4.0,7.0,0.0,5.0,3.0,2.0,0.0,0.0,664.0,1154.0,630.0,696.0,34.0,422.0,53.0,1304.0,529.0,2041.0,2.0,2.0,2.0,4.0,6.0,7.0,7.0,8.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1507,1637369505890,4109668322,CLASSIC,teambuilder-match-4109668322,1637367998188,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,100.0,4.0,0.0,0.0,4.0,84.0,0.0,12.0,1.0,6.0,3.0,6.0,8.0,4.0,3.0,1.0,9.0,2.0,6.0,13.0,11.0,12.0,13.0,11.0,11.0,11.0,12.0,12.0,12.0,9798.0,9433.0,7376.0,14649.0,656.0,0.0,1582.0,1201.0,8951.0,361.0,NA1_4109668322,102.0,31.0,14.0,124.0,131.0,12.0,104.0,29.0,106.0,142.0,830.0,1601.0,209.0,818.0,7331.0,9939.0,3339.0,11796.0,488.0,3794.0,400,2.0,,0.0,394119.0,100777.0,495781.0,159633.0,39600.0,50482.0,30699.0,207459.0,41585.0,64119.0,22.0,1320398.0,10629.0,11098.0,7728.0,16098.0,8221.0,10537.0,4921.0,14501.0,9727.0,4155.0,8804.0,7404.0,8805.0,9761.0,8409.0,7647.0,5943.0,10194.0,6809.0,8926.0,1.0,4.0,0.0,64.0,142.0,630.0,234.0,597.0,0.0,1502.0,287.0,0.0,0.0,9.0,11.0,5.0,6.0,7.0,17.0,7.0,35.0,7.0,8.0,1.0,,100.0,10793.0,7372.0,9429.0,10261.0,7437.0,7617.0,8383.0,9736.0,8599.0,9240.0,1.0,,,,
0.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,9.0,4.0,6.0,0.0,0.0,1852.0,801.0,2213.0,330.0,607.0,471.0,1405.0,575.0,580.0,1229.0,2.0,3.0,5.0,6.0,6.0,2.0,2.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2140,1637365615594,4109539408,CLASSIC,teambuilder-match-4109539408,1637363475440,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,128.0,0.0,0.0,4.0,0.0,1.0,7.0,12.0,4.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,12.0,12.0,13.0,13.0,9.0,13.0,13.0,12.0,11.0,10.0,1510.0,2221.0,2106.0,0.0,8895.0,7877.0,7246.0,9085.0,503.0,0.0,NA1_4109539408,151.0,13.0,151.0,157.0,17.0,25.0,139.0,85.0,128.0,27.0,16774.0,15104.0,14639.0,15906.0,1015.0,1516.0,951.0,1504.0,5878.0,4642.0,400,0.0,1.0,1.0,34154.0,367584.0,6114.0,180729.0,99102.0,475732.0,97419.0,170243.0,27929.0,88399.0,22.0,1320431.0,18357.0,17698.0,17608.0,15906.0,11993.0,9806.0,8197.0,10589.0,6381.0,6077.0,9791.0,10176.0,8923.0,9125.0,5557.0,8620.0,7450.0,5850.0,7130.0,6629.0,0.0,4.0,72.0,373.0,863.0,0.0,2082.0,412.0,0.0,0.0,0.0,1435.0,0.0,7.0,7.0,21.0,5.0,23.0,3.0,4.0,5.0,9.0,23.0,0.0,1.0,100.0,9627.0,9476.0,10758.0,11084.0,5257.0,10689.0,10753.0,9566.0,7358.0,6452.0,,1.0,,,
0.0,4.0,12.0,3.0,7.0,6.0,13.0,5.0,14.0,7.0,6.0,0.0,1.0,872.0,613.0,118.0,431.0,1158.0,1708.0,563.0,1172.0,2639.0,616.0,8.0,7.0,9.0,5.0,6.0,8.0,4.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2110,1637362934326,4109534413,CLASSIC,teambuilder-match-4109534413,1637360823811,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,0.0,3.0,0.0,11.0,106.0,8.0,9.0,0.0,1.0,4.0,7.0,2.0,8.0,5.0,4.0,5.0,11.0,12.0,11.0,11.0,11.0,13.0,12.0,11.0,13.0,12.0,13.0,13.0,1737.0,0.0,7905.0,10753.0,13283.0,8849.0,3974.0,1218.0,22481.0,1678.0,NA1_4109534413,108.0,24.0,14.0,131.0,114.0,15.0,156.0,16.0,135.0,168.0,5835.0,5979.0,5997.0,891.0,987.0,2323.0,11294.0,10469.0,1599.0,18178.0,400,0.0,,1.0,33532.0,109098.0,123346.0,57191.0,181251.0,20546.0,63519.0,342790.0,399165.0,131600.0,22.0,1320435.0,8020.0,7511.0,14482.0,12117.0,14270.0,11817.0,15269.0,12016.0,26287.0,20490.0,6047.0,7763.0,8743.0,7251.0,8958.0,8433.0,10163.0,9412.0,11524.0,12280.0,4.0,0.0,447.0,1531.0,578.0,472.0,0.0,644.0,0.0,328.0,2206.0,633.0,0.0,6.0,19.0,4.0,6.0,7.0,18.0,8.0,6.0,6.0,31.0,0.0,,200.0,8374.0,7560.0,8351.0,10523.0,9138.0,8524.0,10950.0,9752.0,11245.0,10635.0,,,,,
0.0,7.0,9.0,2.0,2.0,1.0,3.0,1.0,8.0,7.0,4.0,0.0,0.0,319.0,1221.0,1294.0,1053.0,348.0,433.0,1714.0,1152.0,503.0,70.0,2.0,2.0,5.0,7.0,1.0,12.0,4.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1575,1637297092733,4108849508,CLASSIC,teambuilder-match-4108849508,1637295517577,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,137.0,2.0,1.0,2.0,9.0,2.0,3.0,3.0,4.0,0.0,7.0,4.0,6.0,13.0,12.0,13.0,11.0,14.0,9.0,13.0,13.0,13.0,13.0,16242.0,11354.0,0.0,527.0,5561.0,682.0,3001.0,7558.0,552.0,0.0,NA1_4108849508,29.0,24.0,120.0,137.0,157.0,29.0,164.0,157.0,17.0,149.0,73.0,776.0,7554.0,4520.0,1496.0,7745.0,13630.0,1659.0,9601.0,14637.0,400,0.0,1.0,0.0,147708.0,63274.0,119435.0,79049.0,706620.0,109074.0,74381.0,170847.0,424939.0,67695.0,22.0,1320452.0,17802.0,13616.0,9933.0,5048.0,8704.0,9085.0,16631.0,9322.0,10804.0,15307.0,9634.0,9231.0,7559.0,8178.0,7548.0,5533.0,6914.0,10501.0,8868.0,8400.0,3.0,0.0,1487.0,1485.0,2379.0,0.0,1647.0,658.0,0.0,105.0,650.0,670.0,0.0,6.0,13.0,8.0,9.0,3.0,15.0,9.0,2.0,5.0,5.0,0.0,,200.0,11358.0,9543.0,10795.0,7352.0,12127.0,5319.0,10697.0,10155.0,10039.0,10340.0,,,,,
0.0,6.0,7.0,5.0,3.0,7.0,10.0,2.0,7.0,0.0,2.0,0.0,0.0,774.0,186.0,1321.0,359.0,37.0,320.0,924.0,415.0,702.0,1561.0,5.0,5.0,5.0,0.0,4.0,3.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1819,1637209709178,4107524708,CLASSIC,teambuilder-match-4107524708,1637207889556,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,4.0,132.0,19.0,12.0,0.0,2.0,1.0,7.0,6.0,1.0,1.0,5.0,4.0,2.0,5.0,13.0,10.0,12.0,14.0,11.0,9.0,13.0,12.0,14.0,12.0,2587.0,4612.0,0.0,7429.0,5960.0,0.0,0.0,725.0,5827.0,0.0,NA1_4107524708,160.0,5.0,4.0,194.0,117.0,24.0,139.0,12.0,202.0,187.0,8836.0,878.0,10124.0,1887.0,381.0,3882.0,7458.0,7783.0,142.0,9555.0,400,1.0,,0.0,60939.0,27091.0,269048.0,143282.0,230886.0,59402.0,82458.0,399513.0,26237.0,29200.0,22.0,1320344.0,11876.0,5995.0,10678.0,9316.0,6342.0,4657.0,7888.0,8871.0,5969.0,9707.0,8369.0,5711.0,9911.0,10349.0,6597.0,5615.0,8499.0,8680.0,8472.0,9741.0,2.0,1.0,452.0,504.0,554.0,0.0,0.0,775.0,429.0,363.0,0.0,151.0,0.0,8.0,20.0,8.0,6.0,8.0,25.0,5.0,2.0,5.0,0.0,0.0,,100.0,11186.0,6412.0,9552.0,11480.0,8216.0,5746.0,10437.0,9701.0,11966.0,8759.0,,1.0,,,
0.0,1.0,4.0,5.0,6.0,6.0,10.0,4.0,4.0,3.0,3.0,0.0,0.0,242.0,586.0,1015.0,491.0,926.0,482.0,652.0,1597.0,293.0,2413.0,9.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2029,1637204934639,4107389255,CLASSIC,teambuilder-match-4107389255,1637202904588,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,124.0,4.0,8.0,0.0,8.0,120.0,0.0,28.0,0.0,4.0,1.0,9.0,1.0,5.0,1.0,9.0,6.0,1.0,3.0,12.0,10.0,13.0,13.0,12.0,11.0,14.0,13.0,12.0,12.0,2623.0,7562.0,1092.0,8143.0,2246.0,7488.0,7103.0,4376.0,5180.0,747.0,NA1_4107389255,115.0,20.0,12.0,192.0,182.0,15.0,153.0,18.0,151.0,151.0,7059.0,179.0,13699.0,1799.0,9097.0,570.0,5588.0,4575.0,485.0,6220.0,400,0.0,1.0,0.0,66383.0,94138.0,244023.0,113046.0,428822.0,54437.0,71798.0,321772.0,41132.0,129398.0,22.0,1320275.0,9683.0,10792.0,15736.0,9943.0,11343.0,8669.0,17549.0,9505.0,5665.0,7659.0,7782.0,6136.0,10090.0,7991.0,9625.0,6227.0,11032.0,9122.0,6633.0,8748.0,1.0,3.0,0.0,3050.0,943.0,0.0,0.0,610.0,4858.0,554.0,0.0,692.0,0.0,6.0,17.0,2.0,6.0,6.0,16.0,7.0,5.0,4.0,6.0,1.0,,200.0,8830.0,7172.0,10454.0,11404.0,9816.0,7514.0,12249.0,10086.0,9764.0,9358.0,,,1.0,,
