,airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team100,hextechdragon_team200,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,chemtechdragon_team200,airdragon_team200,riftherald_team200
30,0.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,,0.0,1265.0,537.0,791.0,537.0,1031.0,223.0,51.0,218.0,439.0,811.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1705,1637181105068,4107047493,CLASSIC,teambuilder-match-4107047493,1637179399233,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,103.0,0.0,4.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,10.0,8.0,10.0,10.0,8.0,7.0,10.0,9.0,11.0,9.0,3157.0,1921.0,602.0,2448.0,3126.0,2128.0,0.0,271.0,3002.0,1912.0,NA1_4107047493,111.0,17.0,8.0,115.0,74.0,13.0,122.0,1.0,147.0,82.0,1925.0,1247.0,5577.0,694.0,570.0,475.0,7389.0,2764.0,402.0,2299.0,420,1.0,1.0,19389.0,199915.0,252835.0,301642.0,99319.0,45024.0,17469.0,262166.0,36013.0,112204.0,900280.0,5082.0,3527.0,6726.0,3503.0,3697.0,2747.0,7389.0,3227.0,3404.0,4212.0,5240.0,3812.0,7291.0,4847.0,4181.0,3897.0,7701.0,5668.0,5969.0,4086.0,3.0,9.0,0.0,358.0,546.0,360.0,0.0,143.0,0.0,192.0,0.0,0.0,0.0,9.0,26.0,2.0,9.0,9.0,27.0,8.0,6.0,11.0,14.0,2.0,,100.0,7284.0,4130.0,6911.0,6910.0,4388.0,3307.0,6416.0,5297.0,8320.0,5345.0,,1.0,
31,0.0,1.0,3.0,2.0,4.0,2.0,5.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,1348.0,672.0,1263.0,61.0,962.0,1449.0,247.0,751.0,75.0,1221.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2589,1637178306112,4107032025,CLASSIC,teambuilder-match-4107032025,1637175716565,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,2.0,3.0,3.0,1.0,1.0,11.0,7.0,10.0,10.0,9.0,8.0,10.0,8.0,10.0,8.0,2840.0,0.0,2946.0,6823.0,842.0,3114.0,3196.0,5471.0,7817.0,201.0,NA1_4107032025,113.0,15.0,8.0,110.0,107.0,4.0,85.0,11.0,92.0,79.0,1164.0,3194.0,545.0,517.0,5672.0,325.0,248.0,400.0,248.0,5002.0,420,1.0,0.0,351170.0,25594.0,288178.0,178792.0,39719.0,36659.0,10204.0,90099.0,62100.0,34741.0,900228.0,4711.0,3314.0,3752.0,7341.0,6539.0,3629.0,3552.0,6464.0,8066.0,5203.0,6073.0,3572.0,5553.0,4986.0,6162.0,4074.0,5162.0,5051.0,4725.0,4196.0,7.0,8.0,706.0,120.0,260.0,0.0,25.0,188.0,108.0,592.0,0.0,0.0,0.0,11.0,29.0,2.0,14.0,90.0,31.0,3.0,5.0,14.0,11.0,0.0,,100.0,7547.0,3916.0,6315.0,7087.0,5472.0,4903.0,7020.0,5039.0,6871.0,4077.0,1.0,,
32,0.0,0.0,2.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,3.0,1.0,,1.0,933.0,142.0,1606.0,550.0,155.0,339.0,1001.0,1147.0,1065.0,245.0,0.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1932,1637531924232,4112006018,CLASSIC,teambuilder-match-4112006018,1637529991986,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,,1.0,4.0,0.0,80.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,5.0,11.0,8.0,9.0,10.0,9.0,7.0,10.0,10.0,11.0,10.0,0.0,0.0,244.0,4835.0,3611.0,2486.0,286.0,192.0,4521.0,8096.0,NA1_4112006018,122.0,24.0,5.0,81.0,93.0,3.0,109.0,6.0,108.0,105.0,3513.0,2995.0,3413.0,506.0,3171.0,576.0,3073.0,3181.0,784.0,478.0,400,2.0,0.0,43242.0,45352.0,284042.0,44697.0,105509.0,96993.0,67032.0,229106.0,41515.0,133552.0,900242.0,3839.0,3662.0,4035.0,5624.0,7982.0,3454.0,4261.0,3626.0,5343.0,8734.0,6503.0,5367.0,5006.0,4540.0,6445.0,4164.0,4726.0,5332.0,5190.0,6790.0,2.0,7.0,326.0,667.0,377.0,282.0,1200.0,392.0,901.0,252.0,38.0,159.0,6.0,10.0,41.0,8.0,8.0,13.0,19.0,11.0,2.0,8.0,6.0,1.0,,100.0,7573.0,4322.0,6003.0,7192.0,5542.0,3636.0,7011.0,6468.0,7783.0,6147.0,2.0,,
33,2.0,1.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1644.0,504.0,140.0,184.0,85.0,319.0,1463.0,185.0,214.0,733.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,2302,1637454988062,4110763522,CLASSIC,teambuilder-match-4110763522,1637452685335,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,7.0,0.0,92.0,0.0,0.0,0.0,0.0,76.0,4.0,0.0,0.0,4.0,1.0,3.0,6.0,2.0,1.0,0.0,5.0,1.0,2.0,11.0,8.0,10.0,10.0,8.0,8.0,11.0,10.0,9.0,7.0,2159.0,3661.0,266.0,7817.0,543.0,1455.0,1419.0,8354.0,3708.0,0.0,NA1_4110763522,91.0,1.0,12.0,94.0,90.0,22.0,105.0,23.0,86.0,79.0,2441.0,731.0,3421.0,1938.0,3583.0,643.0,3411.0,75.0,285.0,3939.0,400,1.0,0.0,119338.0,32827.0,142856.0,12816.0,0.0,33695.0,42497.0,32488.0,113758.0,5548.0,900249.0,4720.0,4689.0,3885.0,10320.0,4141.0,2289.0,4830.0,8642.0,3993.0,4206.0,6894.0,3984.0,6260.0,6034.0,5285.0,3594.0,5713.0,6625.0,4574.0,4683.0,11.0,6.0,119.0,296.0,197.0,564.0,15.0,190.0,0.0,212.0,0.0,266.0,0.0,10.0,11.0,13.0,13.0,16.0,28.0,368.0,8.0,14.0,12.0,1.0,,200.0,8143.0,5024.0,6709.0,7185.0,4417.0,4280.0,7480.0,6316.0,5781.0,3933.0,,1.0,1.0
34,0.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,0.0,1.0,0.0,521.0,612.0,388.0,631.0,905.0,569.0,1149.0,998.0,1565.0,410.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2161,1637452324106,4110677823,CLASSIC,teambuilder-match-4110677823,1637450162660,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,0.0,10.0,8.0,10.0,10.0,9.0,8.0,11.0,9.0,11.0,9.0,6931.0,84.0,2714.0,200.0,2014.0,3457.0,5419.0,4934.0,1558.0,469.0,NA1_4110677823,89.0,20.0,19.0,70.0,125.0,19.0,78.0,5.0,110.0,99.0,3072.0,1383.0,457.0,4590.0,4036.0,586.0,913.0,1279.0,5261.0,5528.0,400,0.0,0.0,223608.0,36397.0,193125.0,66094.0,0.0,54063.0,390287.0,99877.0,70219.0,1618.0,900256.0,10552.0,1467.0,3360.0,5013.0,6548.0,4701.0,7452.0,6578.0,7919.0,5997.0,5171.0,3262.0,5938.0,4741.0,5870.0,3869.0,5274.0,6058.0,6860.0,4335.0,7.0,5.0,548.0,0.0,188.0,222.0,497.0,657.0,1119.0,364.0,1099.0,0.0,17.0,83.0,26.0,15.0,11.0,11.0,26.0,7.0,10.0,11.0,4.0,1.0,2.0,200.0,7016.0,4222.0,6712.0,6631.0,5130.0,4341.0,7323.0,6038.0,8037.0,5116.0,,1.0,1.0
35,1.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,,0.0,846.0,1305.0,1275.0,364.0,72.0,769.0,1182.0,988.0,329.0,957.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,2082,1637507848144,4111746312,CLASSIC,teambuilder-match-4111746312,1637505765291,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,4.0,0.0,56.0,0.0,0.0,0.0,4.0,60.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,5.0,10.0,8.0,9.0,11.0,8.0,8.0,11.0,8.0,10.0,9.0,356.0,2012.0,342.0,6196.0,4520.0,5955.0,5098.0,2318.0,1374.0,903.0,NA1_4111746312,59.0,3.0,10.0,55.0,75.0,15.0,103.0,8.0,107.0,96.0,3219.0,1545.0,4250.0,884.0,1076.0,997.0,3122.0,705.0,5010.0,5193.0,400,0.0,0.0,74713.0,91605.0,262455.0,15959.0,63091.0,103666.0,197274.0,458449.0,24297.0,20352.0,900299.0,4621.0,4025.0,4616.0,7537.0,5692.0,7442.0,8593.0,3154.0,6874.0,6097.0,4621.0,4655.0,5075.0,5279.0,5857.0,5164.0,7082.0,4438.0,5169.0,6157.0,6.0,5.0,1045.0,467.0,24.0,456.0,95.0,490.0,372.0,130.0,490.0,0.0,0.0,15.0,53.0,7.0,7.0,12.0,17.0,67.0,11.0,5.0,0.0,1.0,,100.0,6283.0,4421.0,5564.0,7784.0,4716.0,4864.0,8177.0,4970.0,6302.0,5323.0,,,1.0
36,0.0,0.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,0.0,396.0,694.0,998.0,825.0,498.0,468.0,1694.0,579.0,1696.0,606.0,4.0,2.0,4.0,6.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1648,1637505343208,4111734416,CLASSIC,teambuilder-match-4111734416,1637503694904,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,2.0,,1.0,0.0,4.0,52.0,0.0,4.0,0.0,0.0,76.0,4.0,0.0,0.0,4.0,3.0,5.0,0.0,2.0,0.0,2.0,1.0,8.0,2.0,10.0,6.0,8.0,8.0,9.0,7.0,9.0,8.0,10.0,7.0,751.0,2408.0,726.0,242.0,149.0,1735.0,0.0,0.0,9488.0,155.0,NA1_4111734416,83.0,19.0,6.0,51.0,87.0,2.0,65.0,4.0,67.0,36.0,8030.0,974.0,3312.0,3332.0,4734.0,667.0,3640.0,3663.0,124.0,4319.0,400,0.0,0.0,16056.0,64401.0,152276.0,68131.0,55763.0,12484.0,32798.0,194496.0,179606.0,5283.0,900212.0,8782.0,3744.0,4316.0,3768.0,4883.0,2702.0,4170.0,3804.0,9910.0,4474.0,6396.0,4095.0,5598.0,3585.0,5848.0,3868.0,5319.0,4529.0,6496.0,3831.0,3.0,7.0,0.0,361.0,278.0,194.0,0.0,300.0,529.0,140.0,298.0,0.0,0.0,5.0,17.0,0.0,1.0,4.0,16.0,8.0,2.0,9.0,4.0,0.0,,100.0,6903.0,3092.0,4863.0,4531.0,5191.0,3272.0,6096.0,4727.0,7014.0,3919.0,1.0,,1.0
37,0.0,0.0,5.0,4.0,7.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,,0.0,1286.0,41.0,67.0,808.0,472.0,74.0,448.0,1299.0,2017.0,579.0,3.0,4.0,5.0,1.0,6.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1774,1637379133642,4109843106,CLASSIC,teambuilder-match-4109843106,1637377358735,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,8.0,1.0,63.0,5.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,6.0,5.0,8.0,8.0,9.0,11.0,8.0,8.0,10.0,9.0,11.0,10.0,0.0,7004.0,0.0,4518.0,0.0,6052.0,0.0,3862.0,382.0,220.0,NA1_4109843106,33.0,19.0,15.0,93.0,62.0,28.0,100.0,7.0,136.0,102.0,4686.0,814.0,4097.0,586.0,2507.0,984.0,4995.0,1247.0,7484.0,4150.0,400,1.0,1.0,30274.0,190082.0,155394.0,101696.0,10409.0,10405.0,57113.0,263963.0,96400.0,2642.0,900254.0,4686.0,8034.0,4401.0,5706.0,2507.0,7410.0,4995.0,5705.0,8136.0,4370.0,4411.0,5741.0,5227.0,5748.0,4047.0,5579.0,6298.0,5649.0,7737.0,6679.0,7.0,1.0,0.0,216.0,304.0,601.0,0.0,374.0,0.0,595.0,270.0,0.0,0.0,10.0,28.0,10.0,16.0,19.0,25.0,7.0,10.0,6.0,8.0,0.0,,200.0,4191.0,4494.0,5597.0,7390.0,4270.0,5017.0,6587.0,5759.0,8571.0,6159.0,,1.0,
38,0.0,3.0,7.0,2.0,3.0,2.0,4.0,0.0,6.0,1.0,3.0,0.0,2.0,0.0,672.0,1174.0,923.0,257.0,277.0,309.0,408.0,1426.0,439.0,1179.0,5.0,2.0,2.0,1.0,4.0,4.0,6.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1741,1637352000641,4109416512,CLASSIC,teambuilder-match-4109416512,1637350259456,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0,1.0,60.0,4.0,0.0,0.0,5.0,1.0,10.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,11.0,8.0,10.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0,477.0,3386.0,104.0,4412.0,489.0,1548.0,1291.0,821.0,7839.0,1944.0,NA1_4109416512,104.0,4.0,8.0,118.0,91.0,17.0,85.0,5.0,115.0,94.0,10642.0,730.0,6914.0,106.0,3266.0,1653.0,4849.0,5253.0,65.0,6492.0,400,1.0,1.0,169735.0,92217.0,199154.0,56412.0,23027.0,36804.0,56235.0,268705.0,95686.0,0.0,900281.0,11548.0,4525.0,8781.0,4519.0,3756.0,3567.0,7332.0,6798.0,7905.0,8436.0,7572.0,4699.0,8613.0,5672.0,4552.0,3469.0,5503.0,5701.0,6494.0,5754.0,6.0,3.0,427.0,408.0,1762.0,0.0,0.0,366.0,1191.0,722.0,0.0,0.0,0.0,9.0,25.0,5.0,6.0,7.0,35.0,9.0,2.0,13.0,10.0,0.0,,200.0,7888.0,4854.0,6891.0,6796.0,4655.0,3530.0,6433.0,5654.0,7286.0,5572.0,,1.0,
39,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,123.0,-117.0,741.0,558.0,644.0,630.0,361.0,1738.0,601.0,400.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,0.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,2395,1637534606584,4112061029,CLASSIC,teambuilder-match-4112061029,1637532211070,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,10.0,8.0,10.0,10.0,8.0,8.0,10.0,10.0,11.0,9.0,2637.0,3786.0,2544.0,3437.0,131.0,6666.0,0.0,0.0,4527.0,430.0,NA1_4112061029,128.0,10.0,20.0,67.0,87.0,13.0,101.0,0.0,111.0,81.0,1234.0,888.0,2169.0,858.0,4591.0,422.0,4173.0,4304.0,1894.0,2279.0,400,0.0,1.0,26520.0,120586.0,275775.0,0.0,18827.0,40401.0,43141.0,246830.0,214043.0,6110.0,900325.0,3981.0,4807.0,4969.0,4498.0,4722.0,7481.0,4173.0,4624.0,6536.0,2709.0,6303.0,5123.0,5976.0,4738.0,5794.0,5290.0,5121.0,6363.0,5841.0,5175.0,10.0,5.0,109.0,132.0,254.0,201.0,0.0,392.0,0.0,320.0,114.0,0.0,0.0,15.0,33.0,4.0,10.0,8.0,361.0,11.0,15.0,10.0,16.0,0.0,,200.0,7132.0,4077.0,6516.0,6363.0,4497.0,4528.0,7048.0,6377.0,7740.0,5106.0,,3.0,1.0
40,0.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,182.0,527.0,3029.0,257.0,249.0,78.0,1590.0,241.0,383.0,616.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1680,1637524104776,4111940348,CLASSIC,teambuilder-match-4111940348,1637522424477,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,8.0,8.0,9.0,10.0,9.0,8.0,11.0,10.0,10.0,9.0,355.0,1569.0,4450.0,4520.0,643.0,4044.0,3883.0,0.0,7188.0,1324.0,NA1_4111940348,66.0,19.0,9.0,112.0,118.0,4.0,130.0,9.0,84.0,105.0,1165.0,311.0,1375.0,119.0,3914.0,528.0,1243.0,5186.0,497.0,2477.0,400,0.0,0.0,42843.0,43001.0,387744.0,48252.0,4887.0,78114.0,24807.0,45451.0,6737.0,0.0,900272.0,1735.0,2147.0,6319.0,5160.0,4558.0,6321.0,5340.0,6959.0,8038.0,3802.0,3507.0,3752.0,6669.0,4962.0,5249.0,4078.0,5800.0,5991.0,5213.0,5041.0,7.0,2.0,213.0,266.0,494.0,520.0,0.0,1749.0,212.0,1773.0,352.0,0.0,7.0,6.0,20.0,2.0,11.0,6.0,23.0,8.0,0.0,8.0,7.0,0.0,,200.0,4824.0,4067.0,5954.0,6739.0,5561.0,4294.0,7565.0,6686.0,6893.0,5644.0,2.0,,1.0
41,0.0,2.0,9.0,3.0,0.0,2.0,5.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,218.0,236.0,1450.0,118.0,372.0,917.0,1975.0,193.0,577.0,221.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,2095,1637520780910,4111883593,CLASSIC,teambuilder-match-4111883593,1637518685782,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6.0,0.0,4.0,4.0,5.0,4.0,10.0,8.0,10.0,10.0,8.0,7.0,11.0,10.0,10.0,9.0,3778.0,1134.0,262.0,3067.0,1143.0,4863.0,564.0,801.0,3514.0,1511.0,NA1_4111883593,81.0,23.0,27.0,67.0,85.0,10.0,128.0,17.0,80.0,88.0,2047.0,1833.0,2211.0,1162.0,5506.0,857.0,4473.0,3866.0,974.0,7640.0,400,1.0,0.0,99269.0,30329.0,299807.0,57876.0,0.0,110755.0,86742.0,52693.0,225502.0,9447.0,900266.0,6167.0,3411.0,2754.0,4729.0,7043.0,5721.0,6892.0,4794.0,4746.0,9152.0,4383.0,4461.0,5360.0,5538.0,6387.0,3917.0,6625.0,6018.0,5992.0,5821.0,9.0,2.0,342.0,444.0,281.0,500.0,394.0,0.0,1853.0,126.0,257.0,0.0,0.0,10.0,37.0,5.0,19.0,8.0,302.0,9.0,14.0,12.0,10.0,0.0,,200.0,6252.0,4671.0,6230.0,6886.0,4672.0,3937.0,8059.0,6256.0,6228.0,5045.0,2.0,,1.0
42,2.0,6.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,,0.0,684.0,194.0,1523.0,418.0,832.0,280.0,188.0,776.0,74.0,1312.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1569,1637489884088,4111630794,CLASSIC,teambuilder-match-4111630794,1637488314360,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,17.0,0.0,89.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,11.0,8.0,11.0,10.0,10.0,8.0,10.0,10.0,11.0,9.0,465.0,1260.0,0.0,4039.0,7188.0,2260.0,325.0,945.0,4153.0,589.0,NA1_4111630794,110.0,7.0,19.0,115.0,114.0,6.0,101.0,11.0,107.0,118.0,9115.0,406.0,7817.0,1973.0,483.0,618.0,3079.0,3029.0,694.0,6527.0,420,2.0,0.0,101930.0,76067.0,255645.0,224042.0,174165.0,71099.0,36697.0,42181.0,73550.0,1354.0,900268.0,9812.0,1667.0,8566.0,6370.0,7672.0,3433.0,4435.0,4431.0,4957.0,7117.0,6474.0,3379.0,8248.0,5513.0,6182.0,4955.0,4778.0,5776.0,5434.0,5462.0,1.0,10.0,232.0,0.0,749.0,357.0,0.0,554.0,1030.0,456.0,110.0,0.0,0.0,5.0,21.0,6.0,9.0,10.0,23.0,8.0,7.0,7.0,6.0,0.0,,100.0,8372.0,4331.0,8212.0,6744.0,6278.0,4068.0,6258.0,6494.0,7927.0,5776.0,,,
43,0.0,3.0,3.0,7.0,5.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1423.0,181.0,2190.0,440.0,391.0,315.0,365.0,492.0,1474.0,252.0,4.0,2.0,1.0,3.0,2.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1809,1637482521214,4111538713,CLASSIC,teambuilder-match-4111538713,1637480711432,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,4.0,0.0,50.0,0.0,0.0,1.0,4.0,98.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,4.0,5.0,3.0,0.0,2.0,11.0,7.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,9.0,3266.0,2968.0,707.0,1658.0,0.0,0.0,2389.0,624.0,0.0,5307.0,NA1_4111538713,111.0,14.0,18.0,5.0,109.0,63.0,108.0,19.0,104.0,94.0,2851.0,737.0,8161.0,872.0,6456.0,3633.0,6677.0,5830.0,3824.0,267.0,420,2.0,0.0,25165.0,152218.0,199428.0,89911.0,23517.0,91707.0,35675.0,301820.0,90391.0,43731.0,900282.0,8584.0,3965.0,9195.0,2531.0,6456.0,5153.0,9067.0,6755.0,3877.0,5574.0,6858.0,3956.0,7240.0,4265.0,5816.0,7840.0,6565.0,6207.0,5434.0,5252.0,4.0,9.0,2465.0,260.0,327.0,0.0,0.0,1519.0,0.0,300.0,53.0,0.0,0.0,8.0,32.0,5.0,51.0,42.0,8.0,11.0,6.0,8.0,16.0,0.0,1.0,100.0,7538.0,3511.0,6409.0,3273.0,5567.0,6163.0,6959.0,6850.0,6304.0,5275.0,,,
