,airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,chemtechdragon_team100,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team100,hextechdragon_team200,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,waterdragon_team200,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,chemtechdragon_team200,airdragon_team200,riftherald_team200
44,0.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,0.0,,0.0,932.0,258.0,624.0,147.0,1314.0,863.0,1292.0,860.0,1169.0,1815.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1627,1637475117556,4111450837,CLASSIC,teambuilder-match-4111450837,1637473489794,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,86.0,0.0,0.0,0.0,4.0,94.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,10.0,8.0,9.0,11.0,9.0,7.0,11.0,11.0,10.0,9.0,763.0,1568.0,4003.0,1525.0,350.0,5121.0,1573.0,519.0,5139.0,1972.0,NA1_4111450837,117.0,21.0,7.0,112.0,112.0,19.0,124.0,13.0,89.0,118.0,4271.0,772.0,965.0,4061.0,8128.0,671.0,5086.0,7081.0,502.0,4832.0,420,1.0,0.0,14572.0,91731.0,310357.0,70365.0,3962.0,109371.0,68444.0,114908.0,114542.0,858.0,900290.0,5034.0,2341.0,5631.0,6430.0,8479.0,6091.0,6659.0,8224.0,5879.0,6805.0,5365.0,3418.0,5709.0,5047.0,5494.0,4283.0,6692.0,6560.0,5204.0,5690.0,3.0,4.0,0.0,0.0,662.0,844.0,0.0,298.0,0.0,624.0,238.0,0.0,62.0,8.0,105.0,6.0,10.0,8.0,28.0,15.0,4.0,5.0,10.0,0.0,1.0,200.0,6888.0,4361.0,5814.0,7451.0,5537.0,3646.0,7727.0,7359.0,6855.0,5569.0,,,
46,1.0,2.0,4.0,4.0,3.0,1.0,8.0,6.0,3.0,4.0,5.0,0.0,3.0,3.0,448.0,992.0,561.0,464.0,226.0,491.0,486.0,1947.0,569.0,1366.0,4.0,4.0,2.0,8.0,3.0,3.0,2.0,1.0,5.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,2481,1637187591231,4107097146,CLASSIC,teambuilder-match-4107097146,1637185109220,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,49.0,55.0,0.0,0.0,1.0,0.0,17.0,0.0,16.0,0.0,4.0,4.0,1.0,5.0,8.0,1.0,6.0,3.0,4.0,3.0,10.0,8.0,9.0,9.0,9.0,8.0,7.0,11.0,10.0,9.0,1347.0,3244.0,2601.0,1050.0,2270.0,5755.0,0.0,919.0,704.0,3497.0,NA1_4107097146,101.0,1.0,25.0,66.0,88.0,14.0,21.0,129.0,106.0,70.0,5060.0,764.0,700.0,4197.0,5148.0,548.0,3935.0,3877.0,8228.0,3644.0,440,0.0,1.0,35778.0,104213.0,112006.0,29726.0,0.0,68277.0,150489.0,89617.0,67147.0,107747.0,900251.0,6645.0,4330.0,3426.0,5248.0,7419.0,6621.0,4287.0,5120.0,9377.0,7313.0,5698.0,5127.0,4581.0,5629.0,7131.0,4566.0,5996.0,7747.0,6439.0,6766.0,8.0,8.0,238.0,321.0,125.0,0.0,0.0,317.0,352.0,323.0,444.0,171.0,0.0,15.0,16.0,1.0,21.0,20.0,33.0,40.0,5.0,26.0,0.0,0.0,,100.0,6259.0,4534.0,5562.0,5630.0,6119.0,4249.0,3763.0,8411.0,6562.0,5089.0,,,
47,0.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0,576.0,301.0,195.0,1077.0,44.0,496.0,978.0,1729.0,333.0,164.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2093,1637531021252,4111993745,CLASSIC,teambuilder-match-4111993745,1637528927907,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,96.0,0.0,0.0,4.0,0.0,92.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,10.0,7.0,10.0,10.0,8.0,7.0,11.0,10.0,10.0,9.0,271.0,1650.0,2799.0,6665.0,201.0,1418.0,703.0,0.0,0.0,51.0,NA1_4111993745,112.0,19.0,13.0,101.0,107.0,33.0,112.0,13.0,83.0,104.0,1594.0,1308.0,86.0,449.0,1822.0,43.0,2689.0,2406.0,4399.0,5398.0,420,0.0,0.0,40591.0,98655.0,377148.0,143821.0,0.0,70564.0,67183.0,141181.0,49419.0,8655.0,900258.0,1954.0,3178.0,3037.0,7320.0,2024.0,1462.0,3595.0,2610.0,4758.0,5450.0,4376.0,4476.0,5720.0,5607.0,5344.0,4021.0,6833.0,5879.0,5138.0,5314.0,8.0,6.0,88.0,220.0,151.0,205.0,0.0,0.0,202.0,204.0,359.0,0.0,82.0,8.0,169.0,23.0,12.0,16.0,35.0,12.0,71.0,10.0,11.0,0.0,,100.0,6462.0,3964.0,6435.0,7102.0,4863.0,3967.0,7744.0,6679.0,6177.0,5842.0,,1.0,1.0
48,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,,0.0,1083.0,1138.0,247.0,361.0,66.0,30.0,645.0,31.0,587.0,76.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1532,1637518904317,4111881356,CLASSIC,teambuilder-match-4111881356,1637517371949,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,84.0,4.0,0.0,0.0,0.0,91.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,3.0,1.0,3.0,1.0,10.0,5.0,10.0,11.0,8.0,8.0,11.0,10.0,10.0,9.0,1355.0,793.0,0.0,730.0,369.0,5494.0,70.0,266.0,848.0,3559.0,NA1_4111881356,112.0,15.0,24.0,92.0,94.0,18.0,106.0,16.0,100.0,104.0,3088.0,1257.0,2727.0,8454.0,2829.0,316.0,4732.0,2145.0,8080.0,428.0,420,1.0,0.0,265457.0,128385.0,146848.0,55564.0,7036.0,90442.0,107049.0,282104.0,7830.0,143077.0,900311.0,4444.0,2050.0,2747.0,9902.0,3199.0,6075.0,7382.0,2826.0,9425.0,3988.0,5058.0,3018.0,5672.0,6381.0,4416.0,4615.0,5470.0,5206.0,5317.0,4651.0,3.0,8.0,0.0,0.0,20.0,718.0,0.0,264.0,2579.0,413.0,496.0,0.0,0.0,6.0,4.0,6.0,2.0,9.0,23.0,8.0,7.0,15.0,9.0,0.0,,100.0,7253.0,2002.0,6861.0,8064.0,4612.0,4549.0,7457.0,6123.0,6121.0,5262.0,,,
49,0.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,431.0,899.0,261.0,1204.0,705.0,515.0,662.0,243.0,272.0,824.0,1.0,2.0,2.0,2.0,0.0,1.0,5.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1950,1637466740983,4111234677,CLASSIC,teambuilder-match-4111234677,1637464790838,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,71.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,11.0,7.0,9.0,10.0,9.0,8.0,9.0,9.0,11.0,9.0,1267.0,4252.0,3297.0,444.0,2967.0,1002.0,1460.0,1043.0,3283.0,50.0,NA1_4111234677,91.0,5.0,4.0,129.0,100.0,21.0,99.0,17.0,113.0,146.0,5463.0,460.0,361.0,6000.0,298.0,1172.0,5213.0,3351.0,868.0,4503.0,420,1.0,0.0,146595.0,100145.0,163232.0,59139.0,87291.0,36375.0,71037.0,291048.0,212376.0,10471.0,900215.0,8095.0,4712.0,3945.0,6634.0,3265.0,2624.0,6673.0,4722.0,4152.0,4553.0,6396.0,3284.0,4661.0,5464.0,4880.0,3950.0,4687.0,5243.0,5452.0,5624.0,11.0,4.0,1363.0,0.0,286.0,190.0,0.0,448.0,0.0,328.0,0.0,0.0,0.0,10.0,46.0,9.0,11.0,9.0,42.0,12.0,9.0,14.0,13.0,1.0,2.0,200.0,8365.0,3994.0,5088.0,7037.0,5627.0,4307.0,5803.0,5118.0,7368.0,5815.0,,,
51,1.0,2.0,6.0,1.0,0.0,4.0,5.0,1.0,2.0,0.0,3.0,1.0,,0.0,567.0,510.0,824.0,881.0,647.0,82.0,861.0,993.0,434.0,549.0,6.0,0.0,0.0,3.0,2.0,2.0,5.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1763,1637433123710,4110472185,CLASSIC,teambuilder-match-4110472185,1637431360345,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,4.0,0.0,109.0,8.0,0.0,0.0,0.0,78.0,4.0,0.0,0.0,2.0,1.0,2.0,8.0,2.0,2.0,5.0,0.0,3.0,4.0,9.0,8.0,11.0,11.0,9.0,7.0,12.0,9.0,10.0,10.0,1288.0,5442.0,427.0,9074.0,276.0,1526.0,501.0,336.0,6421.0,7513.0,NA1_4110472185,76.0,9.0,19.0,103.0,95.0,10.0,131.0,18.0,125.0,108.0,4329.0,800.0,2533.0,652.0,4282.0,483.0,7311.0,1303.0,779.0,321.0,420,2.0,0.0,48413.0,82731.0,190665.0,133187.0,39269.0,96435.0,61737.0,195921.0,64830.0,51751.0,900261.0,6030.0,6243.0,3206.0,10208.0,4572.0,2325.0,7812.0,1663.0,7201.0,8061.0,5162.0,4210.0,5874.0,6971.0,5167.0,4108.0,8136.0,4643.0,5764.0,6009.0,3.0,10.0,412.0,0.0,246.0,481.0,12.0,315.0,0.0,24.0,0.0,226.0,0.0,8.0,26.0,3.0,7.0,61.0,31.0,14.0,14.0,18.0,4.0,2.0,,100.0,5366.0,4389.0,7419.0,8140.0,5148.0,3932.0,8659.0,5743.0,6919.0,6214.0,,,
52,0.0,0.0,7.0,5.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,2.0,0.0,236.0,1861.0,1943.0,160.0,407.0,372.0,1659.0,2001.0,489.0,122.0,3.0,2.0,3.0,6.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,1915,1637370186942,4109659148,CLASSIC,teambuilder-match-4109659148,1637368270958,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,60.0,3.0,8.0,0.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,10.0,8.0,10.0,11.0,9.0,7.0,11.0,9.0,10.0,8.0,0.0,3338.0,7940.0,1694.0,4523.0,3114.0,9897.0,3973.0,453.0,106.0,NA1_4109659148,97.0,11.0,12.0,110.0,109.0,18.0,135.0,13.0,111.0,59.0,2544.0,740.0,408.0,6235.0,124.0,259.0,465.0,508.0,5426.0,5560.0,420,0.0,1.0,71926.0,207324.0,106056.0,72200.0,73998.0,13018.0,55394.0,148184.0,14765.0,38646.0,900294.0,3056.0,4435.0,8814.0,8010.0,4648.0,3525.0,10415.0,4718.0,6486.0,5809.0,4836.0,4686.0,6378.0,6280.0,6237.0,5172.0,6804.0,5801.0,5709.0,5342.0,7.0,5.0,511.0,356.0,465.0,80.0,0.0,151.0,53.0,236.0,605.0,142.0,0.0,7.0,32.0,4.0,4.0,9.0,29.0,9.0,1.0,9.0,6.0,0.0,,200.0,6694.0,4732.0,7142.0,7496.0,5732.0,3925.0,8223.0,5872.0,7159.0,4381.0,1.0,,1.0
53,0.0,3.0,8.0,7.0,6.0,6.0,13.0,3.0,7.0,5.0,1.0,1.0,,2.0,1534.0,416.0,87.0,1416.0,1217.0,182.0,1304.0,21.0,180.0,1045.0,4.0,4.0,4.0,4.0,2.0,6.0,3.0,6.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1555,1637364465174,4109587944,CLASSIC,teambuilder-match-4109587944,1637362910041,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,76.0,0.0,4.0,0.0,2.0,1.0,6.0,8.0,9.0,0.0,2.0,6.0,3.0,8.0,10.0,7.0,10.0,11.0,10.0,8.0,11.0,10.0,9.0,9.0,3826.0,2341.0,467.0,7410.0,441.0,3781.0,694.0,1056.0,3052.0,1316.0,NA1_4109587944,91.0,24.0,82.0,90.0,17.0,25.0,125.0,12.0,65.0,91.0,717.0,1665.0,11187.0,1556.0,10307.0,333.0,5782.0,8867.0,1269.0,9902.0,420,2.0,0.0,46177.0,68065.0,35882.0,22238.0,419033.0,96099.0,53990.0,142530.0,49057.0,1652.0,900283.0,4861.0,4006.0,11655.0,9354.0,11662.0,4114.0,6476.0,10614.0,4871.0,11218.0,4934.0,4166.0,7212.0,8361.0,8776.0,4292.0,6804.0,6846.0,5210.0,7220.0,2.0,7.0,318.0,0.0,0.0,387.0,913.0,0.0,0.0,691.0,550.0,0.0,5.0,9.0,16.0,11.0,5.0,4.0,25.0,12.0,3.0,10.0,8.0,1.0,,100.0,6739.0,3687.0,6404.0,7443.0,7224.0,4798.0,7415.0,6895.0,5759.0,5420.0,,,
54,1.0,2.0,3.0,3.0,8.0,5.0,6.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,307.0,731.0,1511.0,368.0,1278.0,957.0,252.0,786.0,497.0,1020.0,2.0,6.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,1.0,2.0,4.0,0.0,0.0,1.0,3.0,2212,1637362515760,4109593069,CLASSIC,teambuilder-match-4109593069,1637360302890,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,4.0,82.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,3.0,2.0,3.0,6.0,3.0,4.0,3.0,4.0,0.0,2.0,9.0,8.0,10.0,10.0,10.0,8.0,11.0,10.0,9.0,9.0,1698.0,6163.0,0.0,9138.0,4430.0,0.0,908.0,876.0,2783.0,190.0,NA1_4109593069,67.0,14.0,10.0,91.0,111.0,20.0,127.0,11.0,84.0,115.0,217.0,648.0,4116.0,680.0,468.0,2784.0,5120.0,4924.0,167.0,3543.0,420,1.0,1.0,72839.0,64087.0,203359.0,114907.0,68664.0,78282.0,28996.0,181604.0,116061.0,19839.0,900216.0,1915.0,7437.0,4378.0,10176.0,4898.0,3264.0,6049.0,6240.0,2950.0,3733.0,4667.0,5081.0,5361.0,7263.0,6193.0,4857.0,7002.0,6626.0,4327.0,6260.0,11.0,1.0,0.0,624.0,262.0,358.0,0.0,479.0,20.0,438.0,0.0,0.0,0.0,16.0,37.0,5.0,14.0,20.0,43.0,11.0,2.0,14.0,17.0,0.0,,200.0,6113.0,4100.0,6170.0,7165.0,6492.0,4215.0,7727.0,6693.0,5346.0,5206.0,,,
55,0.0,2.0,4.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,5.0,0.0,1.0,0.0,753.0,506.0,211.0,1162.0,859.0,309.0,1465.0,2929.0,603.0,274.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1519,1637464424885,4111098515,CLASSIC,teambuilder-match-4111098515,1637462905637,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,9.0,1.0,0.0,9.0,7.0,8.0,10.0,9.0,7.0,11.0,10.0,10.0,8.0,1096.0,4433.0,0.0,9674.0,319.0,3622.0,2208.0,5087.0,4438.0,502.0,NA1_4111098515,73.0,12.0,5.0,110.0,100.0,1.0,90.0,5.0,121.0,73.0,3872.0,395.0,5702.0,378.0,9550.0,793.0,3450.0,854.0,507.0,1408.0,400,0.0,0.0,43504.0,153534.0,195626.0,37076.0,29081.0,71054.0,77532.0,51514.0,38322.0,33729.0,900272.0,4968.0,4889.0,6338.0,10053.0,9869.0,4703.0,5659.0,6226.0,4945.0,2120.0,4603.0,4081.0,4886.0,5027.0,5409.0,4409.0,5565.0,6914.0,5563.0,4224.0,9.0,0.0,0.0,60.0,635.0,0.0,0.0,288.0,0.0,284.0,0.0,210.0,0.0,8.0,16.0,6.0,10.0,8.0,10.0,12.0,52.0,7.0,6.0,0.0,1.0,200.0,6109.0,3388.0,4571.0,6759.0,5638.0,3334.0,7386.0,6193.0,7057.0,4716.0,,,1.0
56,0.0,4.0,9.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,6.0,1.0,,0.0,461.0,616.0,632.0,548.0,1087.0,1054.0,1385.0,634.0,480.0,2438.0,3.0,4.0,3.0,3.0,4.0,8.0,5.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1803,1637462126862,4111071766,CLASSIC,teambuilder-match-4111071766,1637460323051,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,80.0,0.0,0.0,0.0,4.0,69.0,4.0,1.0,0.0,1.0,3.0,7.0,3.0,5.0,2.0,1.0,6.0,4.0,7.0,9.0,9.0,10.0,12.0,9.0,8.0,10.0,10.0,10.0,10.0,642.0,4771.0,6335.0,7214.0,3.0,737.0,3981.0,950.0,6819.0,366.0,NA1_4111071766,83.0,6.0,10.0,126.0,94.0,29.0,95.0,22.0,89.0,122.0,6650.0,413.0,132.0,341.0,5855.0,3421.0,1493.0,3695.0,1478.0,12181.0,400,1.0,1.0,8424.0,102675.0,83123.0,46343.0,66359.0,24550.0,231337.0,93943.0,26431.0,25103.0,900351.0,7478.0,5379.0,6684.0,8192.0,5919.0,4537.0,5877.0,4664.0,8440.0,13943.0,6551.0,5616.0,7067.0,6778.0,7137.0,4404.0,5135.0,6759.0,5805.0,8688.0,8.0,4.0,185.0,194.0,217.0,636.0,60.0,378.0,403.0,18.0,141.0,1396.0,0.0,10.0,47.0,1.0,7.0,37.0,22.0,4.0,7.0,11.0,4.0,0.0,,200.0,5776.0,5064.0,7017.0,8954.0,5855.0,4361.0,6354.0,6770.0,6938.0,6235.0,2.0,,
57,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0,1.0,1.0,395.0,74.0,98.0,69.0,493.0,246.0,1105.0,356.0,1887.0,1475.0,6.0,4.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1957,1637409077773,4110266697,CLASSIC,teambuilder-match-4110266697,1637407120539,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,60.0,6.0,0.0,0.0,4.0,59.0,12.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,1.0,6.0,2.0,4.0,1.0,9.0,7.0,8.0,10.0,9.0,7.0,11.0,9.0,10.0,10.0,51.0,3504.0,0.0,6124.0,271.0,1919.0,8136.0,627.0,1024.0,512.0,NA1_4110266697,63.0,6.0,8.0,98.0,114.0,18.0,86.0,10.0,89.0,118.0,7964.0,539.0,4986.0,1643.0,5259.0,546.0,2764.0,2494.0,3244.0,6148.0,400,0.0,0.0,77227.0,67857.0,187647.0,94897.0,45162.0,116589.0,162540.0,53567.0,67041.0,29768.0,900282.0,8498.0,4398.0,6432.0,9509.0,5531.0,2620.0,11163.0,3602.0,4789.0,6661.0,4965.0,4549.0,6173.0,5799.0,5443.0,3646.0,6930.0,4856.0,5897.0,6000.0,7.0,2.0,482.0,354.0,1445.0,1741.0,0.0,154.0,261.0,480.0,520.0,0.0,0.0,9.0,20.0,7.0,58.0,41.0,27.0,14.0,1.0,9.0,10.0,0.0,,200.0,5062.0,3712.0,5002.0,7111.0,5184.0,3842.0,7785.0,5484.0,6741.0,6120.0,,,1.0
58,0.0,2.0,0.0,7.0,1.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,,1.0,349.0,295.0,1632.0,605.0,2533.0,62.0,1263.0,266.0,203.0,240.0,6.0,4.0,4.0,3.0,0.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,1776,1637406664617,4110264698,CLASSIC,teambuilder-match-4110264698,1637404888214,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,4.0,4.0,56.0,0.0,0.0,0.0,4.0,68.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,6.0,2.0,7.0,0.0,5.0,1.0,9.0,8.0,9.0,10.0,10.0,9.0,12.0,8.0,11.0,7.0,1188.0,1220.0,2406.0,6118.0,337.0,6304.0,0.0,487.0,1421.0,315.0,NA1_4110264698,76.0,25.0,4.0,119.0,115.0,15.0,113.0,0.0,115.0,72.0,4317.0,926.0,4160.0,590.0,8183.0,197.0,8597.0,1235.0,5773.0,5199.0,400,0.0,0.0,41851.0,36727.0,425115.0,93202.0,51463.0,87766.0,77479.0,60239.0,63642.0,31971.0,900260.0,5505.0,2146.0,7550.0,6912.0,8521.0,8008.0,9362.0,2221.0,8175.0,5514.0,4194.0,3045.0,5532.0,6170.0,7533.0,5027.0,7313.0,4066.0,6888.0,3890.0,7.0,7.0,0.0,0.0,984.0,203.0,0.0,1506.0,764.0,499.0,980.0,0.0,0.0,8.0,14.0,0.0,8.0,40.0,27.0,7.0,8.0,7.0,9.0,0.0,1.0,100.0,5634.0,4079.0,5321.0,7025.0,6651.0,5209.0,9064.0,4478.0,8545.0,3902.0,,,1.0
59,0.0,0.0,2.0,2.0,1.0,4.0,5.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,895.0,61.0,-205.0,445.0,1589.0,1149.0,1759.0,1584.0,103.0,1217.0,1.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1666,1637534340032,4112052443,CLASSIC,teambuilder-match-4112052443,1637532673270,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,4.0,40.0,4.0,0.0,0.0,0.0,120.0,0.0,4.0,1.0,1.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,3.0,1.0,9.0,8.0,9.0,11.0,9.0,8.0,11.0,10.0,10.0,9.0,1197.0,528.0,2589.0,5568.0,533.0,2315.0,4183.0,0.0,6183.0,0.0,NA1_4112052443,53.0,29.0,1.0,102.0,109.0,1.0,107.0,8.0,85.0,105.0,923.0,3185.0,2943.0,635.0,5743.0,506.0,2254.0,3504.0,1072.0,3340.0,440,0.0,1.0,126974.0,167140.0,386309.0,24116.0,96981.0,20686.0,29528.0,203558.0,178804.0,22420.0,900216.0,2122.0,3918.0,6223.0,6658.0,6277.0,2890.0,6438.0,4052.0,7620.0,3340.0,3540.0,4311.0,5545.0,5965.0,5439.0,4124.0,5829.0,6669.0,5223.0,5392.0,11.0,1.0,1.0,204.0,689.0,454.0,0.0,68.0,0.0,548.0,364.0,0.0,0.0,11.0,12.0,7.0,5.0,8.0,11.0,8.0,6.0,7.0,9.0,0.0,2.0,200.0,5557.0,4720.0,5266.0,7336.0,5164.0,4312.0,7501.0,7177.0,7084.0,5792.0,1.0,,
